N	2gram	Medvedev_F_1	OGranits
100	подойти к	1	2
101	если бы	4	2
102	и делают	1	2
103	и стиль	1	2
104	к предмету	1	2
105	с самого	1	2
106	и должно	2	2
107	в ней	10	2
108	ее в	1	2
109	а также	1	2
110	в чем	1	2
111	между тем	2	2
112	в общем	3	2
113	оценка в	1	2
114	в языке	1	2
115	во всей	2	2
116	каждый элемент	2	2
117	что они	1	2
118	вслед за	1	2
119	наконец в	3	2
120	чем же	2	2
121	его на	1	2
122	как в	8	2
123	в данном	1	2
124	в этом	15	2
125	в лингвистике	1	2
126	из единства	1	2
127	в том	6	2
128	мы видим	1	2
129	в действительности	2	2
130	или иного	3	2
131	от этого	2	2
132	и отчасти	3	2
133	в этот	1	2
134	одного материала	1	2
135	в целом	6	2
136	и тем	1	2
137	формальный метод	9	2
138	все эти	6	2
139	с одной	4	2
140	учение о	4	2
141	думать что	3	2
142	беспредметных искусств	2	2
143	изобразительных искусствах	1	2
144	в нем	14	2
145	при этом	5	2
146	для него	3	2
147	в другом	1	2
148	социологический метод	5	2
149	вовсе не	10	2
150	в зависимости	2	2
151	литературной школы	2	2
152	общения и	2	2
153	в них	3	2
154	связанных с	1	2
155	в области	3	2
156	с другой	5	2
157	а как	2	2
158	в самом	5	2
159	входит в	6	2
160	того или	2	2
161	может стать	1	2
162	она является	2	2
163	истории языка	1	2
164	одной стороны	4	2
165	литературное произведение	10	2
166	более того	3	2
167	не на	2	2
168	а не	10	2
169	другой стороны	1	2
170	там где	1	2
171	не мог	1	2
172	несмотря на	1	2
173	в связи	4	2
174	этот материал	1	2
175	том что	1	2
176	и истории	5	2
177	с помощью	3	2
178	в г	1	2
179	разрыв между	1	2
180	и ее	10	2
181	так же	4	2
182	в отношении	3	2
183	своего рода	1	2
184	литературного произведения	4	2
185	с этой	4	2
186	художественное произведение	6	2
187	с историей	1	2
188	поэтики и	1	2
189	не менее	11	2
190	самого начала	1	2
191	не имеет	1	2
192	их функций	1	2
193	форм и	6	2
194	функцию в	1	2
195	в структуре	1	2
196	сознания и	1	2
197	на язык	3	2
198	пути к	1	2
199	от всех	3	2
200	бы в	3	2
201	истории литературы	12	2
202	и историей	1	2
203	и является	2	2
204	во всем	2	2
205	общественной психологии	1	2
206	а в	6	2
207	еще в	2	2
208	и к	4	2
209	элемента в	1	2
210	могут быть	1	2
211	историей литературы	1	2
212	в своих	2	2
213	вне материала	1	2
214	поэтического языка	1	2
215	к тому	3	2
216	данную эпоху	2	1
217	которой только	1	1
218	и это	2	1
219	необходимо изучить	1	1
220	можно говорить	1	1
221	от произведения	2	1
222	они проникнуты	1	1
223	также и	1	1
224	же как	2	1
225	совершенно справедливо	2	1
226	и через	1	1
227	себя как	1	1
228	и сами	1	1
229	творческой роли	1	1
230	в эстетике	2	1
231	на основе	6	1
232	неприемлемо и	1	1
233	науки о	2	1
234	это и	3	1
235	последнее время	1	1
236	самый предмет	2	1
237	позитивизмом и	4	1
238	и есть	1	1
239	нам кажется	1	1
240	ту же	1	1
241	конструкции поэтического	1	1
242	сознания с	1	1
243	и до	5	1
244	или иная	1	1
245	в нашу	1	1
246	философской системы	1	1
247	едва ли	1	1
248	в образе	1	1
249	в нескольких	1	1
250	и наметить	1	1
251	идеологический состав	1	1
252	особенно в	3	1
253	в борьбе	1	1
254	значения как	1	1
255	здесь нет	1	1
256	теории поэтического	1	1
257	или на	2	1
258	на материале	1	1
259	осуществляется в	1	1
260	элемент этого	1	1
261	на первом	1	1
262	к тем	1	1
263	содержания в	1	1
264	остается только	1	1
265	оценок в	1	1
266	и о	1	1
267	возможно только	1	1
268	вопрос о	2	1
269	как стиль	1	1
270	до сложных	1	1
271	для этого	4	1
272	из одного	1	1
273	по себе	5	1
274	понимании этого	1	1
275	выходит за	1	1
276	разных типов	1	1
277	мы попытались	1	1
278	подхода к	2	1
279	сведены к	1	1
280	характерное определение	1	1
281	связанное с	1	1
282	превращения его	1	1
283	идеализма и	3	1
284	на себя	1	1
285	с ее	7	1
286	сводится к	3	1
287	часто и	2	1
288	но даже	1	1
289	ему в	1	1
290	общения в	1	1
291	искусства есть	1	1
292	в мире	4	1
293	он пытается	1	1
294	в каждой	1	1
295	как замкнутое	1	1
296	элементов входящих	1	1
297	другими словами	1	1
298	и что	2	1
299	еще не	6	1
300	связи со	3	1
301	их элементов	2	1
302	в широком	3	1
303	время в	3	1
304	в различных	2	1
305	и своей	1	1
306	является таким	1	1
307	тем как	1	1
308	художественной формы	2	1
309	к нему	1	1
310	воздействия на	3	1
311	на самом	7	1
312	совсем не	1	1
313	но не	3	1
314	группы для	1	1
315	и закономерности	3	1
316	вся эта	1	1
317	что язык	1	1
318	образом лишь	1	1
319	эта особенность	1	1
320	борьба с	3	1
321	этой среды	4	1
322	может и	2	1
323	же является	1	1
324	отношение к	3	1
325	конкретного идеологического	1	1
326	нет и	2	1
327	или иное	1	1
328	в другой	2	1
329	и речи	1	1
330	средств и	1	1
331	на то	1	1
332	один и	1	1
333	в художественной	1	1
334	для марксистской	1	1
335	объясняется только	1	1
336	в истории	4	1
337	эта связь	2	1
338	в своем	11	1
339	как из	1	1
340	этот метод	1	1
341	по своей	1	1
342	что касается	1	1
343	один из	3	1
344	как эстетика	1	1
345	понять и	1	1
346	ценностей в	1	1
347	влияние французских	1	1
348	и как	3	1
349	стиль в	1	1
350	метод в	4	1
351	одной из	2	1
352	история литературы	9	1
353	что он	3	1
354	более или	6	1
355	основ формалистической	1	1
356	не должна	7	1
357	который в	1	1
358	метод должен	1	1
359	не приходится	2	1
360	или же	3	1
361	в литературоведении	3	1
362	со всеми	3	1
363	даны только	1	1
364	является лишь	4	1
365	так в	1	1
366	в этой	6	1
367	в последнее	1	1
368	становления идеологического	1	1
369	для всех	1	1
370	с их	1	1
371	остановиться на	2	1
372	сюда относятся	1	1
373	не имеющие	2	1
374	равно нулю	1	1
375	конечно не	4	1
376	литературы в	8	1
377	не можем	2	1
378	формах их	1	1
379	жизнь как	3	1
380	reductio ad	1	1
381	только на	5	1
382	если он	3	1
383	перевести его	1	1
384	и если	2	1
385	представителей формального	1	1
386	и чисто	2	1
387	и гг	1	1
388	не из	4	1
389	в статье	1	1
390	эту тенденцию	1	1
391	или даже	1	1
392	и других	3	1
393	его и	2	1
394	произведении как	3	1
395	всем своем	1	1
396	и социальной	1	1
397	в понимании	5	1
398	а вовсе	2	1
399	никто не	1	1
400	состоит в	1	1
401	в виде	1	1
402	внутренней речи	1	1
403	как их	2	1
404	мы полагаем	2	1
405	и должна	2	1
406	что без	1	1
407	но что	1	1
408	только с	1	1
409	и позитивизма	3	1
410	своего идеологического	1	1
411	отличие от	1	1
412	на этом	1	1
413	людей и	1	1
414	лишь с	1	1
415	этим же	1	1
416	или иных	1	1
417	образом не	1	1
418	входящих в	2	1
419	не должно	1	1
420	это конечно	1	1
421	и всякое	3	1
422	формалистической поэтики	1	1
423	даже и	2	1
424	на всю	2	1
425	в особенности	3	1
426	и поэтических	1	1
427	бы быть	2	1
428	художественной действительности	1	1
429	на все	3	1
430	в формализме	1	1
431	перед двумя	1	1
432	имеет и	1	1
433	последнем счете	1	1
434	диалектический метод	1	1
435	и здесь	6	1
436	поэтической структуры	1	1
437	роковую роль	1	1
438	его в	3	1
439	как к	3	1
440	материала к	1	1
441	его себе	1	1
442	искусства в	4	1
443	форм их	1	1
444	если только	1	1
445	идеологического кругозора	16	1
446	к которому	2	1
447	такого понимания	1	1
448	общения а	2	1
449	в предисловии	1	1
450	мог иметь	1	1
451	заключается в	1	1
452	быть лишен	1	1
453	между отдельными	1	1
454	ведь в	1	1
455	лежит в	1	1
456	в живом	6	1
457	включенные в	1	1
458	только одно	1	1
459	произведения не	1	1
460	полагаем что	2	1
461	каждом элементе	1	1
462	для них	1	1
463	произведение как	3	1
464	нужно сказать	1	1
465	не было	3	1
466	она и	1	1
467	о художественном	1	1
468	а на	1	1
469	соприкасается с	1	1
470	далеко не	1	1
471	он действительно	1	1
472	и самый	2	1
473	понята и	1	1
474	слове в	1	1
475	переходим к	1	1
476	он и	1	1
477	и превращения	1	1
478	фигурирует в	2	1
479	все время	2	1
480	как социальная	1	1
481	отнюдь не	6	1
482	этой закономерности	2	1
483	до законченного	1	1
484	для человека	1	1
485	процессе взаимодействия	1	1
486	должно быть	11	1
487	менее всего	2	1
488	такой же	1	1
489	теоретической и	1	1
490	и тогда	1	1
491	особенностей и	2	1
492	состав содержания	1	1
493	и поэтики	1	1
494	или менее	6	1
495	которую он	1	1
496	вступает в	2	1
497	не определило	1	1
498	себе в	1	1
499	которую мы	1	1
500	при изучении	1	1
501	художественного творчества	1	1
502	нее как	1	1
503	что раньше	1	1
504	и особенно	2	1
505	ко всем	2	1
506	к истории	1	1
507	в такой	1	1
508	как это	6	1
509	путь от	1	1
510	основе такого	1	1
511	существует как	1	1
512	для уха	1	1
513	всей полноте	1	1
514	в отличие	1	1
515	бы мы	1	1
516	предисловии к	1	1
517	она есть	2	1
518	образом входит	1	1
519	здесь он	1	1
520	к этому	1	1
521	нашу задачу	1	1
522	вообще ни	1	1
523	должно было	1	1
524	где она	1	1
525	отдельных произведений	1	1
526	и вот	2	1
527	идеологического преломления	1	1
528	времени не	1	1
529	формального метода	16	1
530	тем не	1	1
531	как средство	1	1
532	и более	2	1
533	в ряду	2	1
534	очень трудно	1	1
535	в последнем	1	1
536	к следующему	1	1
537	в искусствоведении	3	1
538	этого слова	3	1
539	что такое	2	1
540	в контексте	1	1
541	тому что	1	1
542	в беспредметных	1	1
543	быть и	4	1
544	является для	2	1
545	идеологической жизни	2	1
546	еще мало	1	1
547	важная проблема	1	1
548	в условиях	1	1
549	до конца	7	1
550	литературы как	3	1
551	и развивается	1	1
552	но это	3	1
553	виду что	2	1
554	в организованном	1	1
555	в то	9	1
556	как о	4	1
557	мысли в	2	1
558	к другим	2	1
559	одна из	2	1
560	в науке	2	1
561	произведений и	1	1
562	тех или	1	1
563	весь этот	1	1
564	и социальная	1	1
565	в изобразительных	1	1
566	того чтобы	1	1
567	на самый	1	1
568	исключительно как	1	1
569	и чем	3	1
570	при таком	4	1
571	формы и	5	1
572	с позитивизмом	6	1
573	или в	1	1
574	на одном	1	1
575	в самой	2	1
576	ее и	1	1
577	же время	8	1
578	данной социальной	1	1
579	в абстрактное	1	1
580	лишь как	5	1
581	в основе	3	1
582	ad absurdum	1	1
583	к произведению	1	1
584	элемента произведения	1	1
585	тем более	1	1
586	определения его	1	1
587	общим достоянием	1	1
588	за исключением	2	1
589	с понятием	1	1
590	а лишь	2	1
591	только что	1	1
592	нужна для	1	1
593	потому что	1	1
594	являются материальными	1	1
595	связи с	3	1
596	поэтической формы	1	1
597	своей статье	3	1
598	науке о	1	1
599	эти три	1	1
600	эту плоскость	1	1
601	входя в	1	1
602	сложную систему	1	1
603	в системе	2	1
604	этом отношении	1	1
605	и типов	2	1
606	эстетике и	1	1
607	этот не	1	1
608	та или	1	1
609	чем сложнее	1	1
610	о сущности	1	1
611	две формы	1	1
612	его аудиторией	1	1
613	не знает	1	1
614	исторической поэтики	3	1
615	сказать что	1	1
616	или эмоций	1	1
617	впервые в	1	1
618	работы и	1	1
619	все то	1	1
620	мы здесь	1	1
621	не входит	1	1
622	о литературе	6	1
623	идеологическую плоть	1	1
624	во все	1	1
625	с его	4	1
626	в совокупности	1	1
627	его понимании	1	1
628	произведения и	8	1
629	указать на	2	1
630	должны быть	5	1
631	всего в	3	1
632	вместе с	2	1
633	как для	1	1
634	поэтики в	1	1
635	в данную	1	1
636	например в	1	1
637	идеологическим явлением	1	1
638	по поводу	1	1
639	что при	1	1
640	его структура	1	1
641	этой точки	1	1
642	они не	3	1
