N	2gram	Tiupa_Narr_2	StatiiOP
419	далеко не	5	1
420	всю жизнь	1	1
421	кроме самого	1	1
422	которой он	3	1
423	здесь всего	1	1
424	ему известна	1	1
425	в развитии	1	1
426	иначе говоря	7	1
427	на себя	1	1
428	когда в	1	1
429	бы на	2	1
430	представить себе	3	1
431	своем роде	1	1
432	это только	1	1
433	место в	5	1
434	не столько	5	1
435	от себя	1	1
436	что я	3	1
437	две стороны	1	1
438	а есть	1	1
439	что было	1	1
440	однако в	2	1
441	которой является	1	1
442	истории о	1	1
443	объяснения в	1	1
444	всего его	1	1
445	трудно было	1	1
446	нет никакого	1	1
447	всех их	1	1
448	каждого отдельного	1	1
449	слова до	1	1
450	потому не	2	1
451	но они	1	1
452	из нас	1	1
453	в обоих	2	1
454	на котором	1	1
455	текста и	2	1
456	одна из	3	1
457	и притом	1	1
458	в процессе	2	1
459	читаем что	1	1
460	здесь например	1	1
461	чем не	1	1
462	не могло	2	1
463	никому не	1	1
464	отнестись к	1	1
465	пример из	1	1
466	неприемлемый для	1	1
467	и лишь	1	1
468	с одним	1	1
469	и после	1	1
470	раз того	1	1
471	не всё	1	1
472	но все-таки	1	1
473	ни о	1	1
474	xx века	1	1
475	которых он	1	1
476	не могут	1	1
477	города в	1	1
478	к тому	9	1
479	которым в	1	1
480	как мы	1	1
481	и о	1	1
482	в виду	1	1
483	но при	4	1
484	проявляется в	1	1
485	и говорить	1	1
486	не могу	2	1
487	как по	3	1
488	мысль о	2	1
489	оказаться в	1	1
490	хотя не	1	1
491	счетом ничего	1	1
492	не подлежит	1	1
493	читателя в	4	1
494	на том	3	1
495	и когда	3	1
496	собой по	1	1
497	времени и	4	1
498	идентичности и	1	1
499	было в	1	1
500	во многом	1	1
501	еще в	1	1
502	лишь то	1	1
503	о ней	3	1
504	является событием	2	1
505	о нем	3	1
506	настаивать на	1	1
507	люди с	1	1
508	поэтому как	1	1
509	его словам	1	1
510	не умею	1	1
511	утверждает что	1	1
512	с того	1	1
513	можно сказать	6	1
514	все его	4	1
515	не просто	1	1
516	времени в	1	1
517	это была	1	1
518	это нужно	1	1
519	во всей	1	1
520	в форме	5	1
521	в другой	1	1
522	них в	1	1
523	в современной	2	1
524	той мере	2	1
525	что только	1	1
526	чем он	1	1
527	и дело	2	1
528	время когда	1	1
529	всю свою	1	1
530	своей неуместностью	1	1
531	и кажется	1	1
532	как нечто	1	1
533	деле не	1	1
534	но то	1	1
535	i и	1	1
536	на мой	1	1
537	именно на	1	1
538	себя в	2	1
539	голосом и	1	1
540	этой системе	1	1
541	уже не	4	1
542	ряде случаев	1	1
543	то у	3	1
544	он имеет	1	1
545	самому и	1	1
546	в одном	1	1
547	в прошлом	1	1
548	не о	1	1
549	каждый из	1	1
550	которые могут	1	1
551	на некоторые	1	1
552	в текстах	1	1
553	в сумме	1	1
554	где в	1	1
555	после него	1	1
556	же итог	1	1
557	оснований видеть	1	1
558	или иной	3	1
559	с другим	2	1
560	с той	1	1
561	в ряде	1	1
562	все благополучно	1	1
563	из таких	1	1
564	мира это	2	1
565	но о	1	1
566	или о	1	1
567	обратиться к	2	1
568	в соответствии	3	1
569	связано с	1	1
570	иначе в	1	1
571	его смерти	1	1
572	более того	1	1
573	не на	1	1
574	не означает	1	1
575	с личной	1	1
576	о чем	2	1
577	которые по	1	1
578	которая на	1	1
579	не видит	1	1
580	но что	1	1
581	текста если	1	1
582	по мысли	5	1
583	является его	2	1
584	ровным счетом	1	1
585	вместе с	1	1
586	некоторые из	1	1
587	что именно	1	1
588	к своему	2	1
589	xix века	1	1
590	в течение	2	1
591	это за	1	1
592	ему по	1	1
593	в последнем	1	1
594	в это	1	1
595	сказать не	1	1
596	каким он	1	1
597	в культуре	2	1
598	этом и	1	1
599	естественно не	1	1
600	ни для	2	1
601	подобные вопросы	1	1
602	с изумлением	1	1
603	напомню что	1	1
604	этом смысле	1	1
605	каждой из	1	1
606	мой взгляд	1	1
607	тем и	1	1
608	опоры в	1	1
609	и от	1	1
610	котором он	1	1
611	или в	1	1
612	другое дело	1	1
613	себя самого	1	1
614	виде в	1	1
615	по одной	1	1
616	той или	3	1
617	бы в	2	1
618	не должен	2	1
619	но зато	2	1
620	исключительно в	2	1
621	уже давно	1	1
622	я в	5	1
623	одной из	1	1
624	простым и	1	1
625	в истолковании	1	1
626	имеет право	1	1
627	это делает	1	1
628	к его	3	1
629	внимания к	1	1
630	оно не	2	1
631	из этого	1	1
632	время не	1	1
633	просто не	1	1
634	к фразе	1	1
635	но эти	1	1
636	он лишь	2	1
637	к этому	1	1
638	как на	2	1
639	точно так	2	1
640	они не	2	1
