N	2gram	Bakhtin_Fr_4	OGranits
314	он и	5	1
315	все время	3	1
316	такой же	3	1
317	автора и	1	1
318	разных местах	2	1
319	и тогда	1	1
320	функцию выполняет	1	1
321	момента в	1	1
322	и некоторых	1	1
323	или менее	3	1
324	которую он	4	1
325	и вполне	3	1
326	эти слова	1	1
327	как все	1	1
328	но там	2	1
329	теперь мы	1	1
330	и столь	1	1
331	в отличие	1	1
332	мысли и	1	1
333	и глубоко	1	1
334	бы мы	1	1
335	на три	1	1
336	она есть	1	1
337	к этому	2	1
338	человеческого тела	1	1
339	берет себе	1	1
340	это единая	1	1
341	правда он	1	1
342	тому как	3	1
343	и вот	3	1
344	и там	1	1
345	времени не	1	1
346	для мужчины	1	1
347	ведь этот	1	1
348	в эпоху	15	1
349	их в	2	1
350	своего времени	3	1
351	проникновению в	1	1
352	этого слова	1	1
353	что такое	1	1
354	необходимо учитывать	1	1
355	быть и	1	1
356	между людьми	1	1
357	в условиях	1	1
358	до конца	5	1
359	вплоть до	1	1
360	но это	4	1
361	и оно	1	1
362	виду что	1	1
363	в то	10	1
364	одно понятие	1	1
365	близкий к	1	1
366	тех или	1	1
367	весь этот	2	1
368	которых он	2	1
369	не знаем	1	1
370	ними и	1	1
371	того чтобы	3	1
372	мышления в	1	1
373	в самых	1	1
374	хотя они	1	1
375	формы и	2	1
376	в разных	3	1
377	и становится	1	1
378	связанный с	1	1
379	или в	2	1
380	найти в	1	1
381	узком смысле	2	1
382	этой системы	4	1
383	в самой	1	1
384	именно с	1	1
385	же время	8	1
386	в основе	2	1
387	вообще в	1	1
388	от него	1	1
389	только что	1	1
390	потому что	1	1
391	связи с	2	1
392	в стихотворной	1	1
393	в системе	1	1
394	и развиваются	1	1
395	этом отношении	1	1
396	не вполне	1	1
397	тесно связана	1	1
398	об этом	1	1
399	сказать что	5	1
400	речи и	1	1
401	равно как	1	1
402	мы здесь	2	1
403	но когда	1	1
404	речь которая	1	1
405	с его	4	1
406	только о	1	1
407	же самое	1	1
408	этому не	2	1
409	речевых элементов	1	1
410	они не	2	1
