N	2gram	Bakhtin_fo_2	Tvorches
362	в таких	1	1
363	важно лишь	1	1
364	сам он	1	1
365	тому что	1	1
366	без него	1	1
367	автора и	2	1
368	стремился восстановить	1	1
369	одновременно в	1	1
370	виду что	1	1
371	вплоть до	2	1
372	о значении	1	1
373	она не	2	1
374	на земле	2	1
375	дело в	1	1
376	она ни	3	1
377	героев и	4	1
378	но только	1	1
379	чем не	2	1
380	себе самом	1	1
381	не имеет	1	1
382	через него	1	1
383	самой жизни	3	1
384	с большой	2	1
385	у шекспира	1	1
386	и является	1	1
387	уже говорили	4	1
388	не похож	2	1
389	жизни как	2	1
390	мире и	2	1
391	особое значение	2	1
392	человека так	1	1
393	окружающий мир	1	1
394	и несколько	2	1
395	есть у	1	1
396	мифов и	1	1
397	вырваться из	2	1
398	к себе	4	1
399	не могут	1	1
400	веселая смерть	3	1
401	во все	2	1
402	с исключительной	1	1
403	лежит в	2	1
404	похож на	2	1
405	как только	1	1
406	фоном и	1	1
407	для развития	1	1
408	числе и	2	1
409	к тому	3	1
410	важно было	1	1
411	бы он	1	1
412	той или	1	1
413	не противоречит	1	1
414	день и	1	1
415	если же	1	1
416	дальнейшем мы	2	1
417	должен быть	1	1
418	для себя	1	1
419	она дана	1	1
420	я тебя	1	1
421	обликом ни	1	1
422	как мы	6	1
423	и художественное	1	1
424	золотом веке	2	1
425	начинает раскрываться	1	1
426	здесь необходимо	1	1
427	но при	1	1
428	на основе	3	1
429	для читателя	1	1
430	характер и	1	1
431	сочетается с	1	1
432	смерти в	11	1
433	в себя	2	1
434	с самого	1	1
435	культуры и	1	1
436	то время	1	1
437	в пределах	5	1
438	это для	1	1
439	мы наблюдаем	3	1
440	человек был	1	1
441	резко отличает	1	1
442	здесь он	1	1
443	связан с	1	1
444	как большая	1	1
445	отлична от	1	1
446	к самой	1	1
447	с собой	1	1
448	еще в	1	1
449	она была	1	1
450	в изображении	1	1
451	том как	3	1
452	что от	1	1
453	жизнь и	3	1
454	в день	2	1
455	традиции у	1	1
456	быту и	1	1
457	с человеком	1	1
458	в виду	3	1
459	ее у	1	1
460	и здесь	1	1
461	другом месте	2	1
462	в другом	3	1
463	в поэзии	2	1
464	с одной	2	1
465	утверждает что	2	1
466	лишь в	2	1
467	романе в	6	1
468	может не	1	1
469	каждом из	2	1
470	и биографии	1	1
471	и события	1	1
472	этот момент	1	1
473	и хорошо	1	1
474	непосредственно в	1	1
475	святых и	1	1
476	романа в	2	1
477	века и	2	1
478	смеха и	2	1
479	как она	1	1
480	всегда является	1	1
481	от всех	1	1
482	значит что	2	1
483	в формах	1	1
484	них более	1	1
485	и одновременно	1	1
486	образов и	1	1
487	важно подчеркнуть	1	1
488	же напротив	1	1
489	нуждается в	1	1
490	ли он	1	1
491	из многих	1	1
492	как нечто	1	1
493	то в	2	1
494	дана в	3	1
495	характерная для	1	1
496	такое же	1	1
497	он действует	1	1
498	души и	1	1
499	романа еще	1	1
500	связи с	8	1
501	литературы в	2	1
502	не можем	1	1
503	в большинстве	3	1
504	когда герой	1	1
505	за свой	2	1
506	еще одну	1	1
507	является не	1	1
508	на этих	1	1
509	же у	1	1
510	здесь же	1	1
511	участие в	1	1
512	природа человека	1	1
513	мир в	4	1
514	свой собственный	1	1
515	был бы	1	1
516	и прямой	1	1
517	и их	4	1
518	руки и	1	1
519	и мотивов	1	1
520	сами по	2	1
521	от горя	1	1
522	бытия и	1	1
523	все такие	1	1
524	в любви	1	1
525	смерти и	4	1
526	же это	1	1
527	и всему	1	1
528	в какой-то	1	1
529	что и	3	1
530	или иной	2	1
531	влияние на	2	1
532	новый мир	1	1
533	его с	1	1
534	и прежде	3	1
535	типичен для	1	1
536	показано в	1	1
537	позиция автора	1	1
538	может жить	1	1
539	человек в	2	1
540	одну из	1	1
541	свой счет	1	1
542	самого начала	1	1
543	время путешествия	1	1
544	в различных	1	1
545	под влиянием	1	1
546	в связи	8	1
547	в речи	1	1
548	и имеет	2	1
549	как это	2	1
550	попытка раскрыть	1	1
551	он утверждает	2	1
552	искусстве и	1	1
553	что весь	1	1
554	герои романа	1	1
555	это герои	1	1
556	человек с	1	1
557	герой в	1	1
558	этого слова	1	1
559	с раскрытием	1	1
560	бога и	2	1
561	глубину и	1	1
562	под знаком	3	1
563	и тесно	1	1
564	и для	9	1
565	пор еще	1	1
566	этот принцип	1	1
567	в результате	1	1
568	а все	1	1
569	это как	1	1
570	совершенно ясна	1	1
571	ее и	2	1
572	но когда	1	1
573	еще более	4	1
574	и ни	1	1
575	вообще в	1	1
576	действительной жизни	1	1
577	тот же	3	1
578	в целях	1	1
579	по поводу	1	1
580	и сила	1	1
581	в свою	1	1
582	между ними	2	1
583	лишь что	1	1
584	и мотивы	1	1
585	не знает	2	1
586	сказать что	1	1
587	не быть	2	1
588	совершенно не	1	1
589	авантюрного романа	1	1
590	но этот	1	1
591	мире без	1	1
592	в последнем	2	1
593	ни был	1	1
594	частности в	1	1
595	и другие	3	1
596	как на	2	1
597	том числе	3	1
