N	2gram	Vinokur_St_3	FransuaR
540	в формах	1	1
541	один из	2	1
542	моменты в	1	1
543	одной из	2	1
544	два основных	1	1
545	ли он	1	1
546	в какой	3	1
547	года то	1	1
548	который в	1	1
549	всей жизни	1	1
550	всяком случае	4	1
551	и ее	2	1
552	не было	4	1
553	в уста	2	1
554	делает его	1	1
555	характерной для	1	1
556	очень значительным	1	1
557	для всех	1	1
558	с нею	1	1
559	уже в	3	1
560	и они	1	1
561	то и	2	1
562	комедии к	1	1
563	которых можно	1	1
564	целого ряда	1	1
565	только эту	1	1
566	от других	1	1
567	не из	1	1
568	не стал	1	1
569	языка но	1	1
570	вся литература	1	1
571	же объясняется	1	1
572	в комедии	1	1
573	в церковном	1	1
574	в конце	6	1
575	что и	1	1
576	и своеобразное	1	1
577	не о	1	1
578	у него	9	1
579	за границы	1	1
580	тем что	19	1
581	и пародия	1	1
582	разработан в	1	1
583	в очень	1	1
584	до наших	1	1
585	ней и	1	1
586	со стороны	3	1
587	и создает	1	1
588	на примере	1	1
589	из библии	1	1
590	стороны он	1	1
591	к которому	3	1
592	и образов	1	1
593	которые не	1	1
594	себя и	2	1
595	в живом	1	1
596	говорит о	1	1
597	был в	1	1
598	а за	1	1
599	не на	2	1
600	а не	5	1
601	однако и	1	1
602	его как	3	1
603	о чем	1	1
604	одна из	2	1
605	и исторической	1	1
606	сила но	1	1
607	свое отражение	1	1
608	искусства он	2	1
609	из потребности	1	1
610	и силы	1	1
611	для этой	1	1
612	воплощение в	1	1
613	люди в	1	1
614	именно поэтому	2	1
615	уже давно	1	1
616	все более	2	1
617	границы между	1	1
618	своеобразия и	1	1
619	из которых	4	1
620	а потому	2	1
621	понимает как	1	1
622	конечно не	1	1
623	он говорит	4	1
624	в течение	4	1
625	с комедией	1	1
626	такие явления	1	1
627	там где	1	1
628	что как	1	1
629	есть и	1	1
630	в контексте	1	1
631	как например	8	1
632	и различные	1	1
633	отличается от	4	1
634	в начале	4	1
635	что касается	7	1
636	более и	2	1
637	этот образ	2	1
638	очень интересный	1	1
639	известной степени	1	1
640	в мировой	3	1
641	классицизма и	1	1
642	в связи	3	1
643	совершается в	1	1
644	тем и	1	1
645	в результате	2	1
646	пр в	2	1
647	особого рода	1	1
648	в эту	4	1
649	находит свое	3	1
650	но зато	1	1
651	хотя бы	1	1
652	все они	3	1
653	укладывается в	1	1
654	всякого отношения	1	1
655	отношении к	1	1
656	более глубокое	1	1
657	а о	1	1
658	отношением к	1	1
659	этап в	2	1
660	но этот	1	1
661	были и	2	1
662	времен и	1	1
663	также не	1	1
664	к этому	3	1
665	как на	6	1
666	во всяком	4	1
667	все что	1	1
668	такой же	2	1
669	они не	1	1
