N	2gram	Tiupa_Disk_1	Myshleni
351	его на	1	1
352	стороны и	2	1
353	как к	2	1
354	не требует	1	1
355	перед нами	3	1
356	просто как	1	1
357	собственно и	2	1
358	в образовании	1	1
359	его к	1	1
360	тем же	1	1
361	не приходится	2	1
362	точкой зрения	2	1
363	отношения с	1	1
364	что это	1	1
365	в учебниках	1	1
366	он в	1	1
367	учение о	1	1
368	речи но	1	1
369	с их	1	1
370	другом случае	1	1
371	что она	1	1
372	он ни	2	1
373	все перечисленные	1	1
374	в понимании	1	1
375	включающее в	1	1
376	не как	4	1
377	но оказывается	1	1
378	новое и	1	1
379	лежит не	1	1
380	характер в	1	1
381	легко показать	1	1
382	одному и	1	1
383	или иных	1	1
384	одно и	1	1
385	но все	1	1
386	и за	1	1
387	и письма	1	1
388	то чтобы	1	1
389	и может	1	1
390	об этом	2	1
391	слова или	1	1
392	на все	1	1
393	или даже	2	1
394	всех областях	1	1
395	все их	1	1
396	осознанию и	1	1
397	это было	2	1
398	речью и	1	1
399	в и	1	1
400	от одного	1	1
401	может стать	1	1
402	действительности в	1	1
403	они по	1	1
404	приходит в	1	1
405	к словесному	1	1
406	который по	1	1
407	но уже	1	1
408	действия а	1	1
409	что представляет	2	1
410	далеко не	10	1
411	которой он	1	1
412	задач в	1	1
413	обозначить как	1	1
414	оно имеет	1	1
415	ведет к	3	1
416	и принципиальное	1	1
417	потому и	1	1
418	протекает в	1	1
419	в научной	1	1
420	всех этих	1	1
421	во время	1	1
422	привело к	4	1
423	и при	1	1
424	таким же	1	1
425	заключать в	1	1
426	и без	2	1
427	это делает	1	1
428	иного типа	1	1
429	не столько	1	1
430	не имеющих	1	1
431	равной мере	1	1
432	представление о	1	1
433	в отличие	5	1
434	не исчерпывается	1	1
435	от его	1	1
436	своем собственном	1	1
437	последовательности в	1	1
438	тем не	1	1
439	том и	1	1
440	и предполагает	2	1
441	не должно	1	1
442	личного опыта	1	1
443	речи понятие	1	1
444	содержит в	1	1
445	начиная от	1	1
446	но они	2	1
447	как можно	1	1
448	развития чем	1	1
449	стадии развития	2	1
450	образующих его	1	1
451	дело в	1	1
452	и притом	1	1
453	в отсутствии	1	1
454	и слишком	1	1
455	дело не	2	1
456	в структуре	1	1
457	для всего	1	1
458	тем чем	1	1
459	при наличии	1	1
460	речи не	1	1
461	этих двух	1	1
462	может усвоить	1	1
463	впрочем в	1	1
464	словесного выражения	1	1
465	в наше	2	1
466	в каком	1	1
467	в действительности	3	1
468	искусственных понятий	1	1
469	в момент	2	1
470	в специальном	1	1
471	к прежнему	1	1
472	и заключается	1	1
473	что сила	1	1
474	человека в	2	1
475	себе дорогу	1	1
476	числе и	2	1
477	в определенную	1	1
478	мысли о	2	1
479	они и	3	1
480	в последующие	1	1
481	т.е в	1	1
482	состоят в	1	1
483	и это	1	1
484	и стали	1	1
485	и о	4	1
486	появляется в	1	1
487	подобно тому	2	1
488	в ее	3	1
489	данном случае	2	1
490	что всякая	1	1
491	еще у	1	1
492	чужой речи	1	1
493	не мог	1	1
494	только через	1	1
495	по аналогии	1	1
496	мне как	1	1
497	хорошо известны	1	1
498	собой и	1	1
499	в определенной	1	1
500	но отнюдь	2	1
501	каждой сфере	1	1
502	о том	8	1
503	чего она	1	1
504	достигается не	1	1
505	утверждает что	1	1
506	что его	1	1
507	понятие и	1	1
508	самому себе	2	1
509	не наблюдается	1	1
510	к нему	1	1
511	том или	1	1
512	и всю	1	1
513	между тем	4	1
514	и большая	1	1
515	с устной	1	1
516	что же	2	1
517	в середине	1	1
518	они служили	1	1
519	делает это	1	1
520	это приводит	1	1
521	в современной	1	1
522	что здесь	1	1
523	которых она	1	1
524	о двух	1	1
525	речь о	1	1
526	во всем	1	1
527	как нечто	1	1
528	в прошлом	1	1
529	он уже	1	1
530	и ее	2	1
531	с одной	9	1
532	мере развития	1	1
533	и теперь	1	1
534	оказывается в	1	1
535	уже не	4	1
536	то и	1	1
537	связи как	1	1
538	в значении	2	1
539	все многообразие	1	1
540	оно в	1	1
541	в виде	1	1
542	в начале	2	1
543	показать на	1	1
544	всех видов	1	1
545	в известном	1	1
546	в данной	3	1
547	особую и	1	1
548	его и	1	1
549	их как	1	1
550	к мысли	2	1
551	и их	1	1
552	цели и	1	1
553	в известной	1	1
554	слова в	2	1
555	как их	2	1
556	сами по	2	1
557	для правильного	1	1
558	последние как	1	1
559	самой природой	1	1
560	движением мысли	1	1
561	отличие от	5	1
562	к той	3	1
563	параллельно с	1	1
564	известного рода	1	1
565	а потому	1	1
566	и даже	3	1
567	или иной	5	1
568	и постепенно	1	1
569	с другим	1	1
570	и тождества	1	1
571	здесь в	2	1
572	с той	1	1
573	еще и	1	1
574	наконец в	1	1
575	а с	5	1
576	является величайшей	1	1
577	говорит о	1	1
578	форм речи	1	1
579	из наиболее	2	1
580	одну из	2	1
581	о чем	2	1
582	научном мышлении	1	1
583	не об	1	1
584	ближе к	1	1
585	стоит в	1	1
586	брат и	1	1
587	действия в	1	1
588	и во	2	1
589	до этого	1	1
590	только его	1	1
591	ибо это	1	1
592	влияния на	2	1
593	одной стороны	9	1
594	если оно	1	1
595	с некоторыми	2	1
596	тому как	3	1
597	в тех	2	1
598	является его	1	1
599	к существенным	1	1
600	ли не	3	1
601	в истории	4	1
602	памяти в	1	1
603	аналогии с	1	1
604	в основном	1	1
605	поэтому что	1	1
606	сложившийся в	1	1
607	тех или	1	1
608	всю совокупность	1	1
609	в следующей	1	1
610	значения слова	1	1
611	должны быть	3	1
612	при таком	1	1
613	не существует	1	1
614	котором он	2	1
615	только тем	1	1
616	в результате	1	1
617	это как	1	1
618	своей собственной	2	1
619	особого рода	2	1
620	той или	3	1
621	тем более	1	1
622	в большей	1	1
623	определенную позицию	1	1
624	на языке	1	1
625	и различные	1	1
626	в равной	2	1
627	могли быть	1	1
628	из приведенного	1	1
629	может и	2	1
630	а о	2	1
631	в свою	3	1
632	двумя различными	1	1
633	это понятие	3	1
634	всех других	1	1
635	одновременно и	2	1
636	в отдельности	1	1
637	полностью совпадает	1	1
638	только о	1	1
639	строится на	1	1
640	но эти	1	1
641	возникает как	1	1
642	к этому	2	1
643	значение в	1	1
644	им и	1	1
645	том числе	2	1
