N	2gram	Voloshinov_1	Komedia
154	не следует	2	2
155	в первой	1	2
156	не к	1	2
157	на этом	5	2
158	то ни	1	2
159	связанные с	2	2
160	на все	2	2
161	художественный образ	2	2
162	было бы	6	2
163	и тем	1	2
164	для них	3	2
165	были в	1	2
166	мы видели	5	2
167	в следующем	1	2
168	и без	1	2
169	всяком случае	3	2
170	почти не	1	2
171	и самого	1	2
172	тем не	2	2
173	правда в	2	2
174	одна из	3	2
175	в форму	1	2
176	к ней	2	2
177	и теперь	1	2
178	как будто	1	2
179	в области	3	2
180	ли это	1	2
181	с ее	3	2
182	вывод что	1	2
183	всего этого	1	2
184	второй половине	1	2
185	как по	2	2
186	в себя	5	2
187	до самого	1	2
188	даже самых	1	2
189	поэтому мы	1	2
190	из всего	1	2
191	мог бы	1	2
192	для этого	4	2
193	образом в	1	2
194	из других	1	2
195	находится в	3	2
196	и здесь	1	2
197	нас в	2	2
198	затем в	1	2
199	и во	1	2
200	в форме	1	2
201	самого конца	1	2
202	быть даже	1	2
203	также в	1	2
204	или может	2	2
205	еще не	7	2
206	время когда	1	2
207	даже если	1	2
208	именно на	1	2
209	для всех	2	2
210	мы знаем	7	2
211	вовсе не	2	2
212	со стороны	2	2
213	даже не	1	2
214	до сих	3	2
215	в период	5	2
216	на которые	1	2
217	и притом	1	2
218	то и	1	2
219	до конца	5	2
220	из наиболее	3	2
221	у других	1	2
222	этой же	1	2
223	не может	13	2
224	вместе с	4	2
225	или по	1	2
226	но не	5	2
227	в состоянии	2	2
228	в широких	1	2
229	в первые	1	2
230	к нему	7	2
231	сих пор	3	2
232	но это	2	2
233	и таким	2	2
234	мы найдем	1	2
235	или в	1	2
236	широких кругах	1	2
237	будто бы	2	2
238	то что	10	2
239	не говоря	1	2
240	в свою	2	2
241	ее в	2	2
242	в своих	4	2
243	во всяком	4	2
244	все что	9	2
245	а между	1	1
246	выражено в	1	1
247	также и	1	1
248	чтобы не	2	1
249	в этот	4	1
250	не остается	3	1
251	сам по	2	1
252	все остальное	2	1
253	на самом	2	1
254	или к	1	1
255	такое же	1	1
256	тем же	1	1
257	мировоззрения и	1	1
258	от которых	1	1
259	и больше	1	1
260	высшей степени	2	1
261	доводам и	1	1
262	объясняется и	2	1
263	в зависимости	2	1
264	намек на	1	1
265	и за	2	1
266	одним из	3	1
267	мы уже	5	1
268	той же	2	1
269	со всех	1	1
270	по мнению	6	1
271	каким был	1	1
272	в отношения	1	1
273	из своих	1	1
274	и новых	1	1
275	из того	2	1
276	ему в	1	1
277	то это	1	1
278	и заставляет	1	1
279	зависимости от	2	1
280	первого и	2	1
281	в мире	1	1
282	всех сторон	1	1
283	в ней	5	1
284	проявляется в	1	1
285	преобладание в	2	1
286	собой в	1	1
287	вкратце остановиться	1	1
288	к целому	1	1
289	а только	1	1
290	служит для	1	1
291	во всех	8	1
292	но конечно	1	1
293	период от	1	1
294	подходить к	1	1
295	явлением в	2	1
296	два основных	1	1
297	отказ от	1	1
298	к которой	1	1
299	друг на	1	1
300	же она	1	1
301	не входит	1	1
302	не все	1	1
303	ответ на	2	1
304	вмешивается в	1	1
305	отнюдь не	2	1
306	с этим	6	1
307	так называемая	1	1
308	мира в	1	1
309	с собой	1	1
310	дает нам	2	1
311	в своем	2	1
312	когда он	1	1
313	следует упускать	1	1
314	силами и	1	1
315	его к	1	1
316	и к	7	1
317	то в	1	1
318	за собой	1	1
319	жизни к	3	1
320	и этим	3	1
321	они так	1	1
322	не приходится	1	1
323	культуры и	1	1
324	что это	3	1
325	сказать о	1	1
326	он в	1	1
327	что же	4	1
328	бы не	1	1
329	из этих	4	1
330	сущности и	1	1
331	приводит к	2	1
332	только на	2	1
333	остановиться на	1	1
334	и тот	2	1
335	роль в	6	1
336	как он	1	1
337	перемены в	1	1
338	идей и	1	1
339	до войны	1	1
340	и политическая	1	1
341	который они	1	1
342	оно в	1	1
343	по существу	1	1
344	из него	2	1
345	людей и	1	1
346	что она	2	1
347	форме не	1	1
348	заимствованные из	1	1
349	последнее слово	1	1
350	но все	2	1
351	такого же	1	1
352	человека в	3	1
353	них почти	1	1
354	конфликты в	1	1
355	всех отношениях	1	1
356	на мать	1	1
357	что все	5	1
358	в совершенно	2	1
359	же касается	1	1
360	конечно в	2	1
361	об этом	4	1
362	выражение и	1	1
363	был первым	1	1
364	а его	1	1
365	то есть	1	1
366	на этой	2	1
367	этот основной	2	1
368	творчества из	1	1
369	это было	1	1
370	уже знаем	3	1
371	перед нами	1	1
372	должен был	1	1
373	начала и	1	1
374	любовь к	1	1
375	в жизни	5	1
376	и находит	1	1
377	и каждый	1	1
378	а с	1	1
379	в самую	1	1
380	в моменты	1	1
381	всю жизнь	1	1
382	и уже	1	1
383	которой он	2	1
384	жизни но	2	1
385	слова и	2	1
386	лучше всего	1	1
387	путем и	1	1
388	в эту	2	1
389	в этих	2	1
390	можно только	1	1
391	не так	1	1
392	но если	2	1
393	а как	1	1
394	наших дней	2	1
395	широких кругов	1	1
396	однако еще	1	1
397	он дает	1	1
398	в отличие	1	1
399	всем том	1	1
400	миф о	1	1
401	противоестественным что	1	1
402	несомненно что	1	1
403	из области	1	1
404	за отказ	1	1
405	которые в	1	1
406	друг другу	1	1
407	однако не	1	1
408	и эти	1	1
409	таких случаев	1	1
410	и почти	1	1
411	намека на	1	1
412	по себе	2	1
413	тому что	3	1
414	и очень	2	1
415	этой области	3	1
416	на три	1	1
417	самого начала	5	1
418	в русской	1	1
419	к новым	1	1
420	на себе	1	1
421	из мира	1	1
422	и социальная	1	1
423	а может	1	1
424	в самых	2	1
425	того чтобы	2	1
426	чем не	2	1
427	следовательно и	2	1
428	человека во	1	1
429	связанное с	2	1
430	в науке	1	1
431	сходство не	1	1
432	первая часть	1	1
433	они являются	1	1
434	этим же	1	1
435	недавно умершего	1	1
436	мы и	4	1
437	что на	1	1
438	за ними	1	1
439	конца и	1	1
440	и для	2	1
441	к себе	3	1
442	необходимо вкратце	1	1
443	не могут	3	1
444	что основной	1	1
445	что отец	1	1
446	для развития	2	1
447	влияния в	1	1
448	его с	1	1
449	в поле	1	1
450	уже на	1	1
451	классического периода	1	1
452	и это	1	1
453	не делает	1	1
454	в оно	2	1
455	но при	1	1
456	это только	2	1
457	данном случае	3	1
458	особенно в	1	1
459	эта часть	2	1
460	действия и	1	1
461	с самого	7	1
462	говорили что	1	1
463	в дальнейшем	2	1
464	и когда	1	1
465	этот период	3	1
466	те же	4	1
467	это вовсе	1	1
468	каждого из	1	1
469	в борьбе	1	1
470	отождествляется с	1	1
471	оно все	1	1
472	мира и	1	1
473	заключение что	1	1
474	от начала	1	1
475	и постоянно	1	1
476	предположить что	1	1
477	с ним	12	1
478	у более	1	1
479	означает что	1	1
480	в каждой	1	1
481	них не	2	1
482	воли и	1	1
483	о ней	1	1
484	о нем	1	1
485	относилась к	1	1
486	упускать из	1	1
487	в пользу	1	1
488	на вопрос	1	1
489	именно с	1	1
490	и являются	2	1
491	и что	3	1
492	в глаза	1	1
493	чтобы с	1	1
494	эти чувства	1	1
495	все его	2	1
496	и власть	1	1
497	на ее	1	1
498	ее от	1	1
499	природы в	1	1
500	ко всей	1	1
501	борьбе с	1	1
502	которое делает	1	1
503	отметить что	2	1
504	и только	4	1
505	богатство и	1	1
506	наконец в	1	1
507	и следовательно	1	1
508	если это	1	1
509	того что	2	1
510	в двух	1	1
511	нуждается в	2	1
512	не боясь	1	1
513	хотя бы	7	1
514	наше время	1	1
515	наиболее яркое	1	1
516	об их	1	1
517	себя в	2	1
518	человеческой личности	1	1
519	в большинстве	4	1
520	же из	1	1
521	не дает	1	1
522	в душе	13	1
523	к своим	1	1
524	в я	2	1
525	мир в	2	1
526	в современном	1	1
527	о которой	2	1
528	составных частей	2	1
529	заметить что	1	1
530	не говорит	1	1
531	от того	3	1
532	для того	1	1
533	в особенности	1	1
534	в высшей	2	1
535	его себе	1	1
536	на этот	1	1
537	эти две	1	1
538	далеко не	4	1
539	и прежде	5	1
540	человек может	2	1
541	и др	8	1
542	воспоминания о	2	1
543	на которых	1	1
544	этому времени	2	1
545	к человеку	1	1
546	превращается в	1	1
547	человек есть	1	1
548	большинстве случаев	5	1
549	вызвать в	1	1
550	так называемых	1	1
551	материалом для	1	1
552	связь с	4	1
553	знаем и	1	1
554	и она	2	1
555	ко всем	1	1
556	и потому	8	1
557	отсюда и	1	1
558	знаем о	1	1
559	первые годы	1	1
560	политической жизни	1	1
561	к своему	1	1
562	же мотивы	1	1
563	в данном	3	1
564	ненависть к	1	1
565	этих явлений	1	1
566	как бы	11	1
567	для их	1	1
568	критики и	1	1
569	материал для	2	1
570	или хотя	1	1
571	в условиях	3	1
572	в основном	2	1
573	не допускать	1	1
574	основная масса	1	1
575	не знаем	1	1
576	рассматривать как	1	1
577	в книге	1	1
578	культурной жизни	1	1
579	только одна	2	1
580	обычно не	1	1
581	этого рода	1	1
582	и очевидно	1	1
583	необходимость его	1	1
584	формы и	2	1
585	более ранних	1	1
586	течений в	1	1
587	которого они	2	1
588	которой можно	1	1
589	это уже	1	1
590	у них	1	1
591	бы в	2	1
592	еще более	2	1
593	сделать заключение	1	1
594	зрения в	1	1
595	недоверие к	1	1
596	мы ничего	1	1
597	по-видимому совершенно	1	1
598	сделать вывод	1	1
599	в общем	1	1
600	к ее	1	1
601	то оно	1	1
602	слово в	1	1
603	сведения о	1	1
604	или другими	2	1
605	не знает	3	1
606	сказать что	6	1
607	совершенно не	2	1
608	к его	1	1
609	развития и	1	1
610	не замечать	1	1
611	ко всему	2	1
612	выходят за	1	1
613	ли он	1	1
614	на это	1	1
615	представляется ему	1	1
616	в каком	3	1
617	одном плане	1	1
618	жизни и	5	1
619	человека к	2	1
620	к этой	1	1
621	и другие	2	1
622	и эта	1	1
623	молодой человек	1	1
624	гораздо более	1	1
625	как на	3	1
626	в таком	3	1
627	они не	2	1
