N	2gram	Potebnia_M_1	Literetu
133	стороны и	2	2
134	все же	6	2
135	когда он	1	2
136	могли бы	2	2
137	к идее	1	2
138	себе на	1	2
139	в противоположность	1	2
140	еще на	1	2
141	он в	1	2
142	но без	2	2
143	им в	1	2
144	на то	2	2
145	вследствие этого	1	2
146	все они	2	2
147	с чувством	1	2
148	в нем	20	2
149	этом с	1	2
150	не как	1	2
151	подобно тому	3	2
152	то ни	3	2
153	и с	3	2
154	его в	1	2
155	было бы	12	2
156	и даже	4	2
157	далеко не	1	2
158	со своими	1	2
159	не всегда	1	2
160	несмотря на	5	2
161	и при	3	2
162	и ее	1	2
163	нас самих	1	2
164	одном из	1	2
165	быть может	1	2
166	ни было	2	2
167	и наоборот	6	2
168	по себе	10	2
169	нас к	1	2
170	между людьми	1	2
171	не менее	6	2
172	можно быть	1	2
173	природа и	2	2
174	от жизни	1	2
175	свободы и	3	2
176	в нас	7	2
177	того чтобы	2	2
178	природы а	1	2
179	другой стороны	5	2
180	у нас	2	2
181	для себя	3	2
182	он ищет	1	2
183	то она	2	2
184	что у	1	2
185	не с	1	2
186	если бы	14	2
187	о нем	1	2
188	одного из	2	2
189	во втором	5	2
190	что и	6	2
191	во всей	1	2
192	и только	2	2
193	что ему	1	2
194	и об	1	2
195	в лице	1	2
196	как например	2	2
197	но с	2	2
198	здесь не	1	2
199	вне себя	1	2
200	с ними	1	2
201	связи с	3	2
202	за ним	2	2
203	для него	4	2
204	тем что	9	2
205	и вместе	2	2
206	для того	3	2
207	это будет	2	2
208	себя и	1	2
209	что не	10	2
210	выше и	1	2
211	а на	1	2
212	если не	2	2
213	все более	3	2
214	в полном	2	2
215	так же	5	2
216	и потому	5	2
217	а так	4	2
218	быть только	5	2
219	быть не	4	2
220	с этой	2	2
221	своей жизни	1	2
222	один из	1	2
223	это последнее	2	2
224	сознания и	1	2
225	что в	22	2
226	в каждой	1	2
227	внимание на	1	2
228	известные нам	1	2
229	же в	2	2
230	человеческой деятельности	1	2
231	отношением к	1	2
232	в свою	4	2
233	жизни а	1	2
234	оно не	3	2
235	еще и	1	2
236	в своих	4	2
237	к этому	1	2
238	от этой	1	1
239	была бы	2	1
240	и т	6	1
241	и хотя	1	1
242	начинается с	1	1
243	свою духовную	1	1
244	и то	3	1
245	свидетельствует что	1	1
246	на самом	1	1
247	в стороне	4	1
248	и есть	2	1
249	от самого	1	1
250	по которым	1	1
251	из его	1	1
252	с таким	1	1
253	по его	7	1
254	полагает что	1	1
255	и посредством	1	1
256	из своих	1	1
257	коренится в	1	1
258	этом не	1	1
259	занимающего нас	1	1
260	в последнем	1	1
261	совсем иное	1	1
262	что иное	2	1
263	само слово	1	1
264	деятельности есть	1	1
265	в ней	7	1
266	проявляется в	2	1
267	и мысль	1	1
268	с тех	1	1
269	иное как	2	1
270	мысли и	9	1
271	себя а	2	1
272	в чем	1	1
273	тем как	3	1
274	в создании	3	1
275	может как	1	1
276	если в	1	1
277	очевидно что	3	1
278	уже как	1	1
279	друг от	2	1
280	за пределы	2	1
281	этих словах	1	1
282	сама по	3	1
283	к сожалению	1	1
284	в истории	7	1
285	независимо от	6	1
286	с этим	7	1
287	возвыситься над	1	1
288	и объекта	4	1
289	что первое	1	1
290	в своем	3	1
291	что касается	1	1
292	перед нами	1	1
293	сознания в	2	1
294	что по	3	1
295	самом начале	1	1
296	более или	1	1
297	то начало	1	1
298	нет дела	1	1
299	в нашем	1	1
300	бы не	6	1
301	т п	4	1
302	ни одна	2	1
303	и отношения	1	1
304	что к	2	1
305	уже в	1	1
306	и кто	1	1
307	очевидна и	1	1
308	к общей	1	1
309	как он	1	1
310	будто на	1	1
311	так сказать	2	1
312	что эти	1	1
313	по словам	1	1
314	тем не	6	1
315	он не	3	1
316	ключ к	2	1
317	жизни человеческого	1	1
318	мыслит и	1	1
319	деятельности так	1	1
320	жизнью и	1	1
321	оно должно	2	1
322	и человеческого	2	1
323	слово есть	1	1
324	прежде чем	3	1
325	бы они	2	1
326	слова и	4	1
327	им как	1	1
328	нам остается	1	1
329	его не	1	1
330	на все	2	1
331	вопрос как	1	1
332	дух в	1	1
333	взять и	1	1
334	с другими	1	1
335	божественного откровения	1	1
336	всю свою	1	1
337	весь мир	1	1
338	еще одно	1	1
339	даже по	1	1
340	только одно	1	1
341	в них	3	1
342	о которых	2	1
343	соприкасается с	1	1
344	в близости	1	1
345	все равно	1	1
346	что нередко	1	1
347	место и	1	1
348	и уже	1	1
349	жизни но	1	1
350	чем в	2	1
351	ведет к	1	1
352	на этот	2	1
353	и того	2	1
354	был бы	1	1
355	на таких	1	1
356	только тем	2	1
357	во время	1	1
358	уважение к	2	1
359	из общего	1	1
360	что такая	2	1
361	что такое	1	1
362	нас не	1	1
363	в их	2	1
364	самая сущность	1	1
365	не столько	1	1
366	бесплодно и	1	1
367	тогда еще	1	1
368	но это	5	1
369	такую же	1	1
370	но он	2	1
371	друг другу	3	1
372	и эти	1	1
373	что сам	3	1
374	в таких	2	1
375	бы быть	4	1
376	возвращается к	1	1
377	вовсе не	5	1
378	тому что	3	1
379	то с	1	1
380	деятельности в	2	1
381	произведении искусства	1	1
382	в отношении	1	1
383	она не	3	1
384	зрения по	1	1
385	мысли в	9	1
386	например не	1	1
387	тогда когда	9	1
388	и притом	4	1
389	к новым	2	1
390	душе и	2	1
391	и искусство	1	1
392	с и	3	1
393	в единство	1	1
394	в самых	1	1
395	отличное от	1	1
396	в уме	1	1
397	для кого	1	1
398	которых и	2	1
399	для всего	1	1
400	только не	2	1
401	мышления и	1	1
402	не имеет	5	1
403	здесь может	1	1
404	воли на	1	1
405	во всем	4	1
406	сознанием и	1	1
407	и теперь	1	1
408	языка который	1	1
409	не по	4	1
410	уже и	1	1
411	и делает	1	1
412	в действительности	4	1
413	точке зрения	2	1
414	свое собственное	1	1
415	деятельности и	5	1
416	начиная с	1	1
417	когда мы	2	1
418	как только	1	1
419	существование не	1	1
420	сходство с	1	1
421	значительной степени	2	1
422	его с	2	1
423	ничего общего	2	1
424	в духовную	1	1
425	и о	2	1
426	от друга	2	1
427	в виду	2	1
428	свою очередь	4	1
429	но при	3	1
430	остается в	1	1
431	с каким	1	1
432	и от	3	1
433	при котором	2	1
434	языка и	17	1
435	исторической жизни	1	1
436	но одно	1	1
437	так в	1	1
438	со мною	2	1
439	на том	1	1
440	времени и	2	1
441	было в	1	1
442	душевную жизнь	1	1
443	здесь нет	1	1
444	том как	3	1
445	этих последних	3	1
446	которое подобно	1	1
447	для этого	2	1
448	по мере	6	1
449	познания и	2	1
450	есть два	1	1
451	уже были	1	1
452	самой жизни	1	1
453	на вопрос	1	1
454	столь же	3	1
455	все прочие	1	1
456	этой мысли	1	1
457	аналогии с	1	1
458	нас в	1	1
459	на нее	1	1
460	собственно говоря	1	1
461	людей в	1	1
462	природы в	2	1
463	когда оно	1	1
464	нуждается в	2	1
465	бы в	4	1
466	себя однако	1	1
467	и деятельность	1	1
468	тех пор	1	1
469	к нему	1	1
470	но так	1	1
471	отражения в	1	1
472	и представляет	1	1
473	явления в	1	1
474	будто бы	1	1
475	к их	1	1
476	которое должно	1	1
477	по мнению	3	1
478	в обществе	1	1
479	но между	1	1
480	так что	16	1
481	для всех	5	1
482	есть в	2	1
483	бы по	1	1
484	с двумя	1	1
485	переходит в	1	1
486	самой и	1	1
487	нами и	1	1
488	то и	7	1
489	или даже	3	1
490	по выражению	1	1
491	две другие	1	1
492	и других	4	1
493	но совершенно	2	1
494	есть когда	1	1
495	который сам	1	1
496	и их	3	1
497	в котором	1	1
498	так как	21	1
499	на душу	3	1
500	ее не	1	1
501	дела до	1	1
502	друг друга	5	1
503	бытия и	3	1
504	у него	1	1
505	случае не	1	1
506	в каждом	4	1
507	превращается в	1	1
508	легко можно	1	1
509	где есть	1	1
510	только на	3	1
511	с общим	1	1
512	без того	1	1
513	души не	2	1
514	нужно было	3	1
515	не были	2	1
516	влияние на	2	1
517	двух направлений	1	1
518	есть не	2	1
519	не один	1	1
520	что они	1	1
521	в психологии	1	1
522	совпадает с	1	1
523	это все	1	1
524	что для	3	1
525	предмет и	1	1
526	его из	1	1
527	к более	1	1
528	ничем не	1	1
529	только по	2	1
530	которое по	1	1
531	не создает	2	1
532	не было	4	1
533	окружающего мира	1	1
534	с тем	5	1
535	бы назвать	1	1
536	не на	1	1
537	что несмотря	1	1
538	возвращаясь к	1	1
539	человек есть	1	1
540	в связи	1	1
541	которого не	1	1
542	стороны в	1	1
543	ко всем	2	1
544	общего с	1	1
545	со словом	3	1
546	его пути	1	1
547	их к	2	1
548	в человеке	10	1
549	над ним	1	1
550	не зная	2	1
551	стих не	1	1
552	есть только	11	1
553	лицом и	2	1
554	самого себя	4	1
555	как средство	1	1
556	начинается там	1	1
557	это значит	1	1
558	предполагает в	2	1
559	и там	1	1
560	все это	1	1
561	к другим	2	1
562	слова с	1	1
563	и более	2	1
564	однако нужно	1	1
565	потому не	1	1
566	о котором	3	1
567	для нас	9	1
568	или менее	1	1
569	к цели	1	1
570	и все	3	1
571	в этих	7	1
572	еще более	2	1
573	не будучи	1	1
574	не должен	1	1
575	субъектом и	1	1
576	хотя бы	2	1
577	все остальные	4	1
578	как без	1	1
579	человека не	2	1
580	не есть	10	1
581	нисколько не	2	1
582	себе и	1	1
583	над собою	1	1
584	к ее	1	1
585	нет ничего	2	1
586	какой степени	1	1
587	быть вместе	1	1
588	есть дар	1	1
589	от своего	1	1
590	сказать что	3	1
591	всех других	1	1
592	не что	2	1
593	до какой	1	1
594	из этого	2	1
595	восприятия еще	1	1
596	в таком	5	1
597	к этой	3	1
598	того времени	1	1
599	что за	1	1
600	можно будет	1	1
601	жизни оказывается	1	1
602	этой точки	1	1
603	они не	1	1
