N	2gram	Tiupa_Lite_1	Myslijsy
512	ответ на	1	1
513	мышления и	2	1
514	из них	4	1
515	мир в	4	1
516	в современном	1	1
517	не для	1	1
518	произведения и	1	1
519	от тех	2	1
520	у него	3	1
521	значение только	1	1
522	до сих	1	1
523	каждый человек	1	1
524	но собственно	1	1
525	от первого	1	1
526	нельзя сказать	1	1
527	именно в	1	1
528	стороны он	1	1
529	еще и	3	1
530	мир был	1	1
531	себя и	1	1
532	устранены из	1	1
533	их не	2	1
534	превращается в	2	1
535	света и	1	1
536	в употреблении	1	1
537	более того	1	1
538	не на	2	1
539	именно так	2	1
540	человек в	1	1
541	понятие о	1	1
542	к отождествлению	1	1
543	в связи	4	1
544	искусства то	1	1
545	так называемых	2	1
546	в xviii	1	1
547	более чем	3	1
548	в творчестве	1	1
549	нашей мысли	1	1
550	в одной	1	1
551	существует как	1	1
552	общего с	2	1
553	многих случаях	1	1
554	он говорит	1	1
555	в данном	5	1
556	такого рода	10	1
557	ведет к	4	1
558	в ответ	1	1
559	о явлениях	1	1
560	ко всему	2	1
561	в мир	1	1
562	в обратном	1	1
563	да и	3	1
564	ней не	1	1
565	как речь	1	1
566	многих других	1	1
567	свободы в	1	1
568	аналогии с	3	1
569	сих пор	1	1
570	над языком	1	1
571	природу и	1	1
572	произведении искусства	1	1
573	ничего кроме	2	1
574	но для	1	1
575	при всем	3	1
576	его собственными	1	1
577	не имея	1	1
578	потому не	1	1
579	на задний	1	1
580	не подлежит	1	1
581	осуществления идеи	1	1
582	собственно говоря	1	1
583	как теперь	1	1
584	в эту	1	1
585	находит свое	1	1
586	время не	1	1
587	основанному на	1	1
588	не должен	3	1
589	могли быть	1	1
590	пришла к	1	1
591	между ними	1	1
592	не говоря	2	1
593	всей духовной	1	1
594	совершенно не	1	1
595	повторением одного	1	1
596	же природы	1	1
597	ума в	1	1
598	на это	2	1
599	вне языка	1	1
600	это было	1	1
601	к этому	1	1
602	этой точки	3	1
603	они не	1	1
604	событий в	1	1
