N	2gram	Nazirov_Tv_1	Formalny
308	из ее	1	1
309	и самим	1	1
310	как один	1	1
311	иное как	1	1
312	время в	3	1
313	бы то	1	1
314	сознания а	1	1
315	иного рода	1	1
316	в эти	1	1
317	не дают	1	1
318	и достоевский	2	1
319	в своем	4	1
320	более и	1	1
321	романов из	1	1
322	и где	1	1
323	и есть	1	1
324	не отрицал	2	1
325	в действительности	1	1
326	нет никакой	1	1
327	отнесены к	1	1
328	в этот	1	1
329	за собой	1	1
330	чуть ли	1	1
331	многое в	1	1
332	отчасти и	2	1
333	им в	1	1
334	своей теории	1	1
335	особое место	1	1
336	но он	2	1
337	имеем в	1	1
338	как он	1	1
339	если он	1	1
340	но на	1	1
341	рассказе и	1	1
342	больше всего	1	1
343	связанные с	1	1
344	по самому	2	1
345	тем не	2	1
346	этих основных	1	1
347	анализ самого	1	1
348	в принципе	2	1
349	к одному	1	1
350	же самая	2	1
351	от других	2	1
352	самого процесса	1	1
353	укладываются в	1	1
354	же не	1	1
355	он просто	1	1
356	значение в	1	1
357	им как	1	1
358	же касается	1	1
359	и чтобы	1	1
360	в виде	3	1
361	самим собой	4	1
362	который и	1	1
363	действительности в	2	1
364	в последующем	1	1
365	этом романе	2	1
366	сделает его	1	1
367	связанным с	1	1
368	более широком	1	1
369	за ней	1	1
370	кажется что	1	1
371	в них	1	1
372	достоевский и	3	1
373	все равно	1	1
374	в данном	2	1
375	не заметить	1	1
376	чем в	1	1
377	ведет к	2	1
378	без этой	1	1
379	и некоторые	1	1
380	этой области	1	1
381	можно только	1	1
382	места в	1	1
383	отрыве от	1	1
384	л п	2	1
385	но если	3	1
386	и тут	1	1
387	ли можно	1	1
388	к истории	1	1
389	именно и	1	1
390	быть названы	1	1
391	все они	1	1
392	однако уже	1	1
393	впечатления от	1	1
394	развивается и	1	1
395	в россии	3	1
396	не совпадают	1	1
397	по крайней	2	1
398	борьбу с	1	1
399	как от	1	1
400	его до	1	1
401	ему как	1	1
402	а от	1	1
403	и против	2	1
404	нового материала	1	1
405	не менее	6	1
406	мышления и	1	1
407	дело в	3	1
408	и притом	2	1
409	к этим	1	1
410	на него	1	1
411	и имеет	1	1
412	это еще	1	1
413	нельзя не	1	1
414	человека во	1	1
415	все свои	1	1
416	не лучше	1	1
417	действительности но	1	1
418	учения о	1	1
419	это из	1	1
420	в русском	1	1
421	к ней	2	1
422	в другую	1	1
423	и учение	1	1
424	эта тенденция	1	1
425	не похож	1	1
426	далеко не	3	1
427	для осуществления	1	1
428	только с	1	1
429	как будто	5	1
430	сведено к	1	1
431	социальных связей	1	1
432	быть к	1	1
433	одним из	4	1
434	события но	1	1
435	шкловский в	1	1
436	у нас	1	1
437	уже о	1	1
438	форм и	1	1
439	в направлении	2	1
440	относиться к	1	1
441	мы узнаем	1	1
442	во все	1	1
443	сравнительно с	1	1
444	ли не	1	1
445	отличается от	1	1
446	является одним	2	1
447	здесь они	1	1
448	в каждом	3	1
449	свою очередь	1	1
450	но при	1	1
451	вывод что	1	1
452	данном случае	2	1
453	в собственном	1	1
454	в средневековой	2	1
455	как отрицание	1	1
456	так на	1	1
457	только то	1	1
458	во главе	2	1
459	и сам	1	1
460	поэтому мы	1	1
461	с самим	1	1
462	во многом	7	1
463	иногда в	1	1
464	ли и	1	1
465	к языку	1	1
466	стремление к	2	1
467	можно сказать	2	1
468	это объясняется	1	1
469	с установкой	1	1
470	социальной действительности	2	1
471	слова из	2	1
472	вот почему	3	1
473	о том	6	1
474	в раннем	1	1
475	и та	2	1
476	настоящее время	2	1
477	что каждый	1	1
478	до сих	1	1
479	с одной	1	1
480	предела к	1	1
481	что его	2	1
482	время не	2	1
483	вопросу о	1	1
484	всего на	1	1
485	том или	1	1
486	и всю	1	1
487	вся эта	1	1
488	выводов из	1	1
489	не чувствует	1	1
490	и каждого	1	1
491	среда и	1	1
492	крайней мере	2	1
493	движения в	1	1
494	что бы	1	1
495	и самые	1	1
496	в современной	1	1
497	в отрыве	1	1
498	он стал	1	1
499	тот же	2	1
500	литературе о	1	1
501	в себе	2	1
502	к их	1	1
503	и действительно	1	1
504	и романом	1	1
505	в литературу	1	1
506	метода не	1	1
507	в стремлении	1	1
508	произведения то	1	1
509	их не	1	1
510	от них	1	1
511	характерной для	1	1
512	совершенно естественно	1	1
513	так что	2	1
514	для всех	1	1
515	с описанием	1	1
516	элементов и	1	1
517	был бы	2	1
518	ведь это	1	1
519	в прозе	1	1
520	он весь	1	1
521	ее не	1	1
522	к ним	1	1
523	но что	1	1
524	естественно что	1	1
525	идет в	1	1
526	некоторых сторон	1	1
527	того социального	1	1
528	не обладает	1	1
529	лишь один	1	1
530	рассказа не	1	1
531	с другим	1	1
532	нежели у	1	1
533	к которому	1	1
534	в свою	7	1
535	имеет место	1	1
536	исходит из	1	1
537	говорит о	3	1
538	а на	1	1
539	зависит от	2	1
540	на этот	1	1
541	стремится к	3	1
542	и самый	1	1
543	не на	1	1
544	к уже	1	1
545	в руках	1	1
546	на этих	1	1
547	на эту	4	1
548	можно допустить	1	1
549	этот принцип	1	1
550	по мысли	1	1
551	связь с	1	1
552	так же	3	1
553	эта теория	1	1
554	из возможных	1	1
555	а так	1	1
556	о чем	1	1
557	одной стороны	1	1
558	а если	1	1
559	в литературе	2	1
560	не что	1	1
561	да и	1	1
562	в первой	2	1
563	как средство	1	1
564	сам не	1	1
565	материал для	1	1
566	нет есть	1	1
567	путем введения	1	1
568	всякой иронии	1	1
569	которому стремится	1	1
570	между людьми	2	1
571	сих пор	1	1
572	о его	1	1
573	определяющие ее	1	1
574	в смысле	1	1
575	к вопросу	1	1
576	для контраста	1	1
577	в книге	3	1
578	в более	1	1
579	тормозя действие	1	1
580	при таком	1	1
581	не существует	3	1
582	их все	1	1
583	стремлением к	1	1
584	вот его	1	1
585	в настоящее	1	1
586	о нем	1	1
587	не встречается	1	1
588	сознания в	1	1
589	который является	2	1
590	целый ряд	1	1
591	из себя	2	1
592	мы должны	1	1
593	ее основных	1	1
594	поступательного движения	1	1
595	стихотворения и	1	1
596	же в	1	1
597	хотя в	1	1
598	утверждал что	3	1
599	не от	1	1
600	гоголь и	1	1
601	его к	1	1
602	одной из	4	1
603	это все	1	1
604	только как	1	1
605	жизни а	1	1
606	он лишь	1	1
607	в возможность	1	1
608	героя в	1	1
609	но эти	1	1
610	в своих	5	1
611	была совершенно	1	1
612	русской литературы	2	1
613	гораздо более	2	1
