N	2gram	Berdyaev_O_1	FransuaR
230	которую он	2	1
231	места в	1	1
232	всей мировой	1	1
233	человеком и	1	1
234	все и	1	1
235	для всякого	2	1
236	одном из	1	1
237	как это	1	1
238	единое но	1	1
239	сделал для	1	1
240	но он	7	1
241	что было	1	1
242	свобода и	2	1
243	глубину в	1	1
244	можно ли	2	1
245	с которой	2	1
246	она не	1	1
247	проник в	1	1
248	одну особенность	1	1
249	мысли в	1	1
250	в науке	1	1
251	отрешиться от	1	1
252	форме было	1	1
253	в разных	1	1
254	богатого и	1	1
255	и весь	1	1
256	природы в	2	1
257	этой речи	1	1
258	внутренней жизни	1	1
259	плане где	1	1
260	не потому	1	1
261	с другом	1	1
262	огромная и	1	1
263	у нас	1	1
264	но там	1	1
265	частное и	1	1
266	он еще	1	1
267	человека в	11	1
268	и всех	1	1
269	они и	1	1
270	он видит	1	1
271	того чтобы	4	1
272	что все	2	1
273	людей в	1	1
274	характер и	1	1
275	можно было	1	1
276	него всегда	2	1
277	подойти к	2	1
278	и природной	1	1
279	находится в	1	1
280	только и	4	1
281	по себе	2	1
282	кого не	1	1
283	одно но	1	1
284	в глаза	1	1
285	его жизни	1	1
286	в которую	1	1
287	есть без	1	1
288	и остаются	1	1
289	но нет	1	1
290	бы в	1	1
291	лишь к	1	1
292	которой в	1	1
293	когда человек	1	1
294	и мир	1	1
295	один из	1	1
296	мысли не	1	1
297	с ними	1	1
298	ли он	1	1
299	проникнуть в	1	1
300	и действительно	1	1
301	который в	1	1
302	всяком случае	1	1
303	и ее	3	1
304	не было	9	1
305	в уста	2	1
306	других писателей	1	1
307	и положительное	1	1
308	же и	1	1
309	уже в	2	1
310	в единстве	2	1
311	идеях и	1	1
312	еще одну	1	1
313	на этих	1	1
314	не стал	1	1
315	но от	1	1
316	его и	1	1
317	в конце	1	1
318	что и	2	1
319	о сложной	1	1
320	связаны и	1	1
321	противоречии с	1	1
322	у него	22	1
323	тем что	2	1
324	соединяет их	1	1
325	момент в	2	1
326	со стороны	1	1
327	одном месте	1	1
328	на примере	1	1
329	обычном смысле	1	1
330	человеческой души	6	1
331	диккенса и	1	1
332	выводит за	1	1
333	его художественное	1	1
334	она и	1	1
335	на людей	1	1
336	говорит о	1	1
337	к человеку	9	1
338	и теории	1	1
339	был в	1	1
340	стремится к	1	1
341	а не	11	1
342	и своим	1	1
343	его как	1	1
344	было для	2	1
345	о чем	1	1
346	одна из	1	1
347	него не	2	1
348	его всегда	1	1
349	под влиянием	1	1
350	самой глубине	3	1
351	проникновения в	1	1
352	но оно	1	1
353	все основные	1	1
354	не одно	1	1
355	а потому	1	1
356	он говорит	1	1
357	говорит в	1	1
358	этого типа	1	1
359	необходимо подчеркнуть	1	1
360	есть на	1	1
361	образ и	1	1
362	друг с	1	1
363	что как	1	1
364	бросается в	1	1
365	его творчество	1	1
366	и формы	1	1
367	как например	1	1
368	отличается от	1	1
369	сила и	1	1
370	отношениях к	1	1
371	самое главное	2	1
372	в пределе	1	1
373	есть метод	1	1
374	особого рода	1	1
375	вовлекает в	1	1
376	хотя бы	3	1
377	творчества но	1	1
378	разных сторон	2	1
379	характере и	1	1
380	отношении к	1	1
381	всех тех	1	1
382	враг и	1	1
383	и человеческих	1	1
384	огромное значение	1	1
385	это так	1	1
386	но еще	1	1
387	к этому	2	1
388	во всяком	1	1
389	все что	3	1
