N	2gram	Propp_Morf_1	VeschiIm
152	требует чтобы	3	4
153	между ними	1	4
154	оно не	2	4
155	есть то	1	4
156	самом деле	4	3
157	или ее	1	3
158	мы имеем	9	3
159	вопрос о	7	3
160	момент в	1	3
161	явлений и	1	3
162	более или	2	3
163	вопроса о	1	3
164	подобно тому	6	3
165	на этом	3	3
166	могла бы	4	3
167	несмотря на	4	3
168	и тогда	1	3
169	нисколько не	1	3
170	или менее	2	3
171	в своей	1	3
172	их в	1	3
173	между прочим	1	3
174	и притом	1	3
175	в основе	1	3
176	того чтобы	3	3
177	или как	1	3
178	к ней	1	3
179	к тому	4	3
180	без всякого	2	3
181	в собственном	3	3
182	так и	6	3
183	можно сказать	2	3
184	если это	3	3
185	один из	5	3
186	мы видим	13	3
187	что он	4	3
188	но как	2	3
189	но то	1	3
190	только на	1	3
191	мы находим	1	3
192	в одном	1	3
193	отношение к	1	3
194	эти две	1	3
195	а с	2	3
196	она является	1	3
197	что именно	1	3
198	в той	1	3
199	тому как	5	3
200	она должна	1	3
201	она может	1	3
202	к данной	1	3
203	наступает на	1	3
204	и ни	1	3
205	хотя бы	4	3
206	по законам	1	2
207	можно говорить	1	2
208	как это	3	2
209	в первом	3	2
210	ту же	2	2
211	из его	2	2
212	мы уже	1	2
213	к чему	3	2
214	элементы и	1	2
215	как мы	6	2
216	но она	1	2
217	с но	1	2
218	мы будем	3	2
219	не все	6	2
220	тогда как	2	2
221	и таким	2	2
222	наряду с	5	2
223	как в	3	2
224	моментов а	1	2
225	и нет	1	2
226	что ее	1	2
227	то в	3	2
228	образом и	1	2
229	приводит к	2	2
230	только один	1	2
231	но ведь	1	2
232	если он	1	2
233	есть но	1	2
234	он не	3	2
235	для того	2	2
236	прочим и	1	2
237	в силу	1	2
238	и вот	1	2
239	и этот	1	2
240	но все	3	2
241	а затем	4	2
242	и может	1	2
243	об этом	4	2
244	на все	1	2
245	и тем	2	2
246	ни в	1	2
247	меняется и	1	2
248	нужно только	1	2
249	другой вопрос	2	2
250	для нее	1	2
251	тому что	4	2
252	бы на	1	2
253	но они	1	2
254	а а	2	2
255	она могла	1	2
256	дело в	1	2
257	и сама	1	2
258	на него	3	2
259	это совершенно	1	2
260	тех или	1	2
261	и его	1	2
262	это уже	3	2
263	не потому	1	2
264	исходить из	1	2
265	если же	5	2
266	оно может	3	2
267	то она	1	2
268	данном случае	1	2
269	в в	2	2
270	и когда	1	2
271	с собой	3	2
272	не с	2	2
273	мог бы	1	2
274	том как	1	2
275	находится в	1	2
276	в виду	1	2
277	но к	1	2
278	на вопрос	2	2
279	может не	1	2
280	это было	3	2
281	во втором	3	2
282	тот момент	1	2
283	или нет?	1	2
284	об их	1	2
285	в качестве	5	2
286	как нечто	1	2
287	мы получим	1	2
288	его и	2	2
289	же они	2	2
290	мы можем	2	2
291	о которых	1	2
292	а потому	1	2
293	в особенности	1	2
294	нет если	1	2
295	на ее	1	2
296	может ли	1	2
297	о чем	1	2
298	если не	1	2
299	но оно	2	2
300	в частности	2	2
301	какого бы	1	2
302	меня на	1	2
303	мы говорили	1	2
304	самого себя	2	2
305	в первой	1	2
306	первый тип	1	2
307	кроме того	1	2
308	в с	1	2
309	ли в	1	2
310	ни к	2	2
311	же оно	2	2
312	очень редко	1	2
313	вопрос как	2	2
314	может и	1	2
315	состоит из	1	2
316	первом случае	3	2
317	это так	2	2
318	так же	3	2
319	во всяком	2	2
320	ли мы	1	1
321	связана с	3	1
322	получает в	1	1
323	сразу и	2	1
324	между двумя	1	1
325	от самого	1	1
326	из самых	1	1
327	он требует	2	1
328	она все	1	1
329	что эти	2	1
330	уже по	1	1
331	он ничего	1	1
332	понимания может	1	1
333	в которой	3	1
334	на эти	1	1
335	собою так	1	1
336	время как	3	1
337	вместо того	1	1
338	какая разница	1	1
339	и со	1	1
340	и заставляет	1	1
341	кто же	1	1
342	при таких	1	1
343	и живого	1	1
344	и на	1	1
345	между собой	4	1
346	всего этого	1	1
347	не имеющий	1	1
348	с его	2	1
349	видим таким	1	1
350	есть функция	1	1
351	то мы	4	1
352	с трудом	1	1
353	если в	5	1
354	ответ на	1	1
355	совершенно ясно	1	1
356	отличие от	1	1
357	это или	1	1
358	сущности к	1	1
359	которые не	1	1
360	метод и	1	1
361	решительно все	1	1
362	не хватает	3	1
363	имеют и	1	1
364	нельзя было	2	1
365	перед нами	10	1
366	и где	1	1
367	хотя и	3	1
368	к иному	1	1
369	и к	4	1
370	даже просто	1	1
371	это определение	1	1
372	как то	2	1
373	мы получаем	2	1
374	все эти	2	1
375	учение о	3	1
376	в этой	2	1
377	смысла но	1	1
378	но на	1	1
379	главным образом	4	1
380	при этом	1	1
381	все другие	1	1
382	формы но	1	1
383	момента в	1	1
384	свою собственную	1	1
385	и совершенно	1	1
386	он должен	2	1
387	необходимо для	1	1
388	мало того	1	1
389	д все	2	1
390	может существовать	3	1
391	и по	2	1
392	будем говорить	1	1
393	однако в	2	1
394	или иных	1	1
395	в подробности	1	1
396	мифологии и	1	1
397	какое же	1	1
398	д если	2	1
399	они должны	1	1
400	конечно в	1	1
401	форма есть	1	1
402	разница между	1	1
403	на каком	1	1
404	того или	1	1
405	не простое	1	1
406	в это	1	1
407	о характере	2	1
408	в них	1	1
409	эти признаки	1	1
410	далеко не	5	1
411	как видно	1	1
412	не всегда	9	1
413	переходим к	1	1
414	и вне	3	1
415	же самый	1	1
416	видим как	1	1
417	может идти	1	1
418	увидим как	1	1
419	в научной	1	1
420	пр также	1	1
421	стороны ее	2	1
422	на первый	3	1
423	имен и	1	1
424	этом случае	8	1
425	именно и	1	1
426	то для	1	1
427	вопрос но	1	1
428	и уж	1	1
429	но эта	1	1
430	втором случае	1	1
431	если идти	1	1
432	даже в	1	1
433	заставляет его	2	1
434	сам он	3	1
435	чтобы это	1	1
436	принципов и	1	1
437	что эта	2	1
438	что с	1	1
439	дело не	2	1
440	не имеет	2	1
441	если этого	1	1
442	вещей на	1	1
443	это еще	1	1
444	больше чем	1	1
445	освещения вопроса	1	1
446	под этим	1	1
447	это лицо	1	1
448	видим что	10	1
449	она хочет	1	1
450	такой случай	2	1
451	существа к	1	1
452	в каком	2	1
453	ее сущности	1	1
454	хотя о	1	1
455	с другом	1	1
456	является то	1	1
457	не могут	4	1
458	могут быть	16	1
459	д таким	1	1
460	указать на	1	1
461	уже было	1	1
462	кем и	1	1
463	утверждать что	3	1
464	ничего общего	1	1
465	самостоятельно и	1	1
466	обычно в	1	1
467	им в	1	1
468	как не	1	1
469	вывод что	2	1
470	как по	1	1
471	него самого	1	1
472	за нами	1	1
473	с самого	1	1
474	то время	3	1
475	в пределах	3	1
476	после всех	1	1
477	если они	2	1
478	в живых	3	1
479	то как	2	1
480	в другом	2	1
481	должен знать	2	1
482	а этот	1	1
483	здесь как	1	1
484	когда в	1	1
485	свет а	1	1
486	имеется в	3	1
487	же просто	1	1
488	ивана в	3	1
489	правда очень	1	1
490	связанное с	1	1
491	то они	2	1
492	действительно это	1	1
493	что существуют	1	1
494	на что	1	1
495	а также	4	1
496	из ряда	3	1
497	самому себе	1	1
498	нет это	1	1
499	общий принцип	1	1
500	на одном	1	1
501	словами не	1	1
502	но волевое	1	1
503	частью в	1	1
504	вслед за	5	1
505	что бы	1	1
506	а именно	1	1
507	не зная	1	1
508	что здесь	1	1
509	содержится в	1	1
510	но с	1	1
511	можно ограничиться	4	1
512	в какой	3	1
513	никак нельзя	1	1
514	или они	1	1
515	второй тип	1	1
516	заметим что	2	1
517	с одной	1	1
518	образом что	1	1
519	с какой	1	1
520	для всех	1	1
521	не можем	1	1
522	и у	1	1
523	же из	1	1
524	в виде	2	1
525	в начале	3	1
526	ее из	2	1
527	от других	2	1
528	при помощи	9	1
529	мы переходим	1	1
530	на части	1	1
531	всяком случае	2	1
532	вовсе не	4	1
533	как его	1	1
534	у него	1	1
535	в других	3	1
536	в очень	1	1
537	другого и	1	1
538	живой и	2	1
539	до сих	1	1
540	исходят из	2	1
541	школы исходят	1	1
542	мы еще	1	1
543	предмета но	1	1
544	иногда это	1	1
545	в некоторых	3	1
546	одной стороны	1	1
547	а сам	1	1
548	стремится к	1	1
549	что несмотря	1	1
550	к таким	1	1
551	из моментов	1	1
552	существу и	1	1
553	этом основании	1	1
554	пр и	2	1
555	уже давно	1	1
556	входить в	2	1
557	и она	1	1
558	что каждый	1	1
559	смысл который	1	1
560	д в	2	1
561	или по	2	1
562	к другой	1	1
563	то можно	2	1
564	из которых	3	1
565	нет а	1	1
566	частей которые	1	1
567	мы опять	1	1
568	знать что	2	1
569	если на	1	1
570	вне этой	1	1
571	таких условиях	1	1
572	из этой	1	1
573	по существу	12	1
574	друг с	1	1
575	может считаться	3	1
576	в состоянии	1	1
577	фактически не	1	1
578	указанием на	1	1
579	вопрос а	1	1
580	такую форму	1	1
581	или другого	1	1
582	сих пор	1	1
583	но для	2	1
584	не является	3	1
585	всего она	1	1
586	отвечает на	1	1
587	решить вопрос	1	1
588	е они	1	1
589	это можно	1	1
590	или в	4	1
591	о котором	1	1
592	на анализе	1	1
593	лишь как	1	1
594	или нет	2	1
595	чтобы его	2	1
596	случае и	1	1
597	как явление	1	1
598	мы должны	3	1
599	также не	1	1
600	реагирует на	3	1
601	а н	1	1
602	одной из	1	1
603	другой стороны	4	1
604	они все	1	1
605	дело с	1	1
606	это положение	2	1
607	язык есть	1	1
608	по одному	1	1
609	мы увидим	8	1
610	из этого	1	1
611	только о	1	1
612	ли он	1	1
613	понятие как	1	1
614	которым они	1	1
615	но эти	1	1
616	к этой	1	1
617	как таковое	2	1
618	что необходимо	1	1
619	к этому	3	1
620	можно назвать	3	1
621	в таком	1	1
622	они не	1	1
623	которая не	1	1
