N	2gram	Vinokur_Ku_1	Sovremen
192	которую можно	2	1
193	утверждает что	1	1
194	аналогии с	1	1
195	иное как	2	1
196	быть в	2	1
197	же время	2	1
198	что его	2	1
199	от другой	1	1
200	его в	1	1
201	с его	4	1
202	во всех	1	1
203	те или	1	1
204	раз и	1	1
205	выбор и	1	1
206	совсем не	1	1
207	но не	5	1
208	или иные	1	1
209	к этому	1	1
210	но как	1	1
211	если в	2	1
212	в конечном	1	1
213	во втором	2	1
214	по отношению	8	1
215	а потому	5	1
216	и действительное	1	1
217	крайней мере	5	1
218	это или	1	1
219	можно подыскать	2	1
220	может стать	1	1
221	все время	1	1
222	идет о	2	1
223	жизненную силу	1	1
224	к которому	3	1
225	один из	4	1
226	кроме того	1	1
227	собственно и	1	1
228	с понятием	1	1
229	сомнению что	1	1
230	это просто	1	1
231	в действительности	1	1
232	увидим что	2	1
233	только в	11	1
234	положение в	1	1
235	что свои	1	1
236	то он	1	1
237	не приходится	1	1
238	та же	1	1
239	следовательно у	1	1
240	до наших	1	1
241	но ведь	2	1
242	в известном	1	1
243	этот вопрос	1	1
244	конечно не	2	1
245	в общий	1	1
246	и у	1	1
247	не механический	1	1
248	и те	1	1
249	в большинстве	2	1
250	только на	1	1
251	ни одного	2	1
252	в начале	1	1
253	и если	3	1
254	научного знания	3	1
255	а это	3	1
256	в данной	1	1
257	он не	2	1
258	его и	1	1
259	этот раз	1	1
260	и еще	2	1
261	себе в	3	1
262	и их	1	1
263	целого может	1	1
264	к одному	1	1
265	по существу	4	1
266	нам только	1	1
267	сами по	1	1
268	у читателя	1	1
269	необходимо для	1	1
270	вовсе не	10	1
271	где это	1	1
272	чистейшая фикция	1	1
273	для них	2	1
274	ему принадлежит	1	1
275	из одной	1	1
276	как его	1	1
277	но что	1	1
278	не случайно	6	1
279	же остается	1	1
280	появление в	1	1
281	мало для	1	1
282	науки в	1	1
283	или так	1	1
284	это значит	1	1
285	раз из	1	1
286	не из	1	1
287	и только	1	1
288	и может	3	1
289	в совершенно	1	1
290	том случае	1	1
291	одной стороны	1	1
292	до сих	4	1
293	с другой	7	1
294	образом если	2	1
295	и эту	1	1
296	именно в	6	1
297	здесь в	1	1
298	по своим	2	1
299	и конкретную	1	1
300	этом смысле	3	1
301	нас есть	2	1
302	на которые	1	1
303	в природе	1	1
304	типа вот	1	1
305	только к	2	1
306	ни в	2	1
307	от другого	1	1
308	но уже	5	1
309	нет в	1	1
310	не было	3	1
311	рядом с	5	1
312	она и	1	1
313	все равно	2	1
314	для своего	1	1
315	этого не	2	1
316	необходимость в	1	1
317	несмотря на	3	1
318	для чего	1	1
319	изучаемых явлений	1	1
320	на эту	2	1
321	должно быть	3	1
322	и ничего	1	1
323	и следовательно	1	1
324	в связи	3	1
325	и становится	2	1
326	том что	21	1
327	между различными	1	1
328	все более	1	1
329	этом случае	2	1
330	но если	2	1
331	том как	3	1
332	и при	2	1
333	так же	4	1
334	в такой	1	1
335	мы говорим	2	1
336	что вся	1	1
337	но никогда	1	1
338	вот пример	1	1
339	представление о	3	1
340	xix века	5	1
341	в область	1	1
342	в данном	4	1
343	существу не	1	1
344	когда и	1	1
345	совершенно иными	1	1
346	науке а	1	1
347	которые в	1	1
348	ни то	1	1
349	быть только	1	1
350	совершенно невозможно	1	1
351	по крайней	5	1
352	образом на	1	1
353	именно к	1	1
354	и более	2	1
355	так называемое	1	1
356	там где	4	1
357	мере в	6	1
358	жизни в	1	1
359	такой вопрос	1	1
360	по себе	2	1
361	в своем	3	1
362	только о	1	1
363	еще раз	1	1
364	как например	2	1
365	несколько слов	3	1
366	сих пор	4	1
367	но они	1	1
368	с ним	5	1
369	захотел то	1	1
370	поэтому что	2	1
371	всей совокупности	1	1
372	что с	2	1
373	я мог	1	1
374	и тогда	4	1
375	но для	1	1
376	свое время	2	1
377	мысли в	1	1
378	говорить что	1	1
379	не имеет	2	1
380	дело в	1	1
381	в процессе	1	1
382	это уже	1	1
383	не является	2	1
384	указать на	4	1
385	уже на	2	1
386	но только	1	1
387	и от	1	1
388	только не	1	1
389	вопрос должен	1	1
390	никогда не	2	1
391	или в	2	1
392	может но	1	1
393	другое дело	2	1
394	это как	1	1
395	на язык	4	1
396	приобретают нормальную	1	1
397	хотя и	3	1
398	только и	3	1
399	и философы	1	1
400	она уже	1	1
401	только из	1	1
402	себя самого	2	1
403	действительное значение	1	1
404	вступила в	1	1
405	или нет	1	1
406	его значения	1	1
407	силы в	1	1
408	и его	5	1
409	связи с	7	1
410	же в	4	1
411	наших дней	1	1
412	но это	1	1
413	практике в	1	1
414	их по	1	1
415	эту сторону	1	1
416	ни другое	1	1
417	ли это	2	1
418	всюду где	1	1
419	между ними	2	1
420	не знает	1	1
421	сказать что	1	1
422	именно таковы	1	1
423	в живой	1	1
424	не сказано	1	1
425	и для	2	1
426	он называет	1	1
427	сколько угодно	1	1
428	в духе	3	1
429	развития и	1	1
430	не что	1	1
431	в то	2	1
432	в свое	2	1
433	в какой	6	1
434	но еще	3	1
435	той или	1	1
436	и историей	1	1
437	в своих	1	1
438	свою задачу	1	1
439	все что	1	1
440	они не	3	1
441	на второй	1	1
442	ничего общего	1	1
