N	2gram	Losev_Vlad_3	Istorich
203	то он	4	2
204	легко может	2	2
205	а только	7	2
206	точка зрения	1	2
207	должны были	1	2
208	отличие от	3	2
209	мы сейчас	2	2
210	относится к	1	2
211	как в	1	2
212	и как	7	2
213	в действительности	1	2
214	от этого	2	2
215	вопрос почему	1	2
216	в целом	2	2
217	он в	1	2
218	в тех	1	2
219	которые в	1	2
220	тоже не	5	2
221	в себе	9	2
222	как он	1	2
223	его но	1	2
224	и если	7	2
225	в нем	3	2
226	он не	8	2
227	и вот	1	2
228	то ни	3	2
229	при помощи	4	2
230	и мы	1	2
231	и тем	3	2
232	стоит на	2	2
233	но уже	2	2
234	здесь надо	1	2
235	мы видели	3	2
236	об этой	2	2
237	должно быть	5	2
238	на первый	2	2
239	для него	8	2
240	но если	5	2
241	в такой	1	2
242	на ступени	2	2
243	в отличие	3	2
244	бы мы	1	2
245	только для	1	2
246	что этот	3	2
247	в древней	1	2
248	и другое	1	2
249	самого начала	1	2
250	одна из	1	2
251	только из	1	2
252	что их	1	2
253	очень мало	1	2
254	по своей	2	2
255	только с	2	2
256	не могут	2	2
257	всего в	1	2
258	указывает на	1	2
259	не есть	10	2
260	отсюда вытекает	1	2
261	на вопрос	1	2
262	в ее	1	2
263	с самого	1	2
264	эту точку	1	2
265	ясно что	1	2
266	еще в	5	2
267	том как	1	2
268	с чего	2	2
269	ничего не	5	2
270	но мы	2	2
271	не содержит	2	2
272	там же	7	2
273	не выходит	1	2
274	этому поводу	1	2
275	во всей	1	2
276	и только	3	2
277	непосредственно в	1	2
278	от этих	1	2
279	здесь в	4	2
280	в свете	1	2
281	и она	1	2
282	с той	1	2
283	но так	1	2
284	к делу	1	2
285	одной из	2	2
286	их не	1	2
287	по этому	3	2
288	то и	2	2
289	ни было	1	2
290	здесь же	2	2
291	был бы	3	2
292	не так	3	2
293	вовсе не	13	2
294	говорит в	3	2
295	само по	3	2
296	как раз	10	2
297	со стороны	2	2
298	даже не	3	2
299	которые можно	2	2
300	еще и	18	2
301	с ней	1	2
302	а с	4	2
303	а сам	1	2
304	один и	1	2
305	говорит о	4	2
306	в некоторых	1	2
307	на этот	1	2
308	не на	2	2
309	xix века	6	2
310	конечно не	1	2
311	как бы	3	2
312	именно так	1	2
313	в основном	4	2
314	нисколько не	3	2
315	и часто	1	2
316	не существует	2	2
317	и от	6	2
318	бы в	2	2
319	всякого рода	3	2
320	ни к	2	2
321	не дает	1	2
322	между ними	1	2
323	то здесь	1	2
324	из этого	2	2
325	в виде	13	2
326	в частности	1	2
327	это было	3	2
328	к этому	2	2
329	не зависит	1	1
330	можно говорить	1	1
331	также что	1	1
332	речь идет	1	1
333	рассматривается как	1	1
334	и то	9	1
335	не делает	1	1
336	на самом	3	1
337	о различии	2	1
338	тех же	1	1
339	это и	1	1
340	и есть	1	1
341	с целым	1	1
342	свидетельствует об	1	1
343	из его	1	1
344	она все	1	1
345	те же	1	1
346	противном случае	1	1
347	и больше	1	1
348	едва ли	11	1
349	и этот	2	1
350	в году	10	1
351	мы уже	5	1
352	его не	1	1
353	есть не	2	1
354	отсюда видно	1	1
355	вместе в	1	1
356	более ранней	1	1
357	обратимся к	1	1
358	путь для	1	1
359	которую мы	1	1
360	та же	1	1
361	имеет свою	2	1
362	он как	1	1
363	свою работу	1	1
364	есть нечто	1	1
365	образом эти	1	1
366	представлением о	1	1
367	этот факт	1	1
368	на себя	2	1
369	но даже	4	1
370	что религия	1	1
371	и был	3	1
372	бы с	1	1
373	магии и	1	1
374	связи со	1	1
375	он был	2	1
376	иное как	1	1
377	иных случаях	1	1
378	совсем не	5	1
379	но как	2	1
380	произведения более	1	1
381	это слишком	1	1
382	в сторону	2	1
383	тут же	5	1
384	отнюдь не	5	1
385	в истории	5	1
386	не видно	1	1
387	если она	1	1
388	независимо от	3	1
389	это одно	1	1
390	стороны и	2	1
391	как начало	1	1
392	в противном	1	1
393	просто как	1	1
394	этом же	2	1
395	от изучения	1	1
396	и к	2	1
397	это легко	1	1
398	идти дальше	1	1
399	как таковое	1	1
400	в этот	2	1
401	то в	6	1
402	очень многие	1	1
403	еще на	1	1
404	оттого что	1	1
405	в которой	2	1
406	и у	3	1
407	образом и	1	1
408	можно не	2	1
409	в нашем	2	1
410	бы не	1	1
411	из этих	3	1
412	связанного с	1	1
413	может считаться	1	1
414	но он	1	1
415	детали и	1	1
416	но его	1	1
417	тому же	5	1
418	дальше и	2	1
419	в свет	1	1
420	после этого	1	1
421	раз навсегда	3	1
422	так сказать	1	1
423	и легко	1	1
424	о которой	1	1
425	уже видели	1	1
426	и еще	2	1
427	чего следует	1	1
428	что еще	1	1
429	он пользуется	1	1
430	что одно	1	1
431	содержит в	5	1
432	каком отношении	1	1
433	ли эта	1	1
434	не исчерпывает	1	1
435	какой бы	1	1
436	его от	1	1
437	и говорить	1	1
438	и будет	1	1
439	дать только	1	1
440	мы говорили	1	1
441	собственно говоря	3	1
442	является не	3	1
443	мышление не	1	1
444	с такими	1	1
445	на всю	1	1
446	здесь он	1	1
447	этом он	1	1
448	же касается	5	1
449	том случае	3	1
450	легко заметить	1	1
451	что историческое	1	1
452	действительности в	1	1
453	этом смысле	3	1
454	но их	1	1
455	будем признавать	1	1
456	с начала	1	1
457	в жизни	2	1
458	из первых	1	1
459	который сам	1	1
460	о характере	1	1
461	в них	1	1
462	этого не	3	1
463	и вся	2	1
464	которой он	1	1
465	чем в	4	1
466	одно целое	1	1
467	этот труд	3	1
468	не мог	6	1
469	и сейчас	2	1
470	в своей	9	1
471	еще менее	1	1
472	а наоборот	3	1
473	она в	1	1
474	представление о	1	1
475	оказывается что	2	1
476	себе а	1	1
477	в которых	1	1
478	знаем что	2	1
479	не исчерпывается	1	1
480	сама собой	1	1
481	природы но	1	1
482	наконец если	1	1
483	а есть	2	1
484	друг другу	1	1
485	войти в	1	1
486	далек и	1	1
487	чтоб она	2	1
488	знание и	2	1
489	случае мы	1	1
490	тому что	4	1
491	в отношении	5	1
492	всего сущего	1	1
493	можно ли	2	1
494	бытовую и	1	1
495	не раз	1	1
496	важные для	1	1
497	на работу	1	1
498	как можно	2	1
499	что эта	2	1
500	с которой	1	1
501	она не	2	1
502	мало того	1	1
503	вполне естественно	1	1
504	с теми	1	1
505	то чего	1	1
506	этого нужно	1	1
507	и притом	3	1
508	весь этот	3	1
509	можно судить	1	1
510	иметь в	2	1
511	что иное	1	1
512	того чтобы	3	1
513	это еще	1	1
514	это мы	1	1
515	на наш	1	1
516	почему об	1	1
517	о ней	1	1
518	при всем	2	1
519	пользуются в	1	1
520	вне его	1	1
521	как весьма	1	1
522	на себе	1	1
523	заметить что	2	1
524	этим же	1	1
525	кроме того	6	1
526	никуда не	1	1
527	бы несколько	1	1
528	в каком	4	1
529	в известных	1	1
530	ему не	1	1
531	у нас	5	1
532	относиться к	1	1
533	такая точка	1	1
534	изложения мы	1	1
535	тогда и	1	1
536	переход в	1	1
537	бы он	1	1
538	и найти	2	1
539	все еще	1	1
540	оно не	3	1
541	этот путь	1	1
542	и это	6	1
543	больше ничего	1	1
544	каждому из	1	1
545	в виду	3	1
546	говоря уже	1	1
547	исследования и	1	1
548	можно дать	1	1
549	каждой из	1	1
550	но тоже	1	1
551	последнее время	1	1
552	нет никакой	1	1
553	значение этих	1	1
554	только то	2	1
555	в себя	1	1
556	словом и	1	1
557	слова а	1	1
558	как с	2	1
559	если они	2	1
560	его нет	1	1
561	не трудно	1	1
562	очень долго	1	1
563	уже на	1	1
564	найти в	2	1
565	можно только	2	1
566	к тем	2	1
567	высокой ступени	1	1
568	строго говоря	1	1
569	собой и	1	1
570	нас нет	1	1
571	стремление к	1	1
572	и начать	1	1
573	все дело	1	1
574	сводится к	3	1
575	а также	8	1
576	мы могли	1	1
577	в самой	1	1
578	внимание на	1	1
579	более высокой	1	1
580	никак не	4	1
581	в глаза	4	1
582	этой работе	1	1
583	может не	1	1
584	второй половины	1	1
585	знает что	1	1
586	развития не	1	1
587	все в	1	1
588	и обнаруживает	1	1
589	если например	1	1
590	путь к	2	1
591	которой мы	1	1
592	также еще	2	1
593	таковая а	1	1
594	считаем необходимым	1	1
595	века и	1	1
596	и об	1	1
597	а она	1	1
598	как здесь	1	1
599	значит что	6	1
600	но с	2	1
601	признавать за	1	1
602	с появлением	1	1
603	и так	2	1
604	божество не	1	1
605	который в	2	1
606	простой и	1	1
607	самые разнообразные	1	1
608	религии то	1	1
609	к которой	1	1
610	этот упрек	1	1
611	менее и	1	1
612	же и	2	1
613	он их	1	1
614	только на	5	1
615	или через	1	1
616	поэтому его	1	1
617	которых можно	1	1
618	ii но	1	1
619	от других	1	1
620	виде и	1	1
621	оно всегда	1	1
622	мышления и	1	1
623	факт но	1	1
624	за ним	1	1
625	стороны оно	1	1
626	не будут	1	1
627	земли и	1	1
628	религии но	1	1
629	уже как	1	1
630	от другого	1	1
631	иначе как	1	1
632	здесь перед	1	1
633	поводу необходимо	1	1
634	в конце	12	1
635	случае когда	1	1
636	многое не	1	1
637	друг друга	2	1
638	но что	2	1
639	у него	24	1
640	них мы	1	1
641	этом отношении	2	1
642	в древнем	5	1
643	но из	1	1
644	для того	2	1
645	но она	1	1
646	это будет	1	1
647	же деле	2	1
648	ссылается на	1	1
649	нужно было	1	1
650	изучении источников	1	1
651	возможно что	1	1
652	другого и	1	1
653	не теряя	1	1
654	на примере	1	1
655	будем здесь	1	1
656	но нельзя	3	1
657	которых мы	2	1
658	можно сколько	2	1
659	этой религии	1	1
660	в предисловии	2	1
661	представления но	1	1
662	это все	1	1
663	он во	1	1
664	не годится	1	1
665	однако что	1	1
666	что для	1	1
667	идет только	1	1
668	точке зрения	2	1
669	самом же	2	1
670	не было	5	1
671	что благо	1	1
672	состоит из	1	1
673	его по	1	1
674	подобного рода	3	1
675	вопросе о	3	1
676	а так	1	1
677	него не	1	1
678	что из	1	1
679	если это	1	1
680	может иметь	1	1
681	уже давно	1	1
682	фигурирует в	1	1
683	стоять на	1	1
684	не дается	2	1
685	наталкивается на	1	1
686	в иных	1	1
687	здесь уже	1	1
688	его историю	1	1
689	мало и	2	1
690	к жизни	1	1
691	а если	2	1
692	этим мы	1	1
693	такого рода	4	1
694	да и	6	1
695	то к	1	1
696	бы его	1	1
697	тех пор	1	1
698	и более	2	1
699	здесь идет	1	1
700	в это	2	1
701	и всех	1	1
702	нам еще	1	1
703	этого слова	1	1
704	есть оно	2	1
705	своего труда	1	1
706	на пути	1	1
707	этом случае	1	1
708	ее также	1	1
709	нет ничего	2	1
710	и оно	1	1
711	в один	1	1
712	пока еще	1	1
713	на одной	2	1
714	в более	1	1
715	ни с	3	1
716	об отношении	2	1
717	котором он	1	1
718	это первое	1	1
719	всем этим	1	1
720	это можно	1	1
721	в результате	4	1
722	которая в	2	1
723	чтобы понять	1	1
724	тот кто	1	1
725	хотя и	7	1
726	то не	2	1
727	и все	4	1
728	у них	1	1
729	возникает вопрос	4	1
730	или одной	1	1
731	или не	3	1
732	правда по	2	1
733	не чем	1	1
734	за этим	1	1
735	в системе	1	1
736	всегда есть	3	1
737	нами не	1	1
738	несмотря на	7	1
739	не говоря	1	1
740	только как	1	1
741	но можно	2	1
742	совершенно не	2	1
743	по необходимости	1	1
744	сколько угодно	2	1
745	природе и	1	1
746	жизни а	2	1
747	не что	1	1
748	при изучении	1	1
749	только о	3	1
750	были и	1	1
751	огромное значение	1	1
752	себе не	1	1
753	об этих	2	1
754	этот термин	1	1
755	а может	1	1
756	к этой	2	1
757	во всяком	3	1
758	него как	3	1
759	такое заключение	1	1
760	нами возникает	1	1
761	гораздо более	1	1
