N	2gram	Tiupa_Lite_1	Problema
313	перед лицом	1	1
314	тем же	3	1
315	к другому	1	1
316	дело однако	1	1
317	достоевского в	1	1
318	в году	13	1
319	уже самого	1	1
320	же как	1	1
321	вопрос о	1	1
322	не была	1	1
323	на глазах	1	1
324	свободная от	1	1
325	на себя	2	1
326	на свою	1	1
327	почти исключительно	1	1
328	а во-вторых	1	1
329	и самой	1	1
330	всю ночь	1	1
331	жизни это	1	1
332	однако так	1	1
333	в медном	1	1
334	его основная	1	1
335	это время	1	1
336	и самого	2	1
337	не был	1	1
338	бы то	1	1
339	тем как	1	1
340	всего является	1	1
341	с самой	1	1
342	только потому	1	1
343	содержания жизни	1	1
344	отношение к	1	1
345	первых десятилетий	1	1
346	из таких	1	1
347	первый взгляд	1	1
348	оказывается не	2	1
349	его на	1	1
350	князя мышкина	1	1
351	а иной	1	1
352	как к	1	1
353	как нам	1	1
354	могли бы	1	1
355	и художественного	1	1
356	в сем	1	1
357	духа и	1	1
358	имеет в	1	1
359	в действительности	1	1
360	как таковое	1	1
361	в противоположность	1	1
362	них он	1	1
363	на какой	1	1
364	или иную	2	1
365	себе как	1	1
366	говорят о	1	1
367	в целом	8	1
368	как некий	2	1
369	он в	1	1
370	бы не	3	1
371	из этих	2	1
372	в последнее	1	1
373	с их	3	1
374	который всегда	1	1
375	для настоящей	1	1
376	как он	2	1
377	на то	1	1
378	и неровный	1	1
379	в случае	4	1
380	с чем	2	1
381	же именно	1	1
382	в принципе	3	1
383	прочим и	1	1
384	в силу	4	1
385	что может	1	1
386	каковы например	1	1
387	русской классической	7	1
388	то ни	1	1
389	об этой	1	1
390	и лучше	1	1
391	искусства в	1	1
392	с начала	1	1
393	то само	1	1
394	мне это	1	1
395	чаще всего	1	1
396	в суть	1	1
397	смерть и	1	1
398	впечатлений в	1	1
399	свое начало	1	1
400	и подобные	1	1
401	эту тему	1	1
402	не всегда	1	1
403	и уже	1	1
404	жизни но	1	1
405	как сказано	2	1
406	должно быть	1	1
407	достоевского но	1	1
408	на первый	1	1
409	андрей болконский	1	1
410	во время	1	1
411	в войне	1	1
412	часто оказываются	1	1
413	как все	2	1
414	идеи и	1	1
415	в их	3	1
416	я люблю	2	1
417	классической литературы	3	1
418	не как	4	1
419	что при	1	1
420	жизни с	2	1
421	сам же	1	1
422	войне и	2	1
423	в поэме	1	1
424	и вот	1	1
425	в россии	2	1
426	в своих	4	1
427	и общества	1	1
428	том же	3	1
429	на всю	1	1
430	трагедии шекспира	1	1
431	именно так	2	1
432	которого уже	1	1
433	даже в	2	1
434	новых и	2	1
435	раз и	2	1
436	иной раз	1	1
437	во главе	1	1
438	литературы как	1	1
439	человечества и	1	1
440	самого начала	1	1
441	что ему	3	1
442	сознания однако	1	1
443	ее с	1	1
444	но принципиально	1	1
445	от жизни	1	1
446	у него	3	1
447	в уме	4	1
448	пока еще	1	1
449	из их	1	1
450	иметь в	1	1
451	это мы	1	1
452	никогда не	4	1
453	жизни не	2	1
454	переживания в	1	1
455	при наличии	1	1
456	это именно	1	1
457	по своей	3	1
458	и мире	1	1
459	под названием	1	1
460	с новой	1	1
461	и искусства	1	1
462	только с	1	1
463	нового времени	2	1
464	в основе	3	1
465	перед ним	1	1
466	уже о	1	1
467	с разными	1	1
468	искусства и	5	1
469	лермонтов в	1	1
470	могут быть	2	1
471	всего в	3	1
472	на читателя	1	1
473	надежд и	1	1
474	о полном	1	1
475	в каждом	1	1
476	существует только	1	1
477	что современная	1	1
478	возникают прежде	1	1
479	можно и	1	1
480	стихах и	1	1
481	свою очередь	1	1
482	на основе	1	1
483	человеческой истории	1	1
484	последнее время	1	1
485	только то	2	1
486	с самого	1	1
487	так было	1	1
488	на том	2	1
489	и сам	6	1
490	разумеется в	1	1
491	мы в	2	1
492	в эпоху	1	1
493	данного произведения	1	1
494	его романов	1	1
495	и здесь	1	1
496	возможна только	1	1
497	на художественную	1	1
498	в библии	1	1
499	одного из	3	1
500	мог бы	1	1
501	художественности но	1	1
502	отражением в	1	1
503	места и	1	1
504	художественного произведения	1	1
505	и всякая	1	1
506	природы которая	1	1
507	ним и	1	1
508	в художественной	1	1
509	резко отличается	1	1
510	не будучи	1	1
511	того что	6	1
512	поскольку здесь	1	1
513	наконец в-третьих	1	1
514	оно и	1	1
515	пушкина в	2	1
516	среди других	1	1
517	что даже	1	1
518	и творчество	1	1
519	который в	1	1
520	для нее	2	1
521	но ее	1	1
522	литературе и	1	1
523	с одной	2	1
524	однако с	1	1
525	образов в	1	1
526	этому поводу	1	1
527	он их	1	1
528	и у	1	1
529	в нашей	2	1
530	большинстве случаев	1	1
531	где бы	1	1
532	ту или	2	1
533	к мысли	1	1
534	нуждается в	3	1
535	на одном	1	1
536	представлений о	1	1
537	самой этой	1	1
538	от тех	2	1
539	надежду на	1	1
540	не о	1	1
541	не случайно	2	1
542	жизни на	2	1
543	с действительностью	2	1
544	указание на	1	1
545	бы это	1	1
546	художественной рефлексии	1	1
547	из двух	1	1
548	толстой в	1	1
549	со всем	1	1
550	до сих	1	1
551	руками и	1	1
552	нельзя сказать	1	1
553	с той	1	1
554	огромного числа	1	1
555	а жизнь	1	1
556	мира это	1	1
557	и др	3	1
558	до конца	1	1
559	что для	2	1
560	в рассказе	1	1
561	превращается в	2	1
562	стремится к	1	1
563	не на	2	1
564	и картины	1	1
565	творчества отдельных	1	1
566	однако и	1	1
567	символизм и	1	1
568	на эту	1	1
569	значит отличаться	1	1
570	на чем	1	1
571	и особенно	1	1
572	который бы	1	1
573	он один	2	1
574	для осуществления	1	1
575	своей собственной	2	1
576	есть такое	1	1
577	одной стороны	2	1
578	к жизни	1	1
579	искусства но	1	1
580	это были	1	1
581	тенденцию к	1	1
582	к действительности	1	1
583	что же	1	1
584	самого себя	3	1
585	ко всему	2	1
586	уже об	1	1
587	ней не	1	1
588	исходя из	3	1
589	и духовного	1	1
590	с этой	5	1
591	художественное произведение	2	1
592	и нет	2	1
593	что есть	1	1
594	сих пор	1	1
595	он называл	1	1
596	но для	1	1
597	процесса в	1	1
598	уже на	1	1
599	по новым	1	1
600	не подлежит	1	1
601	подобные им	1	1
602	и самому	1	1
603	и времени	1	1
604	тот кто	1	1
605	а к	1	1
606	себя самого	1	1
607	в третьем	1	1
608	так называемых	2	1
609	но зато	1	1
610	бы на	2	1
611	отношении к	1	1
612	нам в	1	1
613	ее развития	1	1
614	о своем	2	1
615	так просто	1	1
616	в моем	1	1
617	в романе	1	1
618	между ними	1	1
619	не знает	1	1
620	должен иметь	1	1
621	медном всаднике	1	1
622	в свою	1	1
623	он и	3	1
624	однако нет	1	1
625	его субъективная	1	1
626	к этой	1	1
627	в искусстве	2	1
628	по поводу	2	1
629	этой точки	3	1
630	том числе	1	1
631	гораздо более	1	1
