N	2gram	Vinokur_St_3	KulturaY
255	для которого	1	2
256	еще на	1	2
257	в известном	1	2
258	и тот	2	2
259	как он	1	2
260	так сказать	2	2
261	в значении	1	2
262	же это	1	2
263	принять во	1	2
264	и если	3	2
265	в россии	6	2
266	свое время	1	2
267	состоит в	4	2
268	на этом	3	2
269	но все	2	2
270	что все	3	2
271	этих форм	1	2
272	его в	1	2
273	на протяжении	4	2
274	чем в	1	2
275	себя внимание	1	2
276	в статье	2	2
277	такой же	2	2
278	мере не	1	2
279	и того	1	2
280	или менее	1	2
281	в этих	11	2
282	русского литературного	1	2
283	и при	1	2
284	в котором	5	2
285	не как	2	2
286	и значит	1	2
287	своего рода	3	2
288	сам же	1	2
289	точку зрения	2	2
290	нас к	2	2
291	что есть	1	2
292	если и	2	2
293	не о	1	2
294	может служить	1	2
295	к новым	1	2
296	дело не	2	2
297	нельзя не	3	2
298	слова как	2	2
299	в русском	2	2
300	более что	2	2
301	своей статье	1	2
302	том отношении	1	2
303	уже о	1	2
304	и такие	2	2
305	отличается от	4	2
306	а что	1	2
307	такая же	1	2
308	говоря уже	1	2
309	совершенно ясно	1	2
310	так в	1	2
311	в пределах	1	2
312	в дальнейшем	1	2
313	на том	1	2
314	здесь как	1	2
315	совершенно иной	1	2
316	по тому	2	2
317	разговорной речи	1	2
318	и здесь	3	2
319	внимание на	2	2
320	язык и	1	2
321	типа в	1	2
322	можно сказать	4	2
323	как они	1	2
324	эти два	1	2
325	а потому	2	2
326	указывает что	1	2
327	известном смысле	1	2
328	моменты в	1	2
329	в двух	1	2
330	на очень	1	2
331	о значении	1	2
332	вопрос об	1	2
333	тот или	1	2
334	все они	3	2
335	именно на	1	2
336	в качестве	4	2
337	конечно не	1	2
338	я имею	3	2
339	то и	2	2
340	ни одного	1	2
341	что если	2	2
342	не дает	1	2
343	а то	2	2
344	в одном	1	2
345	в некоторых	3	2
346	перейти к	1	2
347	в особенности	4	2
348	речи а	1	2
349	еще и	1	2
350	ни на	2	2
351	только что	2	2
352	не говоря	1	2
353	не означает	1	2
354	именно так	1	2
355	в свете	1	2
356	о чем	1	2
357	что мы	3	2
358	чем же	1	2
359	именно поэтому	2	2
360	в частности	1	2
361	эти слова	1	2
362	вместе с	2	2
363	так же	1	2
364	подхода к	1	2
365	да рядом	1	2
366	тому как	1	2
367	как нельзя	1	2
368	быть не	2	2
369	простор для	1	2
370	как например	8	2
371	сплошь да	1	2
372	все это	8	2
373	кроме того	3	2
374	к вопросу	1	2
375	каждой из	1	2
376	чтобы понять	1	2
377	последнего времени	1	2
378	в газету	1	2
379	не знает	1	2
380	является и	1	2
381	в свое	1	2
382	или иным	1	2
383	как слово	1	2
384	это в	4	2
385	во всяком	4	2
386	я сказал	1	1
387	говорит это	1	1
388	нельзя более	1	1
389	который должен	1	1
390	ту же	1	1
391	отношения к	1	1
392	например в	4	1
393	помимо прочего	1	1
394	языка с	1	1
395	на пушкина	1	1
396	и то	1	1
397	значении этого	1	1
398	вряд ли	1	1
399	в чисто	2	1
400	имеется между	1	1
401	был и	1	1
402	уже по	1	1
403	согласно которой	1	1
404	поэзии и	1	1
405	из всех	1	1
406	да еще	1	1
407	этого нет	1	1
408	и язык	1	1
409	нам в	1	1
410	и идей	1	1
411	которой может	1	1
412	почти все	1	1
413	как что	1	1
414	так чтобы	2	1
415	время как	4	1
416	на себе	2	1
417	в большом	1	1
418	связана с	4	1
419	не совсем	2	1
420	в разговоре	1	1
421	форм в	1	1
422	также более	1	1
423	думаю что	2	1
424	же нужно	1	1
425	также о	1	1
426	и на	6	1
427	между собой	1	1
428	народной и	1	1
429	как правильно	1	1
430	традиции это	1	1
431	которых я	2	1
432	отказ от	2	1
433	мы будем	1	1
434	в сторону	1	1
435	к слову	2	1
436	с чередованием	1	1
437	нет и	2	1
438	речь которого	1	1
439	не буду	2	1
440	его развития	1	1
441	стал бы	2	1
442	которые не	1	1
443	мы снова	1	1
444	зрения согласно	1	1
445	идет о	1	1
446	в одной	2	1
447	с этим	7	1
448	некоторые типические	1	1
449	это был	2	1
450	что касается	7	1
451	и где	1	1
452	ср также	2	1
453	говорит что	5	1
454	себе дело	1	1
455	в каком-то	1	1
456	факт как	1	1
457	всего лишь	1	1
458	несколько выражений	1	1
459	в которой	4	1
460	это есть	4	1
461	тон в	1	1
462	темы с	1	1
463	формы в	2	1
464	то я	1	1
465	думать что	1	1
466	раз в	1	1
467	выше было	1	1
468	им в	2	1
469	общий тон	1	1
470	этой своего	1	1
471	в словаре	2	1
472	интересно что	6	1
473	имеем в	2	1
474	языком в	1	1
475	связанные с	1	1
476	от которого	1	1
477	пушкина и	6	1
478	всех этих	3	1
479	с нашим	2	1
480	не к	1	1
481	которого как	1	1
482	данном отношении	1	1
483	которых можно	1	1
484	у пушкина	22	1
485	очевидным что	1	1
486	одной и	1	1
487	его от	1	1
488	находит себе	1	1
489	форме а	1	1
490	в каждом	4	1
491	смысле в	1	1
492	и начну	1	1
493	же касается	1	1
494	в другом	3	1
495	конечно в	1	1
496	этим темам	1	1
497	к теме	1	1
498	подходит к	1	1
499	ко второму	1	1
500	известно что	2	1
501	этом смысле	4	1
502	что один	1	1
503	что-то в	1	1
504	этим связано	1	1
505	чаще всего	1	1
506	рассказывает что	1	1
507	приближением к	1	1
508	его занятий	1	1
509	он является	1	1
510	элементов речи	1	1
511	рядом с	1	1
512	человек который	1	1
513	содержании и	1	1
514	показывает что	3	1
515	следует из	1	1
516	этого не	1	1
517	например или	1	1
518	не заметить	1	1
519	другое дело	3	1
520	остановился на	1	1
521	можно считать	1	1
522	которые я	1	1
523	зрения ее	1	1
524	не мог	2	1
525	стороны ее	1	1
526	самого последнего	1	1
527	в г	12	1
528	во время	3	1
529	языковому материалу	1	1
530	и ее	2	1
531	в такой	2	1
532	всяком случае	4	1
533	на месте	1	1
534	если можно	1	1
535	то его	1	1
536	они уже	1	1
537	что я	3	1
538	какой-то намек	1	1
539	одном из	1	1
540	и той	1	1
541	творчества и	1	1
542	друг другу	1	1
543	это относится	1	1
544	о его	1	1
545	по крайней	4	1
546	связано с	5	1
547	мнения будто	1	1
548	перевод на	1	1
549	того кто	1	1
550	даже в	1	1
551	которые звучат	1	1
552	дело как	1	1
553	во французских	1	1
554	случае в	2	1
555	важно что	2	1
556	как можно	2	1
557	с широким	1	1
558	в русской	6	1
559	и отвечал	1	1
560	ее с	1	1
561	пушкина но	3	1
562	к этим	2	1
563	вое это	1	1
564	значение этого	1	1
565	не могло	1	1
566	он мог	1	1
567	так много	1	1
568	казалось бы	1	1
569	возможно и	1	1
570	на язык	3	1
571	которых легко	1	1
572	в самой	1	1
573	же время	3	1
574	мыслей и	1	1
575	того в	1	1
576	языка это	2	1
577	на те	1	1
578	по своей	1	1
579	занятий в	1	1
580	это слово	3	1
581	и его	3	1
582	наших дней	1	1
583	своей цели	1	1
584	обращает на	1	1
585	каждый раз	2	1
586	всему этому	1	1
587	от их	1	1
588	начиная с	2	1
589	такая точка	1	1
590	и другой	1	1
591	же самое	1	1
592	всего в	4	1
593	это а	1	1
594	на это	2	1
595	пр ср	1	1
596	приходит к	1	1
597	можно и	1	1
598	знать как	1	1
599	свою очередь	1	1
600	без всякого	2	1
601	на основе	2	1
602	в собственном	1	1
603	языкового мышления	2	1
604	последнее время	1	1
605	можно установить	1	1
606	нет никакой	1	1
607	об отношении	1	1
608	приводит к	1	1
609	не те	1	1
610	смысле но	1	1
611	выражения и	1	1
612	до самого	1	1
613	это пушкин	1	1
614	никогда не	2	1
615	по аналогии	1	1
616	эти факты	1	1
617	чем у	1	1
618	она была	1	1
619	часто в	1	1
620	мы в	1	1
621	строки но	1	1
622	них есть	1	1
623	о котором	1	1
624	в словах	3	1
625	означает что	1	1
626	в известной	1	1
627	но здесь	1	1
628	произведения как	2	1
629	вот почему	1	1
630	тех кто	1	1
631	в речи	4	1
632	на этой	1	1
633	вот и	1	1
634	писать и	1	1
635	одного из	2	1
636	не стоит	1	1
637	может не	1	1
638	не выходит	1	1
639	по этому	3	1
640	эта фраза	1	1
641	к нему	4	1
642	но он	3	1
643	тем или	1	1
644	этому поводу	2	1
645	тем как	2	1
646	за эту	1	1
647	над этой	1	1
648	точный смысл	1	1
649	во втором	2	1
650	постоянный признак	1	1
651	встречающиеся в	1	1
652	есть с	1	1
653	крайней мере	4	1
654	котором он	1	1
655	также в	1	1
656	все время	2	1
657	к определенному	1	1
658	общем смысле	1	1
659	в лучшем	1	1
660	вообще в	1	1
661	которая как	1	1
662	судить по	1	1
663	что здесь	4	1
664	дело так	1	1
665	показывают что	1	1
666	но так	1	1
667	можно отметить	1	1
668	баратынского и	1	1
669	интереса к	1	1
670	мы сталкиваемся	1	1
671	же к	2	1
672	пушкина в	21	1
673	мы видим	4	1
674	одной из	2	1
675	в поэтическом	1	1
676	прочим гласит	1	1
677	эти отдельные	1	1
678	и так	1	1
679	до нас	2	1
680	поэтому и	1	1
681	наше время	1	1
682	самые разнообразные	1	1
683	всей жизни	1	1
684	одних и	1	1
685	как оно	1	1
686	который в	1	1
687	от них	2	1
688	это же	1	1
689	литература это	1	1
690	и др	4	1
691	оказывается в	1	1
692	точно и	1	1
693	не можем	1	1
694	ряде случаев	2	1
695	говорить об	1	1
696	вернуться к	1	1
697	в виде	3	1
698	в начале	4	1
699	целого ряда	1	1
700	раньше чем	3	1
701	является не	1	1
702	здесь же	1	1
703	то только	1	1
704	при помощи	2	1
705	не стал	1	1
706	на время	1	1
707	же объясняется	1	1
708	что сама	1	1
709	мы знаем	1	1
710	для него	3	1
711	и их	1	1
712	с различными	1	1
713	в особых	1	1
714	нас только	1	1
715	и со	1	1
716	в современном	1	1
717	то время	4	1
718	отношении к	1	1
719	но что	1	1
720	это оставляет	1	1
721	отношении что	1	1
722	указание на	1	1
723	не противоречит	1	1
724	из приведенных	1	1
725	с общим	1	1
726	возможно что	1	1
727	со стороны	3	1
728	на примере	1	1
729	рассматривать с	1	1
730	последнего в	1	1
731	и тех	1	1
732	по своим	1	1
733	писателя и	3	1
734	свидетельствуют что	1	1
735	представляет собою	2	1
736	такое же	2	1
737	могут иметь	1	1
738	во внешней	1	1
739	системы и	1	1
740	выше в	1	1
741	что для	3	1
742	каком смысле	2	1
743	на русском	1	1
744	оно дано	1	1
745	тем для	1	1
746	материал в	1	1
747	деле может	1	1
748	мы и	1	1
749	а по	2	1
750	над содержанием	1	1
751	литература в	1	1
752	речь из	1	1
753	он создал	1	1
754	свое внимание	1	1
755	языка не	1	1
756	если не	1	1
757	является его	1	1
758	когда имеется	1	1
759	а кроме	1	1
760	этот смысл	1	1
761	так мы	1	1
762	не сразу	2	1
763	из которых	4	1
764	статье о	1	1
765	не знал	1	1
766	его личной	1	1
767	слишком много	1	1
768	к жизни	1	1
769	наряду с	1	1
770	несколько раз	2	1
771	через свое	1	1
772	является слово	1	1
773	пушкина я	1	1
774	форма в	1	1
775	в эту	4	1
776	том смысле	2	1
777	в контексте	1	1
778	ссылки на	1	1
779	совершенно очевидно	1	1
780	нужно отметить	2	1
781	что выше	1	1
782	только важнейшим	1	1
783	только отметить	1	1
784	форме в	1	1
785	в смысле	4	1
786	видели уже	1	1
787	работа над	3	1
788	с большой	1	1
789	это сделано	1	1
790	и для	4	1
791	на форму	1	1
792	и один	1	1
793	тем и	1	1
794	для этой	1	1
795	только у	1	1
796	совершенно иное	1	1
797	в те	1	1
798	собственно говоря	1	1
799	у них	1	1
800	или нет	1	1
801	и н	1	1
802	у которого	3	1
803	язык который	1	1
804	находим в	1	1
805	укладывается в	1	1
806	и другие	1	1
807	г и	12	1
808	давно уже	1	1
809	стороны а	1	1
810	несмотря на	3	1
811	в период	1	1
812	я говорю	1	1
813	а о	1	1
814	в свою	2	1
815	работы и	1	1
816	состоит из	1	1
817	они как	1	1
818	речи и	1	1
819	именно о	1	1
820	пушкин и	3	1
821	в последнем	2	1
822	как некую	1	1
823	одновременно и	1	1
824	становится очевидным	1	1
825	есть и	1	1
826	занимает в	1	1
827	утверждать что	2	1
828	к этому	3	1
829	заметить что	2	1
830	к этой	2	1
831	поэтики в	1	1
832	параллельно тому	1	1
833	работой над	2	1
834	только не	1	1
835	и эта	1	1
836	о которых	3	1
837	бы из	1	1
838	все что	1	1
839	этой точки	1	1
840	смысле что	1	1
