N	2gram	Bakhtin_Pr_3	TeoriaLi
133	этого слова	7	3
134	к которому	2	3
135	таким образом	5	3
136	или в	1	3
137	в основе	1	3
138	отношении к	7	3
139	я и	2	2
140	отношения к	1	2
141	того же	2	2
142	и это	4	2
143	это и	2	2
144	и больше	1	2
145	собою в	1	2
146	я как	2	2
147	всех без	1	2
148	но она	1	2
149	на себя	1	2
150	я не	7	2
151	в целом	5	2
152	между собой	1	2
153	в чем	5	2
154	но как	4	2
155	у него	4	2
156	за пределы	2	2
157	что они	6	2
158	сама по	2	2
159	как к	4	2
160	и как	3	2
161	говорит что	1	2
162	в которой	2	2
163	но на	4	2
164	к герою	7	2
165	к одному	3	2
166	без исключения	3	2
167	одно и	1	2
168	здесь мы	1	2
169	об этом	1	2
170	о в	1	2
171	это не	5	2
172	передо мной	3	2
173	вовсе не	11	2
174	и того	2	2
175	одного и	1	2
176	с точки	4	2
177	от себя	6	2
178	их в	3	2
179	по себе	3	2
180	даже в	5	2
181	для меня	1	2
182	только не	1	2
183	слова как	2	2
184	этих двух	1	2
185	с читателем	1	2
186	как будто	7	2
187	и для	8	2
188	глаза в	1	2
189	для такого	1	2
190	и о	1	2
191	здесь не	1	2
192	самим собою	9	2
193	в себя	1	2
194	роль в	1	2
195	что может	1	2
196	не с	2	2
197	к его	1	2
198	если бы	4	2
199	в виду	3	2
200	о том	2	2
201	что каждый	1	2
202	в глаза	3	2
203	это было	3	2
204	к нему	14	2
205	во всех	2	2
206	в аспекте	1	2
207	мире и	2	2
208	с одной	1	2
209	в большинстве	2	2
210	а напротив	1	2
211	слова не	2	2
212	в диалоге	5	2
213	в конце	5	2
214	во всей	1	2
215	и даже	7	2
216	себя и	8	2
217	слове о	2	2
218	в рассказе	1	2
219	одну из	1	2
220	о чем	2	2
221	внутренний голос	3	2
222	на фоне	1	2
223	о себе	18	2
224	вместе с	4	2
225	так же	8	2
226	из которых	1	2
227	в той	2	2
228	и позволяет	1	2
229	к тому	5	2
230	одной из	1	2
231	о своем	1	2
232	в романе	1	2
233	что он	23	2
234	но наоборот	1	1
235	а между	3	1
236	можно говорить	1	1
237	те же	2	1
238	также и	1	1
239	человека и	1	1
240	начинается с	1	1
241	ты и	1	1
242	идет о	1	1
243	вмещает в	1	1
244	к другому	20	1
245	это придает	1	1
246	и до	1	1
247	из его	4	1
248	можно лишь	2	1
249	кто бы	3	1
250	героя оно	1	1
251	сливается с	3	1
252	одним из	1	1
253	со всех	1	1
254	что даже	2	1
255	той же	2	1
256	на первом	1	1
257	вопрос о	2	1
258	чтобы не	1	1
259	героя но	2	1
260	все и	4	1
261	в каждый	1	1
262	и со	2	1
263	говорил о	1	1
264	момент в	1	1
265	собой в	1	1
266	проявляет себя	1	1
267	и на	6	1
268	на них	5	1
269	столь же	2	1
270	бы то	4	1
271	пусть будет	1	1
272	тем как	1	1
273	во внешнем	1	1
274	суда над	1	1
275	он оказывается	1	1
276	совсем не	3	1
277	не входит	2	1
278	собственный голос	3	1
279	для других	3	1
280	с совершенно	1	1
281	ивана карамазова	3	1
282	с собою	6	1
283	ними а	2	1
284	оно является	1	1
285	на то	1	1
286	отнюдь не	2	1
287	в центре	1	1
288	себя за	2	1
289	независимо от	1	1
290	встречи с	1	1
291	первых двух	1	1
292	что касается	1	1
293	обращения к	1	1
294	не два	1	1
295	кто я?	2	1
296	могли бы	1	1
297	что по	1	1
298	и внутреннюю	2	1
299	над собой	4	1
300	здесь и	2	1
301	то в	2	1
302	к чему	2	1
303	еще на	1	1
304	в груди	1	1
305	о тебе	1	1
306	что это	5	1
307	тон в	1	1
308	за это	1	1
309	он в	4	1
310	а говорит	1	1
311	то я	1	1
312	тоже не	1	1
313	этому я	1	1
314	раз в	2	1
315	с их	1	1
316	не приводит	1	1
317	его воли	2	1
318	говорят о	1	1
319	на рынок	2	1
320	ее как	3	1
321	все человеческие	1	1
322	не могла	1	1
323	героя к	2	1
324	вследствие этого	2	1
325	на его	4	1
326	образ его	1	1
327	я сама	1	1
328	в статье	1	1
329	он ни	3	1
330	но именно	2	1
331	одному из	1	1
332	по ту	2	1
333	же явления	1	1
334	в первом	1	1
335	ни были	1	1
336	к собственному	1	1
337	в повествовательном	1	1
338	он уже	3	1
339	чтобы в	1	1
340	подобно тому	2	1
341	его можно	1	1
342	не бывает	2	1
343	именно это	1	1
344	ни был	4	1
345	по его	1	1
346	бы они	2	1
347	то ни	4	1
348	что все	4	1
349	которыми он	1	1
350	несколько иной	1	1
351	и внутренняя	1	1
352	времени и	1	1
353	косвенной речи	1	1
354	большинстве случаев	3	1
355	ко второму	1	1
356	было бы	2	1
357	делает его	1	1
358	оно стремится	3	1
359	в них	2	1
360	нет в	2	1
361	рядом с	4	1
362	она и	1	1
363	на второй	1	1
364	с тем	5	1
365	всю жизнь	2	1
366	он и	5	1
367	когда я	5	1
368	глазами другого	1	1
369	остается в	2	1
370	же я	3	1
371	перед собой	1	1
372	и становится	1	1
373	но я	2	1
374	в еще	1	1
375	голосов в	3	1
376	с ума	1	1
377	другим и	3	1
378	таким же	1	1
379	обращается к	2	1
380	смысле можно	1	1
381	в такой	3	1
382	и без	2	1
383	тем к	1	1
384	в котором	3	1
385	перед другим	1	1
386	не как	3	1
387	вопрос кто	1	1
388	на первой	1	1
389	сам же	1	1
390	но эта	1	1
391	друг другу	4	1
392	без его	1	1
393	и более	1	1
394	ли я	4	1
395	в прошлом	1	1
396	том и	1	1
397	из виду	1	1
398	собой и	2	1
399	реплики и	2	1
400	с эстетической	1	1
401	случае в	1	1
402	так он	1	1
403	я для	2	1
404	к третьему	2	1
405	по крайней	3	1
406	одна из	1	1
407	которого он	3	1
408	героев и	1	1
409	меня тогда	1	1
410	зрения не	1	1
411	он мог	1	1
412	себе самом	5	1
413	не приносит	1	1
414	каждый из	2	1
415	того и	1	1
416	весь последующий	1	1
417	от него	6	1
418	ему и	1	1
419	и теперь	1	1
420	связи с	1	1
421	как я	3	1
422	внутренней жизни	2	1
423	обращает на	2	1
424	и делает	2	1
425	не является	2	1
426	к изучению	1	1
427	очень часто	2	1
428	речи рассказчика	1	1
429	не могут	1	1
430	такого отношения	1	1
431	и заключается	1	1
432	когда мы	1	1
433	его за	3	1
434	значительной степени	1	1
435	его с	4	1
436	слова с	3	1
437	в каждом	3	1
438	оно не	1	1
439	она не	1	1
440	говорит о	2	1
441	в каждой	1	1
442	должен быть	1	1
443	и кому	1	1
444	как мы	7	1
445	а затем	1	1
446	того чтобы	1	1
447	меня в	2	1
448	говорит и	1	1
449	на основе	1	1
450	они ни	1	1
451	своей полноте	1	1
452	мысль о	1	1
453	всей своей	2	1
454	вопрос что	1	1
455	условии что	1	1
456	значение в	1	1
457	и совершенно	1	1
458	с собой	1	1
459	можно было	1	1
460	на нее	2	1
461	он переживает	1	1
462	особенно в	2	1
463	с самим	14	1
464	в последующих	1	1
465	с внутренним	3	1
466	и определяется	2	1
467	жизнь и	2	1
468	является в	1	1
469	для этого	3	1
470	с ним	8	1
471	другом а	1	1
472	с человеком	2	1
473	герой из	4	1
474	из условий	1	1
475	именно потому	2	1
476	нет на	2	1
477	на вопрос	4	1
478	никак не	1	1
479	героя не	1	1
480	один голос	1	1
481	после того	1	1
482	в сущности	11	1
483	в значительной	1	1
484	служит для	1	1
485	лишь путем	1	1
486	строя но	1	1
487	нуждается в	3	1
488	ним и	1	1
489	ибо и	2	1
490	или напротив	1	1
491	и только	2	1
492	крайней мере	3	1
493	в другой	2	1
494	с матерью	1	1
495	наконец в	3	1
496	перед тем	1	1
497	человека как	4	1
498	о своих	1	1
499	рядом является	1	1
500	с чужим	1	1
501	всех сторон	1	1
502	эти последние	2	1
503	в формах	1	1
504	на которой	1	1
505	один из	2	1
506	но с	2	1
507	д и	1	1
508	ее к	1	1
509	тот же	2	1
510	одного сознания	1	1
511	путь к	1	1
512	не средство	1	1
513	в совершенном	1	1
514	образа в	1	1
515	к миру	1	1
516	между этими	1	1
517	жить и	1	1
518	на мир	1	1
519	теперь в	1	1
520	со всеми	2	1
521	с которыми	2	1
522	так что	5	1
523	из которого	1	1
524	же и	2	1
525	для всех	1	1
526	только на	4	1
527	всем его	1	1
528	на свое	1	1
529	мнению и	1	1
530	героев или	1	1
531	из них	5	1
532	за ним	2	1
533	чего бы	2	1
534	только одно	1	1
535	и их	1	1
536	никто не	1	1
537	ведь это	1	1
538	и мир	2	1
539	и прежде	4	1
540	в одном	5	1
541	уклоняется от	1	1
542	так как	4	1
543	тому же	2	1
544	ту сторону	2	1
545	входят в	2	1
546	случае не	1	1
547	человек как	1	1
548	как такового	3	1
549	европейского искусства	1	1
550	его мысли	1	1
551	ее на	1	1
552	лишь один	1	1
553	но из	1	1
554	для того	1	1
555	о каком	1	1
556	не появляется	1	1
557	не оказывается	1	1
558	другого и	1	1
559	точек зрения	2	1
560	отказаться от	2	1
561	еще и	1	1
562	такое же	1	1
563	спорит с	1	1
564	с речью	2	1
565	и пр	1	1
566	не было	2	1
567	стремится к	6	1
568	более того	2	1
569	с которым	7	1
570	в произведениях	2	1
571	жизнь в	1	1
572	вы как	3	1
573	же точно	1	1
574	весь его	2	1
575	и слово	8	1
576	и ему	2	1
577	если не	3	1
578	которые будут	1	1
579	перейдем к	1	1
580	в одной	3	1
581	каждая его	1	1
582	со словом	3	1
583	требует от	1	1
584	к своему	5	1
585	определяет его	1	1
586	и пусть	2	1
587	было и	2	1
588	но вы	1	1
589	тому как	2	1
590	в мир	1	1
591	как феномена	1	1
592	да и	4	1
593	главного героя	1	1
594	с этой	2	1
595	этом случае	2	1
596	художественное произведение	1	1
597	быть и	2	1
598	каждого из	1	1
599	все это	16	1
600	с иным	1	1
601	точно и	1	1
602	характерные для	1	1
603	вы говорите	1	1
604	о мире	8	1
605	является как	1	1
606	это уже	2	1
607	еще одна	1	1
608	каким бы	1	1
609	и от	5	1
610	все они	1	1
611	которая в	1	1
612	себя самого	11	1
613	нечто смешное	1	1
614	из своего	4	1
615	места в	1	1
616	бы в	3	1
617	действительной жизни	1	1
618	не объективно	1	1
619	с другими	4	1
620	своей внутренней	1	1
621	пусть пусть	1	1
622	ни было	4	1
623	над собою	1	1
624	вступает в	2	1
625	к самому	3	1
626	помимо его	1	1
627	может и	1	1
628	с ней	1	1
629	от всех	1	1
630	себе самому	18	1
631	согласен с	1	1
632	из этого	1	1
633	что такое	2	1
634	жизни и	3	1
635	в своих	1	1
636	другому что	1	1
637	героя как	1	1
