N	2gram	Voloshinov_1	Komedia
134	содержанию и	2	2
135	на это	2	2
136	и это	1	2
137	как не	2	2
138	с самого	1	2
139	и что	2	2
140	на что	1	2
141	и во	1	2
142	и все	2	2
143	мы понимаем	1	2
144	все время	6	2
145	в лице	1	2
146	и дает	2	2
147	тот же	1	2
148	в какой	2	2
149	и ее	3	2
150	с одной	2	2
151	одно из	1	2
152	у нее	1	2
153	отношение к	4	2
154	от того	4	2
155	рядом с	1	2
156	и к	4	2
157	до сих	3	2
158	с другой	4	2
159	и тех	1	2
160	одной стороны	2	2
161	для их	1	2
162	для этой	1	2
163	берет на	1	2
164	как бы	13	2
165	сих пор	3	2
166	в так	1	2
167	поле зрения	1	2
168	еще более	1	2
169	хотя бы	5	2
170	ни было	4	2
171	от всех	2	2
172	к его	2	2
173	из этого	3	2
174	частности в	1	2
175	во всяком	1	2
176	за ее	1	1
177	наконец из	1	1
178	самом деле	3	1
179	не обходится	1	1
180	на события	1	1
181	отношения между	1	1
182	найдем в	1	1
183	самому существу	1	1
184	обойтись без	1	1
185	та же	1	1
186	обходится без	1	1
187	на эти	1	1
188	творчества с	1	1
189	чем отличается	1	1
190	между собой	2	1
191	все эти	3	1
192	в предварительном	1	1
193	в чем	2	1
194	этого приема	1	1
195	то мы	1	1
196	значение и	1	1
197	конечном счете	1	1
198	каком направлении	1	1
199	в общем	1	1
200	в свои	1	1
201	его творчество	1	1
202	если она	1	1
203	опирается на	1	1
204	общего с	2	1
205	в художественном	3	1
206	как к	3	1
207	комнаты и	1	1
208	как уже	2	1
209	тем же	1	1
210	более или	1	1
211	следующим образом	1	1
212	жизни в	1	1
213	себе как	1	1
214	если мы	1	1
215	он то	1	1
216	в себе	3	1
217	не имеют	1	1
218	богатым и	1	1
219	ей в	1	1
220	и более	3	1
221	в окно	1	1
222	от нее	1	1
223	совпадают с	1	1
224	в другом	1	1
225	на все	2	1
226	входит в	1	1
227	только опираясь	1	1
228	и мы	1	1
229	по себе	3	1
230	в жизни	5	1
231	но уже	1	1
232	люди не	1	1
233	героя или	2	1
234	ни одной	1	1
235	и уже	3	1
236	которой он	1	1
237	мы видели	1	1
238	во взаимоотношениях	1	1
239	выражение в	2	1
240	автора и	2	1
241	и тогда	1	1
242	со всей	1	1
243	или менее	1	1
244	мы попытаемся	1	1
245	нас не	1	1
246	и без	1	1
247	между людьми	1	1
248	от его	1	1
249	нельзя было	1	1
250	только для	1	1
251	обращение к	1	1
252	тем не	3	1
253	том же	1	1
254	ним в	1	1
255	что например	1	1
256	для нее	1	1
257	вместе со	2	1
258	с точки	2	1
259	ситуации как	1	1
260	с которой	1	1
261	она могла	1	1
262	чувства в	1	1
263	здесь на	1	1
264	своего героя	1	1
265	весь этот	1	1
266	как о	1	1
267	в основе	1	1
268	на содержание	1	1
269	никогда не	5	1
270	примерно в	1	1
271	ничего не	2	1
272	имеем дело	1	1
273	и является	4	1
274	сводится к	1	1
275	здесь же	1	1
276	так называемый	1	1
277	эти три	1	1
278	без слов	1	1
279	в области	1	1
280	в каком	3	1
281	и некоторые	1	1
282	его для	1	1
283	и вполне	2	1
284	вошли в	1	1
285	частной жизни	2	1
286	то она	1	1
287	на основе	1	1
288	в себя	2	1
289	действия и	2	1
290	в пределах	3	1
291	в рамки	1	1
292	произведения и	3	1
293	не отражает	2	1
294	было в	1	1
295	остается только	1	1
296	жизнь и	1	1
297	является в	1	1
298	с ним	3	1
299	в содержании	1	1
300	можно найти	2	1
301	в порядке	1	1
302	возможна только	2	1
303	зрения на	1	1
304	быть более	1	1
305	и та	2	1
306	за пределами	1	1
307	но мы	2	1
308	можем сказать	2	1
309	там же	1	1
310	этих двух	2	1
311	материал для	1	1
312	той социальной	2	1
313	гораздо чаще	1	1
314	нуждается в	3	1
315	и целых	1	1
316	полагать что	1	1
317	них в	1	1
318	и следовательно	5	1
319	замечает что	1	1
320	не зная	1	1
321	в литературе	4	1
322	к которому	1	1
323	как например	1	1
324	по своей	1	1
325	пор не	1	1
326	то он	1	1
327	по мнению	1	1
328	конечно не	3	1
329	в большинстве	1	1
330	только на	3	1
331	он имеет	1	1
332	не так	2	1
333	для него	3	1
334	содержания и	2	1
335	как его	1	1
336	речь и	1	1
337	этими словами	1	1
338	общения и	2	1
339	нее не	1	1
340	само собой	1	1
341	найти его	1	1
342	из двух	1	1
343	другого и	1	1
344	на второй	1	1
345	и из	1	1
346	на примере	2	1
347	и создает	1	1
348	а с	1	1
349	что не	4	1
350	говорит о	1	1
351	у нас	1	1
352	же для	1	1
353	до конца	2	1
354	и самый	1	1
355	не на	1	1
356	а не	5	1
357	другой стороны	2	1
358	частей из	1	1
359	там где	2	1
360	самого начала	1	1
361	одна и	1	1
362	несмотря на	1	1
363	с помощью	6	1
364	свою очередь	1	1
365	связь с	2	1
366	в творчестве	3	1
367	из трех	1	1
368	только его	1	1
369	со словом	2	1
370	взаимоотношения между	1	1
371	второй план	1	1
372	именно в	1	1
373	в современной	1	1
374	еще раз	2	1
375	это уже	1	1
376	при таком	1	1
377	себя на	1	1
378	в новой	1	1
379	в результате	1	1
380	это как	3	1
381	когда он	3	1
382	как особая	1	1
383	ее и	3	1
384	тем более	1	1
385	не должен	1	1
386	обстоит дело	1	1
387	в искусстве	1	1
388	все более	1	1
389	нам не	1	1
390	нет ничего	2	1
391	между ними	2	1
392	героя и	5	1
393	союз с	1	1
394	не знает	1	1
395	сказать что	7	1
396	только как	1	1
397	была бы	2	1
398	равно как	1	1
399	в свою	1	1
400	всех других	1	1
401	или иного	1	1
402	и эта	1	1
403	думать что	1	1
404	так же	3	1
405	как на	2	1
