N	2gram	Voloshinov_1	Marksizm
674	в самой	1	1
675	может в	2	1
676	у лейбница	1	1
677	уже в	2	1
678	тому как	1	1
679	является важнейшим	1	1
680	ряд вопросов	1	1
681	мы полагаем	1	1
682	неразрывно связаны	1	1
683	к другим	1	1
684	вследствие этого	1	1
685	хх века	1	1
686	с вопросами	1	1
687	к анализу	2	1
688	что мы	1	1
689	идеологического преломления	1	1
690	дали в	1	1
691	социальных оценок	1	1
692	во времени	2	1
693	может идти	1	1
