N	2gram	Losev_Prob_4	Literetu
314	если для	1	1
315	тем не	10	1
316	он не	2	1
317	отходит от	1	1
318	и еще	1	1
319	становится его	1	1
320	в силу	1	1
321	в корне	2	1
322	содержит в	8	1
323	что без	2	1
324	которая способна	1	1
325	здесь мы	3	1
326	слова и	1	1
327	мы его	2	1
328	а то	2	1
329	после которого	1	1
330	которой уже	1	1
331	на все	2	1
332	вопрос как	1	1
333	первую очередь	1	1
334	с другими	3	1
335	искусства в	1	1
336	на миг	2	1
337	всю свою	1	1
338	например с	1	1
339	весь мир	2	1
340	кажется что	2	1
341	в них	5	1
342	нет в	2	1
343	о которых	2	1
344	все равно	3	1
345	хотя сами	1	1
346	этого не	2	1
347	и уже	1	1
348	говорится о	1	1
349	жизни но	1	1
350	чем в	1	1
351	в чистом	2	1
352	улыбаться и	1	1
353	и конец	1	1
354	мы вместо	1	1
355	только тем	1	1
356	возможна в	1	1
357	на первый	1	1
358	в первую	1	1
359	во время	1	1
360	из общего	1	1
361	что такая	1	1
362	сознания но	1	1
363	нас не	1	1
364	в их	1	1
365	то для	3	1
366	не к	2	1
367	жизни с	1	1
368	достаточно подробно	1	1
369	но это	6	1
370	в россии	1	1
371	с бытием	1	1
372	и является	3	1
373	не тем	2	1
374	бы быть	2	1
375	в предыдущем	3	1
376	вовсе не	21	1
377	о подлинном	1	1
378	сам он	1	1
379	тому что	1	1
380	ее полноте	1	1
381	его внутреннего	1	1
382	в отношении	4	1
383	чистом виде	2	1
384	вещей как	1	1
385	почти никогда	1	1
386	на два	1	1
387	и притом	2	1
388	и духовного	1	1
389	и сама	3	1
390	мы все	3	1
391	в самых	3	1
392	в уме	1	1
393	он с	2	1
394	только не	4	1
395	не имеет	4	1
396	здесь может	1	1
397	миф как	1	1
398	то уж	1	1
399	во всем	2	1
400	ему и	1	1
401	века не	1	1
402	исторического процесса	1	1
403	входят в	1	1
404	уже и	3	1
405	и делает	1	1
406	в будущем	1	1
407	в действительности	1	1
408	у меня	2	1
409	в общую	1	1
410	когда мы	5	1
411	рук и	1	1
412	и всех	2	1
413	сама жизнь	1	1
414	он один	1	1
415	песни о	1	1
416	на читателя	1	1
417	и познаваемый	1	1
418	отличались от	1	1
419	однако по	1	1
420	ничего общего	5	1
421	хаосом но	1	1
422	приходит к	2	1
423	и о	5	1
424	но по	2	1
425	в виду	6	1
426	свою очередь	1	1
427	и от	6	1
428	чтобы быть	1	1
429	во главе	1	1
430	на том	1	1
431	котором мы	1	1
432	на службу	1	1
433	с собой	3	1
434	времени и	4	1
435	и прочих	2	1
436	здесь нет	3	1
437	или невольно	1	1
438	хотя на	1	1
439	который я	1	1
440	можно только	2	1
441	том как	2	1
442	разного рода	1	1
443	жизнь и	4	1
444	и всякого	2	1
445	для этого	2	1
446	трактуется как	3	1
447	о ней	1	1
448	познания и	1	1
449	самой жизни	3	1
450	на этой	2	1
451	столь же	2	1
452	на художественную	1	1
453	все прочие	1	1
454	такова что	1	1
455	художественности но	1	1
456	в значительной	2	1
457	нас в	1	1
458	произведение является	1	1
459	несомненно и	1	1
460	и три	1	1
461	однако с	1	1
462	теперь уже	2	1
463	в ряд	3	1
464	когда оно	1	1
465	эти два	1	1
466	вольно или	1	1
467	нуждается в	1	1
468	ним и	1	1
469	бы в	1	1
470	в бытовой	1	1
471	в художественной	1	1
472	которая и	1	1
473	по своим	1	1
474	и она	1	1
475	на высоте	1	1
476	в литературе	2	1
477	к нему	3	1
478	но так	2	1
479	в искусстве	1	1
480	где прежде	1	1
481	всем своим	1	1
482	для современного	1	1
483	среди других	1	1
484	одной из	4	1
485	явления в	1	1
486	не само	1	1
487	будто бы	2	1
488	по мнению	1	1
489	и требует	1	1
490	xix и	1	1
491	всякого человека	1	1
492	субъекта но	1	1
493	мнению автора	1	1
494	в эти	1	1
495	вот этот	1	1
496	а жизнь	1	1
497	так что	6	1
498	этой системе	1	1
499	для всех	3	1
500	есть в	7	1
501	нее и	1	1
502	и у	1	1
503	то и	5	1
504	или даже	4	1
505	ту или	1	1
506	руки и	1	1
507	в котором	2	1
508	представлений о	1	1
509	так как	5	1
510	друг друга	2	1
511	у него	1	1
512	случае не	5	1
513	с действительностью	1	1
514	в каждом	1	1
515	превращается в	1	1
516	только на	2	1
517	из двух	1	1
518	ней и	1	1
519	говорится но	1	1
520	есть не	6	1
521	переходящими в	1	1
522	что они	2	1
523	превратится в	1	1
524	и быть	1	1
525	это все	2	1
526	человека из	1	1
527	опыта но	1	1
528	что для	1	1
529	предмет и	1	1
530	только по	1	1
531	жизни их	1	1
532	не было	3	1
533	с тем	4	1
534	и далее	1	1
535	в картине	1	1
536	не на	1	1
537	стало для	1	1
538	золотой век	2	1
539	произведения искусства	2	1
540	без которых	1	1
541	художественная модель	1	1
542	в связи	3	1
543	на фоне	1	1
544	поэтому даже	1	1
545	подобного рода	11	1
546	общего с	2	1
547	и самой	1	1
548	нет ни	4	1
549	к своему	2	1
550	конечно не	3	1
551	для искусства	3	1
552	этого типа	1	1
553	в той	8	1
554	есть только	2	1
555	жизни всякого	1	1
556	самого себя	1	1
557	человеческой культуры	1	1
558	уже об	1	1
559	о соотношении	1	1
560	это значит	10	1
561	стороны однако	4	1
562	в контексте	1	1
563	что здесь	6	1
564	действительность в	2	1
565	все это	9	1
566	характерные для	1	1
567	к другим	1	1
568	и где	2	1
569	под названием	1	1
570	это уже	3	1
571	этот образ	1	1
572	и более	3	1
573	подобные им	1	1
574	иной мере	3	1
575	еще страшнее	1	1
576	роман или	1	1
577	о котором	1	1
578	человек и	1	1
579	но отнюдь	1	1
580	свидетельствует о	2	1
581	себя самого	1	1
582	для нас	6	1
583	или менее	2	1
584	и все	8	1
585	в этих	5	1
586	еще более	2	1
587	не будучи	1	1
588	я должен	1	1
589	хотя бы	7	1
590	души с	1	1
591	отношении к	1	1
592	не есть	12	1
593	нисколько не	1	1
594	себе и	3	1
595	нет ничего	3	1
596	из тех	1	1
597	сказать что	7	1
598	открывает для	1	1
599	жизни нет	1	1
600	к его	3	1
601	всех других	2	1
602	не что	2	1
603	бы его	1	1
604	из этого	3	1
605	и жизнь	2	1
606	вещи есть	1	1
607	себе но	1	1
608	из романа	1	1
609	в таком	6	1
610	к этой	1	1
611	невозможна без	1	1
612	эти категории	2	1
613	этой точки	1	1
614	искусство для	1	1
615	которая не	3	1
