N	2gram	Vinokur_Ku_1	Stilisti
106	уже не	8	4
107	можно было	6	4
108	в каждом	2	4
109	его в	1	4
110	и без	1	4
111	у нас	10	4
112	но все	2	4
113	так называемые	3	4
114	к тому	5	4
115	той или	1	4
116	свою очередь	3	4
117	внутренняя речь	1	4
118	языка и	8	4
119	было в	2	4
120	если бы	9	4
121	в словах	1	4
122	о том	9	4
123	влияние на	1	4
124	можно сказать	3	4
125	все время	1	4
126	того что	9	4
127	один из	4	4
128	мы увидим	3	4
129	в качестве	7	4
130	если мы	2	4
131	вопроса о	1	4
132	речь и	1	4
133	общения и	2	4
134	были бы	2	4
135	не просто	5	4
136	а с	3	4
137	и пр	15	4
138	в слове	2	4
139	к своему	2	4
140	не что	1	4
141	все это	6	4
142	бы в	7	4
143	так же	4	4
144	долгое время	1	3
145	человеческой речи	1	3
146	вряд ли	1	3
147	на самом	2	3
148	является наиболее	1	3
149	еще не	5	3
150	то он	1	3
151	перед нами	1	3
152	хотя и	3	3
153	зрения как	1	3
154	та же	1	3
155	выражение в	1	3
156	слов в	2	3
157	и вот	1	3
158	об этом	1	3
159	связанных с	1	3
160	лишь в	2	3
161	это не	7	3
162	может стать	1	3
163	чаще всего	1	3
164	не мог	2	3
165	том что	21	3
166	что такое	6	3
167	что было	2	3
168	в разных	2	3
169	слова как	3	3
170	связи с	7	3
171	до того	2	3
172	и социального	1	3
173	может показаться	1	3
174	да и	1	3
175	слова но	2	3
176	что оно	3	3
177	в виду	5	3
178	в ее	1	3
179	роль в	4	3
180	что у	1	3
181	во второй	1	3
182	мы в	1	3
183	и здесь	3	3
184	должно было	1	3
185	связь между	1	3
186	нуждается в	3	3
187	то мы	3	3
188	жизни и	1	3
189	теперь в	1	3
190	конечно не	2	3
191	только на	1	3
192	в данной	1	3
193	из них	4	3
194	его и	1	3
195	не так	1	3
196	в котором	3	3
197	в одном	3	3
198	содержание и	5	3
199	но что	1	3
200	свое выражение	1	3
201	от того	1	3
202	что слова	1	3
203	что и	4	3
204	и даже	3	3
205	социальной жизни	2	3
206	так называемой	2	3
207	и уже	1	3
208	если не	3	3
209	в тех	4	3
210	этого слова	3	3
211	как только	1	3
212	этом случае	2	3
213	в целом	4	3
214	как предмет	1	3
215	как таковой	2	3
216	в начале	1	3
217	но для	1	3
218	тех или	1	3
219	и для	2	3
220	для нас	2	3
221	и все	2	3
222	главным образом	1	3
223	но вот	2	3
224	между ними	2	3
225	не знает	1	3
226	сказать что	1	3
227	я и	1	2
228	также и	2	2
229	что эти	4	2
230	и больше	1	2
231	и этот	1	2
232	его не	1	2
233	к нашей	1	2
234	мы имеем	6	2
235	вопрос о	2	2
236	ответить на	1	2
237	но даже	1	2
238	как не	1	2
239	и он	3	2
240	же слово	1	2
241	не нужно	1	2
242	иное как	2	2
243	все больше	1	2
244	но не	5	2
245	только потому	6	2
246	значение и	2	2
247	только тогда	3	2
248	должны были	1	2
249	очевидно что	3	2
250	иметь дело	1	2
251	отношение к	1	2
252	себе и	2	2
253	органов речи	1	2
254	форме и	1	2
255	между собеседниками	1	2
256	как в	4	2
257	и стилистика	1	2
258	помнить что	1	2
259	тех случаях	2	2
260	целый ряд	5	2
261	бы и	2	2
262	ни один	1	2
263	все эти	6	2
264	чуть ли	2	2
265	бы не	1	2
266	и те	1	2
267	различный смысл	1	2
268	тому же	1	2
269	это например	1	2
270	друг другу	1	2
271	слово это	5	2
272	уяснить себе	1	2
273	и сам	1	2
274	по своему	1	2
275	связанные с	1	2
276	ясно что	3	2
277	есть не	1	2
278	с этим	4	2
279	в жизни	1	2
280	не всегда	2	2
281	в этих	4	2
282	и при	2	2
283	в своей	2	2
284	что вся	1	2
285	в которых	6	2
286	которые в	1	2
287	однако в	1	2
288	всей социальной	1	2
289	слова мы	1	2
290	в идеологическом	1	2
291	что иное	1	2
292	каждый из	1	2
293	это слово	3	2
294	этом отношении	5	2
295	только одним	1	2
296	или иных	1	2
297	в каком	2	2
298	перед ним	1	2
299	конечно только	1	2
300	все то	1	2
301	ли не	3	2
302	не есть	4	2
303	здесь не	3	2
304	в пределах	4	2
305	в дальнейшем	1	2
306	как с	2	2
307	и когда	1	2
308	понимание и	1	2
309	не с	3	2
310	подойти к	2	2
311	с ним	5	2
312	речи не	2	2
313	выбор и	1	2
314	в языке	8	2
315	иными словами	4	2
316	в него	1	2
317	как например	2	2
318	культурного развития	3	2
319	в том	30	2
320	наш язык	2	2
321	тот же	2	2
322	что он	6	2
323	в какой	6	2
324	это же	1	2
325	тот или	1	2
326	или даже	1	2
327	иной смысл	1	2
328	для него	1	2
329	себе в	3	2
330	для них	2	2
331	тем что	8	2
332	даже и	3	2
333	нужно было	2	2
334	а на	2	2
335	и эту	1	2
336	к которому	3	2
337	еще и	5	2
338	которых оно	1	2
339	связано с	3	2
340	не было	3	2
341	зависит от	1	2
342	до конца	2	2
343	речи это	1	2
344	всю совокупность	1	2
345	в связи	3	2
346	нет ничего	1	2
347	и потому	4	2
348	как одно	1	2
349	смысле этого	3	2
350	должно быть	3	2
351	сих пор	4	2
352	но это	1	2
353	социальной обстановки	1	2
354	при всем	1	2
355	только одна	1	2
356	случаях когда	2	2
357	или в	2	2
358	на первый	1	2
359	о происхождении	1	2
360	несмотря на	3	2
361	этот вопрос	1	2
362	не говоря	2	2
363	в частности	4	2
364	забывать что	1	2
365	к этому	1	2
366	в своих	1	2
367	гораздо более	3	2
368	статью с	1	1
369	но вернемся	1	1
370	смысле слова	1	1
371	ту же	1	1
372	можно говорить	2	1
373	также что	1	1
374	одним из	2	1
375	языка с	1	1
376	же как	1	1
377	не ответил	1	1
378	увидим ниже	1	1
379	переход от	4	1
380	к своей	1	1
381	и должны	1	1
382	в предложении	1	1
383	мысли а	2	1
384	нас на	1	1
385	и самое	1	1
386	не имеют	3	1
387	ведь и	1	1
388	от которых	1	1
389	собственном смысле	1	1
390	и развитие	1	1
391	слова которые	1	1
392	в их	3	1
393	например в	5	1
394	в историю	1	1
395	наша речь	1	1
396	для своего	1	1
397	сравнения и	1	1
398	с более	1	1
399	до крайности	1	1
400	которую мы	1	1
401	бы что	1	1
402	язык как	9	1
403	мы сразу	1	1
404	именно к	1	1
405	является необходимым	1	1
406	еще до	1	1
407	слов как	1	1
408	в сущности	3	1
409	это всегда	1	1
410	говорить о	1	1
411	я не	2	1
412	слушателю как	1	1
413	речь это	1	1
414	в числе	2	1
415	того же	4	1
416	в каждой	1	1
417	ответа на	1	1
418	быть в	2	1
419	не был	1	1
420	в чем	1	1
421	сомневаться что	1	1
422	именно этот	1	1
423	но как	1	1
424	и стилистической	2	1
425	не то	1	1
426	в сторону	2	1
427	если в	2	1
428	в общем	3	1
429	в новом	1	1
430	так язык	1	1
431	смысловой и	1	1
432	грамматических форм	3	1
433	к сожалению	1	1
434	относится к	2	1
435	в собственном	2	1
436	мы обязаны	1	1
437	там где	4	1
438	в истории	3	1
439	как говорит	1	1
440	в подобных	1	1
441	в одной	1	1
442	в своем	3	1
443	однако не	6	1
444	своей первой	1	1
445	кроме того	1	1
446	и где	1	1
447	и есть	2	1
448	когда он	3	1
449	и понимания	1	1
450	вопросом о	1	1
451	более или	3	1
452	увидим что	2	1
453	от этого	2	1
454	со своей	1	1
455	указания на	1	1
456	языка есть	2	1
457	формы в	2	1
458	языковое выражение	1	1
459	случай если	1	1
460	из этих	4	1
461	были связаны	1	1
462	процесс образования	1	1
463	что так	3	1
464	думать что	1	1
465	отчасти и	1	1
466	еще один	2	1
467	грамматическую и	1	1
468	с их	3	1
469	имеем в	1	1
470	не непосредственный	1	1
471	в наших	1	1
472	его но	1	1
473	наблюдаем в	1	1
474	с громадным	1	1
475	и если	3	1
476	вообще не	1	1
477	с течением	1	1
478	сейчас не	2	1
479	следующем примере	1	1
480	тем не	4	1
481	он не	2	1
482	социальной истории	1	1
483	и общее	1	1
484	на новые	1	1
485	всех этих	1	1
486	он должен	1	1
487	к одному	1	1
488	в силу	10	1
489	осложняется еще	1	1
490	широком смысле	1	1
491	необходимо для	1	1
492	речи можно	4	1
493	приходим к	1	1
494	на этом	1	1
495	лишь с	1	1
496	прежде чем	1	1
497	так например	2	1
498	на то	4	1
499	на некоторую	1	1
500	ввел в	1	1
501	конечно в	1	1
502	на все	1	1
503	самом широком	1	1
504	который уже	1	1
505	на протяжении	1	1
506	образом если	2	1
507	искать ответа	1	1
508	так совершенно	1	1
509	то все	1	1
510	той конкретной	1	1
511	нас есть	2	1
512	истории и	1	1
513	между отдельными	1	1
514	даже что	1	1
515	а сейчас	1	1
516	но уже	5	1
517	он является	1	1
518	нет в	1	1
519	литературной вещи	1	1
520	к которым	1	1
521	с этой	2	1
522	движения и	1	1
523	с полной	1	1
524	уже раньше	1	1
525	поэтому было	1	1
526	и тогда	4	1
527	и того	2	1
528	одного и	2	1
529	он конечно	1	1
530	мысли что	1	1
531	или менее	3	1
532	значением мы	1	1
533	в г	3	1
534	всем желании	1	1
535	бы на	2	1
536	к тем	1	1
537	мы приходим	1	1
538	этого необходимо	1	1
539	взгляд на	1	1
540	в следующем	1	1
541	наших дней	1	1
542	это только	3	1
543	на месте	2	1
544	по сравнению	1	1
545	есть речь	1	1
546	оказывается что	1	1
547	их вообще	1	1
548	мысли и	1	1
549	о языке	8	1
550	то лишь	1	1
551	поэтому в	1	1
552	в прямом	1	1
553	в стилистической	2	1
554	по крайней	5	1
555	и эти	3	1
556	речи в	4	1
557	том же	2	1
558	что этот	1	1
559	в устах	1	1
560	степени зависит	1	1
561	слов о	2	1
562	из одного	3	1
563	вместе со	2	1
564	по себе	2	1
565	даже в	3	1
566	мы встречаемся	1	1
567	человека но	1	1
568	в одно	1	1
569	раз и	1	1
570	говорит человеку	1	1
571	не менее	7	1
572	но они	1	1
573	это чувство	1	1
574	в таких	4	1
575	тогда когда	6	1
576	того как	4	1
577	одна из	1	1
578	в развитии	1	1
579	каждый день	1	1
580	так чтобы	1	1
581	иметь в	1	1
582	своего так	1	1
583	к такому	1	1
584	та или	1	1
585	же сколько	1	1
586	только не	1	1
587	в самой	4	1
588	находятся в	1	1
589	вследствие того	1	1
590	данной социальной	1	1
591	с одним	1	1
592	язык становится	1	1
593	лишь при	1	1
594	говорить лишь	1	1
595	такое язык?	1	1
596	убедиться в	1	1
597	и теперь	1	1
598	свидетельствуют о	2	1
599	ведь еще	1	1
600	доказать что	2	1
601	и делает	1	1
602	особое внимание	1	1
603	течением времени	1	1
604	языка в	12	1
605	если его	2	1
606	знаком например	1	1
607	не могут	2	1
608	ведь даже	1	1
609	в значениях	1	1
610	должны быть	2	1
611	второе и	1	1
612	раз навсегда	1	1
613	силу которого	1	1
614	в наши	1	1
615	например на	1	1
616	как некое	1	1
617	должен быть	4	1
618	большей части	2	1
619	что для	1	1
620	вторая стадия	1	1
621	сдвигов в	1	1
622	всегда или	1	1
623	таких словах	1	1
624	и сами	2	1
625	отношения и	2	1
626	говоря уже	1	1
627	без всякого	1	1
628	это еще	1	1
629	быть достаточно	1	1
630	за пределами	1	1
631	исторической жизни	2	1
632	в организации	1	1
633	мы наблюдаем	2	1
634	и исторически	1	1
635	оно также	1	1
636	не трудно	7	1
637	которыми мы	1	1
638	здесь как	2	1
639	в себя	1	1
640	же эти	1	1
641	речь как	1	1
642	наоборот то	1	1
643	когда в	2	1
644	область в	1	1
645	связанных между	1	1
646	ему приходится	2	1
647	для этого	3	1
648	по мере	3	1
649	к языку	5	1
650	даже не	1	1
651	образом в	1	1
652	не найдем	1	1
653	назначение в	1	1
654	во-вторых не	1	1
655	столь же	1	1
656	это история	1	1
657	никак не	2	1
658	и что	5	1
659	здесь слово	1	1
660	мог бы	1	1
661	у достоевского	1	1
662	что его	2	1
663	и во	1	1
664	в конечном	1	1
665	всего на	1	1
666	или иная	1	1
667	эту фразу	1	1
668	между тем	5	1
669	и хорошо	1	1
670	и стилистическую	1	1
671	крайней мере	5	1
672	весь вопрос	1	1
673	значений в	1	1
674	не надо	1	1
675	с нее	2	1
676	народов и	1	1
677	языка это	4	1
678	в каких	1	1
679	на те	2	1
680	в литературе	1	1
681	наконец и	1	1
682	которой их	1	1
683	обе эти	3	1
684	эту точку	1	1
685	с ними	4	1
686	дело с	1	1
687	что свои	1	1
688	эти утверждения	1	1
689	и после	1	1
690	же поскольку	1	1
691	не мешает	1	1
692	в эти	1	1
693	до наших	1	1
694	так что	4	1
695	же и	2	1
696	есть в	4	1
697	которому он	1	1
698	звуков и	2	1
699	в большинстве	2	1
700	этого я	1	1
701	борьбы с	1	1
702	в нашей	1	1
703	языка как	5	1
704	свидетельствует о	2	1
705	является не	1	1
706	не из	1	1
707	речь в	4	1
708	большинстве случаев	1	1
709	этого процесса	1	1
710	по отношению	8	1
711	и социально	1	1
712	он принадлежит	1	1
713	их как	1	1
714	на своего	1	1
715	что всякие	1	1
716	является ее	1	1
717	был бы	2	1
718	совсем другое	1	1
719	ни в	2	1
720	могло бы	1	1
721	иначе как	2	1
722	ситуации когда	1	1
723	вовсе не	10	1
724	гораздо большей	1	1
725	пусть даже	1	1
726	языкового выражения	1	1
727	живом языковом	1	1
728	образом не	1	1
729	к той	1	1
730	мало для	1	1
731	превращается в	2	1
732	процессы в	1	1
733	язык для	2	1
734	и строго	1	1
735	социальной средой	1	1
736	в особенности	3	1
737	с общим	1	1
738	связан с	1	1
739	ссылками на	1	1
740	свою мысль	1	1
741	со стороны	4	1
742	до сих	4	1
743	с другой	7	1
744	всякая речь	1	1
745	здесь в	1	1
746	языка можно	1	1
747	все равно	2	1
748	как же	1	1
749	по большей	2	1
750	к более	1	1
751	ничем не	1	1
752	на этот	2	1
753	приходится иметь	1	1
754	понимать как	2	1
755	и своим	1	1
756	именно так	2	1
757	языка не	3	1
758	его как	1	1
759	и принимает	1	1
760	о чем	2	1
761	совершенно одинаково	1	1
762	на эту	2	1
763	оттенок смысла	1	1
764	здесь только	2	1
765	следя за	1	1
766	в речи	3	1
767	социальную среду	1	1
768	может иметь	2	1
769	именно поэтому	2	1
770	слишком хорошо	1	1
771	и представлений	1	1
772	то содержание	1	1
773	свое особое	1	1
774	для оправдания	1	1
775	стилистической организации	1	1
776	и одновременно	1	1
777	предположить что	1	1
778	он говорит	1	1
779	бы здесь	1	1
780	для человека	1	1
781	возможность и	2	1
782	уже об	1	1
783	как к	1	1
784	многих других	1	1
785	только то	1	1
786	еще раз	1	1
787	в основном	1	1
788	именно в	6	1
789	слов которые	1	1
790	на следующем	1	1
791	естественно не	1	1
792	является как	1	1
793	процесс не	1	1
794	как раз	8	1
795	говорить что	1	1
796	из чего	1	1
797	другой и	1	1
798	в более	2	1
799	это уже	1	1
800	только мы	1	1
801	указать на	4	1
802	бы говорить	1	1
803	смысл для	1	1
804	на улице	2	1
805	что я	2	1
806	ее но	1	1
807	всем этим	1	1
808	само по	1	1
809	в результате	5	1
810	о котором	2	1
811	другое дело	2	1
812	это как	1	1
813	что в	17	1
814	речи с	1	1
815	приобретает значение	1	1
816	говоря о	1	1
817	это часто	1	1
818	чисто физиологических	1	1
819	собственно говоря	1	1
820	с языком	2	1
821	еще более	1	1
822	тем более	2	1
823	чтобы его	1	1
824	речи так	1	1
825	но отчасти	1	1
826	поскольку о	1	1
827	будто бы	1	1
828	чтобы эти	1	1
829	развития речи	1	1
830	слова должны	1	1
831	основной теме	1	1
832	ее в	2	1
833	укладывается в	1	1
834	и звуковой	1	1
835	внешним знаком	1	1
836	к мысли	1	1
837	здесь даже	1	1
838	к лицу	1	1
839	от всякого	1	1
840	части еще	1	1
841	нам не	3	1
842	может и	1	1
843	слово в	1	1
844	участвуют в	1	1
845	но если	2	1
846	возможно лишь	1	1
847	только как	1	1
848	другой стороны	6	1
849	была бы	3	1
850	совершенно не	1	1
851	это на	1	1
852	в последнем	2	1
853	отношению к	9	1
854	это и	4	1
855	только о	1	1
856	происходящие в	1	1
857	бытие и	1	1
858	в действительности	1	1
859	но попробуем	1	1
860	наряду с	1	1
861	которой я	1	1
862	но еще	3	1
863	на ту	1	1
864	в таком	3	1
865	как результат	1	1
866	все что	1	1
