N	2gram	Tiupa_Anal_2	Dialekti
220	и при	1	2
221	взгляд на	1	2
222	в их	3	2
223	миф о	1	2
224	тем не	3	2
225	в становлении	1	2
226	миф и	2	2
227	личность в	2	2
228	тому что	1	2
229	что с	2	2
230	виду что	1	2
231	дело не	2	2
232	в сущности	4	2
233	на него	2	2
234	только не	4	2
235	того и	2	2
236	только и	1	2
237	убедиться в	1	2
238	уже и	2	2
239	что на	3	2
240	во все	1	2
241	сама жизнь	1	2
242	к тому	7	2
243	в конце	4	2
244	с ее	2	2
245	данном случае	5	2
246	по этой	1	2
247	имеется в	1	2
248	вот и	1	2
249	но мы	1	2
250	обратим внимание	1	2
251	времени в	4	2
252	собственно говоря	2	2
253	между тем	2	2
254	или иначе	1	2
255	не знаю	2	2
256	мы должны	1	2
257	можно на	1	2
258	что здесь	1	2
259	мы видим	1	2
260	с ними	3	2
261	в какой	1	2
262	с одной	5	2
263	вы хотите	1	2
264	себя в	2	2
265	есть в	3	2
266	или в	3	2
267	тем что	3	2
268	мы это	1	2
269	именно в	3	2
270	я был	1	2
271	только к	1	2
272	зависит от	1	2
273	ни о	3	2
274	в частности	16	2
275	вместе с	2	2
276	так же	2	2
277	что же	1	2
278	быть только	1	2
279	в тех	1	2
280	как нельзя	1	2
281	сам не	1	2
282	в состоянии	2	2
283	же самое	1	2
284	тех или	2	2
285	в результате	3	2
286	но о	1	2
287	не будучи	1	2
288	это еще	1	2
289	же в	1	2
290	в системе	1	2
291	может и	1	2
292	и жизнь	1	2
293	ее в	1	2
294	того или	3	2
295	с чужой	1	2
296	речь идет	2	1
297	слова которые	1	1
298	того же	4	1
299	выражения в	1	1
300	тех же	1	1
301	идет о	1	1
302	в самостоятельный	1	1
303	перед лицом	2	1
304	между двумя	4	1
305	из трех	3	1
306	по преимуществу	4	1
307	и до	2	1
308	указанных выше	1	1
309	ведь и	2	1
310	неотделима от	1	1
311	по его	1	1
312	их и	1	1
313	его своей	1	1
314	принадлежит только	1	1
315	бы уже	1	1
316	к женщине	1	1
317	случае это	1	1
318	всякая личность	1	1
319	ему в	3	1
320	поэзии где	1	1
321	не все	1	1
322	и он	2	1
323	которое во	1	1
324	всех сторон	1	1
325	проявляется в	3	1
326	что оба	1	1
327	он был	2	1
328	но скорее	1	1
329	и понимает	1	1
330	сказать и	1	1
331	отличие от	2	1
332	стороны и	1	1
333	что касается	3	1
334	однако не	1	1
335	когда он	1	1
336	в правой	1	1
337	уже содержит	1	1
338	мертвых душ	1	1
339	об этих	2	1
340	в целом	8	1
341	он в	4	1
342	жизни так	1	1
343	эти более	1	1
344	из этих	1	1
345	однако как	2	1
346	с их	2	1
347	по форме	1	1
348	на любом	1	1
349	тому же	4	1
350	если он	1	1
351	но на	1	1
352	так сказать	1	1
353	вообще не	2	1
354	с чем	1	1
355	а скорее	1	1
356	что же?	1	1
357	и эти	1	1
358	не к	1	1
359	свое время	1	1
360	без исключения	1	1
361	что все	2	1
362	тоже могут	1	1
363	значение в	1	1
364	в глубине	1	1
365	по смыслу	1	1
366	мифологии в	1	1
367	или даже	2	1
368	со всех	1	1
369	этом смысле	2	1
370	что один	1	1
371	лишь на	1	1
372	и тем	4	1
373	делает его	1	1
374	о личности	2	1
375	в них	1	1
376	на которую	2	1
377	далеко не	1	1
378	нас к	2	1
379	попадает в	3	1
380	но лишь	1	1
381	со своими	1	1
382	головой вниз	1	1
383	всегда и	1	1
384	однажды в	1	1
385	сосредоточиться на	1	1
386	в эту	3	1
387	но если	1	1
388	свою собственную	1	1
389	и ее	1	1
390	в котором	2	1
391	в принципе	1	1
392	но эта	2	1
393	времени не	1	1
394	теми же	2	1
395	и меньше	1	1
396	всякий другой	1	1
397	зрения и	1	1
398	случае в	3	1
399	во-первых это	1	1
400	с теми	1	1
401	и другое	1	1
402	в обоих	2	1
403	как о	3	1
404	в нас	2	1
405	он с	1	1
406	или еще	1	1
407	подобно тому	3	1
408	передо мною	1	1
409	одна из	1	1
410	на природу	1	1
411	это слово	1	1
412	и сама	1	1
413	остается в	1	1
414	этом отношении	3	1
415	но даже	1	1
416	с другом	1	1
417	и далее	1	1
418	мысли так	1	1
419	начиная с	1	1
420	правой руке	1	1
421	на границе	1	1
422	встречается в	1	1
423	не считает	1	1
424	похож на	1	1
425	таков же	1	1
426	отличается от	1	1
427	наоборот в	1	1
428	мысли о	1	1
429	как человек	1	1
430	слова о	1	1
431	о них	1	1
432	и о	1	1
433	но при	1	1
434	могут и	1	1
435	таит в	1	1
436	приводит к	3	1
437	по способу	1	1
438	это путь	1	1
439	слова а	1	1
440	в образе	1	1
441	те же	2	1
442	одного из	3	1
443	к его	2	1
444	меньше и	1	1
445	еще в	2	1
446	она была	1	1
447	и неизбежно	1	1
448	и на	6	1
449	строго говоря	2	1
450	короче говоря	1	1
451	из одного	1	1
452	воли и	3	1
453	это мне	1	1
454	весьма существенно	1	1
455	по-видимому и	1	1
456	и здесь	1	1
457	двери и	1	1
458	не был	3	1
459	таков например	1	1
460	внимание на	2	1
461	все прочие	1	1
462	среди всех	1	1
463	оно ни	1	1
464	это была	1	1
465	и во	2	1
466	на всех	2	1
467	а напротив	1	1
468	нас а	1	1
469	в которую	1	1
470	путь к	1	1
471	от них	1	1
472	сущности это	1	1
473	как его	1	1
474	них в	1	1
475	в художественной	1	1
476	на иного	1	1
477	в литературе	1	1
478	оно и	1	1
479	и одновременно	3	1
480	совсем не	1	1
481	когда сам	1	1
482	тот же	1	1
483	менее в	1	1
484	к внутреннему	2	1
485	не имеет	2	1
486	из многих	1	1
487	к их	1	1
488	и после	1	1
489	кроме этого	1	1
490	времени как	2	1
491	человека с	1	1
492	внимание что	1	1
493	к земле	1	1
494	только на	3	1
495	то и	1	1
496	оно в	1	1
497	на этих	1	1
498	его и	1	1
499	пока не	1	1
500	представить себе	1	1
501	к ним	1	1
502	при всей	3	1
503	не о	2	1
504	у него	4	1
505	на меня	1	1
506	которые могут	1	1
507	и всякий	1	1
508	глубине и	1	1
509	или иной	3	1
510	даже не	1	1
511	с другим	1	1
512	как у	1	1
513	отличаются от	1	1
514	и тех	1	1
515	здесь в	2	1
516	на то	2	1
517	еще и	1	1
518	себя и	1	1
519	обоих случаях	2	1
520	одних и	1	1
521	говорит о	5	1
522	превращается в	2	1
523	одной стороны	4	1
524	из тех	1	1
525	может ли	2	1
526	действительности и	1	1
527	от внешнего	1	1
528	его как	2	1
529	протекает не	1	1
530	в сон	1	1
531	вступает в	2	1
532	и противопоставить	1	1
533	и последующие	1	1
534	функционирует в	1	1
535	только его	1	1
536	то можно	1	1
537	который мы	1	1
538	слова он	1	1
539	столкновение с	1	1
540	тому как	3	1
541	видим как	1	1
542	по существу	2	1
543	можно принять	1	1
544	анализ может	1	1
545	друг с	1	1
546	и такие	1	1
547	с этой	1	1
548	ты не	2	1
549	слова и	1	1
550	только для	1	1
551	внимания на	1	1
552	и смерти	4	1
553	об отношении	1	1
554	в его	2	1
555	сколько бы	1	1
556	я всегда	2	1
557	а все	1	1
558	еще раз	1	1
559	своей собственной	1	1
560	человек и	1	1
561	ее характера	1	1
562	себя самого	1	1
563	к счастью	1	1
564	и оба	1	1
565	тем более	1	1
566	в поле	4	1
567	все они	1	1
568	все остальные	1	1
569	я в	3	1
570	к самому	1	1
571	которая на	1	1
572	не знает	3	1
573	существования и	1	1
574	состоит из	1	1
575	самой своей	1	1
576	или иного	3	1
577	ко всему	1	1
578	в отдельности	1	1
579	из этого	1	1
580	перед нею	1	1
581	в свое	1	1
582	который не	1	1
583	ли он	1	1
584	есть то	1	1
585	не мне	2	1
586	если же	1	1
587	например во	1	1
588	это в	1	1
589	как на	1	1
590	точно так	1	1
591	все что	2	1
