N	2gram	Propp_Isto_6	EvropaiC
428	при встрече	1	1
429	позднее и	1	1
430	уже знаем	2	1
431	он есть	1	1
432	и тем	4	1
433	чаще всего	5	1
434	стоит на	2	1
435	кажется что	2	1
436	дух который	1	1
437	в ином	6	1
438	по всему	2	1
439	совершенно таким	1	1
440	она и	1	1
441	у самых	1	1
442	объясняет нам	1	1
443	на друга	1	1
444	концу этого	1	1
445	в чистом	1	1
446	такою же	1	1
447	остается в	1	1
448	их на	1	1
449	народов эта	1	1
450	искать в	1	1
451	в своей	3	1
452	можно найти	1	1
453	и третий	1	1
454	попасть в	4	1
455	на первых	1	1
456	что я	1	1
457	нами до	1	1
458	но он	2	1
459	и эти	5	1
460	на другую	2	1
461	надо сказать	1	1
462	борьбу с	1	1
463	их в	3	1
464	как от	1	1
465	однако в	2	1
466	от традиции	1	1
467	что этот	2	1
468	того кто	1	1
469	характер в	1	1
470	а от	1	1
471	чистом виде	1	1
472	к такой	1	1
473	все три	1	1
474	и другое	2	1
475	как о	1	1
476	не имеет	2	1
477	на котором	3	1
478	принадлежат к	1	1
479	но самые	1	1
480	ее с	1	1
481	наблюдать как	2	1
482	к этим	1	1
483	в уме	1	1
484	народы не	1	1
485	следовательно и	1	1
486	не имели	4	1
487	в общих	1	1
488	больше чем	1	1
489	эта традиция	1	1
490	народа по	1	1
491	к концу	3	1
492	к ней	1	1
493	за исключением	1	1
494	уже говорили	1	1
495	и его	7	1
496	его он	1	1
497	со своим	1	1
498	рамки и	1	1
499	только с	1	1
500	ли это	1	1
501	не потому	3	1
502	не совсем	1	1
503	начиная с	1	1
504	выход из	1	1
505	часто в	1	1
506	есть только	1	1
507	числе и	1	1
508	живет и	1	1
509	бы он	1	1
510	к пониманию	1	1
511	даже когда	2	1
512	в европу	1	1
513	оно может	2	1
514	приходит к	3	1
515	не забудем	1	1
516	всех сторон	1	1
517	но при	2	1
518	на нем	1	1
519	здесь не	2	1
520	не могу	1	1
521	некоторые другие	2	1
522	из приведенных	1	1
523	нами выше	1	1
524	каждый раз	1	1
525	на той	2	1
526	то время	3	1
527	так в	6	1
528	приводит к	1	1
529	в борьбе	1	1
530	же всегда	1	1
531	мире не	1	1
532	всех частей	1	1
533	сам он	1	1
534	вопрос этот	2	1
535	не переставал	1	1
536	что от	1	1
537	высокой ступени	1	1
538	важно чтобы	1	1
539	от начала	1	1
540	своей собственной	1	1
541	ничего не	2	1
542	стремление к	1	1
543	находится в	1	1
544	другом месте	1	1
545	язык и	1	1
546	более высокой	1	1
547	с соответствующими	2	1
548	но мы	2	1
549	никак не	1	1
550	это была	1	1
551	образом мы	1	1
552	всегда может	1	1
553	силой что	1	1
554	от них	1	1
555	видели выше	1	1
556	общих чертах	1	1
557	примеры показывают	1	1
558	стоит и	1	1
559	на одном	1	1
560	борьбе с	2	1
561	но тут	1	1
562	в современной	1	1
563	на которой	1	1
564	один из	3	1
565	народа они	1	1
566	же все	1	1
567	видели что	3	1
568	идет по	1	1
569	мы видим	5	1
570	менее в	1	1
571	через которую	1	1
572	но позднее	1	1
573	как нечто	1	1
574	животное то	1	1
575	те которые	1	1
576	поэтому и	1	1
577	бы ни	1	1
578	не происходит	3	1
579	по этому	1	1
580	или выражаясь	1	1
581	согласно с	1	1
582	тот или	1	1
583	сильна что	1	1
584	с которыми	1	1
585	в качестве	3	1
586	же и	1	1
587	уже не	7	1
588	уже в	1	1
589	положение что	1	1
590	долго ли	5	1
591	у австралийцев	1	1
592	но совершенно	1	1
593	забудем что	1	1
594	же никогда	1	1
595	мы находим	2	1
596	ее не	3	1
597	друг друга	1	1
598	и продолжает	1	1
599	не случайно	1	1
600	случае не	1	1
601	заметить что	1	1
602	тем что	5	1
603	ее на	2	1
604	мы возьмем	1	1
605	в других	4	1
606	указание на	1	1
607	им нужно	1	1
608	которое на	1	1
609	смотря по	1	1
610	были бы	1	1
611	имя которого	1	1
612	в государство	1	1
613	именно как	1	1
614	и даже	1	1
615	связаны с	5	1
616	а именно	9	1
617	что тот	1	1
618	в меньшей	1	1
619	случаев в	2	1
620	животные в	1	1
621	еще и	1	1
622	кто в	1	1
623	европы и	1	1
624	те кто	2	1
625	и пр	1	1
626	не создает	1	1
627	а на	1	1
628	а не	2	1
629	зависит от	4	1
630	остается при	1	1
631	и оно	1	1
632	на эту	1	1
633	когда она	1	1
634	или с	1	1
635	он и	2	1
636	так называемых	1	1
637	вступает в	1	1
638	то не	1	1
639	параллель в	1	1
640	но кто	1	1
641	на запад	1	1
642	еще нет	4	1
643	а если	1	1
644	наряду с	3	1
645	если они	3	1
646	смысле этого	1	1
647	могут быть	3	1
648	а потом	2	1
649	эту мысль	1	1
650	такие люди	1	1
651	мыслится как	1	1
652	эти вопросы	1	1
653	их было	1	1
654	сильно что	1	1
655	чтобы ответить	1	1
656	общение между	1	1
657	этой стороны	1	1
658	в так	1	1
659	противоречие с	1	1
660	с большой	1	1
661	в более	6	1
662	и часто	1	1
663	элементы в	1	1
664	на задний	1	1
665	на время	1	1
666	причем в	1	1
667	есть одно	1	1
668	мы только	1	1
669	своем пути	2	1
670	а все	1	1
671	иначе обстоит	1	1
672	будто бы	1	1
673	находим в	1	1
674	обстоит дело	1	1
675	этим он	2	1
676	них даже	1	1
677	месте в	1	1
678	сказать что	3	1
679	последнем случае	1	1
680	подошел к	1	1
681	что ни	1	1
682	на своем	4	1
683	пути к	1	1
684	но еще	1	1
685	увидим что	2	1
686	ее в	6	1
687	в своих	3	1
688	и эта	3	1
689	с такой	1	1
690	точно так	2	1
691	этой цели	1	1
692	том числе	1	1
