N	2gram	Trubetskoy_1	Problema
326	время в	2	1
327	культурной ценности	1	1
328	основанного на	1	1
329	по своему	1	1
330	вполне и	2	1
331	а следовательно	3	1
332	том основании	1	1
333	отказ от	1	1
334	значение и	1	1
335	в общем	1	1
336	себе и	4	1
337	меняется когда	1	1
338	в свои	1	1
339	которые не	1	1
340	идет о	1	1
341	работа в	1	1
342	то чем	1	1
343	стороны и	1	1
344	им в	1	1
345	в полном	1	1
346	целый ряд	2	1
347	что по	1	1
348	было только	1	1
349	к культуре	2	1
350	имеет в	1	1
351	опасностью и	1	1
352	и материальными	1	1
353	другом случае	2	1
354	вот на	1	1
355	то в	3	1
356	которых идет	1	1
357	у тех	1	1
358	ни один	1	1
359	формы в	1	1
360	что так	1	1
361	возможным все	1	1
362	все недостатки	1	1
363	в этой	4	1
364	только один	1	1
365	но ведь	1	1
366	если он	1	1
367	не могла	1	1
368	и если	7	1
369	как оно	1	1
370	adjecto и	1	1
371	они в	1	1
372	всех этих	3	1
373	эта последняя	1	1
374	есть та	1	1
375	в принципе	1	1
376	этого вопроса	1	1
377	и вот	2	1
378	ко всякой	1	1
379	его можно	1	1
380	так например	1	1
381	в одну	1	1
382	подход к	1	1
383	могла бы	1	1
384	в совершенно	4	1
385	целое как	1	1
386	от некоторых	1	1
387	мы уже	2	1
388	себя не	1	1
389	от степени	1	1
390	и мы	1	1
391	ведь в	2	1
392	борьбе за	1	1
393	для них	3	1
394	в один	1	1
395	это положение	1	1
396	но вся	1	1
397	она и	1	1
398	все равно	1	1
399	ли может	1	1
400	в общей	1	1
401	этого не	2	1
402	с тем	6	1
403	хотя ему	1	1
404	нисколько не	2	1
405	своем стремлении	1	1
406	где мы	1	1
407	по сравнению	1	1
408	оказался бы	1	1
409	что вся	1	1
410	и психических	1	1
411	к одному	1	1
412	должны мы	1	1
413	в которых	1	1
414	для политики	1	1
415	характера в	1	1
416	силу и	1	1
417	даже к	1	1
418	и эти	1	1
419	лежит не	2	1
420	том и	2	1
421	же может	1	1
422	по себе	2	1
423	же мы	1	1
424	тому что	2	1
425	всех их	1	1
426	каждого отдельного	2	1
427	можно ли	3	1
428	случае эта	1	1
429	до известной	1	1
430	культурной жизни	2	1
431	что с	2	1
432	быть признан	3	1
433	но для	2	1
434	ни себя	1	1
435	бытия и	1	1
436	идет в	1	1
437	иметь в	1	1
438	та или	1	1
439	может только	3	1
440	следовательно и	2	1
441	того и	1	1
442	найти в	1	1
443	и всегда	1	1
444	и без	1	1
445	именно с	1	1
446	явление в	1	1
447	необходимый в	1	1
448	и является	2	1
449	в сознании	3	1
450	ли это	4	1
451	в подобном	1	1
452	однако это	1	1
453	сделано в	1	1
454	значительной степени	1	1
455	этого и	1	1
456	по возможности	1	1
457	и серьезно	2	1
458	себя только	1	1
459	даже и	2	1
460	своем целом	1	1
461	приходит к	3	1
462	из всего	1	1
463	к такому	2	1
464	как не	1	1
465	свою очередь	1	1
466	на нем	1	1
467	всего этого	1	1
468	без всякого	1	1
469	работе по	2	1
470	ни стало	3	1
471	языка и	1	1
472	если в	6	1
473	или для	1	1
474	идет речь	4	1
475	стремиться к	2	1
476	на том	3	1
477	что у	1	1
478	мог бы	1	1
479	глубоко и	1	1
480	это только	2	1
481	это как	1	1
482	никакому сомнению	1	1
483	деятельности в	1	1
484	культура есть	1	1
485	образом в	1	1
486	недостатки и	4	1
487	может в	1	1
488	настоящее время	2	1
489	для нас	2	1
490	вопросу о	3	1
491	на отдельные	1	1
492	лишь поскольку	1	1
493	вся эта	2	1
494	борьба с	1	1
495	таким путем	1	1
496	в глазах	2	1
497	лишь к	4	1
498	что бы	3	1
499	возможно лишь	4	1
500	быть и	2	1
501	на которой	2	1
502	с себя	1	1
503	обе эти	1	1
504	к которой	6	1
505	сомнению что	1	1
506	уже принадлежит	1	1
507	на другие	1	1
508	нее являются	1	1
509	этот вопрос	2	1
510	и действительно	1	1
511	глубоко различны	1	1
512	воплощения в	1	1
513	они могут	1	1
514	именно на	2	1
515	человека с	1	1
516	и теперь	1	1
517	же ее	1	1
518	ибо его	1	1
519	для всех	6	1
520	уже не	2	1
521	только на	2	1
522	в действительном	1	1
523	своим собственным	1	1
524	в праве	1	1
525	или даже	1	1
526	из них	3	1
527	его и	2	1
528	разума и	1	1
529	для него	6	1
530	не для	1	1
531	словом на	1	1
532	относится не	1	1
533	ее не	1	1
534	к ним	1	1
535	не о	2	1
536	друг друга	3	1
537	только с	2	1
538	требованиям которые	1	1
539	не просто	2	1
540	для решения	1	1
541	которые как	1	1
542	возможной для	1	1
543	чему не	1	1
544	до сих	5	1
545	именно в	3	1
546	а о	1	1
547	оно будет	1	1
548	человека а	1	1
549	оно является	1	1
550	человек может	1	1
551	движения в	1	1
552	виде и	1	1
553	связано с	1	1
554	создания нового	1	1
555	а на	1	1
556	на этот	1	1
557	поскольку она	1	1
558	а наоборот	1	1
559	создания и	1	1
560	во что	3	1
561	до конца	1	1
562	власти и	1	1
563	человеческой жизни	1	1
564	с которым	1	1
565	на эту	2	1
566	всех других	1	1
567	решения вопроса	1	1
568	особенно когда	1	1
569	время она	1	1
570	вместе с	4	1
571	так же	2	1
572	иной культурной	1	1
573	происходит в	1	1
574	согласии с	1	1
575	однако для	1	1
576	ни от	2	1
577	в удовлетворении	1	1
578	который мы	1	1
579	для создания	1	1
580	которому оно	1	1
581	смысле этого	1	1
582	в тот	1	1
583	быть не	1	1
584	есть и	2	1
585	или хотя	1	1
586	этого слова	1	1
587	благодаря этому	2	1
588	есть то	1	1
589	сих пор	5	1
590	работы по	1	1
591	к вопросу	4	1
592	к тому	7	1
593	эта задача	1	1
594	и методически	1	1
595	не подлежит	2	1
596	что кроме	1	1
597	в результате	2	1
598	может но	1	1
599	которая в	1	1
600	в настоящее	2	1
601	же дело	2	1
602	ее и	1	1
603	у некоторых	1	1
604	этой действительности	1	1
605	эти попытки	1	1
606	бы в	1	1
607	необходимых для	1	1
608	переносится в	1	1
609	с понятием	1	1
610	отношению ко	1	1
611	хотя в	1	1
612	разных сторон	2	1
613	реально не	1	1
614	отношении к	2	1
615	с людьми	1	1
616	жизни в	5	1
617	но если	3	1
618	и отвергнуть	1	1
619	из этого	3	1
620	этой третьей	2	1
621	в которой	1	1
622	к чисто	1	1
623	жизни и	4	1
624	к этой	4	1
625	это в	2	1
