N	2gram	Ircho_Kome_2	FransuaR
171	говорить о	2	2
172	в целом	4	2
173	это время	3	2
174	в народном	2	2
175	в различных	1	2
176	в чем	1	2
177	в наиболее	4	2
178	отличие от	2	2
179	нет и	2	2
180	в истории	5	2
181	независимо от	5	2
182	все же	4	2
183	когда он	1	2
184	от этого	2	2
185	и отчасти	1	2
186	описание этого	1	2
187	что это	4	2
188	роль в	2	2
189	и если	2	2
190	в начале	4	2
191	чувствует себя	1	2
192	том же	1	2
193	мы слышим	1	2
194	и питьем	1	2
195	на все	1	2
196	второй половины	2	2
197	мира сего	1	2
198	с которой	1	2
199	было бы	8	2
200	рядом с	2	2
201	с тем	5	2
202	несмотря на	1	2
203	народа и	1	2
204	когда в	2	2
205	одно из	2	2
206	в г	17	2
207	во второй	1	2
208	мысль и	1	2
209	и без	1	2
210	не столько	1	2
211	из области	1	2
212	нельзя было	1	2
213	права на	1	2
214	даже в	2	2
215	что эта	1	2
216	если в	2	2
217	больше чем	5	2
218	они и	1	2
219	с другом	2	2
220	в духе	2	2
221	его для	1	2
222	пиршественного стола	1	2
223	и слова	1	2
224	числе и	1	2
225	к тому	12	2
226	в каждом	3	2
227	должен быть	1	2
228	если мы	1	2
229	так в	2	2
230	встреча с	1	2
231	и что	2	2
232	еще в	4	2
233	жизнь и	1	2
234	самой жизни	1	2
235	и та	1	2
236	но мы	1	2
237	как ее	1	2
238	нас в	1	2
239	к нему	3	2
240	между тем	4	2
241	любовных делах	1	2
242	всякого рода	1	2
243	в уста	2	2
244	в качестве	5	2
245	в большинстве	1	2
246	значение и	1	2
247	большинстве случаев	1	2
248	на столе	1	2
249	в известной	1	2
250	у нее	2	2
251	мы можем	3	2
252	идет в	1	2
253	может быть	11	2
254	тут же	2	2
255	в любовных	2	2
256	в отличие	2	2
257	один из	5	2
258	гете и	1	2
259	чем на	2	2
260	в одно	1	2
261	со словом	1	2
262	нет ни	1	2
263	в пределах	1	2
264	конечно не	1	2
265	и там	1	2
266	друг с	2	2
267	войны и	3	2
268	только для	1	2
269	под названием	2	2
270	в эту	1	2
271	чтобы его	1	2
272	хотя бы	2	2
273	в системе	1	2
274	на фоне	1	2
275	то что	6	2
276	жизни в	1	2
277	в период	3	2
278	ведь он	1	2
279	ко всему	1	2
280	к этому	5	2
281	то на	1	1
282	также что	2	1
283	объясняется что	1	1
284	становится в	3	1
285	победы над	1	1
286	тем же	1	1
287	из самых	2	1
288	сам автор	1	1
289	не имеют	1	1
290	в какой-то	2	1
291	вкладывает в	1	1
292	отвечает что	1	1
293	и этот	1	1
294	по его	1	1
295	которыми он	1	1
296	этого нет	1	1
297	та же	1	1
298	нам в	1	1
299	на эти	1	1
300	с радостью	1	1
301	время только	1	1
302	то это	2	1
303	в ход	1	1
304	похожи на	3	1
305	пира в	1	1
306	чем больше	1	1
307	столь же	9	1
308	нельзя недооценивать	1	1
309	время в	1	1
310	и мира	1	1
311	служит для	1	1
312	то мы	1	1
313	в юности	1	1
314	землю и	1	1
315	свою жизнь	1	1
316	не все	1	1
317	конечном счете	1	1
318	по отношению	3	1
319	рассказывает как	1	1
320	не просто	1	1
321	одно существенное	1	1
322	друг от	1	1
323	человеку и	2	1
324	шаг к	1	1
325	более чем	4	1
326	если она	1	1
327	общего с	1	1
328	это был	1	1
329	целый ряд	2	1
330	что по	2	1
331	самом начале	2	1
332	и одностороннее	1	1
333	имеет в	2	1
334	г вот	1	1
335	бы и	2	1
336	что автор	1	1
337	хотя эти	1	1
338	в себе	1	1
339	самым существенным	1	1
340	время и	1	1
341	в разработке	1	1
342	которой не	1	1
343	и еще	2	1
344	же это	1	1
345	никакому сомнению	1	1
346	была не	2	1
347	родить и	1	1
348	не могли	1	1
349	в основу	1	1
350	но все	3	1
351	человека в	3	1
352	для античных	1	1
353	а затем	5	1
354	в мире	2	1
355	самим собой	1	1
356	полной мере	1	1
357	для гостей	1	1
358	г в	1	1
359	было в	1	1
360	и мы	1	1
361	едой и	1	1
362	на сцене	2	1
363	в жизни	1	1
364	из первых	1	1
365	по всему	3	1
366	но уже	1	1
367	о которых	1	1
368	ни одной	1	1
369	что не	1	1
370	одна и	1	1
371	мир в	1	1
372	привести еще	1	1
373	как таковой	1	1
374	и страх	1	1
375	между ними	1	1
376	со всей	1	1
377	женщин и	1	1
378	в котором	3	1
379	бы к	2	1
380	почти ни	1	1
381	это подтверждается	1	1
382	с концами	1	1
383	концы с	1	1
384	сомнений но	1	1
385	признать что	2	1
386	должны были	1	1
387	в памяти	1	1
388	которые в	2	1
389	обращение к	1	1
390	тем не	1	1
391	и более	1	1
392	их в	1	1
393	на его	1	1
394	со многими	1	1
395	для нее	1	1
396	любовь к	1	1
397	для пира	1	1
398	тому что	4	1
399	любви и	1	1
400	между людьми	1	1
401	того как	3	1
402	одна из	2	1
403	своего героя	1	1
404	и внутренней	1	1
405	никогда не	1	1
406	правда в	1	1
407	получившего право	1	1
408	при всем	3	1
409	и по-видимому	1	1
410	находясь в	1	1
411	этих двух	1	1
412	в полной	1	1
413	войны в	2	1
414	о некоем	1	1
415	к концу	3	1
416	углом зрения	1	1
417	это слово	4	1
418	за всех	1	1
419	со своим	1	1
420	внешней и	1	1
421	не по	4	1
422	и старой	1	1
423	как будто	4	1
424	с участием	2	1
425	в области	1	1
426	больше того	4	1
427	к той	1	1
428	у нас	1	1
429	его отец	1	1
430	от жизни	1	1
431	встречается в	1	1
432	чтобы сделать	1	1
433	кем не	1	1
434	бы он	1	1
435	той или	1	1
436	для его	1	1
437	темы и	1	1
438	время он	1	1
439	от друга	1	1
440	свою очередь	1	1
441	сущности одна	1	1
442	было сделать	1	1
443	никак не	1	1
444	приводит к	1	1
445	за пиршественным	1	1
446	торжество и	1	1
447	и сам	3	1
448	что у	4	1
449	в образе	3	1
450	эти факты	1	1
451	времени и	1	1
452	в последующих	1	1
453	еще не	6	1
454	вокруг этого	1	1
455	к самой	1	1
456	пьесы в	2	1
457	если бы	9	1
458	его времени	1	1
459	остановимся на	1	1
460	после того	2	1
461	их образы	1	1
462	была либо	1	1
463	ее у	1	1
464	с известной	1	1
465	римской империи	2	1
466	в состав	2	1
467	и поэтому	3	1
468	или на	2	1
469	имеет значения	1	1
470	все его	1	1
471	ее и	1	1
472	времени в	2	1
473	плане в	1	1
474	и были	1	1
475	на протяжении	10	1
476	от них	1	1
477	за основу	1	1
478	при дворе	1	1
479	я думаю	1	1
480	во всей	1	1
481	для постановки	1	1
482	я вижу	1	1
483	филологов и	1	1
484	тем более	1	1
485	в середине	4	1
486	нас дошли	1	1
487	своему содержанию	1	1
488	условия для	1	1
489	в лице	2	1
490	в жизнь	2	1
491	облике и	1	1
492	власть в	1	1
493	в новой	1	1
494	в двух	6	1
495	выше и	1	1
496	тот же	2	1
497	речи о	1	1
498	с ними	2	1
499	и является	1	1
500	пор не	1	1
501	для трех	1	1
502	не идет	1	1
503	ii в	4	1
504	античных авторов	1	1
505	и ее	2	1
506	были две	1	1
507	по этому	1	1
508	ему надо	1	1
509	и из	1	1
510	себя в	3	1
511	и детей	1	1
512	и они	1	1
513	не обходится	1	1
514	свидетельствует о	1	1
515	является не	2	1
516	из них	7	1
517	мы знаем	3	1
518	говорит о	1	1
519	земли и	1	1
520	не о	1	1
521	друг друга	3	1
522	же образом	1	1
523	и будет	1	1
524	тем что	3	1
525	в других	2	1
526	на стороне	1	1
527	дошедшие до	1	1
528	во власти	1	1
529	до начала	3	1
530	основанной на	1	1
531	или иной	1	1
532	и создает	1	1
533	время этой	1	1
534	по которой	1	1
535	нельзя сказать	1	1
536	и тех	2	1
537	стороны он	1	1
538	к которому	1	1
539	наконец в	2	1
540	из таких	1	1
541	нового времени	2	1
542	что для	4	1
543	дошедших до	2	1
544	словом у	1	1
545	в любой	1	1
546	не знает	1	1
547	до конца	1	1
548	представления о	2	1
549	сам себе	1	1
550	царей в	1	1
551	ни о	1	1
552	если эти	1	1
553	со своими	1	1
554	мира в	4	1
555	если не	2	1
556	должна была	2	1
557	для этой	2	1
558	себя на	1	1
559	в это	2	1
560	так называемой	3	1
561	в частности	4	1
562	о себе	1	1
563	о намерении	1	1
564	в рамках	1	1
565	из трех	1	1
566	отрывок из	1	1
567	надо было	3	1
568	над ним	1	1
569	к своему	1	1
570	в речах	2	1
571	в той	2	1
572	не удалось	2	1
573	основное содержание	1	1
574	в пьесу	1	1
575	в античном	1	1
576	да и	3	1
577	своего времени	2	1
578	ни одно	1	1
579	ему в	1	1
580	еще раз	1	1
581	и некоторые	1	1
582	пиршественным столом	1	1
583	о его	4	1
584	общественной жизни	1	1
585	в так	2	1
586	стоит только	1	1
587	и новой	4	1
588	которые были	1	1
589	о мире	1	1
590	которого она	1	1
591	не пытался	1	1
592	в более	1	1
593	это уже	1	1
594	этот образ	1	1
595	многие из	3	1
596	в сферу	1	1
597	было еще	1	1
598	этого рода	1	1
599	из себя	1	1
600	отрывки из	3	1
601	еще более	2	1
602	за три	1	1
603	а из	2	1
604	вслед за	2	1
605	этих событий	1	1
606	человека не	1	1
607	здесь есть	1	1
608	этой же	1	1
609	городов и	1	1
610	в свою	1	1
611	этого времени	2	1
612	и эта	1	1
613	и при	1	1
614	речи и	1	1
615	форме эта	1	1
616	больше всего	1	1
617	того на	1	1
618	отношению к	3	1
619	из этого	2	1
620	у своего	1	1
621	этим объясняется	2	1
622	его творчестве	1	1
623	пути к	2	1
624	творчестве не	1	1
625	не дал	1	1
626	этой цели	1	1
627	во всяком	2	1
628	социального положения	2	1
