N	3gram	Tiupa_Narr_1	DiskursI
176	как организующий принцип	1	1
177	[...] наблюдателя упраздняет	1	1
178	два события событие	1	1
179	или ментального процесса	1	1
180	общения это непосредственное	1	1
181	в специальном значении	1	1
182	в готовом стабильно	1	1
183	воспроизводилась древними писателями	1	1
184	самую коммуникативную ситуацию	1	1
185	разных местах и	1	1
186	разные времена различные	1	1
187	же время они	1	1
188	их связная сюжетная	1	1
189	потому что к	1	1
190	произведении и событие	1	1
191	с адресатом как	1	1
192	появляется в связи	1	1
193	возможных композиционных форм	1	1
194	исходя из того	1	1
195	одно и то	2	1
196	или иным образом	1	1
197	только потому что	1	1
198	если же их	1	1
199	не могло быть	1	1
200	в учебниках по	1	1
201	мышлением которое по	1	1
202	различные и по	1	1
203	в человеческой культуре	1	1
204	входит как диалогический	1	1
205	времена различные и	1	1
206	как мы видели	1	1
207	уже в е	1	1
208	некоего созерцающего ума	1	1
209	отношение к ценности	1	1
210	этому времени наррация	1	1
211	связная сюжетная цепь	1	1
212	речевой практике общения	1	1
213	по фрейденберг и	1	1
214	самое понимание входит	1	1
215	содержит в себе	1	1
216	длительности и на	1	1
217	как произведение в	1	1
218	однако в силу	1	1
219	дело не с	1	1
220	произведения всех видов	1	1
221	''когда'' ''для того	1	1
222	[...] в нем	2	1
223	и строго отграниченная	1	1
224	первобытного человека как	1	1
225	может ощущаться завершенная	1	1
226	дистанцию по отношению	1	1
227	которое мы можем	1	1
228	один из наиболее	1	1
229	следует сказать и	1	1
230	к истине красоте	1	1
231	практика общения доступна	1	1
232	и понимание жизни	1	1
233	передача карикатурное передразнивание	1	1
234	стороны самое понимание	1	1
235	и потому что	1	1
236	до нас в	1	1
237	в равной степени	2	1
238	событии которое мы	1	1
239	и второго лица	1	1
240	в известном смысле	2	1
241	говорящий позиционирует свои	1	1
242	не может передать	1	1
243	о котором рассказано	1	1
244	в том случае	1	1
245	оно живет в	1	1
246	имеем дело с	2	1
247	потому что в	1	1
248	по мифологии если	1	1
249	что к этому	1	1
250	культурную память как	1	1
251	чтобы'' ''из-за'' и	1	1
252	в большей или	1	1
253	[...] то потому	1	1
254	сами участвуем как	1	1
255	ценности к истине	1	1
256	формировать культурную память	1	1
257	по длительности и	1	1
258	в связи с	2	1
259	повседневная практика общения	1	1
260	и не могло	1	1
261	не только словесные	1	1
262	с большей или	1	1
263	еще в греческой	1	1
264	рассказе о ней	1	1
265	непосредственной формой человеческого	1	1
266	участвуем как слушатели-читатели	1	1
267	тем или иным	2	1
268	места времени и	1	1
269	и до сего	1	1
270	в следующей главе	1	1
271	рассказано в произведении	1	1
272	фрейденберг происхождение наррации	1	1
273	во всяком случае	2	1
274	социального или ментального	1	1
275	только в перформативной	1	1
276	бахтину нельзя понять	1	1
277	мимесис не рассказывает	1	1
278	непосредственное воспроизведение чужих	1	1
279	живет в готовом	1	1
280	времени наррация давно	1	1
281	на концепции нарративности	1	1
282	перед нами два	1	1
283	в произведении и	1	1
284	ту самую коммуникативную	1	1
285	шагом природного социального	1	1
286	заново актуализированная женеттом	1	1
287	писателями [...] то	1	1
288	объединены в едином	1	1
289	писал бахтин может	1	1
290	эти происходят в	1	1
291	не в рассказе	1	1
292	а показывает имитирует	1	1
293	было и не	1	1
294	они неразрывно объединены	1	1
295	приказывая или напротив	1	1
296	мифологии если же	1	1
297	нельзя понять со	1	1
298	сюжетная цепь воспроизводилась	1	1
299	речи формировать культурную	1	1
300	сознанием событийной стороны	1	1
301	на ранних этапах	1	1
302	в исторический период	1	1
303	в этом отношении	3	1
304	в греческой античности	1	1
305	принципиальные различия между	1	1
306	дифференцированном и оцененном	1	1
307	нарративная установка [...]	1	1
308	едином но сложном	1	1
309	с той или	1	1
310	учебниках по мифологии	1	1
311	так например приказывая	1	1
312	в его событийной	1	1
313	они и не	2	1
314	бытия следствие овладения	1	1
315	того чтобы'' ''из-за''	1	1
316	стороны бытия следствие	1	1
317	только в учебниках	1	1
318	до известной степени	1	1
319	сложном событии которое	1	1
320	местах и в	1	1
321	переформатирует ту самую	1	1
322	формах косвенной речи	1	1
323	диалогический момент в	1	1
324	имея в виду	1	1
325	время они неразрывно	1	1
326	нем звучит один	1	1
327	имеющий отношение к	1	1
328	практике общения это	1	1
329	овладения понятийным мышлением	1	1
330	[...] оно живет	1	1
331	к этому времени	1	1
332	как и всякий	1	1
333	может передать оборотов	1	1
334	порождается так например	1	1
335	наррацию ибо анарративная	1	1
336	в конечном счете	1	1
337	понимание входит как	1	1
338	природного социального или	1	1
339	стенографическая передача карикатурное	1	1
340	у первобытного человека	1	1
341	следствие овладения понятийным	1	1
342	речь идет о	3	1
343	например приказывая или	1	1
344	требующий ответного понимания	1	1
345	и сами участвуем	1	1
346	внимание на том	1	1
347	новое и главное	1	1
348	''из-за'' и т.д	1	1
349	создает наррацию ибо	1	1
350	на то что	2	1
351	понятийным мышлением которое	1	1
352	бахтин может ощущаться	1	1
353	то потому что	1	1
354	мифов-нарраций никогда не	1	1
355	цепь воспроизводилась древними	1	1
356	в качестве способности	1	1
357	и создает наррацию	1	1
358	это непосредственное воспроизведение	1	1
359	нарративности как событийности	2	1
360	можем обозначить как	1	1
361	и оцененном мире	1	1
362	свидетеля и судии	2	1
363	котором рассказано в	1	1
364	события событие о	1	1
365	в повестях белкина	1	1
366	и то же	2	1
367	и т.п и	2	1
368	тем более не	1	1
369	том что на	1	1
370	актуализированная женеттом была	1	1
371	тем не менее	3	1
372	звучит один голос	1	1
373	но все же	1	1
374	рассказываемое событие и	1	1
375	к ценности к	1	1
376	во всех его	1	1
377	неразрывно объединены в	1	1
378	в принципе не	1	1
379	доступна нам только	1	1
380	как и в	1	1
381	не рассказывает а	1	1
382	стабильно дифференцированном и	1	1
383	что не только	1	1
384	качестве способности человеческой	1	1
385	в нем звучит	1	1
386	чужих высказываний пиететное	1	1
387	отграниченная система смыслов	1	1
388	рассказывает а показывает	1	1
389	пиететное цитирование стенографическая	1	1
390	при этом по	1	1
391	видов не только	1	1
392	связи с кристаллизацией	1	1
393	что нарративность в	1	1
