N	2gram	Vygotskiy__1	Freidism
229	в ее	5	2
230	видели что	2	2
231	но как	2	2
232	ответ на	1	2
233	отличие от	4	2
234	или иное	2	2
235	относится к	1	2
236	чем же	1	2
237	что как	1	2
238	в своем	3	2
239	это утверждение	1	2
240	что это	6	2
241	выражение в	1	2
242	всей его	1	2
243	человек не	1	2
244	что она	6	2
245	из этой	1	2
246	моя мысль	2	2
247	их в	2	2
248	но все	1	2
249	в одну	1	2
250	в совершенно	4	2
251	при помощи	20	2
252	это не	1	2
253	на почве	2	2
254	но их	1	2
255	своей основе	1	2
256	чаще всего	1	2
257	только о	2	2
258	и уже	1	2
259	которой он	1	2
260	и становится	1	2
261	том что	16	2
262	на один	2	2
263	но если	1	2
264	и при	1	2
265	лежат в	1	2
266	в их	1	2
267	представлений и	1	2
268	в отличие	3	2
269	сих пор	3	2
270	теми же	2	2
271	как это	4	2
272	случае в	3	2
273	в таких	1	2
274	что с	2	2
275	но для	1	2
276	дело не	1	2
277	в науке	2	2
278	в процессе	5	2
279	в самых	1	2
280	в нас	2	2
281	только не	3	2
282	значение во	1	2
283	являются только	1	2
284	тем не	2	2
285	и теперь	2	2
286	только с	1	2
287	этом отношении	2	2
288	в области	11	2
289	все то	3	2
290	когда мы	3	2
291	отличается от	2	2
292	должны быть	3	2
293	что оно	3	2
294	они и	1	2
295	оно не	1	2
296	для себя	1	2
297	оно может	1	2
298	то или	2	2
299	образы и	2	2
300	речи мы	1	2
301	в виду	4	2
302	на основе	2	2
303	можно сделать	1	2
304	роль в	3	2
305	в глаза	1	2
306	душевные переживания	1	2
307	и вообще	1	2
308	выводу что	1	2
309	в прошлое	2	2
310	о нем	1	2
311	и поэтому	2	2
312	до сих	3	2
313	поведение человека	1	2
314	этих двух	2	2
315	произведение искусства	8	2
316	нуждается в	3	2
317	что и	13	2
318	во всей	1	2
319	в настоящей	1	2
320	что бы	1	2
321	также в	1	2
322	человека как	1	2
323	и об	1	2
324	своему содержанию	1	2
325	в него	2	2
326	как ее	1	2
327	мы видим	5	2
328	в какой	5	2
329	очень много	1	2
330	с одной	5	2
331	для всех	4	2
332	не можем	3	2
333	и у	4	2
334	уже в	3	2
335	только на	3	2
336	ни было	1	2
337	в нашей	1	2
338	из них	2	2
339	его и	3	2
340	а потому	3	2
341	точка зрения	4	2
342	в конце	3	2
343	содержание и	1	2
344	критика теории	1	2
345	заметить что	1	2
346	и даже	6	2
347	с другой	5	2
348	мыслей которые	1	2
349	человека в	1	2
350	здесь в	1	2
351	в психологии	6	2
352	а с	1	2
353	социальной жизни	1	2
354	до конца	6	2
355	одной стороны	6	2
356	которых мы	1	2
357	зависит от	1	2
358	а не	13	2
359	художественной формы	5	2
360	что мы	8	2
361	так же	12	2
362	и всей	1	2
363	чувства и	2	2
364	для понимания	1	2
365	к объекту	1	2
366	и таким	2	2
367	же самое	2	2
368	к другим	2	2
369	не существует	2	2
370	формы и	5	2
371	для нас	5	2
372	конце концов	3	2
373	из тех	1	2
374	всех других	2	2
375	и другие	4	2
376	в своих	4	2
377	к этому	4	2
378	как на	3	2
379	этом совершенно	1	1
380	с новыми	1	1
381	этим как	1	1
382	ту же	2	1
383	с учением	1	1
384	бессознательное по	1	1
385	и т	26	1
386	совершенно новой	1	1
387	же как	4	1
388	в движение	1	1
389	не видим	1	1
390	его школы	1	1
391	противоречие с	3	1
392	и вслед	1	1
393	жизни мы	1	1
394	показать что	8	1
395	обходиться без	1	1
396	которое мы	1	1
397	определить как	1	1
398	вспомнил и	1	1
399	ведь и	1	1
400	оно было	2	1
401	с таким	11	1
402	намек на	2	1
403	и этот	1	1
404	факторов как	1	1
405	в несколько	1	1
406	а как	1	1
407	на тех	1	1
408	и другими	3	1
409	нуждаются в	3	1
410	которую мы	1	1
411	вопрос о	3	1
412	теперь как	1	1
413	что самый	1	1
414	искусства этот	1	1
415	оба эти	1	1
416	никак нельзя	2	1
417	но она	1	1
418	объективная психология	2	1
419	совершенно ясен	1	1
420	оно есть	2	1
421	которое не	1	1
422	но даже	2	1
423	ему в	1	1
424	то это	1	1
425	в целом	5	1
426	образом оказывается	1	1
427	учение об	1	1
428	оказывается что	5	1
429	собой в	1	1
430	что по	3	1
431	время в	1	1
432	служит для	1	1
433	без всякого	2	1
434	там и	1	1
435	из крупнейших	1	1
436	о смерти	1	1
437	коем случае	1	1
438	при исследовании	1	1
439	в качестве	2	1
440	иметь дело	1	1
441	как со	1	1
442	нет и	1	1
443	что они	2	1
444	для объяснения	3	1
445	как говорит	2	1
446	в центре	1	1
447	независимо от	2	1
448	в различные	1	1
449	и нет	1	1
450	или другую	1	1
451	остановиться на	2	1
452	всей этой	1	1
453	переживания и	1	1
454	как уже	1	1
455	и каждое	1	1
456	его к	1	1
457	социальная и	1	1
458	полагают что	1	1
459	утверждают что	1	1
460	экономических отношений	1	1
461	и хотя	1	1
462	при чтении	1	1
463	психологии и	3	1
464	за собой	1	1
465	через всю	1	1
466	та же	3	1
467	бы и	2	1
468	образом и	1	1
469	останется от	1	1
470	деле этот	1	1
471	по преимуществу	1	1
472	это тот	1	1
473	теорию их	1	1
474	мы обратимся	1	1
475	только один	1	1
476	как он	2	1
477	на то	10	1
478	идеологии это	1	1
479	а вовсе	1	1
480	но прежде	1	1
481	теории и	1	1
482	к искусству	1	1
483	идей и	1	1
484	т д	8	1
485	или мысли	1	1
486	различные формы	1	1
487	и социальной	1	1
488	даже тогда	1	1
489	же это	1	1
490	и входит	1	1
491	идеи и	1	1
492	мы полагаем	1	1
493	новое и	1	1
494	чтобы их	1	1
495	пытается построить	1	1
496	проходят через	1	1
497	к выводу	1	1
498	картины и	1	1
499	в нее	1	1
500	конца и	1	1
501	в основу	2	1
502	такого же	1	1
503	не следует	1	1
504	других видов	3	1
505	как они	2	1
506	а затем	1	1
507	учением о	1	1
508	она оказывается	1	1
509	со всем	1	1
510	из всех	2	1
511	не умеет	1	1
512	мы на	1	1
513	чтобы все	1	1
514	окажется что	1	1
515	каждого из	3	1
516	форму и	2	1
517	этом смысле	2	1
518	говоря о	1	1
519	ни разу	1	1
520	и тем	2	1
521	далеко не	2	1
522	же где	2	1
523	не всегда	2	1
524	во внимание	2	1
525	чем в	1	1
526	же самых	2	1
527	обратимся к	1	1
528	момента в	1	1
529	путем и	1	1
530	оказываются только	1	1
531	из сферы	1	1
532	художественного творчества	6	1
533	нас не	1	1
534	он должен	1	1
535	и без	2	1
536	что вся	1	1
537	мы называем	1	1
538	степени не	1	1
539	не к	1	1
540	себе а	3	1
541	жизни с	1	1
542	понятно что	1	1
543	нему и	1	1
544	психология которая	1	1
545	есть совокупность	1	1
546	для изучения	1	1
547	совершенно новое	1	1
548	в одном	2	1
549	оно само	1	1
550	однако в	1	1
551	с такими	1	1
552	для культурного	1	1
553	нас к	1	1
554	точно и	2	1
555	иной раз	1	1
556	между людьми	1	1
557	можно ли	2	1
558	отметить что	2	1
559	точности и	1	1
560	тогда когда	5	1
561	на два	2	1
562	только из	4	1
563	к новым	1	1
564	современной психологии	1	1
565	и социальная	1	1
566	без остатка	2	1
567	материала в	1	1
568	у различных	1	1
569	но вместе	1	1
570	и аффектов	1	1
571	же значение	1	1
572	это мы	2	1
573	таким расчетом	3	1
574	в коем	1	1
575	дело в	1	1
576	или как	2	1
577	помощи и	1	1
578	явление в	1	1
579	сущность его	1	1
580	к работе	2	1
581	для анализа	1	1
582	другой точки	1	1
583	легко убедиться	1	1
584	научного и	1	1
585	что на	3	1
586	фактов и	2	1
587	ли это	2	1
588	точке зрения	1	1
589	можем мы	1	1
590	обстоятельство что	1	1
591	и здесь	2	1
592	которую не	1	1
593	в индивидуальной	1	1
594	в направлении	1	1
595	нет принципиальной	1	1
596	его за	1	1
597	мы все	2	1
598	сходство с	2	1
599	его с	1	1
600	в поле	1	1
601	она же	1	1
602	по сравнению	1	1
603	психики так	1	1
604	он никогда	1	1
605	отказаться от	2	1
606	на это	2	1
607	если же	2	1
608	о том	7	1
609	характер этого	1	1
610	и это	3	1
611	и изучение	1	1
612	приходит к	2	1
613	более тонкой	1	1
614	свободно и	1	1
615	но при	1	1
616	точками зрения	1	1
617	на другой	1	1
618	и методами	1	1
619	совершенно ясно	19	1
620	направлении к	1	1
621	как по	1	1
622	дальнейшую разработку	1	1
623	мысль о	1	1
624	действия и	2	1
625	то время	5	1
626	механизмами и	1	1
627	материала для	2	1
628	в произведение	1	1
629	и когда	3	1
630	в мире	1	1
631	только через	1	1
632	на нее	1	1
633	времени и	1	1
634	ясно что	19	1
635	больше в	1	1
636	на месте	1	1
637	увидим что	2	1
638	мы пытаемся	2	1
639	в результате	4	1
640	можно только	1	1
641	к тем	1	1
642	заключение что	1	1
643	формы то	2	1
644	основана на	1	1
645	эти чувства	1	1
646	хоть сколько-нибудь	1	1
647	в эпоху	1	1
648	только у	1	1
649	ничего не	2	1
650	означает что	2	1
651	которые у	1	1
652	находится в	1	1
653	вот это	1	1
654	на все	1	1
655	то есть	26	1
656	в широком	1	1
657	а также	1	1
658	и та	1	1
659	чтобы с	1	1
660	утверждает что	2	1
661	есть так	1	1
662	основе своей	1	1
663	аналогии с	1	1
664	там же	2	1
665	и во	2	1
666	области которые	1	1
667	с теми	2	1
668	образом чрезвычайно	1	1
669	же самые	1	1
670	чтобы получить	1	1
671	которые мы	1	1
672	или иными	1	1
673	искусства в	9	1
674	что человек	1	1
675	та психология	1	1
676	ее элементов	1	1
677	исходя из	3	1
678	первой ступени	1	1
679	слов и	1	1
680	все время	4	1
681	и следовательно	2	1
682	психология и	1	1
683	бросается в	1	1
684	же самыми	2	1
685	но так	1	1
686	в двух	1	1
687	лиц но	2	1
688	дело с	3	1
689	вступить в	1	1
690	чтобы вызвать	3	1
691	во всем	3	1
692	к нашему	1	1
693	быть сведены	1	1
694	и так	4	1
695	который в	3	1
696	в обществе	3	1
697	бы ни	2	1
698	же при	1	1
699	отдельных лиц	5	1
700	какой степени	1	1
701	одни и	1	1
702	образом вместо	1	1
703	есть в	7	1
704	судить о	1	1
705	близко к	1	1
706	говорить об	1	1
707	эти черты	1	1
708	то и	2	1
709	можно определить	1	1
710	которых можно	1	1
711	а это	1	1
712	от других	2	1
713	легли в	1	1
714	по выражению	1	1
715	и других	3	1
716	психологии в	2	1
717	к содержанию	1	1
718	одно из	2	1
719	не так	1	1
720	в корне	1	1
721	цели и	1	1
722	слова в	3	1
723	содержания и	1	1
724	другую сторону	1	1
725	прибавить что	1	1
726	может служить	1	1
727	бытия и	1	1
728	траты энергии	1	1
729	отдельного человека	10	1
730	как будто	5	1
731	они будут	1	1
732	расчетом чтобы	2	1
733	не хотим	1	1
734	и достоверности	1	1
735	перейти к	1	1
736	содержание этого	1	1
737	и только	3	1
738	разу не	1	1
739	в другой	2	1
740	представление о	3	1
741	реакции в	1	1
742	точек зрения	3	1
743	она в	2	1
744	на примере	3	1
745	если признать	1	1
746	и чем	1	1
747	именно в	1	1
748	совершенно точно	6	1
749	мы никогда	4	1
750	мы его	1	1
751	и между	1	1
752	на чем	1	1
753	такое же	1	1
754	во внешней	1	1
755	от обычного	1	1
756	полагаем что	1	1
757	громадное значение	1	1
758	процесс в	1	1
759	целым рядом	1	1
760	на которых	1	1
761	не между	1	1
762	существенно для	1	1
763	как ни	1	1
764	в свете	1	1
765	меньше всего	1	1
766	но никогда	1	1
767	отнюдь не	6	1
768	в слове	3	1
769	там где	4	1
770	растворяясь в	1	1
771	психики в	1	1
772	понимание и	1	1
773	форму с	2	1
774	действия в	1	1
775	если это	1	1
776	так называемых	1	1
777	материалом для	1	1
778	свести к	1	1
779	того насколько	1	1
780	мы говорим	1	1
781	социальной среде	1	1
782	знаем о	1	1
783	стороны формы	1	1
784	определенные периоды	1	1
785	из которых	3	1
786	так мы	1	1
787	для искусства	1	1
788	целом ряде	2	1
789	сравнению с	1	1
790	для объективной	2	1
791	смысле этого	2	1
792	что всякое	5	1
793	связаны с	1	1
794	и индивидуальной	3	1
795	и там	2	1
796	этого сделать	1	1
797	который он	1	1
798	они сами	2	1
799	в это	1	1
800	или хотя	1	1
801	этого слова	4	1
802	объективной психологии	4	1
803	сфере психики	1	1
804	психологии его	1	1
805	остается и	1	1
806	это выражение	1	1
807	социальные условия	1	1
808	под влиянием	3	1
809	и нравственные	1	1
810	психических явлений	1	1
811	в книге	2	1
812	помогает нам	1	1
813	религиозные системы	1	1
814	являются не	2	1
815	не знаем	2	1
816	психологического факта	1	1
817	потому не	3	1
818	от психологии	2	1
819	об отношении	1	1
820	теряет свое	1	1
821	в область	2	1
822	об искусстве	2	1
823	чтобы понять	4	1
824	и самым	2	1
825	ее и	2	1
826	но эти	1	1
827	целый ряд	6	1
828	бы в	2	1
829	и смысл	1	1
830	в подтверждение	1	1
831	будто бы	2	1
832	а эта	1	1
833	или не	2	1
834	же в	1	1
835	в различных	1	1
836	же предмет	1	1
837	исходящий из	1	1
838	в том	30	1
839	утверждал что	2	1
840	природа человека	2	1
841	не обладает	2	1
842	если будем	1	1
843	границу между	1	1
844	о своем	1	1
845	или при	1	1
846	это все	3	1
847	роль играет	1	1
848	знаем и	2	1
849	имеет место	2	1
850	мы считаем	2	1
851	же мы	1	1
852	религии и	1	1
853	из этого	2	1
854	ее разработки	1	1
855	с научной	1	1
856	и слов	2	1
857	а может	1	1
858	видим в	1	1
859	сна надо	1	1
860	гораздо более	2	1
