N	2gram	Trubetskoy_1	formyVre
298	идет о	1	1
299	и есть	2	1
300	ему что	1	1
301	тем же	1	1
302	он всегда	1	1
303	в зависимости	1	1
304	и за	1	1
305	из всех	2	1
306	из которой	1	1
307	и конечно	1	1
308	бы в	1	1
309	и ничего	1	1
310	такое положение	1	1
311	на себе	1	1
312	это отношение	1	1
313	частной человеческой	1	1
314	он был	1	1
315	он сам	3	1
316	именно этого	1	1
317	жизни данного	1	1
318	самом деле	7	1
319	данном случае	3	1
320	они имеют	1	1
321	но как	1	1
322	к известной	1	1
323	есть по	1	1
324	совершенно ясно	1	1
325	существование в	2	1
326	в свои	1	1
327	человек может	1	1
328	работа в	1	1
329	данный момент	1	1
330	к данному	2	1
331	что касается	1	1
332	перед нами	1	1
333	в полном	1	1
334	и наконец	2	1
335	по пути	1	1
336	он на	1	1
337	искусство и	1	1
338	что это	3	1
339	ни один	1	1
340	себя к	1	1
341	бы не	1	1
342	из этих	3	1
343	в этой	4	1
344	и тот	2	1
345	той громадной	1	1
346	в жертву	1	1
347	на то	5	1
348	не могла	1	1
349	не следует	1	1
350	силу и	1	1
351	о которой	1	1
352	такого человека	1	1
353	политического деятеля	1	1
354	в корне	4	1
355	на совершенно	2	1
356	его можно	1	1
357	лишь с	1	1
358	такого же	1	1
359	значительной степени	1	1
360	здесь мы	1	1
361	касается до	2	1
362	могла бы	1	1
363	факт что	2	1
364	главным образом	3	1
365	в совершенно	4	1
366	в мире	4	1
367	и неизбежно	1	1
368	уже знаем	1	1
369	это противоречие	1	1
370	ближе к	1	1
371	о которых	3	1
372	она и	1	1
373	глубоко и	1	1
374	которой он	4	1
375	говорили в	2	1
376	на одну	1	1
377	должно быть	3	1
378	и некоторые	1	1
379	в один	1	1
380	и тогда	2	1
381	что значит	1	1
382	во время	2	1
383	разные виды	1	1
384	этом случае	3	1
385	и при	6	1
386	таким же	3	1
387	нас не	1	1
388	всяком случае	6	1
389	не столько	1	1
390	же особенно	1	1
391	должны были	1	1
392	и другого	1	1
393	как другие	1	1
394	своему существу	1	1
395	другом и	2	1
396	теми же	1	1
397	значит в	1	1
398	и более	2	1
399	для нее	2	1
400	же мы	1	1
401	из которых	5	1
402	до известной	1	1
403	в таких	2	1
404	она не	2	1
405	ними не	1	1
406	нас и	1	1
407	и сама	1	1
408	когда они	4	1
409	не вызывает	1	1
410	та или	1	1
411	которые внутренне	1	1
412	следовательно и	2	1
413	это именно	1	1
414	в русском	1	1
415	по своей	1	1
416	самому своему	2	1
417	здесь же	1	1
418	исходный пункт	1	1
419	с другом	14	1
420	похож на	1	1
421	как только	1	1
422	отличается от	2	1
423	должны быть	1	1
424	всего в	1	1
425	другом месте	1	1
426	одну и	1	1
427	этого и	1	1
428	что оно	3	1
429	себя только	1	1
430	приходит к	3	1
431	свою очередь	1	1
432	значительной мере	2	1
433	были бы	2	1
434	и человек	2	1
435	в себя	1	1
436	во главе	2	1
437	степени и	1	1
438	приводит к	4	1
439	существовать и	1	1
440	на том	3	1
441	в другом	3	1
442	и ту	1	1
443	совершенно различных	1	1
444	из всего	1	1
445	сами эти	2	1
446	собой в	1	1
447	в эпоху	1	1
448	полным и	1	1
449	образом в	1	1
450	тем чем	1	1
451	воплощает в	1	1
452	не был	1	1
453	в состав	1	1
454	и т.д	4	1
455	то они	1	1
456	о том	7	1
457	вне всякой	2	1
458	работа по	2	1
459	всего на	1	1
460	путь к	4	1
461	на ее	1	1
462	глубоко различны	1	1
463	от них	1	1
464	когда оно	1	1
465	и только	5	1
466	необходимых для	1	1
467	а следовательно	3	1
468	у всех	1	1
469	может иметь	1	1
470	эти последние	1	1
471	в положение	2	1
472	поэтому для	1	1
473	время ни	1	1
474	и дело	1	1
475	время когда	2	1
476	что он	6	1
477	его жизнь	1	1
478	должен быть	1	1
479	мы определили	1	1
480	их не	2	1
481	принципиально отличается	1	1
482	по этому	2	1
483	точка зрения	1	1
484	чаще всего	1	1
485	человека с	1	1
486	себя в	4	1
487	так что	2	1
488	ведь в	2	1
489	переходит в	1	1
490	всем мире	1	1
491	с нею	3	1
492	носит в	1	1
493	и исторических	1	1
494	в большинстве	3	1
495	что во	1	1
496	является не	2	1
497	основе его	1	1
498	представляется чрезвычайно	1	1
499	или даже	1	1
500	из них	3	1
501	человека на	1	1
502	он имеет	1	1
503	могло бы	1	1
504	существуют в	1	1
505	мы можем	2	1
506	бытия и	1	1
507	отдельного человека	1	1
508	другом все	1	1
509	на деле	1	1
510	быть для	1	1
511	это будет	1	1
512	как поступить	1	1
513	которые как	1	1
514	связан с	1	1
515	и обратно	1	1
516	родным народом	1	1
517	эта работа	2	1
518	сама по	2	1
519	на отдельные	1	1
520	противоречие между	1	1
521	быть тем	1	1
522	то и	1	1
523	бы друг	1	1
524	а на	1	1
525	которых мы	1	1
526	а наоборот	1	1
527	не на	1	1
528	хоть сколько-нибудь	1	1
529	с которым	1	1
530	и внутренне	1	1
531	если не	2	1
532	себя на	2	1
533	в те	1	1
534	свою судьбу	1	1
535	эта идея	1	1
536	тот факт	2	1
537	возможно лишь	4	1
538	по своему	1	1
539	и вот	2	1
540	смысле этого	1	1
541	быть как	1	1
542	самого себя	7	1
543	эта слепая	1	1
544	бы его	2	1
545	друг с	14	1
546	человек с	1	1
547	и целостности	1	1
548	или хотя	1	1
549	этого слова	1	1
550	ряду с	1	1
551	общественной жизни	2	1
552	между прочим	1	1
553	этом и	2	1
554	неразрывно связаны	1	1
555	к другим	1	1
556	известной степени	1	1
557	его лежит	1	1
558	слова но	1	1
559	и от	2	1
560	она может	3	1
561	не подлежит	2	1
562	в другое	4	1
563	в отдельных	1	1
564	на первый	1	1
565	от него	2	1
566	и ни	3	1
567	тем более	1	1
568	т.д эта	1	1
569	все они	3	1
570	и личные	1	1
571	которой этот	1	1
572	своего народа	6	1
573	с людьми	1	1
574	с ними	1	1
575	этот вопрос	2	1
576	с ней	1	1
577	не быть	1	1
578	но когда	1	1
579	известные элементы	1	1
580	всех других	1	1
581	культуры в	3	1
582	идеал и	1	1
583	на ней	1	1
584	для которой	1	1
585	эти элементы	1	1
586	собой это	3	1
587	к этой	4	1
588	в своих	6	1
589	они их	1	1
590	политические и	1	1
