N	2gram	Losev_Prob_2	Otkroven
271	в глазах	1	1
272	человеке ни	1	1
273	а именно	6	1
274	не совпадает	2	1
275	и прежде	2	1
276	а это	3	1
277	было и	1	1
278	предметов все	1	1
279	кажется что	1	1
280	говорит о	1	1
281	этого она	1	1
282	в них	2	1
283	она и	2	1
284	ли может	1	1
285	а с	1	1
286	может ли	3	1
287	и самый	4	1
288	нужно считать	1	1
289	а ведь	2	1
290	о чем	6	1
291	в чистом	3	1
292	и тогда	1	1
293	мира в	1	1
294	в одно	2	1
295	не так	2	1
296	и тут	4	1
297	и без	5	1
298	как это	1	1
299	сам и	1	1
300	всего только	1	1
301	даже до	1	1
302	оказывается что	3	1
303	он говорит	1	1
304	этих словах	1	1
305	для многих	1	1
306	это есть	1	1
307	что было	1	1
308	всяком случае	10	1
309	видно что	1	1
310	и более	5	1
311	в конце	7	1
312	как от	1	1
313	и менее	1	1
314	которая ни	1	1
315	лет назад	3	1
316	и формы	1	1
317	нет никакого	1	1
318	в отношении	4	1
319	и положительно	1	1
320	и здесь	4	1
321	вообще но	1	1
322	но это	6	1
323	оба они	1	1
324	отличается от	2	1
325	она не	3	1
326	движении и	1	1
327	одна из	3	1
328	в науке	3	1
329	ближе к	1	1
330	она должна	2	1
331	существует между	1	1
332	не существует	6	1
333	и отбрасывать	1	1
334	человека от	1	1
335	жизни не	1	1
336	и способы	1	1
337	к одной	1	1
338	особого рода	1	1
339	что их	2	1
340	бы в	3	1
341	идти в	1	1
342	еще более	2	1
343	по своей	1	1
344	человеческом языке	2	1
345	и дело	1	1
346	но всегда	1	1
347	себя тот	1	1
348	его лишь	1	1
349	как будто	6	1
350	иначе чем	1	1
351	ведь все	2	1
352	не потому	1	1
353	всего мира	1	1
354	есть у	1	1
355	у нас	18	1
356	в движении	1	1
357	и эта	1	1
358	не быть	1	1
359	состоит из	2	1
360	была бы	1	1
361	свое собственное	1	1
362	но можно	2	1
363	совершенно не	2	1
364	к его	1	1
365	для нашего	1	1
366	не стал	1	1
367	но оно	1	1
368	одно только	1	1
369	в свое	1	1
370	особенно в	1	1
371	огромное значение	1	1
372	люди все	1	1
373	в голову	2	1
374	будто бы	5	1
375	бы он	1	1
376	во всяком	13	1
377	указывает на	5	1
378	случае если	2	1
