N	2gram	Tiupa_Disk_1	Dialekti
314	не то	1	1
315	конечном счете	1	1
316	тогда как	19	1
317	иногда и	1	1
318	себе и	1	1
319	тут же	1	1
320	отличаются от	1	1
321	независимо от	1	1
322	опирается на	2	1
323	стороны и	2	1
324	как к	2	1
325	о жизни	1	1
326	просто как	1	1
327	бы я	1	1
328	с понятием	2	1
329	это тоже	1	1
330	тем кто	2	1
331	более или	2	1
332	себе не	3	1
333	от этого	1	1
334	то ли	2	1
335	со своей	1	1
336	человеческого сознания	3	1
337	к чему	1	1
338	не приходится	2	1
339	понятия о	1	1
340	в которой	1	1
341	из жизни	3	1
342	право на	1	1
343	что к	1	1
344	реальности а	1	1
345	эпохи и	2	1
346	претендует на	4	1
347	он ни	2	1
348	мы можем	1	1
349	в xvii	1	1
350	всех этих	1	1
351	чем у	1	1
352	не к	1	1
353	как от	1	1
354	что ни	1	1
355	или иных	1	1
356	и может	1	1
357	есть все	1	1
358	в мире	1	1
359	не сможет	2	1
360	общества в	1	1
361	человека только	1	1
362	на почве	1	1
363	только лишь	1	1
364	к сыну	2	1
365	далеко не	10	1
366	мы имеем	2	1
367	не всегда	2	1
368	которой он	1	1
369	о чем	2	1
370	в чистом	1	1
371	они в	1	1
372	или менее	2	1
373	во время	1	1
374	кого и	2	1
375	о такой	1	1
376	целом и	1	1
377	не становится	1	1
378	в котором	5	1
379	что вся	1	1
380	представление о	1	1
381	как совокупность	1	1
382	оно живет	1	1
383	не от	2	1
384	не как	4	1
385	сам субъект	1	1
386	по своей	11	1
387	основана на	1	1
388	что было	1	1
389	и опыта	1	1
390	и более	1	1
391	и предполагает	2	1
392	есть некий	1	1
393	в историческом	2	1
394	то с	2	1
395	содержит в	1	1
396	если и	1	1
397	как точка	1	1
398	начиная от	1	1
399	вплоть до	1	1
400	а иногда	1	1
401	что с	2	1
402	виду что	1	1
403	дело не	2	1
404	в центр	1	1
405	на него	1	1
406	мы все	1	1
407	имеем дело	2	1
408	его структуры	1	1
409	этих двух	1	1
410	в науке	2	1
411	есть она	1	1
412	между мифом	2	1
413	своего существования	1	1
414	связи с	4	1
415	и при	1	1
416	входят в	1	1
417	что на	1	1
418	перед ним	1	1
419	точке зрения	1	1
420	чистом виде	1	1
421	на абсолютную	1	1
422	исходить из	1	1
423	и времени	1	1
424	но все	1	1
425	же самое	2	1
426	уже было	1	1
427	всего в	1	1
428	как свой	1	1
429	как некое	1	1
430	в каждой	3	1
431	где нет	1	1
432	и стали	1	1
433	с ее	2	1
434	не всякая	1	1
435	на нем	1	1
436	не могу	1	1
437	в ее	3	1
438	данном случае	2	1
439	только при	1	1
440	средних веков	1	1
441	чего она	1	1
442	россии в	1	1
443	только то	1	1
444	в себя	5	1
445	культуры для	1	1
446	и сам	1	1
447	только через	1	1
448	не с	3	1
449	было в	2	1
450	человека можно	1	1
451	мог бы	1	1
452	строго говоря	2	1
453	в словах	1	1
454	местах и	1	1
455	быть ни	1	1
456	то есть	20	1
457	возможна только	1	1
458	себя не	1	1
459	внимание на	4	1
460	все прочие	1	1
461	что каждый	1	1
462	или на	3	1
463	с целью	1	1
464	требует для	2	1
465	можно сказать	5	1
466	понятие и	1	1
467	с соответствующими	1	1
468	все их	1	1
469	в конечном	1	1
470	тем или	1	1
471	и требует	2	1
472	нет различия	2	1
473	а потому	1	1
474	отличалась от	1	1
475	не более	2	1
476	бы и	1	1
477	наконец в	1	1
478	представления о	2	1
479	еще только	1	1
480	от прочих	1	1
481	сюда же	1	1
482	здесь не	1	1
483	одной из	4	1
484	как нечто	1	1
485	полнотой и	1	1
486	говорящего на	1	1
487	нем нет	1	1
488	в качестве	34	1
489	в сторону	4	1
490	каждый из	1	1
491	вопроса о	1	1
492	но от	1	1
493	возможности для	1	1
494	и также	1	1
495	представлений о	1	1
496	в одном	2	1
497	очевидно не	1	1
498	к ним	3	1
499	при всей	3	1
500	заметить что	2	1
501	и делает	1	1
502	явно не	1	1
503	этого понятия	1	1
504	момент в	1	1
505	вне людей	1	1
506	чему не	1	1
507	до сих	1	1
508	в каких	1	1
509	к которому	2	1
510	с той	1	1
511	нами не	1	1
512	или о	1	1
513	не состоит	1	1
514	стремится к	1	1
515	процессы сознания	1	1
516	когда она	1	1
517	мира в	3	1
518	ближе к	1	1
519	в связи	1	1
520	каких же	1	1
521	но оно	1	1
522	разные эпохи	1	1
523	вместе с	1	1
524	влияния на	2	1
525	по своему	3	1
526	в область	1	1
527	что всякое	1	1
528	научной мысли	1	1
529	да и	1	1
530	для понимания	2	1
531	слова и	1	1
532	восприятии с	1	1
533	сих пор	1	1
534	оба они	1	1
535	в культуре	2	1
536	в научной	1	1
537	о мире	1	1
538	и собственно	1	1
539	не мог	1	1
540	здесь в	2	1
541	себя именно	1	1
542	и часто	1	1
543	указать на	1	1
544	объекта и	1	1
545	не имея	2	1
546	его с	1	1
547	в результате	1	1
548	на небесах	2	1
549	о котором	2	1
550	которая в	1	1
551	своей собственной	2	1
552	в этих	1	1
553	мифа как	2	1
554	они имеют	1	1
555	но зато	2	1
556	знание в	1	1
557	как показывает	2	1
558	становления и	2	1
559	для каждой	1	1
560	имеет место	3	1
561	легко заметить	1	1
562	бытия а	1	1
563	одновременно и	2	1
564	в процессе	5	1
565	это понятие	3	1
