N	2gram	Bakhtin_Pr_4	UchenyiS
149	материал и	2	1
150	самое наличие	1	1
151	он может	1	1
152	эта позиция	1	1
153	часто встречается	1	1
154	до предела	1	1
155	в различных	3	1
156	слово как	4	1
157	что было	1	1
158	обращение к	1	1
159	бы в	3	1
160	есть язык	1	1
161	в свое	2	1
162	в виду	4	1
163	направлено на	3	1
164	форма в	1	1
165	она эта	1	1
166	у толстого	1	1
167	данном случае	1	1
168	себе еще	2	1
169	входит в	1	1
170	же как	2	1
171	понимая под	1	1
172	и слово	1	1
173	достоевского и	2	1
174	с которыми	1	1
175	очень часто	4	1
176	он звучит	1	1
177	время на	1	1
178	можно сказать	4	1
179	дан в	1	1
180	в не	1	1
181	она не	3	1
182	себя на	2	1
183	но он	3	1
184	все и	1	1
185	или меньшей	2	1
186	является предметом	2	1
187	о котором	2	1
188	сказать что	2	1
189	о нем	6	1
190	мы можем	4	1
191	он впервые	1	1
192	о том	5	1
193	не столь	1	1
194	как нам	2	1
195	его как	2	1
196	что же	3	1
197	является одним	1	1
198	было и	1	1
199	очень легко	1	1
200	и потому	1	1
201	правда не	1	1
202	европейской литературы	1	1
203	все его	1	1
204	не простой	2	1
205	с каждым	1	1
206	и вся	1	1
207	даже не	1	1
208	что в	4	1
209	а это	1	1
210	тогда когда	1	1
211	это же	1	1
212	для себя	1	1
213	оно является	2	1
214	может служить	1	1
215	как на	1	1
216	так он	1	1
217	и вы	1	1
218	ней не	1	1
219	с одной	1	1
220	должно быть	4	1
221	той же	3	1
222	которых слово	1	1
223	в большей	2	1
224	уже не	4	1
225	в которых	2	1
226	к этому	1	1
227	не делает	1	1
228	говорить не	1	1
229	так и	4	1
230	в таком	1	1
231	или менее	3	1
232	ему приходится	1	1
233	отсюда как	1	1
234	установка на	3	1
235	в кавычки	2	1
236	мы имеем	3	1
237	связанных с	1	1
238	него не	1	1
239	или иначе	1	1
240	человека и	3	1
241	большей или	2	1
242	так или	1	1
243	из самых	1	1
244	произведения как	1	1
245	впечатление которое	1	1
246	но если	3	1
247	что еще	1	1
248	более или	3	1
249	точном смысле	1	1
250	в той	3	1
251	нет и	2	1
252	друг другу	1	1
253	широком смысле	2	1
254	и все	9	1
255	проблем связанных	1	1
256	своими собственными	1	1
257	остается в	2	1
258	сюда же	1	1
259	и это	3	1
260	не было	2	1
261	и др	1	1
262	на то	3	1
263	сам по	3	1
264	одной стороны	1	1
265	никогда не	6	1
266	встречается у	1	1
267	что ему	1	1
268	и даже	3	1
269	что для	1	1
270	в котором	5	1
271	но прежде	1	1
272	имеем в	3	1
273	к лицу	1	1
274	резких и	1	1
275	в пределах	10	1
276	в произведении	2	1
277	с самим	5	1
278	мировоззрения и	1	1
279	момент является	1	1
280	у него	5	1
281	у сервантеса	2	1
282	этом случае	1	1
283	еще один	1	1
284	за пределы	5	1
285	знает только	2	1
286	в нем	17	1
287	и так	2	1
288	бы ни	2	1
289	и эта	1	1
290	в ней	1	1
291	все в	2	1
292	есть конечно	2	1
293	того как	2	1
294	у пушкина	2	1
295	он вводит	1	1
296	может обойтись	1	1
297	сводятся к	1	1
298	вообще во	1	1
299	это в	1	1
300	но именно	3	1
301	далеко не	3	1
302	то есть	40	1
303	место и	1	1
304	он уже	2	1
305	он и	4	1
306	не вполне	1	1
307	смысле и	1	1
308	не имеется	1	1
309	они в	1	1
310	вне его	2	1
311	их в	3	1
312	как таковым	1	1
313	в последние	1	1
314	ее как	1	1
315	но для	3	1
316	в своем	3	1
317	в данном	2	1
318	на слово	1	1
319	именно к	1	1
