N	2gram	Bakhtin_Pr_1	Russkaja
105	говорить о	3	3
106	еще не	7	3
107	во что	1	3
108	в самом	7	3
109	что это	2	3
110	ни одна	2	3
111	на том	1	3
112	в другом	2	3
113	лишь в	2	3
114	для них	1	3
115	о которых	2	3
116	несмотря на	3	3
117	должно быть	5	3
118	всех этих	1	3
119	но если	1	3
120	можно ли	1	3
121	быть признан	1	3
122	одна из	2	3
123	связи с	2	3
124	в сознании	1	3
125	что оно	2	3
126	той или	2	3
127	приходит к	1	3
128	что все	2	3
129	данном случае	4	3
130	ни стало	1	3
131	может только	1	3
132	в значительной	2	3
133	вопросу о	1	3
134	и во	2	3
135	что и	2	3
136	а следовательно	1	3
137	что бы	1	3
138	в лучшем	2	3
139	того что	2	3
140	одной из	3	3
141	в большинстве	5	3
142	в виде	2	3
143	из них	1	3
144	друг друга	1	3
145	тем что	2	3
146	именно в	1	3
147	не было	2	3
148	и потому	4	3
149	да и	3	3
150	лучшем случае	2	3
151	она может	3	3
152	или в	2	3
153	о котором	2	3
154	и как	8	3
155	ибо в	2	3
156	все они	5	3
157	не есть	6	3
158	из этого	1	3
159	себя как	5	2
160	зависимость от	1	2
161	к данному	1	2
162	и есть	2	2
163	от своей	1	2
164	должна быть	4	2
165	этом направлении	1	2
166	к чему	2	2
167	из всех	1	2
168	но она	2	2
169	на себя	1	2
170	в ней	4	2
171	в таком	3	2
172	время в	1	2
173	вполне и	1	2
174	именно на	1	2
175	по отношению	21	2
176	не просто	1	2
177	помнить что	3	2
178	целый ряд	1	2
179	и наконец	6	2
180	к культуре	1	2
181	но в	4	2
182	не можем	2	2
183	все эти	5	2
184	другом случае	1	2
185	и те	2	2
186	стремиться к	1	2
187	не к	6	2
188	и вот	1	2
189	мы уже	1	2
190	того или	2	2
191	в глазах	1	2
192	на почве	3	2
193	по себе	1	2
194	и тем	3	2
195	ведь в	1	2
196	этого не	1	2
197	нисколько не	1	2
198	в этих	2	2
199	в котором	2	2
200	этой третьей	1	2
201	место в	8	2
202	и более	2	2
203	лежит не	1	2
204	том и	1	2
205	том же	2	2
206	для нее	8	2
207	тому что	1	2
208	она не	2	2
209	каждого отдельного	1	2
210	в таких	2	2
211	культурной жизни	1	2
212	что с	1	2
213	в мировоззрении	1	2
214	для нас	1	2
215	к такому	1	2
216	следовательно и	1	2
217	и является	1	2
218	на которой	1	2
219	в области	11	2
220	к себе	2	2
221	отличается от	2	2
222	и серьезно	1	2
223	и о	5	2
224	культуры и	3	2
225	ясно что	3	2
226	с самим	2	2
227	это только	1	2
228	и должно	3	2
229	настоящее время	1	2
230	и что	2	2
231	от него	3	2
232	к нему	10	2
233	это в	1	2
234	вся эта	1	2
235	отметить что	7	2
236	быть и	1	2
237	этот вопрос	1	2
238	совершенно не	7	2
239	бы ни	1	2
240	уже не	1	2
241	только на	1	2
242	в начале	2	2
243	но совершенно	2	2
244	его и	1	2
245	разных сторон	1	2
246	центр тяжести	2	2
247	ни в	11	2
248	не о	1	2
249	мы можем	6	2
250	только с	1	2
251	в других	4	2
252	даже и	1	2
253	и даже	3	2
254	в некоторых	2	2
255	а не	5	2
256	большинстве случаев	5	2
257	на эту	1	2
258	в частности	2	2
259	так же	1	2
260	ни от	1	2
261	или иного	2	2
262	отношения к	6	2
263	есть и	1	2
264	благодаря этому	1	2
265	но это	3	2
266	но для	1	2
267	работе по	1	2
268	и от	3	2
269	не подлежит	1	2
270	в результате	1	2
271	в настоящее	1	2
272	же дело	1	2
273	с ним	5	2
274	отношении к	1	2
275	тем самым	4	2
276	политическом и	1	1
277	в сфере	1	1
278	и всякому	1	1
279	и действительно	1	1
280	должен быть	2	1
281	культурного творчества	3	1
282	и суть	1	1
283	он может	2	1
284	для политики	1	1
285	тех же	1	1
286	это и	1	1
287	идет о	1	1
288	показать что	2	1
289	но главное	1	1
290	исходит из	1	1
291	противном случае	3	1
292	от которых	1	1
293	к созданию	1	1
294	особенно часто	3	1
295	то самое	1	1
296	и за	1	1
297	также и	3	1
298	их и	2	1
299	есть не	2	1
300	невозможна при	1	1
301	и ничего	1	1
302	не во	2	1
303	in adjecto	3	1
304	это отношение	2	1
305	основании что	1	1
306	которое в	1	1
307	формы в	1	1
308	без всякого	1	1
309	которую можно	1	1
310	своем целом	1	1
311	на них	3	1
312	это направление	1	1
313	столь же	2	1
314	культурной ценности	1	1
315	основанного на	1	1
316	в область	3	1
317	к этому	2	1
318	отказ от	1	1
319	но как	2	1
320	а только	2	1
321	точка зрения	3	1
322	значение и	1	1
323	в общем	1	1
324	оно является	1	1
325	меняется когда	1	1
326	человек может	1	1
327	которые не	1	1
328	в истории	2	1
329	работа в	1	1
330	то чем	1	1
331	в противном	3	1
332	в полном	1	1
333	что по	1	1
334	с понятием	1	1
335	имеет в	1	1
336	и материальными	1	1
337	вот на	1	1
338	которых идет	1	1
339	и психических	1	1
340	в которой	1	1
341	или для	1	1
342	ни один	1	1
343	бы не	2	1
344	что так	1	1
345	возможным все	1	1
346	но ведь	1	1
347	все недостатки	1	1
348	им в	1	1
349	только один	1	1
350	если он	1	1
351	вследствие этого	3	1
352	своим собственным	1	1
353	вообще не	7	1
354	как оно	1	1
355	не могла	1	1
356	не следует	2	1
357	силу и	1	1
358	тем не	3	1
359	творца и	3	1
360	adjecto и	1	1
361	они в	1	1
362	эта последняя	1	1
363	есть та	1	1
364	в принципе	1	1
365	к одному	1	1
366	этого вопроса	1	1
367	войти в	2	1
368	ко всякой	1	1
369	его можно	1	1
370	так например	1	1
371	поскольку она	1	1
372	значительной степени	1	1
373	в одну	1	1
374	подход к	1	1
375	здесь мы	2	1
376	могла бы	1	1
377	целое как	1	1
378	от некоторых	1	1
379	момент и	2	1
380	то есть	46	1
381	себя не	1	1
382	или даже	1	1
383	от степени	1	1
384	входит в	8	1
385	с другими	3	1
386	это не	5	1
387	и мы	1	1
388	борьбе за	1	1
389	этого слова	1	1
390	это положение	1	1
391	но вся	1	1
392	она и	1	1
393	все равно	1	1
394	ли может	1	1
395	в общей	1	1
396	не всегда	6	1
397	нет и	3	1
398	ибо только	2	1
399	в один	1	1
400	не новая	2	1
401	на первый	2	1
402	переносится в	1	1
403	своем стремлении	1	1
404	и без	1	1
405	где мы	1	1
406	от чисто	2	1
407	оказался бы	1	1
408	что вся	1	1
409	никакому сомнению	1	1
410	сделано в	1	1
411	это творение	2	1
412	должны мы	1	1
413	в которых	1	1
414	том основании	1	1
415	и эти	1	1
416	ни было	3	1
417	который мы	1	1
418	вовсе не	2	1
419	же мы	1	1
420	и вся	2	1
421	задачи и	2	1
422	всех их	1	1
423	не менее	4	1
424	его целом	5	1
425	случае эта	1	1
426	до известной	1	1
427	что эта	2	1
428	в психике	6	1
429	и всегда	1	1
430	и проч	28	1
431	ни себя	1	1
432	дело в	2	1
433	на него	3	1
434	в основе	5	1
435	об отдельном	2	1
436	образом в	1	1
437	чтобы стать	4	1
438	идет в	1	1
439	иметь в	1	1
440	та или	1	1
441	того и	1	1
442	найти в	1	1
443	именно с	1	1
444	и весь	2	1
445	таким путем	1	1
446	явление в	1	1
447	бы все	1	1
448	связь и	2	1
449	и теперь	1	1
450	этом отношении	2	1
451	в подобном	1	1
452	однако это	1	1
453	стороны и	1	1
454	есть только	2	1
455	могут быть	5	1
456	в удовлетворении	1	1
457	человека в	2	1
458	как только	3	1
459	слова но	3	1
460	однако для	1	1
461	же самое	2	1
462	должны быть	4	1
463	по возможности	1	1
464	себя только	1	1
465	а ее	2	1
466	в применении	3	1
467	и это	3	1
468	оно может	2	1
469	из всего	1	1
470	как мы	7	1
471	с ее	1	1
472	как не	1	1
473	свою очередь	1	1
474	на нем	1	1
475	всего этого	1	1
476	в ее	4	1
477	только при	2	1
478	языка и	1	1
479	эта задача	1	1
480	в себя	2	1
481	у тех	1	1
482	иной культурной	1	1
483	степени и	2	1
484	что у	1	1
485	так и	5	1
486	мог бы	1	1
487	глубоко и	1	1
488	по сравнению	1	1
489	мы в	3	1
490	деятельности в	1	1
491	культура есть	1	1
492	может в	1	1
493	иное как	1	1
494	движения и	2	1
495	делает возможным	2	1
496	можно сказать	2	1
497	с другой	7	1
498	борьба с	1	1
499	на отдельные	1	1
500	глубоко различны	1	1
501	от них	2	1
502	лишь поскольку	1	1
503	может иметь	5	1
504	происходит в	1	1
505	с себя	1	1
506	обе эти	1	1
507	сомнению что	1	1
508	уже принадлежит	1	1
509	работы по	1	1
510	с ними	4	1
511	на другие	1	1
512	к чисто	1	1
513	воплощения в	1	1
514	они могут	1	1
515	человека с	1	1
516	же ее	1	1
517	ибо его	1	1
518	и у	2	1
519	вопроса о	3	1
520	здесь же	2	1
521	в праве	1	1
522	об отдельных	2	1
523	и других	2	1
524	опасностью и	1	1
525	разума и	1	1
526	в действительном	1	1
527	в известной	3	1
528	даже к	1	1
529	не для	1	1
530	словом на	1	1
531	относится не	1	1
532	ее не	1	1
533	к ним	1	1
534	бытия и	1	1
535	случае не	2	1
536	связано с	1	1
537	чисто технической	2	1
538	принципиально не	4	1
539	требованиям которые	1	1
540	природы и	3	1
541	которые как	1	1
542	связан с	1	1
543	возможной для	1	1
544	чему не	1	1
545	в свои	1	1
546	самого познания	4	1
547	на ее	3	1
548	связаны с	2	1
549	говорить и	2	1
550	оно будет	1	1
551	человека а	1	1
552	к которому	4	1
553	и прежде	5	1
554	создания и	1	1
555	души и	2	1
556	движения в	1	1
557	что не	4	1
558	для решения	1	1
559	создания нового	1	1
560	а на	1	1
561	на этот	1	1
562	которых мы	4	1
563	а наоборот	1	1
564	до конца	1	1
565	не на	5	1
566	власти и	1	1
567	человеческой жизни	1	1
568	с которым	1	1
569	решения вопроса	1	1
570	в связи	2	1
571	хотя ему	1	1
572	особенно когда	1	1
573	связь с	3	1
574	время она	1	1
575	в самой	2	1
576	как это	2	1
577	согласии с	1	1
578	с людьми	1	1
579	по своему	1	1
580	которому оно	1	1
581	смысле этого	1	1
582	применении к	3	1
583	в тот	1	1
584	быть не	1	1
585	или хотя	1	1
586	характера в	1	1
587	необходимый в	1	1
588	не является	3	1
589	известной степени	4	1
590	и методически	1	1
591	что кроме	1	1
592	может но	1	1
593	это как	1	1
594	которая в	1	1
595	ее и	1	1
596	у некоторых	1	1
597	этой действительности	1	1
598	эти попытки	1	1
599	бы в	1	1
600	необходимых для	1	1
601	было только	1	1
602	и все	3	1
603	отношению ко	1	1
604	хотя в	1	1
605	реально не	1	1
606	от ее	2	1
607	может и	4	1
608	а о	1	1
609	в свою	2	1
610	нее являются	1	1
611	о сущности	2	1
612	и отвергнуть	1	1
613	была бы	2	1
614	но можно	2	1
615	виде и	1	1
616	к его	2	1
617	всех других	1	1
618	отношению к	19	1
619	есть то	1	1
620	же может	1	1
621	до степени	2	1
622	для создания	1	1
623	этого и	1	1
624	только она	2	1
625	они не	3	1
