N	2gram	Savitsky_P_1	Vladivir
280	о духовной	1	1
281	в порядке	3	1
282	на пути	4	1
283	мнения о	1	1
284	в других	1	1
285	с ее	1	1
286	нем в	1	1
287	и вселенская	3	1
288	можно говорить	1	1
289	что не	1	1
290	пор пока	1	1
291	из тех	1	1
292	связаны с	1	1
293	в силу	2	1
294	с с	2	1
295	но к	2	1
296	то м	1	1
297	г о	4	1
298	есть нечто	2	1
299	всеми его	1	1
300	теми же	1	1
301	в и	1	1
302	с трудом	1	1
303	в эпоху	1	1
304	в каждом	1	1
305	до которых	1	1
306	друг друга	1	1
307	без того	1	1
308	столь же	3	1
309	в о	7	1
310	одна из	2	1
311	и тем	2	1
312	так же	1	1
313	в церковь	1	1
314	как ни	1	1
315	науке и	1	1
316	не вполне	1	1
317	не нужно	2	1
318	в настоящее	1	1
319	которых не	1	1
320	именно в	2	1
321	с одной	3	1
322	в историческом	1	1
323	к небу	1	1
324	богом и	1	1
325	владимира соловьева	1	1
326	мы можем	1	1
327	поскольку она	1	1
328	бы она	1	1
329	г и	2	1
330	как известно	1	1
331	она не	1	1
332	не просто	1	1
333	многие из	1	1
334	государства и	1	1
335	далеко не	1	1
336	xviii века	1	1
337	конечном торжестве	1	1
338	одной стороны	3	1
339	не как	1	1
340	xix веке	2	1
341	в различных	1	1
342	вопрос о	1	1
343	бы мы	1	1
344	понять в	1	1
345	на две	1	1
346	этих двух	1	1
347	должна заменить	1	1
348	ни к	1	1
349	с которой	1	1
350	мы не	3	1
351	в основном	1	1
352	в некотором	1	1
353	в области	11	1
354	а не	2	1
355	и есть	2	1
356	значительной мере	2	1
357	в ней	6	1
358	и вся	1	1
359	и пр	5	1
360	последние годы	1	1
361	и уже	1	1
362	и более	1	1
363	заключается в	3	1
364	в г	1	1
365	где уже	1	1
366	не могла	1	1
367	за то	1	1
368	и любви	1	1
369	веры в	1	1
370	если бы	4	1
371	именно здесь	1	1
372	что во	1	1
373	об отношении	1	1
374	мысль о	2	1
375	пути в	2	1
376	литературы и	1	1
377	тех пор	1	1
378	связь между	1	1
379	сын ее	1	1
380	все существующее	1	1
381	не есть	1	1
382	в данном	1	1
383	что если	1	1
