N	2gram	Tiupa_Lite_1	Russkaja
196	свое собственное	3	2
197	к себе	3	2
198	отличается от	1	2
199	для себя	5	2
200	и о	1	2
201	культуры и	1	2
202	во главе	1	2
203	с самим	1	2
204	в борьбе	1	2
205	и что	1	2
206	от него	1	2
207	к нему	1	2
208	совершенно не	1	2
209	бы ни	1	2
210	их не	2	2
211	по этому	2	2
212	уже не	7	2
213	только на	2	2
214	в начале	1	2
215	не так	1	2
216	представить себе	1	2
217	не о	1	2
218	мы можем	1	2
219	только с	1	2
220	и даже	3	2
221	а с	1	2
222	в некоторых	1	2
223	а не	16	2
224	большинстве случаев	1	2
225	на эту	1	2
226	в частности	15	2
227	общественной жизни	1	2
228	этом и	1	2
229	но для	1	2
230	если не	1	2
231	и от	1	2
232	не подлежит	1	2
233	и однако	1	2
234	не должен	3	2
235	отношении к	1	2
236	на это	2	2
237	и состоит	1	2
238	пути к	1	2
239	тем самым	5	2
240	в сфере	3	1
241	должен быть	2	1
242	того же	2	1
243	тех же	3	1
244	к своей	2	1
245	идет о	1	1
246	общественном сознании	1	1
247	показать что	1	1
248	ту же	2	1
249	свое место	1	1
250	можно лишь	1	1
251	исходит из	3	1
252	этому пути	1	1
253	со своей	1	1
254	в зависимости	1	1
255	то самое	1	1
256	и за	1	1
257	также и	3	1
258	лишь тогда	1	1
259	есть не	1	1
260	от всякой	2	1
261	мы не	1	1
262	же как	1	1
263	русской культуре	1	1
264	не была	1	1
265	в сущности	2	1
266	в полной	1	1
267	которое в	1	1
268	и россии	1	1
269	разумеется не	1	1
270	столько же	1	1
271	он был	1	1
272	не был	1	1
273	столь же	4	1
274	что его	3	1
275	к этому	1	1
276	отказ от	7	1
277	но как	1	1
278	а только	2	1
279	в общем	1	1
280	очевидно что	1	1
281	отказом от	1	1
282	себя вне	1	1
283	для культуры	1	1
284	из таких	1	1
285	культуре в	1	1
286	первый взгляд	1	1
287	в одной	1	1
288	внутри себя	1	1
289	перед нами	1	1
290	для которой	1	1
291	имеет в	1	1
292	этой цели	2	1
293	оградить себя	1	1
294	еще на	1	1
295	в которой	1	1
296	себя к	1	1
297	бы не	3	1
298	своей самобытной	1	1
299	что к	1	1
300	всякий культурный	1	1
301	то и	2	1
302	тому же	2	1
303	в жертву	1	1
304	вследствие этого	1	1
305	вообще возможно	1	1
306	тем не	2	1
307	расы в	1	1
308	а скорее	1	1
309	от которого	1	1
310	же это	2	1
311	в принципе	3	1
312	к одному	1	1
313	прочим и	1	1
314	общей для	2	1
315	постольку поскольку	1	1
316	но дело	1	1
317	так например	1	1
318	но все	1	1
319	значительной степени	1	1
320	в одну	1	1
321	подход к	1	1
322	для всей	2	1
323	тем же	3	1
324	об этой	1	1
325	и неизбежно	1	1
326	а по	1	1
327	полной мере	1	1
328	то есть	6	1
329	в будущее	1	1
330	не умеет	1	1
331	его личности	1	1
332	это не	4	1
333	которая как	1	1
334	и мы	1	1
335	практически не	1	1
336	чаще всего	1	1
337	в жизни	6	1
338	психологической личности	1	1
339	следует считаться	1	1
340	не всегда	1	1
341	жизни но	1	1
342	как сказано	2	1
343	иначе говоря	1	1
344	такой же	1	1
345	в один	1	1
346	не сам	2	1
347	и того	2	1
348	от культуры	1	1
349	одного и	1	1
350	перед собой	1	1
351	на первый	1	1
352	бы на	2	1
353	свое назначение	1	1
354	от своего	2	1
355	и культуры	2	1
356	средства воздействия	1	1
357	в советской	1	1
358	не столько	5	1
359	на свою	1	1
360	из нового	1	1
361	в которых	1	1
362	ко всему	2	1
363	превратиться в	1	1
364	по крайней	1	1
365	ни было	1	1
366	вовсе не	1	1
367	даже в	2	1
368	освободиться от	2	1
369	если и	1	1
370	не менее	7	1
371	самого начала	1	1
372	и всегда	1	1
373	дело в	3	1
374	ее с	1	1
375	к новым	1	1
376	у кого	1	1
377	на него	1	1
378	в основе	3	1
379	о полном	1	1
380	отличное от	1	1
381	иметь в	1	1
382	но только	1	1
383	казалось бы	5	1
384	более что	1	1
385	и сама	1	1
386	чем ближе	1	1
387	этом отношении	2	1
388	личности к	1	1
389	или иных	1	1
390	вот в	1	1
391	и укрепления	1	1
392	только от	1	1
393	могут быть	2	1
394	человека в	1	1
395	однако для	1	1
396	всего в	3	1
397	страдает и	1	1
398	что при	1	1
399	быть назван	1	1
400	как мы	1	1
401	ценностями но	1	1
402	но по	1	1
403	с ее	1	1
404	свою очередь	1	1
405	но при	2	1
406	к общему	2	1
407	людей в	1	1
408	в ее	1	1
409	только при	1	1
410	не могло	2	1
411	мысль о	1	1
412	и логически	1	1
413	только то	2	1
414	в себя	2	1
415	с самого	1	1
416	самое себя	1	1
417	иной культурной	1	1
418	роль в	2	1
419	так и	4	1
420	его жизни	1	1
421	жизнь а	1	1
422	больше в	1	1
423	собой в	1	1
424	мог бы	1	1
425	таковы что	1	1
426	мы в	2	1
427	быть может	1	1
428	в эпоху	1	1
429	деятельности в	4	1
430	в состав	1	1
431	другом месте	1	1
432	и внутреннее	1	1
433	никак не	1	1
434	является обязательной	1	1
435	одного из	3	1
436	можно сказать	1	1
437	в различных	1	1
438	с другой	3	1
439	борьба с	1	1
440	подлежит сомнению	1	1
441	а во	1	1
442	под именем	1	1
443	каждого элемента	1	1
444	воздействия на	2	1
445	от них	1	1
446	крайней мере	1	1
447	интеллигенции и	1	1
448	по своей	3	1
449	один из	3	1
450	оно и	1	1
451	поэтому для	1	1
452	положение в	1	1
453	не идет	1	1
454	может оказаться	1	1
455	самом и	1	1
456	тот или	1	1
457	же и	3	1
458	в сторону	1	1
459	и у	1	1
460	если мы	1	1
461	или не	1	1
462	борьбы с	1	1
463	а то	1	1
464	и других	1	1
465	тем сильнее	1	1
466	за ним	1	1
467	мы знаем	1	1
468	к мысли	1	1
469	которая может	1	1
470	не для	1	1
471	от тех	2	1
472	это именно	1	1
473	и будет	1	1
474	отдельного человека	1	1
475	превращается в	2	1
476	бы это	1	1
477	этой задачи	1	1
478	из двух	1	1
479	не поддается	1	1
480	хоть и	1	1
481	каждый человек	1	1
482	человека а	1	1
483	в странах	1	1
484	и прежде	3	1
485	этом есть	1	1
486	на чем	1	1
487	еще и	3	1
488	что не	2	1
489	без особых	1	1
490	европы но	1	1
491	а на	1	1
492	а за	1	1
493	до конца	1	1
494	всей русской	2	1
495	не на	2	1
496	однако и	1	1
497	понятие о	1	1
498	именно так	2	1
499	душевной жизни	1	1
500	в связи	4	1
501	к сознанию	1	1
502	о себе	4	1
503	есть общая	1	1
504	а вы	2	1
505	но особенно	1	1
506	как это	8	1
507	существенное изменение	1	1
508	речь не	1	1
509	многих случаях	1	1
510	именует себя	1	1
511	эту мысль	1	1
512	с собственным	1	1
513	в состоянии	1	1
514	быть не	1	1
515	с этой	5	1
516	и некоторые	1	1
517	поэтому что	1	1
518	между прочим	1	1
519	ничего кроме	2	1
520	тех или	1	1
521	не является	2	1
522	с враждебными	1	1
523	при таком	1	1
524	это как	2	1
525	которая в	2	1
526	своей собственной	2	1
527	тот кто	1	1
528	в отдельных	1	1
529	особых объяснений	1	1
530	оказались бы	1	1
531	тем более	2	1
532	не будучи	1	1
533	и все	1	1
534	отношению ко	1	1
535	на роль	2	1
536	от ее	1	1
537	нами не	1	1
538	может и	1	1
539	в свою	1	1
540	с ней	1	1
541	была бы	1	1
542	игру в	1	1
543	отношению к	2	1
544	этот последний	1	1
545	ни на	1	1
546	и культуре	1	1
547	т.е как	1	1
548	можно назвать	1	1
549	том числе	1	1
550	они не	1	1
