N	2gram	Ircho_Kome_3	StatiiOP
118	в этих	1	3
119	одном из	1	3
120	но он	1	3
121	не менее	5	3
122	на рубеже	1	3
123	что эта	2	3
124	в обоих	1	3
125	самого начала	4	3
126	что ему	2	3
127	одной из	3	3
128	не могло	1	3
129	никогда не	3	3
130	на себя	4	3
131	и по	1	3
132	тем что	5	3
133	у меня	1	3
134	с самого	4	3
135	в образе	2	3
136	за то	2	3
137	и здесь	4	3
138	на вопрос	2	3
139	в пользу	1	3
140	молодой женщины	1	3
141	должно было	3	3
142	материал для	1	3
143	вот что	1	3
144	так что	6	3
145	ни одного	1	3
146	всяком случае	3	3
147	т п	4	3
148	обращает на	1	3
149	что на	1	3
150	и даже	3	3
151	а с	1	3
152	до конца	4	3
153	появления в	1	3
154	так же	4	3
155	относятся к	1	3
156	другой стороны	2	3
157	не является	4	3
158	отношении к	1	3
159	во всяком	3	3
160	в силе	1	2
161	в рукописи	2	2
162	по адресу	1	2
163	того же	6	2
164	такое же	2	2
165	тем же	3	2
166	из его	2	2
167	то же	7	2
168	для своего	1	2
169	действующего лица	1	2
170	в числе	1	2
171	пребывания в	2	2
172	это время	1	2
173	при сравнении	1	2
174	бы то	2	2
175	с его	3	2
176	за него	1	2
177	в комментариях	1	2
178	отличие от	2	2
179	нет и	4	2
180	что они	2	2
181	на то	3	2
182	к сожалению	1	2
183	и я	2	2
184	в истории	1	2
185	в одной	1	2
186	и как	1	2
187	более или	1	2
188	все эти	1	2
189	выражение в	1	2
190	в этой	3	2
191	в себе	4	2
192	и те	1	2
193	как он	3	2
194	на его	2	2
195	сцену в	1	2
196	больше всего	1	2
197	в статье	1	2
198	при этом	7	2
199	если бы	8	2
200	тем не	3	2
201	не к	1	2
202	полемики с	1	2
203	том же	1	2
204	то ни	3	2
205	а затем	2	2
206	конечно в	1	2
207	не дает	4	2
208	его в	8	2
209	это было	1	2
210	к власти	1	2
211	которая была	1	2
212	в это	1	2
213	как и	3	2
214	несмотря на	4	2
215	или менее	1	2
216	которую он	2	2
217	себя внимание	1	2
218	в отношении	4	2
219	в №	1	2
220	с точки	3	2
221	в отличие	1	2
222	что я	1	2
223	времени не	1	2
224	в устах	1	2
225	и вся	1	2
226	что с	2	2
227	в то	6	2
228	дело не	2	2
229	не имеет	3	2
230	и теперь	1	2
231	не может	3	2
232	не по	7	2
233	в области	2	2
234	чтобы сделать	1	2
235	на это	3	2
236	и это	2	2
237	меня в	1	2
238	в ее	3	2
239	два года	1	2
240	полное право	1	2
241	этому поводу	1	2
242	и сам	5	2
243	особенно в	1	2
244	свое мнение	1	2
245	во многом	1	2
246	к первому	1	2
247	он был	4	2
248	а также	2	2
249	никак не	1	2
250	что и	8	2
251	которой в	1	2
252	чем он	1	2
253	тоже по	1	2
254	в какой	3	2
255	только в	1	2
256	по этому	1	2
257	свидетельствуют о	1	2
258	раз в	2	2
259	очевидно что	1	2
260	в конце	7	2
261	так как	11	2
262	может быть	6	2
263	в них	3	2
264	лет до	2	2
265	со стороны	11	2
266	и речи	4	2
267	тем у	1	2
268	о своей	1	2
269	ему не	3	2
270	с той	1	2
271	говорит о	1	2
272	в некоторых	1	2
273	на этот	3	2
274	не на	1	2
275	если не	3	2
276	эти слова	1	2
277	и потому	1	2
278	как это	5	2
279	отрывок из	2	2
280	шесть лет	1	2
281	к своему	2	2
282	по своему	3	2
283	такого рода	1	2
284	в тех	1	2
285	из этой	2	2
286	по существу	2	2
287	с этой	3	2
288	ко времени	1	2
289	это был	1	2
290	в результате	2	2
291	а к	1	2
292	не должен	1	2
293	совершенно открыто	1	2
294	только что	7	2
295	во время	6	2
296	ни было	2	2
297	сказать что	1	2
298	совершенно не	2	2
299	уже после	1	2
300	они не	1	2
301	строчек из	1	1
302	с жизнью	1	1
303	трагедии и	2	1
304	всего это	1	1
305	перемена в	1	1
306	в первом	1	1
307	отношения между	1	1
308	и до	1	1
309	для понимания	2	1
310	в зависимости	1	1
311	могут найти	1	1
312	той же	1	1
313	из всех	2	1
314	мы не	2	1
315	чем ты	1	1
316	в сущности	2	1
317	говорить о	3	1
318	все известные	1	1
319	на тему	1	1
320	в изложении	1	1
321	к началу	3	1
322	из того	3	1
323	ни малейшего	3	1
324	не совсем	2	1
325	можно предполагать	2	1
326	сюжетной ситуации	2	1
327	еще не	6	1
328	на них	3	1
329	и отец	2	1
330	он сам	1	1
331	со словами	1	1
332	сам а	1	1
333	узнав о	3	1
334	в чем	1	1
335	конечно это	1	1
336	вполне возможно	2	1
337	чтобы утверждать	1	1
338	сомневаться что	1	1
339	малейшего намека	1	1
340	драматический характер	1	1
341	но как	1	1
342	что дал	1	1
343	в сторону	1	1
344	ответ на	1	1
345	по отношению	5	1
346	в комедии	10	1
347	отношение к	5	1
348	себе и	1	1
349	тут же	4	1
350	себе отчет	1	1
351	г здесь	1	1
352	первые десятилетия	1	1
353	отличаются от	1	1
354	в поисках	1	1
355	более чем	5	1
356	если она	1	1
357	независимо от	1	1
358	и представляют	1	1
359	отрывках из	1	1
360	что касается	2	1
361	и монолог	1	1
362	еще больше	3	1
363	когда он	4	1
364	целый ряд	2	1
365	чтобы показать	1	1
366	и хотя	2	1
367	непосредственно из	1	1
368	для которого	1	1
369	к другому	1	1
370	так или	2	1
371	представляет собой	3	1
372	в ответ	1	1
373	из этих	1	1
374	что к	4	1
375	им в	1	1
376	и тот	3	1
377	зависимости от	1	1
378	только один	2	1
379	говорят о	1	1
380	плод недоразумения	1	1
381	и если	2	1
382	что она	4	1
383	а то	1	1
384	и сыну	1	1
385	от которого	1	1
386	еще раньше	1	1
387	которой не	1	1
388	себя да	1	1
389	и еще	3	1
390	в первую	1	1
391	эта последняя	1	1
392	в понимании	1	1
393	к одному	1	1
394	не как	2	1
395	найдет в	1	1
396	на совершенно	1	1
397	мало того	1	1
398	свое время	1	1
399	но вместе	1	1
400	прошлого века	1	1
401	его от	2	1
402	на этом	1	1
403	достаточного материала	1	1
404	отрывке из	1	1
405	значение в	1	1
406	те же	1	1
407	говорил что	1	1
408	а по	5	1
409	что монолог	1	1
410	обоих случаях	1	1
411	первую очередь	1	1
412	с другими	2	1
413	отчет в	1	1
414	известно что	1	1
415	роль в	2	1
416	и тем	1	1
417	еще одно	2	1
418	для них	1	1
419	позволяет ему	1	1
420	нет в	1	1
421	зная о	1	1
422	на основании	2	1
423	мы располагаем	1	1
424	на своего	1	1
425	на пир	1	1
426	в развитии	2	1
427	можно считать	1	1
428	такой же	1	1
429	над его	2	1
430	отрывков из	1	1
431	еще раз	1	1
432	вопроса об	1	1
433	но если	3	1
434	от своего	1	1
435	и их	1	1
436	почти за	1	1
437	против его	1	1
438	это делает	1	1
439	в город	1	1
440	место в	1	1
441	его современников	1	1
442	представление о	2	1
443	то его	1	1
444	были известны	1	1
445	вышел из	1	1
446	вплоть до	2	1
447	сам же	1	1
448	такую же	1	1
449	обмен репликами	1	1
450	это дело	1	1
451	как видим	2	1
452	намека на	1	1
453	в третье	1	1
454	весь в	1	1
455	она не	2	1
456	виду что	1	1
457	принадлежат к	1	1
458	к новым	1	1
459	кого из	1	1
460	на него	4	1
461	тех пор	3	1
462	в основе	2	1
463	и снова	1	1
464	о них	1	1
465	больше нравится	1	1
466	он с	1	1
467	смысл его	1	1
468	больше чем	2	1
469	и без	2	1
470	же время	5	1
471	и лишь	1	1
472	таким путем	1	1
473	к концу	2	1
474	к ней	8	1
475	предполагать что	1	1
476	не похож	1	1
477	пор они	1	1
478	прежде чем	3	1
479	в текст	1	1
480	одному и	1	1
481	и уходит	1	1
482	ведут в	1	1
483	в бою	1	1
484	предположение о	1	1
485	свое собственное	1	1
486	вспоминать о	1	1
487	уже о	1	1
488	в городе	1	1
489	нет ни	2	1
490	не могут	2	1
491	он и	2	1
492	похож на	1	1
493	ему все	1	1
494	не отдавать	1	1
495	а что	1	1
496	слова с	1	1
497	полным правом	1	1
498	что при	1	1
499	отказаться от	2	1
500	находясь в	1	1
501	как мы	2	1
502	в свое	2	1
503	что все	1	1
504	свою очередь	6	1
505	здесь не	2	1
506	без всякого	2	1
507	если до	1	1
508	лица не	1	1
509	х годов	2	1
510	то время	2	1
511	в пределах	2	1
512	и совершенно	1	1
513	iii в	6	1
514	с собой	1	1
515	можно было	2	1
516	не так	3	1
517	не с	2	1
518	есть также	1	1
519	в различном	1	1
520	здесь нет	4	1
521	на которую	1	1
522	которые он	1	1
523	найти в	1	1
524	и успехом	1	1
525	она была	2	1
526	по тому	2	1
527	не были	1	1
528	по сравнению	2	1
529	возможно что	3	1
530	жанра в	1	1
531	и всякого	1	1
532	в эпоху	2	1
533	отрицать что	1	1
534	хотя это	2	1
535	в построении	1	1
536	быть ни	1	1
537	середины х	1	1
538	с полным	3	1
539	действия но	1	1
540	именно потому	2	1
541	образа мыслей	1	1
542	из рук	1	1
543	столь же	3	1
544	и ему	1	1
545	настоящее время	1	1
546	одного из	3	1
547	можно сказать	1	1
548	и во	2	1
549	не дал	1	1
550	или иначе	2	1
551	лет спустя	1	1
552	от них	1	1
553	только после	1	1
554	во втором	1	1
555	но нет	1	1
556	нуждается в	2	1
557	мне представляется	1	1
558	положение вещей	2	1
559	но столь	1	1
560	в середине	1	1
561	построении образов	1	1
562	все время	2	1
563	друзей и	1	1
564	для самого	1	1
565	оказался в	2	1
566	стиха и	1	1
567	конце концов	2	1
568	не зная	3	1
569	по содержанию	1	1
570	ни к	1	1
571	из пяти	1	1
572	казалось что	1	1
573	не случайно	1	1
574	один из	3	1
575	в двух	3	1
576	тот же	2	1
577	места в	1	1
578	речи о	4	1
579	всю свою	1	1
580	отцу и	1	1
581	близкое к	1	1
582	до нас	4	1
583	он уже	1	1
584	который в	3	1
585	по мнению	2	1
586	к числу	1	1
587	которых в	1	1
588	из iii	1	1
589	это же	1	1
590	а после	1	1
591	том чтобы	1	1
592	не будет	2	1
593	внимание что	1	1
594	конечно не	3	1
595	да еще	1	1
596	уже в	2	1
597	была им	1	1
598	только на	1	1
599	больше не	1	1
600	со временем	3	1
601	ее из	1	1
602	г и	2	1
603	аналогий с	1	1
604	это обстоятельство	3	1
605	одно из	1	1
606	себе в	3	1
607	не находит	1	1
608	в известной	2	1
609	это предположение	1	1
610	а в	7	1
611	среди которых	3	1
612	не о	3	1
613	может служить	1	1
614	мы можем	3	1
615	как его	1	1
616	у него	4	1
617	следует понимать	1	1
618	в руки	2	1
619	в каждом	1	1
620	без внимания	1	1
621	в семью	1	1
622	этот счет	1	1
623	представляют собой	2	1
624	е в	2	1
625	с общим	1	1
626	с возмущением	1	1
627	даже не	3	1
628	а на	2	1
629	за пределы	2	1
630	что человек	1	1
631	уходит в	1	1
632	себя и	2	1
633	в живых	1	1
634	что для	2	1
635	без проверки	1	1
636	близко к	1	1
637	v в	1	1
638	на которых	1	1
639	из наиболее	1	1
640	ничем не	4	1
641	в ту	1	1
642	с которым	1	1
643	в руках	1	1
644	у современников	1	1
645	конечно на	1	1
646	из последних	1	1
647	что из	1	1
648	жизнь в	1	1
649	в связи	4	1
650	брат и	1	1
651	было в	1	1
652	именно поэтому	1	1
653	при его	1	1
654	основу сюжета	1	1
655	общего с	1	1
656	на правах	1	1
657	о возможности	1	1
658	в изображении	2	1
659	сравнению с	2	1
660	в главном	1	1
661	ли ты	1	1
662	целый год	1	1
663	да и	1	1
664	скорее наоборот	1	1
665	говоря уже	1	1
666	бы его	1	1
667	жизни в	1	1
668	на свете	1	1
669	быть не	1	1
670	душа моя	1	1
671	и тому	1	1
672	не испытывал	2	1
673	на пути	1	1
674	этом случае	2	1
675	впрочем не	1	1
676	на своем	1	1
677	этом вопросе	1	1
678	его отца	2	1
679	этом и	1	1
680	и недостатки	1	1
681	слышится в	1	1
682	нисколько не	3	1
683	при всем	2	1
684	писал в	1	1
685	пользовался не	1	1
686	является ли	2	1
687	и для	4	1
688	и сами	1	1
689	составу и	1	1
690	ли в	2	1
691	также целый	1	1
692	и от	1	1
693	т а	1	1
694	котором он	1	1
695	или в	1	1
696	в настоящее	1	1
697	по инициативе	1	1
698	к одной	2	1
699	то не	1	1
700	иначе в	1	1
701	для нас	1	1
702	и все	2	1
703	отметить еще	1	1
704	сцене не	1	1
705	бы он	3	1
706	так называемых	1	1
707	бы в	4	1
708	все они	1	1
709	не выдерживает	1	1
710	сюжету и	1	1
711	в свою	7	1
712	к самому	1	1
713	к какому	1	1
714	между ними	2	1
715	не говоря	1	1
716	имеет ничего	1	1
717	обычно не	1	1
718	к его	1	1
719	но этот	1	1
720	едва ли	7	1
721	момент на	1	1
722	отношению к	3	1
723	из этого	2	1
724	этой сцены	1	1
725	в голову	1	1
726	около г	3	1
727	которым они	1	1
728	жизни и	1	1
729	пути к	1	1
730	к этой	2	1
731	в своих	2	1
732	я могу	1	1
733	можно назвать	1	1
734	в таком	2	1
735	все что	3	1
736	том числе	1	1
737	ничего общего	1	1
