N	2gram	Propp_Isto_4	Analitik
373	в своего	1	1
374	этот переход	1	1
375	случае с	1	1
376	природа этого	1	1
377	героя из	1	1
378	указывает на	4	1
379	что при	1	1
380	и тогда	1	1
381	словно по	1	1
382	в виду	1	1
383	здесь также	1	1
384	сохраняет свою	1	1
385	встреча с	1	1
386	в совершенно	1	1
387	слова а	1	1
388	в образе	3	1
389	с собой	5	1
390	связан с	3	1
391	веры в	1	1
392	наше внимание	1	1
393	с героем	1	1
394	в последней	1	1
395	классический пример	1	1
396	о нем	1	1
397	и здесь	5	1
398	в другом	5	1
399	на вопрос	3	1
400	таков например	2	1
401	но мы	3	1
402	и что	5	1
403	не ту	1	1
404	близки к	1	1
405	говорилось о	1	1
406	все его	1	1
407	к нему	6	1
408	путь к	1	1
409	или иначе	1	1
410	от них	2	1
411	данного текста	1	1
412	героя он	2	1
413	мире так	1	1
414	не будучи	1	1
415	врывается в	1	1
416	что здесь	7	1
417	верой в	1	1
418	мы видим	6	1
419	тот же	1	1
420	в основном	1	1
421	хотя бы	2	1
422	вступление в	1	1
423	к их	1	1
424	одни и	1	1
425	человека с	3	1
426	этот вопрос	2	1
427	уже в	2	1
428	то и	1	1
429	в начале	1	1
430	мотивов в	1	1
431	как вы	1	1
432	его и	2	1
433	пока не	1	1
434	представить себе	1	1
435	так как	9	1
436	к ним	2	1
437	себе и	1	1
438	не говорит	2	1
439	героя а	2	1
440	к совершенно	1	1
441	который не	1	1
442	как у	1	1
443	на ее	1	1
444	нельзя сказать	1	1
445	с мотивом	1	1
446	что тот	1	1
447	с небом	1	1
448	персонажа и	1	1
449	обратиться к	1	1
450	его из	1	1
451	у меня	1	1
452	зависит от	1	1
453	понимать как	1	1
454	ниже в	2	1
455	долгое время	1	1
456	объединены в	1	1
457	хотя он	1	1
458	прямо на	1	1
459	в связи	2	1
460	форма этого	1	1
461	себя за	1	1
462	до этого	1	1
463	например если	1	1
464	это своего	1	1
465	тексте упоминаются	1	1
466	власти над	3	1
467	это приводит	3	1
468	ты в	2	1
469	в тех	4	1
470	и всей	1	1
471	для человека	1	1
472	человек всегда	1	1
473	с тремя	1	1
474	или выражаясь	1	1
475	исходя из	1	1
476	довольно много	1	1
477	и там	2	1
478	что же	1	1
479	с этой	2	1
480	человека который	1	1
481	на которой	2	1
482	скажем в	1	1
483	между прочим	2	1
484	получает от	1	1
485	естественно не	1	1
486	я от	1	1
487	с этими	2	1
488	перед нами	3	1
489	это явление	1	1
490	случае он	1	1
491	роль при	1	1
492	случаях когда	3	1
493	то можно	1	1
494	сколько бы	1	1
495	как на	1	1
496	показать как	1	1
497	для нас	3	1
498	от него	2	1
499	здесь по	1	1
500	или нет	1	1
501	к этой	3	1
502	тем более	1	1
503	и как	5	1
504	мы должны	5	1
505	ни к	1	1
506	будто бы	1	1
507	но это	3	1
508	только что	3	1
509	силы в	1	1
510	же в	3	1
511	к ее	1	1
512	по которой	1	1
513	не что	3	1
514	в отдельности	2	1
515	что ты	1	1
516	самое что	1	1
517	на это	2	1
518	собой лишь	1	1
519	героя как	1	1
520	это в	1	1
521	точно так	5	1
