N	2gram	Berdyaev_M_1	KFilosof
201	смысле в	2	2
202	и мы	2	2
203	он ни	2	2
204	весь мир	1	2
205	в жизни	3	2
206	кажется что	1	2
207	моего сознания	1	2
208	с тем	9	2
209	знает и	1	2
210	есть его	1	2
211	и эти	1	2
212	войти в	1	2
213	этот мир	2	2
214	что есть	5	2
215	мышления и	1	2
216	того чтобы	2	2
217	не нужен	1	2
218	в области	1	2
219	не потому	1	2
220	бытия не	1	2
221	к себе	1	2
222	и именно	1	2
223	вокруг него	1	2
224	его с	2	2
225	бы он	1	2
226	оно не	1	2
227	можно и	1	2
228	на нем	1	2
229	и когда	2	2
230	жизнь и	1	2
231	может не	2	2
232	и та	1	2
233	своей истории	1	2
234	нем не	2	2
235	которой все	2	2
236	и она	2	2
237	в него	3	2
238	что только	1	2
239	что он	10	2
240	философии но	2	2
241	него и	2	2
242	его и	1	2
243	себе а	1	2
244	будет ли	1	2
245	себя и	3	2
246	прежде всего	10	2
247	он и	2	2
248	есть момент	1	2
249	если не	1	2
250	и потому	10	2
251	подхода к	1	2
252	его на	1	2
253	знать что	1	2
254	это есть	3	2
255	быть не	2	2
256	в это	1	2
257	которой он	1	2
258	человек и	6	2
259	еще более	1	2
260	ни к	1	2
261	потому что	16	2
262	но всегда	1	2
263	отношении к	2	2
264	его к	1	2
265	но этот	1	2
266	нравственной философии	1	2
267	и эта	1	2
268	к этому	2	2
269	мира его	1	1
270	смысле слова	4	1
271	ту же	1	1
272	также и	2	1
273	человека и	14	1
274	и через	1	1
275	и до	1	1
276	вокруг человека	1	1
277	в зависимости	1	1
278	отношения к	4	1
279	мы уже	1	1
280	его не	3	1
281	из всех	1	1
282	есть единственное	2	1
283	содержания предмета	1	1
284	не была	3	1
285	имеет смысла	1	1
286	котором не	2	1
287	бы ни	1	1
288	и ее	1	1
289	движении в	5	1
290	и он	12	1
291	стороны его	1	1
292	мысли и	2	1
293	не был	7	1
294	нему подхода	1	1
295	и мира	3	1
296	за тобой	1	1
297	и всякий	1	1
298	человека его	3	1
299	в истории	2	1
300	более чем	1	1
301	с этим	3	1
302	такова же	1	1
303	и наконец	1	1
304	и к	2	1
305	в каком-то	1	1
306	и свою	1	1
307	в этот	2	1
308	вокруг этой	1	1
309	за собой	2	1
310	человек со	1	1
311	в самом	11	1
312	светом и	1	1
313	в которой	6	1
314	есть для	1	1
315	и принять	1	1
316	это единственная	1	1
317	смысл мира	1	1
318	ее как	1	1
319	в мышлении	1	1
320	если он	5	1
321	люди а	1	1
322	зрения его	1	1
323	этот процесс	3	1
324	с чем	1	1
325	что она	1	1
326	мире все	1	1
327	сказать в	1	1
328	для моего	1	1
329	было с	2	1
330	страшная и	1	1
331	нее и	1	1
332	не к	4	1
333	отношений между	1	1
334	остается лишь	2	1
335	его от	1	1
336	в содержание	1	1
337	и по	4	1
338	на этом	3	1
339	все с	1	1
340	конца и	1	1
341	значительной степени	1	1
342	подход к	1	1
343	же не	1	1
344	что мир	1	1
345	том случае	1	1
346	об этом	1	1
347	и с	3	1
348	и чтобы	1	1
349	своеобразный мир	1	1
350	имеет с	1	1
351	то есть	3	1
352	это было	1	1
353	который и	2	1
354	сознание может	1	1
355	не совпадает	1	1
356	связанная с	1	1
357	всю свою	1	1
358	к миру	2	1
359	должен был	4	1
360	делает его	1	1
361	и рядом	1	1
362	все границы	1	1
363	были в	1	1
364	всю жизнь	4	1
365	одна и	1	1
366	чем в	2	1
367	данте и	1	1
368	эти миры	1	1
369	не мог	3	1
370	лучше всего	1	1
371	в этих	4	1
372	от своего	1	1
373	и тут	1	1
374	еще менее	1	1
375	он должен	3	1
376	всяком случае	1	1
377	вживания в	1	1
378	она в	1	1
379	и вокруг	1	1
380	все и	1	1
381	цели и	1	1
382	не от	1	1
383	в моей	1	1
384	не путем	1	1
385	сам же	1	1
386	исключительно на	1	1
387	но он	9	1
388	но во	1	1
389	творчества и	1	1
390	в философии	1	1
391	есть всегда	1	1
392	человека но	4	1
393	если и	1	1
394	в отношении	1	1
395	этом смысл	1	1
396	с которой	2	1
397	она не	4	1
398	мире лишь	1	1
399	в содержании	1	1
400	что ему	1	1
401	мысли в	1	1
402	мира нет	1	1
403	его есть	2	1
404	не могло	1	1
405	трудно бывает	1	1
406	все свои	1	1
407	ко злу	1	1
408	жизни не	1	1
409	человека за	1	1
410	находятся в	1	1
411	действительно в	1	1
412	по своей	2	1
413	такая же	1	1
414	мире и	1	1
415	и мысли	1	1
416	к этим	2	1
417	его он	1	1
418	в движении	3	1
419	у меня	1	1
420	существенно для	1	1
421	только от	1	1
422	которых он	4	1
423	есть только	2	1
424	человеческое для	1	1
425	и всех	1	1
426	зависимости от	1	1
427	отличается от	2	1
428	всего в	2	1
429	к тому	3	1
430	созерцания и	1	1
431	всего что	2	1
432	же оказывается	1	1
433	него как	2	1
434	всегда в	1	1
435	отпущены на	1	1
436	и о	1	1
437	разных точек	1	1
438	человеку в	1	1
439	человек а	1	1
440	и от	2	1
441	можно сделать	1	1
442	уже с	1	1
443	приводит к	2	1
444	на том	3	1
445	иной мир	4	1
446	с собой	3	1
447	особенно в	3	1
448	живет в	2	1
449	мог бы	4	1
450	и каждый	1	1
451	этой мысли	1	1
452	подойти к	1	1
453	который я	1	1
454	бы признать	1	1
455	поэтому в	1	1
456	и даже	1	1
457	нет человека	2	1
458	в мою	1	1
459	находится в	1	1
460	каждый раз	1	1
461	на все	1	1
462	мир мир	1	1
463	но к	1	1
464	с разных	2	1
465	не стоит	1	1
466	она всегда	1	1
467	ли она	2	1
468	любви к	7	1
469	в значительной	1	1
470	и во	2	1
471	а во	1	1
472	все в	6	1
473	к добру	2	1
474	от них	1	1
475	переходит в	15	1
476	лишь пассивный	1	1
477	противоречия и	1	1
478	но нет	1	1
479	понять его	2	1
480	это лишь	1	1
481	и можно	1	1
482	вообще и	1	1
483	даже для	1	1
484	человека как	2	1
485	к ней	4	1
486	есть что	1	1
487	значит что	4	1
488	один из	4	1
489	или нет	1	1
490	ее уже	1	1
491	мы видим	2	1
492	небо и	4	1
493	одной из	1	1
494	и кажется	1	1
495	же я	1	1
496	это очень	3	1
497	своего свободного	1	1
498	роковым для	1	1
499	нем нет	1	1
500	же и	1	1
501	возможны лишь	1	1
502	отрешенный от	1	1
503	есть признание	1	1
504	мир и	1	1
505	философии религии	2	1
506	него осталась	1	1
507	в душе	1	1
508	него все	1	1
509	только одно	3	1
510	и небо	1	1
511	мир не	2	1
512	него нет	1	1
513	одно из	3	1
514	истории для	1	1
515	христа в	5	1
516	себе в	1	1
517	и последняя	2	1
518	никто не	2	1
519	ведь это	2	1
520	мир так	1	1
521	наше время	1	1
522	ценность в	1	1
523	говорить об	1	1
524	которого все	2	1
525	так как	3	1
526	ее не	1	1
527	к человеку	9	1
528	и никогда	1	1
529	создать и	1	1
530	такова концепция	1	1
531	но из	1	1
532	во власти	2	1
533	был не	2	1
534	точек зрения	1	1
535	он живет	2	1
536	и из	1	1
537	этом пути	2	1
538	а именно	1	1
539	и др	1	1
540	мира он	1	1
541	притом не	1	1
542	человеческой жизни	2	1
543	остается и	1	1
544	что мы	1	1
545	себя от	1	1
546	это-то и	1	1
547	и всякое	1	1
548	людьми и	3	1
549	в полноте	1	1
550	нет ничего	7	1
551	эти слова	2	1
552	вместе с	6	1
553	к его	1	1
554	мы говорим	1	1
555	в духе	1	1
556	над ним	1	1
557	ко всякому	1	1
558	он будет	1	1
559	когда мы	2	1
560	единство а	1	1
561	и смысла	1	1
562	самого себя	2	1
563	в мир	3	1
564	это значит	3	1
565	в человеке	8	1
566	и менее	1	1
567	лежит в	1	1
568	том смысле	2	1
569	сознание уже	1	1
570	не единство	1	1
571	своей жизни	1	1
572	только для	1	1
573	все человеческое	1	1
574	о его	1	1
575	не раз	1	1
576	сознании и	1	1
577	за его	1	1
578	и сама	2	1
579	к пониманию	1	1
580	не существует	2	1
581	своем я	1	1
582	она может	2	1
583	я всегда	2	1
584	он за	1	1
585	а к	1	1
586	когда он	3	1
587	тот мир	1	1
588	я в	1	1
589	уже нет	2	1
590	за этим	1	1
591	но оно	1	1
592	время находится	1	1
593	лишь по	1	1
594	с ней	2	1
595	ней все	1	1
596	культуры как	1	1
597	в материальной	1	1
598	в иной	3	1
599	человек это	1	1
600	жизни а	1	1
601	культуры в	1	1
602	ней в	1	1
603	к живому	1	1
604	значит понять	1	1
605	в искусстве	1	1
606	во всяком	1	1
607	все что	2	1
608	они не	1	1
