N	2gram	Berdyaev_M_1	KulturaY
197	по своему	2	2
198	же до	1	2
199	одно только	2	2
200	отличается от	2	2
201	а что	1	2
202	уже совершенно	1	2
203	такая же	1	2
204	из всего	1	2
205	так в	1	2
206	в пределах	1	2
207	на том	3	2
208	есть также	2	2
209	мог бы	4	2
210	к его	1	2
211	она есть	1	2
212	и нужно	2	2
213	при котором	1	2
214	как они	1	2
215	доходит до	1	2
216	путь к	1	2
217	она может	2	2
218	моменты в	1	2
219	сразу же	1	2
220	конечно не	3	2
221	то и	1	2
222	потому в	1	2
223	в одном	1	2
224	точек зрения	1	2
225	на этот	2	2
226	в свете	3	2
227	вопросе о	1	2
228	что написано	1	2
229	о чем	2	2
230	что мы	1	2
231	в частности	1	2
232	эти слова	2	2
233	вместе с	6	2
234	так же	1	2
235	подхода к	1	2
236	он будет	1	2
237	быть не	2	2
238	только для	1	2
239	все это	6	2
240	от нас	1	2
241	то не	1	2
242	еще более	1	2
243	не знает	4	2
244	понимается как	1	2
245	во всяком	1	2
246	ту же	1	1
247	жизни русской	1	1
248	направлены были	1	1
249	отношения к	4	1
250	и то	1	1
251	пишет он	2	1
252	вряд ли	3	1
253	между двумя	1	1
254	из самых	8	1
255	когда человек	3	1
256	к учению	2	1
257	был и	1	1
258	с таким	1	1
259	все русские	1	1
260	из всех	1	1
261	он знает	2	1
262	и ничего	1	1
263	установить что	1	1
264	почти все	1	1
265	имеет смысла	1	1
266	время как	2	1
267	но она	1	1
268	в деле	1	1
269	связана с	2	1
270	и самой	1	1
271	что до	1	1
272	есть вместе	1	1
273	не иметь	2	1
274	литературы и	2	1
275	и на	6	1
276	как ему	1	1
277	он сам	6	1
278	и бог	2	1
279	иных случаях	1	1
280	отказ от	1	1
281	ко всякому	1	1
282	в сторону	1	1
283	менее всего	7	1
284	новым словом	1	1
285	нет и	5	1
286	которые не	1	1
287	смысл этот	1	1
288	в одной	1	1
289	отражает все	1	1
290	с этим	3	1
291	области литературной	1	1
292	один только	1	1
293	это был	1	1
294	говорит что	1	1
295	в каком-то	1	1
296	это более	1	1
297	в противоположность	1	1
298	есть самое	1	1
299	россии не	1	1
300	чего же	2	1
301	за собой	2	1
302	со своей	1	1
303	на той	1	1
304	в которой	6	1
305	отказывается от	1	1
306	культуры и	1	1
307	под ним	2	1
308	это есть	3	1
309	когда будет	1	1
310	что ничего	1	1
311	разных точек	1	1
312	интересно что	1	1
313	имеем в	1	1
314	и те	2	1
315	если он	5	1
316	можно лишь	1	1
317	а вовсе	1	1
318	как совершенно	1	1
319	этот процесс	3	1
320	русское слово	1	1
321	что без	2	1
322	он все	1	1
323	раз когда	2	1
324	духовной культуры	1	1
325	есть дело	1	1
326	всех этих	1	1
327	в понимании	1	1
328	ведь не	1	1
329	не к	4	1
330	есть один	1	1
331	его от	1	1
332	и наоборот	1	1
333	удивительно что	1	1
334	в каждом	1	1
335	смысле в	2	1
336	думал что	1	1
337	сказать в	1	1
338	входит в	2	1
339	не умеет	1	1
340	искусства в	1	1
341	и мы	2	1
342	после этого	1	1
343	этим связано	1	1
344	определяется тем	1	1
345	рядом с	1	1
346	возражение и	1	1
347	быть поставлено	1	1
348	человек который	1	1
349	когда я	1	1
350	не мог	3	1
351	же я	1	1
352	же есть	1	1
353	лучше всего	1	1
354	слова что	1	1
355	одно дело	1	1
356	во время	1	1
357	и ее	1	1
358	в такой	1	1
359	всяком случае	1	1
360	она в	1	1
361	он дает	1	1
362	оказывается что	2	1
363	что я	1	1
364	от его	2	1
365	всякий раз	1	1
366	нельзя было	1	1
367	мир и	1	1
368	бы так	1	1
369	творчества и	1	1
370	о его	1	1
371	связано с	2	1
372	не должно	1	1
373	зрения и	1	1
374	ему как	1	1
375	стоит в	1	1
376	культурной жизни	1	1
377	есть прежде	1	1
378	есть подлинная	1	1
379	в русской	1	1
380	весь смысл	1	1
381	пушкина но	1	1
382	к этим	2	1
383	в основе	2	1
384	же система	2	1
385	есть путь	4	1
386	чем не	1	1
387	не могло	1	1
388	он мог	2	1
389	науку о	1	1
390	так много	1	1
391	казалось бы	1	1
392	в самой	7	1
393	а во	1	1
394	по своей	2	1
395	во всем	1	1
396	и его	9	1
397	как будто	2	1
398	каждый раз	1	1
399	встретился с	1	1
400	содержания как	1	1
401	необходимости в	2	1
402	всему этому	1	1
403	лежит в	1	1
404	которые открываются	1	1
405	всего в	2	1
406	как для	2	1
407	ли что	1	1
408	в самых	1	1
409	когда они	1	1
410	на это	1	1
411	от которой	1	1
412	отношении между	1	1
413	приходит к	1	1
414	можно и	1	1
415	на помощь	2	1
416	город и	1	1
417	связи со	1	1
418	об отношении	1	1
419	приводит к	2	1
420	слова а	1	1
421	в устойчивой	1	1
422	природе своей	1	1
423	никогда не	14	1
424	по природе	1	1
425	и каждый	1	1
426	чем у	4	1
427	она была	1	1
428	предмет его	1	1
429	означает что	1	1
430	может в	1	1
431	о нем	2	1
432	именно потому	1	1
433	сам был	1	1
434	узнать в	1	1
435	с разных	2	1
436	одного из	1	1
437	это потому	1	1
438	не стоит	1	1
439	с того	2	1
440	и кровь	2	1
441	может не	2	1
442	своему значению	2	1
443	к нему	7	1
444	но он	9	1
445	тем как	1	1
446	и всякая	1	1
447	все внимание	1	1
448	также в	1	1
449	все время	1	1
450	в него	3	1
451	быть и	1	1
452	социальной среды	3	1
453	мы видим	2	1
454	речи о	1	1
455	одной из	1	1
456	мы увидим	3	1
457	проникнуть в	1	1
458	в себе	7	1
459	в вопросе	1	1
460	и после	1	1
461	наше время	1	1
462	образа в	1	1
463	от них	1	1
464	и хочу	1	1
465	с какой	1	1
466	же и	1	1
467	и др	1	1
468	можно изучать	1	1
469	книгу о	1	1
470	говорить об	1	1
471	ничего нельзя	1	1
472	в начале	2	1
473	не стал	2	1
474	для него	11	1
475	и их	3	1
476	говорим что	1	1
477	никто не	2	1
478	то время	2	1
479	отношении к	2	1
480	только с	1	1
481	вот оказывается	1	1
482	еще ничего	1	1
483	сообщения и	1	1
484	выходит за	1	1
485	уже быть	1	1
486	путь этот	1	1
487	нам всем	1	1
488	по своим	1	1
489	системы и	1	1
490	обратиться к	1	1
491	а на	1	1
492	который с	1	1
493	есть лишь	9	1
494	было сказано	1	1
495	если не	1	1
496	не видит	1	1
497	нет никаких	2	1
498	ими не	1	1
499	что во	1	1
500	и потому	10	1
501	в иных	3	1
502	в смысл	1	1
503	учению о	2	1
504	не знал	4	1
505	мы опять	1	1
506	к жизни	1	1
507	этих словах	1	1
508	наряду с	1	1
509	ведет к	6	1
510	к великому	1	1
511	потому ли	2	1
512	том смысле	2	1
513	форме к	1	1
514	в смысле	1	1
515	и для	2	1
516	в идеале	2	1
517	которых он	4	1
518	и часто	1	1
519	было еще	1	1
520	уже на	1	1
521	и от	2	1
522	всего что	2	1
523	от него	4	1
524	или нет	1	1
525	интерес к	3	1
526	культуры он	1	1
527	быть что	1	1
528	не должен	1	1
529	всей нашей	1	1
530	может ли	1	1
531	против того	1	1
532	будто бы	3	1
533	есть уже	4	1
534	творческие силы	3	1
535	давно уже	1	1
536	за этим	1	1
537	от всякого	1	1
538	было уже	1	1
539	в период	1	1
540	в свою	2	1
541	лишь по	1	1
542	возможно лишь	1	1
543	а внутри	1	1
544	а ведь	1	1
545	в свой	2	1
546	есть потому	2	1
547	существенное в	1	1
548	культуры в	1	1
549	есть и	3	1
550	на своем	3	1
551	к этому	2	1
552	и вместе	4	1
553	к этой	2	1
554	и эта	1	1
555	бы из	1	1
556	быть до	1	1
557	русской литературы	5	1
558	все что	2	1
559	смысле что	1	1
560	слова это	1	1
