N	2gram	Propp_Isto_5	Komedia
472	о гибели	1	1
473	с другом	2	1
474	один раз	1	1
475	могут быть	6	1
476	чтобы сделать	1	1
477	как только	1	1
478	числе и	1	1
479	затем он	1	1
480	указывает на	1	1
481	что при	3	1
482	здесь мы	5	1
483	о них	1	1
484	живет на	2	1
485	они стали	3	1
486	подобно тому	1	1
487	находясь в	1	1
488	право сделать	1	1
489	приходит к	1	1
490	на помощь	1	1
491	меня в	2	1
492	он отправляется	1	1
493	что там	1	1
494	здесь также	1	1
495	и от	1	1
496	а тот	2	1
497	или трижды	1	1
498	можно сделать	1	1
499	в себя	3	1
500	обращаясь к	1	1
501	что у	4	1
502	не объясняет	2	1
503	с собой	1	1
504	особенно в	2	1
505	живет в	5	1
506	мог бы	1	1
507	к его	2	1
508	хотя слова	1	1
509	вошел в	2	1
510	надо прежде	1	1
511	остается только	1	1
512	это только	1	1
513	отца или	1	1
514	мы в	1	1
515	для этого	1	1
516	с открытием	1	1
517	и начало	1	1
518	до н	1	1
519	сводится к	1	1
520	из рук	1	1
521	того он	1	1
522	язык и	2	1
523	никак не	1	1
524	в риме	1	1
525	дают нам	1	1
526	после того	3	1
527	все его	2	1
528	нас от	1	1
529	затем в	3	1
530	восходит к	1	1
531	исходят из	1	1
532	то в	2	1
533	гораздо чаще	1	1
534	от них	2	1
535	этот момент	1	1
536	во втором	1	1
537	на ложе	1	1
538	но нет	1	1
539	ее на	1	1
540	повод к	1	1
541	еще точнее	1	1
542	вслед за	1	1
543	в ту	1	1
544	и она	3	1
545	не требует	1	1
546	что здесь	3	1
547	но так	2	1
548	на которой	2	1
549	и посылает	1	1
550	мы видим	8	1
551	с появлением	5	1
552	ли он	2	1
553	только в	7	1
554	это тем	1	1
555	и рассказ	1	1
556	дом он	1	1
557	это же	3	1
558	в эти	1	1
559	и у	1	1
560	только на	1	1
561	в нашей	1	1
562	из сравнения	1	1
563	в ином	3	1
564	и других	2	1
565	его имени	1	1
566	уже нет	1	1
567	к каким	1	1
568	не сам	1	1
569	там на	1	1
570	более ранние	1	1
571	руки и	1	1
572	на одном	2	1
573	в современном	1	1
574	чтобы она	2	1
575	обращает на	1	1
576	с этими	1	1
577	в некоторых	4	1
578	из своей	1	1
579	известных нам	1	1
580	самое интересное	1	1
581	вид что	3	1
582	но вместе	3	1
583	из двух	2	1
584	и уходит	2	1
585	не были	1	1
586	ней и	1	1
587	женится на	1	1
588	что человек	1	1
589	а именно	4	1
590	эти две	1	1
591	после смерти	3	1
592	уходит в	1	1
593	из других	2	1
594	а с	1	1
595	показывает что	5	1
596	мы еще	1	1
597	из наиболее	1	1
598	говорит о	2	1
599	в соответствии	1	1
600	превращается в	7	1
601	ей не	1	1
602	с которым	2	1
603	в руках	1	1
604	проследить как	2	1
605	мы остановимся	1	1
606	на руки	1	1
607	тебя и	1	1
608	приходит на	1	1
609	этот рассказ	1	1
610	человек в	1	1
611	или на	2	1
612	как эти	1	1
613	издевается над	1	1
614	он уже	1	1
615	и потому	2	1
616	относятся к	1	1
617	не удается	1	1
618	как за	1	1
619	ним как	1	1
620	мы опять	3	1
621	такого рода	1	1
622	он заметил	1	1
623	одновременно с	2	1
624	тому как	1	1
625	в тех	1	1
626	и там	1	1
627	некоторое время	2	1
628	только чтобы	1	1
629	девушку в	1	1
630	друг с	2	1
631	на свете	1	1
632	ко мне	1	1
633	в состоянии	1	1
634	быть не	1	1
635	нам из	1	1
636	на пути	1	1
637	можно сказать	2	1
638	в основном	4	1
639	и таким	2	1
640	а то	1	1
641	думают что	2	1
642	он должен	1	1
643	это ясно	1	1
644	перед собой	1	1
645	не знаем	3	1
646	войти в	1	1
647	если сравнить	2	1
648	а что	1	1
649	или в	6	1
650	в другой	3	1
651	для нас	5	1
652	же что	1	1
653	это может	1	1
654	у них	1	1
655	в этих	6	1
656	все они	1	1
657	места в	1	1
658	пока я	1	1
659	хотя в	1	1
660	с ней	2	1
661	на смену	4	1
662	сказать что	2	1
663	и только	1	1
664	обычно не	1	1
665	последняя ступень	1	1
666	жизни и	2	1
667	указывают на	2	1
668	уже после	2	1
669	под тем	1	1
670	во сне	2	1
671	можно назвать	1	1
672	как на	1	1
673	огромная литература	1	1
674	этой точки	1	1
675	том числе	1	1
676	они не	3	1
