N	2gram	Vygotskiy__5	OGranits
128	с одной	3	2
129	учение о	2	2
130	думать что	1	2
131	уже в	1	2
132	в нем	7	2
133	связанные с	6	2
134	при этом	4	2
135	языка но	1	2
136	для него	5	2
137	в другом	6	2
138	отношений между	2	2
139	вовсе не	2	2
140	в зависимости	2	2
141	которые только	2	2
142	о языке	1	2
143	тем что	5	2
144	в них	2	2
145	связанных с	1	2
146	в области	12	2
147	с другой	4	2
148	всей своей	1	2
149	в самом	4	2
150	входит в	1	2
151	того или	1	2
152	может стать	1	2
153	одной стороны	3	2
154	более того	1	2
155	не на	3	2
156	а не	10	2
157	другой стороны	2	2
158	представляет себе	3	2
159	там где	1	2
160	несмотря на	1	2
161	в связи	1	2
162	том что	15	2
163	с помощью	10	2
164	и ее	1	2
165	так же	15	2
166	в отношении	9	2
167	который мы	2	2
168	в тех	1	2
169	их внутренней	1	2
170	с этой	4	2
171	не менее	3	2
172	что эта	3	2
173	самого начала	5	2
174	разумеется что	1	2
175	не имеет	4	2
176	особенностей в	1	2
177	форм и	2	2
178	в структуре	1	2
179	сознания и	2	2
180	бы в	4	2
181	и является	3	2
182	во всем	2	2
183	а в	3	2
184	еще в	3	2
185	в целях	1	2
186	и к	2	2
187	имеет место	2	2
188	могут быть	4	2
189	в своих	2	2
190	к тому	6	2
191	и письменной	5	1
192	обычно в	1	1
193	и это	1	1
194	эти функции	2	1
195	оно может	1	1
196	одним из	2	1
197	также и	1	1
198	же как	7	1
199	своего развития	6	1
200	функции в	3	1
201	родного языка	11	1
202	в виду	2	1
203	того же	7	1
204	как известно	4	1
205	на основе	2	1
206	только потому	1	1
207	это и	3	1
208	в собственном	1	1
209	но тем	1	1
210	должен овладеть	1	1
211	и есть	7	1
212	нам кажется	2	1
213	в чрезвычайно	1	1
214	здесь и	1	1
215	в себя	3	1
216	ту же	2	1
217	существующего в	1	1
218	включает в	3	1
219	с языком	1	1
220	не имеют	2	1
221	собственном смысле	1	1
222	о влиянии	2	1
223	еще долгое	1	1
224	можно было	5	1
225	значения как	1	1
226	что изучение	1	1
227	или на	1	1
228	мы имеем	1	1
229	на первом	1	1
230	к тем	1	1
231	остается только	1	1
232	и о	1	1
233	возможно только	1	1
234	мы в	1	1
235	вопрос о	12	1
236	достаточной мере	1	1
237	для этого	1	1
238	по себе	7	1
239	по мере	2	1
240	в определенной	2	1
241	в решении	1	1
242	но может	1	1
243	мы попытались	1	1
244	этапы развития	1	1
245	пределы только	1	1
246	связанное с	1	1
247	с ее	1	1
248	сводится к	1	1
249	из того	11	1
250	событий и	1	1
251	то это	2	1
252	или только	1	1
253	другом месте	4	1
254	вообще невозможна	1	1
255	и он	1	1
256	всем протяжении	2	1
257	слово не	1	1
258	следовательно в	1	1
259	и что	12	1
260	что существуют	1	1
261	рождения и	1	1
262	совершенно иных	1	1
263	еще не	4	1
264	на втором	1	1
265	нам представляется	1	1
266	столь же	2	1
267	в различных	2	1
268	не могу	1	1
269	же самые	2	1
270	является таким	1	1
271	вне которой	1	1
272	развития не	1	1
273	и подобно	1	1
274	то мы	1	1
275	к нему	3	1
276	на самом	1	1
277	но не	10	1
278	или иные	1	1
279	с момента	1	1
280	что язык	1	1
281	мысль что	4	1
282	общего развития	1	1
283	отношение к	11	1
284	разница в	1	1
285	значение имеет	1	1
286	на то	1	1
287	один и	3	1
288	является представителем	1	1
289	которая и	1	1
290	в истории	2	1
291	в одной	1	1
292	единиц в	1	1
293	другой или	1	1
294	эта проблема	2	1
295	в своем	5	1
296	по своей	3	1
297	ряд вопросов	1	1
298	один из	1	1
299	моменты в	1	1
300	тех случаях	1	1
301	собой разумеется	1	1
302	эту точку	1	1
303	можем установить	1	1
304	и как	3	1
305	одной из	3	1
306	этот вопрос	6	1
307	что он	25	1
308	более или	1	1
309	на родную	1	1
310	чем его	3	1
311	который в	1	1
312	не приходится	1	1
313	состоит не	1	1
314	процессов в	2	1
315	со всеми	2	1
316	то почему	2	1
317	ни одна	1	1
318	грамматических и	1	1
319	в этой	6	1
320	для всех	1	1
321	что к	1	1
322	с их	4	1
323	само собой	1	1
324	есть чисто	1	1
325	и тот	3	1
326	не имеющие	1	1
327	на всем	2	1
328	не можем	1	1
329	нам как	1	1
330	только на	2	1
331	если он	2	1
332	положение что	1	1
333	себя и	2	1
334	этот момент	1	1
335	является не	2	1
336	что она	2	1
337	чужого языка	1	1
338	речь в	3	1
339	этого процесса	2	1
340	или даже	1	1
341	и других	1	1
342	на эту	1	1
343	раз навсегда	1	1
344	его и	3	1
345	т.д и	2	1
346	и социальной	1	1
347	в понимании	1	1
348	никто не	2	1
349	сознания но	1	1
350	состоит в	6	1
351	в виде	1	1
352	переходит от	1	1
353	содержания и	1	1
354	внутренней речи	7	1
355	в конце	1	1
356	что без	1	1
357	осуществляются в	1	1
358	но что	3	1
359	из него	1	1
360	каждый из	1	1
361	подобно тому	4	1
362	и никогда	1	1
363	отличие от	2	1
364	на этом	3	1
365	в изолированном	1	1
366	или иных	1	1
367	явствует что	1	1
368	и вместе	1	1
369	выборе и	1	1
370	положения что	3	1
371	для того	14	1
372	этим самым	1	1
373	на всю	2	1
374	в совершенно	2	1
375	к другому	1	1
376	может возникнуть	2	1
377	на все	5	1
378	мы это	1	1
379	этого мы	1	1
380	и здесь	2	1
381	эту бесспорную	1	1
382	его в	2	1
383	как к	1	1
384	те или	1	1
385	главное и	2	1
386	его себе	1	1
387	тем мы	1	1
388	которая как	2	1
389	к которому	4	1
390	такого понимания	1	1
391	как же	1	1
392	заключается в	5	1
393	в природе	1	1
394	лежит в	2	1
395	системы и	1	1
396	что мы	4	1
397	детской речи	2	1
398	только к	2	1
399	только одно	1	1
400	языкового развития	2	1
401	обратиться к	2	1
402	образом мы	1	1
403	из нее	5	1
404	и во-вторых	1	1
405	о которых	1	1
406	не было	1	1
407	которые не	2	1
408	поскольку она	1	1
409	все равно	2	1
410	и самый	1	1
411	и определяет	1	1
412	письменной речи	39	1
413	функций и	5	1
414	которой он	1	1
415	же точно	1	1
416	все время	1	1
417	долгое время	1	1
418	же самый	2	1
419	понятие о	1	1
420	должно быть	8	1
421	такой же	4	1
422	если не	1	1
423	связаны между	3	1
424	момента в	1	1
425	есть одно	1	1
426	или менее	1	1
427	но при	2	1
428	связь с	1	1
429	но если	6	1
430	на который	2	1
431	внимания к	1	1
432	которую мы	2	1
433	своей общей	1	1
434	и синтаксических	1	1
435	нее как	1	1
436	ко всем	1	1
437	в такой	5	1
438	как это	8	1
439	путь от	2	1
440	за которым	1	1
441	теперь мы	1	1
442	которого является	1	1
443	когда ребенок	3	1
444	представление о	1	1
445	а представляет	1	1
446	или нет?	1	1
447	себе а	1	1
448	в отличие	2	1
449	мысли и	5	1
450	бы что	1	1
451	он говорит	1	1
452	она есть	1	1
453	к этому	3	1
454	которому приходит	1	1
455	утверждая что	1	1
456	тому как	4	1
457	и там	1	1
458	переходе от	1	1
459	тем не	1	1
460	речи в	6	1
461	и более	3	1
462	их в	2	1
463	отношения не	1	1
464	этой внутренней	1	1
465	подражания как	1	1
466	может идти	3	1
467	зрения и	1	1
468	этого слова	1	1
469	только то	1	1
470	тому что	5	1
471	сознания уже	1	1
472	является для	2	1
473	еще мало	1	1
474	до конца	3	1
475	но это	3	1
476	о значении	1	1
477	в начале	1	1
478	и другое	4	1
479	в то	5	1
480	мысли в	4	1
481	к другим	1	1
482	в достаточной	1	1
483	она существует	1	1
484	уже из	1	1
485	близкий к	1	1
486	который пытается	1	1
487	тех или	1	1
488	всю совокупность	1	1
489	который опирается	1	1
490	которых он	2	1
491	же есть	1	1
492	случаях когда	1	1
493	связанная с	2	1
494	того чтобы	17	1
495	на самый	1	1
496	уже на	2	1
497	в самых	4	1
498	само по	2	1
499	иметь в	1	1
500	хотя они	1	1
501	при таком	1	1
502	не существует	1	1
503	отношений и	1	1
504	внутри которых	1	1
505	того как	5	1
506	в самой	1	1
507	находятся в	2	1
508	в основе	8	1
509	тем более	4	1
510	вообще в	1	1
511	от него	1	1
512	с понятием	1	1
513	это слово	1	1
514	только что	5	1
515	потому что	21	1
516	связи с	3	1
517	и систематизации	1	1
518	эти три	2	1
519	до того	2	1
520	в системе	4	1
521	этом отношении	5	1
522	тесно связана	1	1
523	об этом	1	1
524	понимания и	1	1
525	о сущности	1	1
526	не знает	5	1
527	языка в	1	1
528	сказать что	13	1
529	связей т.е	1	1
530	речи и	6	1
531	связей и	4	1
532	понимается как	1	1
533	его мышления	1	1
534	одном ряду	1	1
535	слова есть	1	1
536	с его	1	1
537	же самое	4	1
538	должны быть	2	1
539	с проблемой	2	1
540	вместе с	4	1
541	язык во	1	1
542	как для	1	1
543	этому не	1	1
544	которая уже	1	1
545	к речи	1	1
546	например в	1	1
547	по поводу	2	1
548	что при	1	1
549	наметить хотя	1	1
550	плоскости в	1	1
551	этой точки	4	1
552	они не	3	1
