N	2gram	Vygotskiy__3	Sovremen
193	на элементы	1	1
194	или как	1	1
195	то из	1	1
196	того же	3	1
197	о том	6	1
198	в ней	15	1
199	и та	2	1
200	определенным образом	1	1
201	одного из	2	1
202	которую можно	1	1
203	принадлежит и	1	1
204	аналогии с	2	1
205	подвести итоги	1	1
206	что его	2	1
207	это означало	1	1
208	его в	3	1
209	с его	1	1
210	во всех	4	1
211	эта перемена	1	1
212	природы и	1	1
213	но конечно	1	1
214	частном случае	1	1
215	данном случае	2	1
216	совсем не	3	1
217	но не	1	1
218	образом все	1	1
219	к этому	3	1
220	которых в	1	1
221	мы будем	1	1
222	но как	2	1
223	было совершенно	1	1
224	вопрос когда	1	1
225	в конечном	1	1
226	ним и	1	1
227	более как	1	1
228	это или	1	1
229	один и	1	1
230	к концу	3	1
231	подчинена своим	1	1
232	все время	30	1
233	идет о	4	1
234	независимо от	1	1
235	помним что	2	1
236	то чем	1	1
237	к которому	1	1
238	вот истинная	1	1
239	более и	2	1
240	один из	6	1
241	кроме того	1	1
242	через известный	1	1
243	в действительности	1	1
244	увидим что	9	1
245	только в	4	1
246	о другом	1	1
247	положение в	1	1
248	для ее	1	1
249	именно эта	1	1
250	та же	3	1
251	до наших	1	1
252	в известном	1	1
253	всего мы	1	1
254	остановиться на	2	1
255	нами в	2	1
256	и тот	1	1
257	этот вопрос	1	1
258	конечно не	4	1
259	и у	1	1
260	и те	1	1
261	только на	1	1
262	ни одного	1	1
263	то этим	1	1
264	в начале	1	1
265	и если	6	1
266	по самому	2	1
267	чтобы он	2	1
268	он не	6	1
269	оно приобретает	1	1
270	и еще	1	1
271	и их	1	1
272	эти три	1	1
273	в корне	1	1
274	по существу	2	1
275	другую сторону	1	1
276	у читателя	3	1
277	вовсе не	8	1
278	для них	1	1
279	из одной	1	1
280	но что	2	1
281	одной и	2	1
282	заключает в	1	1
283	это конечно	1	1
284	по его	3	1
285	это значит	1	1
286	не из	1	1
287	уже совершенно	1	1
288	и только	3	1
289	не будет	1	1
290	а затем	1	1
291	факт что	1	1
292	и может	2	1
293	в совершенно	2	1
294	в другом	5	1
295	и сделал	1	1
296	том случае	1	1
297	одной стороны	5	1
298	имеет с	1	1
299	до сих	6	1
300	с другой	7	1
301	как у	1	1
302	образом если	1	1
303	две половины	1	1
304	именно в	1	1
305	здесь в	2	1
306	по своим	1	1
307	будет ли	1	1
308	и прежде	1	1
309	мы постараемся	1	1
310	должен был	2	1
311	такое же	3	1
312	только одно	1	1
313	к области	1	1
314	ни в	3	1
315	но уже	1	1
316	роли и	1	1
317	не было	1	1
318	она и	1	1
319	все равно	1	1
320	и составляет	1	1
321	на которых	1	1
322	и вся	1	1
323	одна и	1	1
324	несмотря на	5	1
325	бы ее	1	1
326	на эту	1	1
327	должно быть	1	1
328	и ничего	2	1
329	обратимся к	1	1
330	и следовательно	2	1
331	путем и	1	1
332	и становится	1	1
333	том что	14	1
334	в эту	2	1
335	все более	2	1
336	роль которую	1	1
337	но если	4	1
338	том как	2	1
339	и при	1	1
340	всех трех	1	1
341	сказать так	1	1
342	таким же	1	1
343	заключать в	1	1
344	так же	2	1
345	и особенно	1	1
346	в такой	3	1
347	что дело	1	1
348	почти не	1	1
349	мы говорим	1	1
350	и благодаря	1	1
351	тот факт	1	1
352	она в	3	1
353	его мнению	2	1
354	что вся	1	1
355	никакому сомнению	1	1
356	заставляя их	1	1
357	мы опять	1	1
358	в область	1	1
359	в данном	2	1
360	в течение	4	1
361	и той	2	1
362	сначала идет	1	1
363	найти то	1	1
364	но эта	1	1
365	быть только	1	1
366	в обратном	1	1
367	без всяких	3	1
368	и более	2	1
369	там где	6	1
370	мере в	1	1
371	описание и	1	1
372	таких случаев	1	1
373	в своем	5	1
374	дело идет	1	1
375	можем сказать	2	1
376	происходит это	1	1
377	еще раз	1	1
378	благодаря этому	2	1
379	как будет	1	1
380	сих пор	5	1
381	но они	2	1
382	с ним	2	1
383	что эта	4	1
384	она не	6	1
385	что с	4	1
386	и тогда	1	1
387	которых он	1	1
388	мысли в	1	1
389	не имеет	6	1
390	это последнее	1	1
391	дело в	1	1
392	случае он	1	1
393	не вытекает	1	1
394	мы помним	2	1
395	мы вправе	1	1
396	не является	1	1
397	значение каждого	1	1
398	которых она	1	1
399	с и	6	1
400	указать на	3	1
401	уже на	1	1
402	но только	8	1
403	он с	1	1
404	только не	1	1
405	вытекает из	2	1
406	никогда не	4	1
407	чему мы	1	1
408	или в	5	1
409	и всегда	2	1
410	это совершенно	1	1
411	человек и	1	1
412	хотя и	1	1
413	в отдельных	1	1
414	это то	1	1
415	действия в	1	1
416	или нет	1	1
417	не более	2	1
418	случае и	1	1
419	видим что	8	1
420	все они	2	1
421	и его	6	1
422	что следовательно	1	1
423	конечно нельзя	2	1
424	с новой	1	1
425	же в	2	1
426	но это	3	1
427	ли это	2	1
428	между ними	1	1
429	это делает	1	1
430	сказать что	4	1
431	ни о	1	1
432	больших и	1	1
433	самое в	5	1
434	не сказано	1	1
435	и для	4	1
436	очень часто	2	1
437	равно как	1	1
438	развития и	2	1
439	в то	3	1
440	несколько времени	1	1
441	нас эта	1	1
442	что наш	1	1
443	в заключение	1	1
444	в какой	5	1
445	в окончательном	1	1
446	просто не	1	1
447	но еще	1	1
448	в своих	4	1
449	и эта	1	1
450	на это	3	1
451	это показать	1	1
452	все что	1	1
453	они не	2	1
454	на второй	1	1
455	ничего общего	1	1
