N	2gram	Vinokur_Vv_1	Psycholo
256	в ее	11	2
257	но не	7	2
258	значение и	2	2
259	ответ на	3	2
260	искусство в	1	2
261	очевидно что	1	2
262	себе и	2	2
263	отличие от	3	2
264	самое понятие	1	2
265	того не	2	2
266	однако не	4	2
267	в очень	3	2
268	что по	1	2
269	увидим что	1	2
270	психологии и	1	2
271	впечатление что	1	2
272	из самых	1	2
273	в которой	1	2
274	и тот	1	2
275	в себе	4	2
276	как он	6	2
277	имеем в	1	2
278	что каждая	2	2
279	т д	37	2
280	поэта и	1	2
281	на его	1	2
282	подобно тому	1	2
283	заключает в	1	2
284	в каждом	4	2
285	подход к	1	2
286	то ни	1	2
287	пока мы	1	2
288	значение в	2	2
289	материала и	1	2
290	с другими	1	2
291	и которые	1	2
292	это не	8	2
293	то все	1	2
294	должен был	4	2
295	в них	4	2
296	к помощи	1	2
297	одного и	2	2
298	не значит	1	2
299	и при	2	2
300	прямо к	1	2
301	всяком случае	3	2
302	из анализа	1	2
303	надо сказать	1	2
304	вещей и	1	2
305	и наоборот	2	2
306	том же	2	2
307	в этих	3	2
308	что этот	1	2
309	для нее	1	2
310	что чем	2	2
311	этой области	3	2
312	все более	3	2
313	в самых	1	2
314	его от	1	2
315	и всегда	1	2
316	казалось бы	2	2
317	увидеть что	1	2
318	это то	1	2
319	в самой	1	2
320	же время	5	2
321	в русском	1	2
322	не вполне	4	2
323	которая не	1	2
324	не до	2	2
325	ли это	1	2
326	не потому	1	2
327	такие же	1	2
328	прямо говорит	1	2
329	когда мы	2	2
330	как только	1	2
331	отличается от	1	2
332	виде как	1	2
333	для такого	1	2
334	что оно	2	2
335	оно не	1	2
336	на вопрос	6	2
337	из их	1	2
338	и которая	1	2
339	свою очередь	1	2
340	и многие	1	2
341	то или	1	2
342	в особенности	4	2
343	на том	3	2
344	две части	2	2
345	том как	1	2
346	по сравнению	3	2
347	понятно что	3	2
348	и вообще	3	2
349	остается ничего	1	2
350	во всяком	3	2
351	к действительности	2	2
352	после того	2	2
353	этих двух	1	2
354	в его	10	2
355	а потому	3	2
356	известную долю	1	2
357	в свете	1	2
358	к нему	2	2
359	в новой	1	2
360	философии и	2	2
361	в какой	4	2
362	как нечто	8	2
363	может оказаться	3	2
364	именно на	2	2
365	к какому	2	2
366	с двумя	1	2
367	и у	1	2
368	у того	1	2
369	на самую	1	2
370	говорит о	3	2
371	слова в	1	2
372	содержания и	1	2
373	мы находим	1	2
374	в одном	4	2
375	вовсе не	6	2
376	отношение к	3	2
377	к ним	1	2
378	но что	3	2
379	каждый из	2	2
380	и никогда	1	2
381	к которому	1	2
382	при чем	1	2
383	не было	1	2
384	не на	1	2
385	зависит от	3	2
386	и далее	2	2
387	в руках	1	2
388	имеет своей	1	2
389	во внимание	2	2
390	вместе с	6	2
391	например когда	1	2
392	из которых	2	2
393	сравнению с	3	2
394	чем к	1	2
395	из самого	1	2
396	но это	1	2
397	самое что	2	2
398	и часто	1	2
399	искусства как	1	2
400	не существует	2	2
401	это можно	1	2
402	а к	1	2
403	это может	2	2
404	из себя	1	2
405	у них	1	2
406	интерес к	1	2
407	тем более	2	2
408	другой стороны	5	2
409	состоит из	1	2
410	на этот	4	2
411	или иного	1	2
412	в свое	2	2
413	имеют дело	1	2
414	и от	1	2
415	и фактов	1	2
416	заметить что	1	2
417	это в	2	2
418	все что	1	2
419	этой точки	1	2
420	а между	1	1
421	смысле слова	7	1
422	от этой	1	1
423	ясно и	1	1
424	речь идет	2	1
425	одним из	5	1
426	чтобы не	1	1
427	человека и	1	1
428	мере в	4	1
429	но действительность	1	1
430	в первом	5	1
431	проявляются в	1	1
432	это однако	2	1
433	на две	1	1
434	в основании	3	1
435	в зависимости	1	1
436	отношения к	1	1
437	и за	1	1
438	а как	3	1
439	смотреть на	4	1
440	всего того	2	1
441	том насколько	1	1
442	и оформляется	1	1
443	нуждаются в	1	1
444	и ничего	1	1
445	что между	1	1
446	что уже	3	1
447	в уста	1	1
448	имеет свою	2	1
449	исследования в	1	1
450	теории как	1	1
451	так чтобы	3	1
452	что иное	4	1
453	а для	1	1
454	на тему	2	1
455	и народов	1	1
456	для нашей	1	1
457	и со	1	1
458	похожи на	1	1
459	разобраться в	1	1
460	зависимости от	1	1
461	большей частью	1	1
462	литературы и	1	1
463	понятия в	2	1
464	которые он	1	1
465	он сам	3	1
466	в а	1	1
467	природы таким	1	1
468	заключенное в	1	1
469	время в	2	1
470	его словам	1	1
471	человечества в	1	1
472	действительно все	1	1
473	эти вещи	1	1
474	сущности очень	1	1
475	как если	1	1
476	самих себя	1	1
477	и скорее	1	1
478	с одной	4	1
479	могло быть	1	1
480	только тогда	1	1
481	и т.д	4	1
482	должны были	1	1
483	а и	1	1
484	или иное	1	1
485	легче и	1	1
486	связи и	1	1
487	о принципах	1	1
488	чем же	3	1
489	в истории	9	1
490	независимо от	3	1
491	общего с	1	1
492	кроме того	1	1
493	с понятием	3	1
494	изложении в	1	1
495	его к	2	1
496	к числу	1	1
497	смысл мы	1	1
498	искусство и	2	1
499	то в	1	1
500	только то	1	1
501	уже не	5	1
502	говорят о	1	1
503	это есть	2	1
504	бы сказать	1	1
505	у каждого	1	1
506	из этих	5	1
507	одном случае	1	1
508	от действительности	2	1
509	то обстоятельство	1	1
510	остановиться на	1	1
511	человеке и	1	1
512	от простого	1	1
513	уже издавна	1	1
514	только один	1	1
515	тому же	1	1
516	но ведь	4	1
517	если он	1	1
518	не могла	1	1
519	вследствие этого	1	1
520	этот процесс	3	1
521	вообще не	3	1
522	как оно	3	1
523	не следует	2	1
524	и критики	1	1
525	уяснить себе	1	1
526	у древних	1	1
527	требует объяснения	1	1
528	он должен	1	1
529	в принципе	2	1
530	именно из	1	1
531	в силу	3	1
532	в россии	1	1
533	вникнуть в	1	1
534	нашего времени	2	1
535	свое время	2	1
536	что ни	1	1
537	проблемы и	2	1
538	так например	6	1
539	к выводу	6	1
540	одно и	1	1
541	в основу	2	1
542	но все	3	1
543	это конечно	1	1
544	должно служить	1	1
545	русском языке	1	1
546	он обладал	1	1
547	факт что	1	1
548	и различного	1	1
549	различие между	1	1
550	же касается	2	1
551	в другом	3	1
552	вопросов а	1	1
553	принять во	2	1
554	говорил что	1	1
555	чрезвычайно важное	1	1
556	его в	6	1
557	в и	4	1
558	нечего и	1	1
559	прямо заявляет	1	1
560	на почве	5	1
561	что стоит	1	1
562	бы нас	1	1
563	между отдельными	1	1
564	и была	1	1
565	чтобы этот	1	1
566	и представить	2	1
567	соглашаться с	1	1
568	его собственной	1	1
569	как об	9	1
570	и уже	3	1
571	всегда и	1	1
572	он и	2	1
573	мы видели	2	1
574	существует то	1	1
575	чем в	3	1
576	духовной жизни	3	1
577	должно быть	2	1
578	и тогда	3	1
579	и того	2	1
580	об особом	2	1
581	в эту	1	1
582	бы на	1	1
583	но если	3	1
584	что такая	1	1
585	взгляд на	1	1
586	наших дней	1	1
587	в котором	4	1
588	относящихся к	4	1
589	то для	1	1
590	что всякий	1	1
591	из которой	1	1
592	как произведение	1	1
593	совершенно понятно	1	1
594	не столько	2	1
595	в отличие	3	1
596	стоит в	2	1
597	как музыка	1	1
598	могли служить	1	1
599	от его	1	1
600	сам же	2	1
601	есть один	1	1
602	разбираться в	3	1
603	и новые	1	1
604	по крайней	4	1
605	на другую	1	1
606	есть еще	2	1
607	так называемое	1	1
608	однако в	3	1
609	в историческом	1	1
610	и очень	1	1
611	нет никакого	1	1
612	свою цель	1	1
613	как будет	2	1
614	как может	1	1
615	других отношений	1	1
616	с теми	2	1
617	самого начала	1	1
618	дело не	3	1
619	образом вся	1	1
620	на котором	2	1
621	что наука	1	1
622	дело в	3	1
623	одна из	2	1
624	при изложении	1	1
625	к этим	1	1
626	не по	1	1
627	исторические исследования	1	1
628	себе так	1	1
629	без остатка	2	1
630	и искусство	1	1
631	деле но	1	1
632	было у	1	1
633	о них	2	1
634	о методах	1	1
635	далеком прошлом	1	1
636	сам для	1	1
637	в общих	1	1
638	в разных	5	1
639	в качестве	7	1
640	что сами	1	1
641	имеем дело	1	1
642	показывает как	1	1
643	связь и	1	1
644	и является	1	1
645	и чувства	1	1
646	убедиться в	1	1
647	редко не	1	1
648	связи с	3	1
649	о чем-то	1	1
650	уже и	7	1
651	в области	4	1
652	факта что	1	1
653	самоцель а	1	1
654	обстоятельство что	1	1
655	если его	1	1
656	все то	1	1
657	встречается в	1	1
658	языке и	1	1
659	чтобы сделать	1	1
660	похож на	1	1
661	история того	1	1
662	этого и	1	1
663	о таких	1	1
664	не есть	4	1
665	в технике	1	1
666	как некая	1	1
667	служить источником	2	1
668	в каждой	2	1
669	должен быть	4	1
670	для себя	1	1
671	из всего	1	1
672	именно эту	1	1
673	как мы	9	1
674	основываясь на	1	1
675	и о	1	1
676	только при	1	1
677	для читателя	1	1
678	на чрезвычайно	1	1
679	в собственном	2	1
680	коренным образом	1	1
681	у разных	1	1
682	в себя	1	1
683	с самого	1	1
684	культуры и	1	1
685	ли есть	1	1
686	слова а	1	1
687	на нее	2	1
688	времени и	4	1
689	не с	2	1
690	еще в	1	1
691	по тому	1	1
692	почему в	1	1
693	разного рода	1	1
694	другой не	1	1
695	же автора	1	1
696	выводу что	5	1
697	смысле и	2	1
698	и восприятия	1	1
699	в тех	2	1
700	иное как	5	1
701	из основных	1	1
702	разница между	1	1
703	бесспорно что	1	1
704	в известных	2	1
705	и должно	1	1
706	исследования и	2	1
707	не соглашаться	1	1
708	можно сказать	3	1
709	пор пока	1	1
710	они принадлежат	1	1
711	нас от	1	1
712	различие в	1	1
713	некотором развитии	1	1
714	смотрят на	1	1
715	однако что	1	1
716	ее от	2	1
717	этому поводу	2	1
718	тогда она	1	1
719	когда оно	1	1
720	автор как	1	1
721	своих собственных	1	1
722	своему значению	2	1
723	крайней мере	4	1
724	и содержания	1	1
725	все в	1	1
726	вообще и	3	1
727	творческой фантазии	1	1
728	которую в	1	1
729	политических или	1	1
730	и об	1	1
731	связь между	4	1
732	и самые	1	1
733	искусства по	1	1
734	все зависит	1	1
735	этой целью	1	1
736	этом смысле	11	1
737	на которой	1	1
738	обе эти	2	1
739	с ними	1	1
740	этого можно	1	1
741	языка на	2	1
742	что даже	2	1
743	явления в	1	1
744	к определениям	1	1
745	которое находит	1	1
746	по этому	2	1
747	не то	1	1
748	до наших	1	1
749	история и	3	1
750	в таких	1	1
751	лица которые	1	1
752	на всем	1	1
753	своей целью	1	1
754	и исследования	1	1
755	вопроса о	1	1
756	стоит на	1	1
757	же заключаются	1	1
758	поэтому его	1	1
759	от других	2	1
760	мы скорее	1	1
761	не дает	1	1
762	его и	1	1
763	за ним	1	1
764	момент своего	1	1
765	который как	1	1
766	народов с	1	1
767	как некоторое	1	1
768	для него	1	1
769	и художественно	1	1
770	ведь это	1	1
771	и та	1	1
772	прежде всего	8	1
773	иначе как	1	1
774	даже к	1	1
775	произведения и	2	1
776	гораздо большей	1	1
777	можно с	1	1
778	ее не	1	1
779	только с	3	1
780	свое выражение	3	1
781	связи в	1	1
782	общая идея	1	1
783	чтобы лучше	1	1
784	не просто	4	1
785	этого понятия	5	1
786	бы обойтись	1	1
787	чтобы убедиться	1	1
788	из двух	2	1
789	нужно было	1	1
790	со стороны	12	1
791	нам не	1	1
792	в соответствующих	2	1
793	вообще с	1	1
794	не знать	1	1
795	именно в	8	1
796	и прежде	1	1
797	фантазии и	1	1
798	обратиться к	1	1
799	в соответствии	2	1
800	связано с	1	1
801	на основании	5	1
802	нужно сказать	1	1
803	что таким	1	1
804	он только	1	1
805	заключенная в	1	1
806	и составляет	1	1
807	есть лишь	2	1
808	именно так	1	1
809	жизнь в	1	1
810	для употребления	1	1
811	так называемой	3	1
812	чем на	1	1
813	относящиеся к	3	1
814	на эту	1	1
815	что мы	2	1
816	он по	1	1
817	в связи	2	1
818	как именно	1	1
819	с помощью	1	1
820	деятельности и	2	1
821	не самоцель	1	1
822	а есть	1	1
823	бы ее	2	1
824	должна была	2	1
825	которое в	2	1
826	с конца	2	1
827	из его	2	1
828	мы говорим	2	1
829	но пока	2	1
830	раз наоборот	1	1
831	тот факт	1	1
832	его характер	1	1
833	противоположный тому	1	1
834	элементы художественной	1	1
835	одной стороны	4	1
836	она есть	5	1
837	в той	7	1
838	такого рода	2	1
839	в европейской	1	1
840	метода и	1	1
841	можем только	1	1
842	уже непосредственно	1	1
843	изучения а	1	1
844	в первой	1	1
845	кто из	1	1
846	если это	2	1
847	с изучением	2	1
848	критики и	2	1
849	тех пор	1	1
850	не умели	1	1
851	свою науку	1	1
852	быть не	1	1
853	д мы	1	1
854	этого слова	2	1
855	еще раз	1	1
856	этом случае	6	1
857	наоборот иначе	1	1
858	понимать не	1	1
859	как предмет	1	1
860	этого метода	1	1
861	этом и	1	1
862	самое существенное	1	1
863	искусством и	1	1
864	в достаточной	1	1
865	в более	2	1
866	любовь к	4	1
867	сомнения в	1	1
868	науки как	1	1
869	нужно принять	1	1
870	от той	1	1
871	в область	1	1
872	или в	1	1
873	в результате	3	1
874	различие которое	1	1
875	того с	1	1
876	слов с	1	1
877	было на	1	1
878	когда под	2	1
879	бы в	1	1
880	писателя не	1	1
881	что из	1	1
882	ни к	2	1
883	будто бы	2	1
884	только что	4	1
885	по самой	2	1
886	что следовательно	1	1
887	ни было	1	1
888	хотя в	2	1
889	лежит в	2	1
890	до тех	1	1
891	страсть к	1	1
892	имеет целью	1	1
893	может и	1	1
894	не похожи	2	1
895	слово в	1	1
896	цель и	1	1
897	между ними	2	1
898	смысл русской	1	1
899	работы и	1	1
900	и эта	1	1
901	от своего	1	1
902	понимать как	1	1
903	конфликт между	3	1
904	встречается с	1	1
905	взгляда на	4	1
906	первом случае	2	1
907	не что	4	1
908	это и	1	1
909	только о	2	1
910	какой смысл	1	1
911	ничего иного	1	1
912	себе не	1	1
913	свои собственные	1	1
914	вся история	1	1
915	в виде	4	1
916	но еще	1	1
917	и другие	1	1
918	очень редко	1	1
919	по поводу	1	1
920	вещи и	1	1
921	это понятие	2	1
922	из чего	1	1
923	к этому	3	1
924	они не	1	1
