N	2gram	Bakhtin_Fr_3	KFilosof
240	слова в	2	2
241	были бы	1	2
242	или иной	2	2
243	для этого	3	2
244	прежде всего	16	2
245	он и	7	2
246	для этой	3	2
247	и потому	4	2
248	его на	1	2
249	областей культуры	1	2
250	выход в	1	2
251	это есть	2	2
252	дело здесь	1	2
253	вес и	1	2
254	в это	1	2
255	и смерти	3	2
256	этого слова	2	2
257	все остальные	1	2
258	но для	1	2
259	это уже	1	2
260	еще более	4	2
261	ни к	1	2
262	потому что	2	2
263	видения и	1	2
264	его к	2	2
265	но этот	1	2
266	к этому	6	2
267	смысле слова	4	1
268	жизнь человека	1	1
269	говоря о	1	1
270	также и	4	1
271	ни во	1	1
272	утверждение что	1	1
273	в стороне	1	1
274	в средние	1	1
275	тем же	2	1
276	здесь и	5	1
277	и до	8	1
278	исходит из	1	1
279	ведь и	1	1
280	особенно часто	1	1
281	отношения к	1	1
282	шире и	3	1
283	включая и	2	1
284	мы уже	13	1
285	той же	8	1
286	и высокой	1	1
287	из всех	4	1
288	и лицо	1	1
289	что между	1	1
290	конечно все	1	1
291	не делает	1	1
292	что уже	1	1
293	науки и	1	1
294	каждый отдельный	1	1
295	не была	1	1
296	ориентирована на	1	1
297	и ее	2	1
298	конечно и	1	1
299	выхода в	1	1
300	ведь один	1	1
301	и он	1	1
302	своей причастности	1	1
303	быть понято	1	1
304	и временной	1	1
305	причастности к	1	1
306	не найдем	1	1
307	мысли и	1	1
308	не был	2	1
309	этим не	1	1
310	в нашем	4	1
311	для жизни	1	1
312	и всякий	1	1
313	рождение и	1	1
314	в истории	4	1
315	с этим	2	1
316	такова же	1	1
317	относятся к	1	1
318	виду и	1	1
319	действительности только	1	1
320	и наконец	3	1
321	не являются	1	1
322	и к	3	1
323	в этот	2	1
324	в первом	1	1
325	где все	1	1
326	поэтому он	3	1
327	в самом	6	1
328	в которой	2	1
329	т.п но	1	1
330	в известном	1	1
331	данном контексте	1	1
332	но его	1	1
333	здесь есть	1	1
334	если он	1	1
335	жизнью и	4	1
336	на его	2	1
337	главным образом	1	1
338	оно было	1	1
339	не к	2	1
340	образом и	1	1
341	но прежде	1	1
342	остается совершенно	1	1
343	их в	3	1
344	актера и	2	1
345	и по	1	1
346	на этом	2	1
347	т.е от	1	1
348	значительной степени	2	1
349	том же	2	1
350	мы его	1	1
351	а затем	1	1
352	чем я	1	1
353	об этом	3	1
354	связанных с	1	1
355	и с	8	1
356	но ему	1	1
357	то есть	18	1
358	это было	1	1
359	который и	1	1
360	на почве	1	1
361	форму и	2	1
362	к миру	1	1
363	между отдельными	1	1
364	и находит	1	1
365	смерть и	1	1
366	бы совершенно	1	1
367	это положение	1	1
368	политики и	1	1
369	все равно	1	1
370	нашего исследования	1	1
371	этого не	1	1
372	и уже	1	1
373	несмотря на	1	1
374	этом тоне	1	1
375	значит не	1	1
376	чем в	1	1
377	данте и	1	1
378	такой же	1	1
379	в один	2	1
380	имеют дело	1	1
381	в этих	6	1
382	и тут	1	1
383	он должен	1	1
384	всяком случае	1	1
385	она в	1	1
386	направлен на	1	1
387	однако он	1	1
388	но он	2	1
389	замкнутым и	1	1
390	человека но	1	1
391	и очень	2	1
392	в отношении	1	1
393	для каждого	1	1
394	как о	2	1
395	одна из	3	1
396	между жизнью	3	1
397	но только	1	1
398	это с	1	1
399	только не	1	1
400	следовательно и	2	1
401	нет места	1	1
402	слово и	1	1
403	он пытается	1	1
404	эти стороны	2	1
405	по своей	1	1
406	такая же	1	1
407	ему и	1	1
408	существенная связь	1	1
409	вместо того	1	1
410	мире и	1	1
411	и мысли	3	1
412	есть это	1	1
413	следует что	1	1
414	до того	2	1
415	уже и	1	1
416	представляется нам	2	1
417	как всякое	1	1
418	на границе	1	1
419	во все	3	1
420	и такие	2	1
421	конца в	1	1
422	отличается от	1	1
423	всего в	1	1
424	этой книги	2	1
425	целом в	2	1
426	действующих лица	1	1
427	него как	1	1
428	существенный момент	1	1
429	всегда в	1	1
430	правда не	3	1
431	оно может	1	1
432	нас от	1	1
433	и средневековых	2	1
434	и о	4	1
435	свою очередь	1	1
436	всего этого	1	1
437	и от	3	1
438	его культурной	1	1
439	характер и	2	1
440	образом то	1	1
441	временное и	1	1
442	на том	1	1
443	есть освобождение	1	1
444	что может	1	1
445	не с	1	1
446	его совершенно	1	1
447	здесь как	1	1
448	особенно в	4	1
449	выражен в	1	1
450	участия в	1	1
451	в последней	1	1
452	поэтому в	2	1
453	приводит его	2	1
454	в настоящее	1	1
455	и даже	4	1
456	приобщается к	1	1
457	образом в	2	1
458	и смерть	1	1
459	тона и	2	1
460	все дело	1	1
461	каждый раз	1	1
462	на все	1	1
463	возможна только	1	1
464	другими словами	3	1
465	настоящее время	1	1
466	она всегда	1	1
467	можно сказать	2	1
468	в значительной	3	1
469	последних двух	1	1
470	не выходит	1	1
471	на услужение	1	1
472	и во	4	1
473	нет это	1	1
474	связь между	3	1
475	на пользу	1	1
476	от них	1	1
477	во втором	1	1
478	нуждается в	3	1
479	подлежит сомнению	1	1
480	понять его	1	1
481	это лишь	1	1
482	вообще и	1	1
483	и другую	1	1
484	объектов и	1	1
485	в литературе	5	1
486	один из	4	1
487	мы видим	5	1
488	согласиться с	1	1
489	одной из	2	1
490	человека все	1	1
491	и так	2	1
492	это очень	1	1
493	она требует	1	1
494	поэтому и	3	1
495	и оба	1	1
496	себя со	1	1
497	же и	3	1
498	только на	4	1
499	дано в	1	1
500	мир и	1	1
501	только к	1	1
502	и небо	1	1
503	одно из	3	1
504	ведь это	1	1
505	ценность в	1	1
506	не для	1	1
507	смысле этого	1	1
508	так как	4	1
509	ее не	2	1
510	много и	1	1
511	само по	1	1
512	как раз	5	1
513	для живого	1	1
514	смерти и	1	1
515	но из	1	1
516	нас как	1	1
517	которые как	1	1
518	именно как	1	1
519	и также	1	1
520	точек зрения	1	1
521	и т.п	10	1
522	и из	1	1
523	с другим	1	1
524	до этого	1	1
525	здесь в	4	1
526	а именно	1	1
527	на чем	1	1
528	и др	7	1
529	в живом	1	1
530	нового времени	2	1
531	мира он	1	1
532	положений и	1	1
533	тон этого	3	1
534	можно отделить	1	1
535	притом не	1	1
536	превращается в	1	1
537	мир а	1	1
538	здесь дело	1	1
539	ничем не	1	1
540	людьми и	1	1
541	связь с	6	1
542	ведь только	1	1
543	вместе с	3	1
544	книге о	1	1
545	в духе	7	1
546	из которых	1	1
547	и оценок	1	1
548	в мистерии	1	1
549	эта в	1	1
550	в первой	2	1
551	нельзя быть	1	1
552	в человеке	1	1
553	есть мир	1	1
554	было ни	3	1
555	слова и	2	1
556	не касается	4	1
557	своей жизни	2	1
558	только для	3	1
559	к двум	1	1
560	остается в	1	1
561	должны быть	2	1
562	не раз	2	1
563	здесь вовсе	1	1
564	и единого	1	1
565	не станет	1	1
566	и сама	2	1
567	не подлежит	3	1
568	или в	1	1
569	имеет дело	1	1
570	когда он	1	1
571	слова мы	1	1
572	это может	1	1
573	в эту	4	1
574	где ее	1	1
575	все они	1	1
576	же в	1	1
577	состав и	1	1
578	за этим	4	1
579	но оно	1	1
580	между ними	3	1
581	поэтому мы	1	1
582	средние века	2	1
583	того же	2	1
584	книги но	1	1
585	в последнем	2	1
586	одновременно и	2	1
587	религии и	1	1
588	первом случае	1	1
589	культуры в	1	1
590	не способны	1	1
591	и культуры	1	1
592	включает в	2	1
593	ее в	1	1
594	это в	2	1
595	который не	1	1
596	гораздо более	1	1
597	во всяком	1	1
598	все что	2	1
599	они не	3	1
