N	2gram	Savitsky_P_1	Vladivir
354	эта проблема	1	1
355	тех пор	1	1
356	мы видим	1	1
357	духовный опыт	1	1
358	будут и	1	1
359	и живое	1	1
360	и греческой	1	1
361	их не	1	1
362	в эти	1	1
363	сущность в	1	1
364	и любви	1	1
365	эти черты	1	1
366	тем чтобы	1	1
367	на этих	2	1
368	веры и	1	1
369	в душе	1	1
370	и других	2	1
371	не будут	1	1
372	как область	1	1
373	иначе как	1	1
374	от тех	1	1
375	богов и	1	1
376	должны в	1	1
377	представляют собой	1	1
378	в последние	2	1
379	нужно было	2	1
380	возможно что	1	1
381	или иной	1	1
382	государство и	1	1
383	она всегда	1	1
384	бы эти	1	1
385	в природе	1	1
386	каком смысле	1	1
387	к более	1	1
388	последние годы	1	1
389	идеи в	1	1
390	имеет к	1	1
391	к стремлению	1	1
392	с которым	1	1
393	что из	2	1
394	вселенской церкви	1	1
395	всемирной истории	1	1
396	было в	2	1
397	в творчестве	1	1
398	в частности	2	1
399	для них	2	1
400	в иных	1	1
401	того чем	1	1
402	последняя и	1	1
403	к жизни	1	1
404	только идея	1	1
405	она есть	3	1
406	думается что	1	1
407	каково же	1	1
408	это освобождение	1	1
409	на пути	4	1
410	в гораздо	4	1
411	известном смысле	1	1
412	как живую	1	1
413	все это	2	1
414	только мы	1	1
415	только а	1	1
416	тем и	1	1
417	и право	2	1
418	чтобы понять	1	1
419	еще более	2	1
420	полноты и	1	1
421	вопроса и	1	1
422	отношении к	5	1
423	может и	2	1
424	отношением к	1	1
425	только как	1	1
426	о духе	1	1
427	является и	1	1
428	живого и	1	1
429	в трех	1	1
430	и другие	1	1
431	том числе	2	1
432	который не	1	1
433	они не	1	1
434	гораздо более	1	1
