N	2gram	Tiupa_Vved_1	Myshleni
159	в совершенно	1	3
160	различие между	1	3
161	в этих	3	3
162	не менее	4	3
163	во всем	1	3
164	связи с	1	3
165	для образования	1	3
166	оно может	1	3
167	приводит к	2	3
168	внимание на	3	3
169	один из	3	3
170	но не	5	3
171	в какой	4	3
172	всяком случае	1	3
173	себя в	1	3
174	так что	1	3
175	в равной	1	3
176	со стороны	5	3
177	на этот	1	3
178	к которому	2	3
179	только к	1	3
180	в связи	1	3
181	наряду с	2	3
182	этом случае	1	3
183	и от	2	3
184	не подлежит	1	3
185	к одной	1	3
186	бы в	3	3
187	в виде	1	3
188	одним из	5	2
189	также и	4	2
190	неизбежно должно	1	2
191	переход от	1	2
192	между двумя	3	2
193	выражается в	1	2
194	должна быть	2	2
195	высшей степени	2	2
196	едва ли	3	2
197	мы имеем	5	2
198	они могут	1	2
199	нам в	1	2
200	место в	2	2
201	исследования в	1	2
202	между этими	1	2
203	мы и	2	2
204	зависимости от	1	2
205	в ней	4	2
206	это означает	1	2
207	отличие от	2	2
208	которые не	1	2
209	опирается на	1	2
210	стороны и	1	2
211	из этих	3	2
212	вообще не	1	2
213	как оно	2	2
214	в нем	5	2
215	именно то	1	2
216	том чтобы	2	2
217	содержит в	1	2
218	из него	1	2
219	подобно тому	2	2
220	встречаются в	1	2
221	здесь мы	1	2
222	же не	1	2
223	входит в	1	2
224	в высшей	2	2
225	к которым	1	2
226	далеко не	4	2
227	в слове	3	2
228	или иному	1	2
229	в следующем	1	2
230	в отличие	2	2
231	собой не	1	2
232	их в	2	2
233	том же	1	2
234	в той	4	2
235	но они	2	2
236	может служить	4	2
237	не имеет	2	2
238	на котором	1	2
239	того как	1	2
240	не по	1	2
241	это мы	1	2
242	находятся в	1	2
243	из истории	1	2
244	что на	2	2
245	не совсем	1	2
246	мы узнаем	1	2
247	ли не	2	2
248	указывает на	1	2
249	он видит	1	2
250	и он	1	2
251	свою очередь	4	2
252	и сами	2	2
253	здесь не	2	2
254	данном случае	6	2
255	никак не	2	2
256	необходимо различать	1	2
257	еще не	7	2
258	где каждый	1	2
259	и т.д	5	2
260	совершенно другим	1	2
261	настоящее время	1	2
262	а также	8	2
263	в приведенных	1	2
264	к нему	1	2
265	в другой	1	2
266	вслед за	2	2
267	в него	1	2
268	в современной	3	2
269	но так	1	2
270	которое мы	1	2
271	но как	1	2
272	и у	1	2
273	в нашей	1	2
274	в данной	2	2
275	для него	3	2
276	представить себе	2	2
277	иначе как	1	2
278	тогда как	10	2
279	у него	1	2
280	случае не	1	2
281	которые могут	1	2
282	только на	1	2
283	с той	1	2
284	а с	2	2
285	прежде всего	7	2
286	состояла в	1	2
287	в данном	13	2
288	что это	1	2
289	детей это	1	2
290	тому как	2	2
291	даже в	1	2
292	в начале	3	2
293	числе и	1	2
294	тому или	1	2
295	в следующей	1	2
296	которая в	3	2
297	в настоящее	1	2
298	и т.п	9	2
299	а в	6	2
300	нам не	1	2
301	в свою	4	2
302	не знает	1	2
303	который не	1	2
304	в таком	1	2
305	том числе	1	2
306	они не	1	2
307	например в	2	1
308	в сфере	1	1
309	опыта что	1	1
310	столько же	1	1
311	получает в	1	1
312	на самом	4	1
313	он может	1	1
314	тех же	1	1
315	оказываются в	1	1
316	в приведенном	2	1
317	в зависимости	1	1
318	и должен	1	1
319	из всех	1	1
320	а как	1	1
321	который в	2	1
322	взрослыми но	1	1
323	в последние	1	1
324	нуждаются в	1	1
325	мы не	4	1
326	всех его	1	1
327	та же	1	1
328	во внутреннем	1	1
329	оба эти	1	1
330	благодаря тому	1	1
331	говорить о	2	1
332	что иное	1	1
333	каждый конкретный	1	1
334	на практике	1	1
335	стороны на	1	1
336	иное как	1	1
337	во всех	2	1
338	как правило	6	1
339	как если	1	1
340	то он	2	1
341	точка зрения	3	1
342	не входит	1	1
343	не все	2	1
344	если в	2	1
345	по отношению	7	1
346	друг от	1	1
347	связи и	1	1
348	его развития	1	1
349	относится к	1	1
350	на смену	2	1
351	к истинному	1	1
352	этом он	1	1
353	если она	2	1
354	внутри себя	1	1
355	что касается	5	1
356	однако не	1	1
357	имеет в	1	1
358	следует сказать	1	1
359	в этот	2	1
360	области научных	1	1
361	то в	1	1
362	применительно к	1	1
363	т.п но	1	1
364	бы не	2	1
365	степени и	1	1
366	что к	1	1
367	отношение между	1	1
368	индивидуальных особенностей	1	1
369	но на	2	1
370	так сказать	2	1
371	задний план	1	1
372	он не	3	1
373	в первой	1	1
374	чтобы они	1	1
375	не хотел	1	1
376	и по	3	1
377	заключает в	1	1
378	без исключения	2	1
379	что она	1	1
380	в детской	1	1
381	в единую	1	1
382	с другими	1	1
383	известно что	1	1
384	должен был	1	1
385	конец а	1	1
386	для них	3	1
387	он является	2	1
388	этот раз	2	1
389	о которых	1	1
390	на второй	1	1
391	обнаруживается и	1	1
392	не всегда	2	1
393	которой он	1	1
394	одна и	1	1
395	обозначить как	1	1
396	и было	1	1
397	как таковой	1	1
398	и конец	2	1
399	и становится	1	1
400	благодаря этому	1	1
401	это делает	1	1
402	оказывается для	1	1
403	часто не	1	1
404	житейского опыта	1	1
405	не столько	4	1
406	не как	2	1
407	в которых	1	1
408	бы мы	1	1
409	своего рода	10	1
410	от его	1	1
411	всякий раз	1	1
412	должны были	2	1
413	оказывается здесь	1	1
414	в одном	1	1
415	но он	1	1
416	тем не	3	1
417	и наоборот	1	1
418	тому чтобы	1	1
419	личного опыта	1	1
420	по себе	2	1
421	что есть	1	1
422	наших глазах	1	1
423	ни казались	1	1
424	дня и	1	1
425	сущности говоря	1	1
426	вплоть до	1	1
427	с которой	1	1
428	в то	4	1
429	как о	2	1
430	и притом	1	1
431	на него	2	1
432	функцию в	1	1
433	вытекает из	1	1
434	приведенном выше	1	1
435	в разных	1	1
436	это то	1	1
437	имеем дело	3	1
438	слова во	1	1
439	как она	1	1
440	вместо того	2	1
441	и после	1	1
442	так например	1	1
443	рассказывания по	1	1
444	только с	1	1
445	ситуации и	3	1
446	однако это	1	1
447	точке зрения	1	1
448	у нас	1	1
449	детей в	2	1
450	общим а	1	1
451	на целый	1	1
452	говорящего и	1	1
453	и другим	1	1
454	его с	2	1
455	как для	2	1
456	бы он	1	1
457	в поле	1	1
458	анализа в	1	1
459	собственной активности	1	1
460	время они	1	1
461	т.е в	1	1
462	для себя	1	1
463	известно по	1	1
464	от друга	1	1
465	происходит и	1	1
466	еще более	1	1
467	появляется в	2	1
468	и та	1	1
469	характер и	1	1
470	всей своей	2	1
471	так в	4	1
472	до самого	1	1
473	и сам	1	1
474	что может	1	1
475	стороны не	1	1
476	было в	1	1
477	мог бы	1	1
478	котором мы	1	1
479	в кино	2	1
480	своему происхождению	1	1
481	том как	3	1
482	психический процесс	1	1
483	еще и	1	1
484	бывает в	1	1
485	при котором	1	1
486	более высокой	1	1
487	одного из	3	1
488	с того	1	1
489	в игре	1	1
490	можно сказать	4	1
491	положения и	1	1
492	совершаемые с	1	1
493	в форме	1	1
494	неизбежно будет	1	1
495	также в	1	1
496	происходит в	1	1
497	повествование о	1	1
498	поле зрения	1	1
499	приведенных выше	1	1
500	чем это	1	1
501	оно связано	1	1
502	с появлением	2	1
503	дело с	2	1
504	мы увидим	1	1
505	он выступает	1	1
506	практически не	1	1
507	должен быть	1	1
508	и иными	1	1
509	и так	1	1
510	к детской	1	1
511	узнаем что	1	1
512	и ее	1	1
513	человеческого мышления	1	1
514	оказывается в	1	1
515	уже не	5	1
516	указания на	1	1
517	всеми остальными	1	1
518	ее из	1	1
519	опыта который	1	1
520	глаза и	1	1
521	именно они	1	1
522	и их	1	1
523	которая может	2	1
524	в конце	1	1
525	на четыре	1	1
526	как его	2	1
527	само по	1	1
528	человек как	1	1
529	далее в	1	1
530	как раз	2	1
531	представляют собой	3	1
532	и даже	1	1
533	на уровне	1	1
534	он без	1	1
535	как у	1	1
536	и взрослыми	1	1
537	по своим	3	1
538	все равно	2	1
539	от этих	2	1
540	им из	1	1
541	же о	1	1
542	взрослых в	1	1
543	имеет место	4	1
544	не исключает	1	1
545	и затем	1	1
546	что не	1	1
547	детского сознания	3	1
548	связано с	3	1
549	только по	1	1
550	то и	2	1
551	и составляет	3	1
552	не на	1	1
553	однако и	2	1
554	легко и	1	1
555	его собственной	1	1
556	объединены в	1	1
557	свое внимание	1	1
558	слова что	1	1
559	вперед и	1	1
560	который известен	1	1
561	яркого примера	1	1
562	и потому	1	1
563	или по	1	1
564	значении этого	1	1
565	например когда	1	1
566	стала бы	1	1
567	ситуации оказывается	1	1
568	существует ни	1	1
569	из которых	1	1
570	предполагает наличие	1	1
571	этих случаях	2	1
572	о чем	2	1
573	предположить что	1	1
574	в течение	1	1
575	в тот	1	1
576	для одного	1	1
577	исходя из	2	1
578	распадается на	1	1
579	быть не	4	1
580	один день	1	1
581	на разных	1	1
582	но это	3	1
583	все это	1	1
584	это явление	1	1
585	при всем	1	1
586	других в	1	1
587	от действительного	1	1
588	части из	1	1
589	не существует	2	1
590	выше не	1	1
591	или в	1	1
592	о котором	2	1
593	своей природе	2	1
594	и слова	1	1
595	но одновременно	1	1
596	хотя и	7	1
597	у них	1	1
598	и слабость	1	1
599	зрения в	1	1
600	действительной жизни	1	1
601	рассматривается как	1	1
602	с ним	3	1
603	второй и	1	1
604	же в	1	1
605	человека не	1	1
606	отношении к	1	1
607	не предполагает	1	1
608	в целях	1	1
609	требует чтобы	1	1
610	нет ничего	1	1
611	в период	1	1
612	от первого	1	1
613	но если	1	1
614	конфликт между	1	1
615	необходимо отличать	1	1
616	не что	1	1
617	отношению к	7	1
618	у детей	1	1
619	из этого	1	1
620	время не	1	1
621	в своих	2	1
622	по поводу	2	1
623	которая не	2	1
