N	2gram	Potebnia_M_1	Tragedij
348	только на	3	1
349	дело с	1	1
350	но самое	1	1
351	в понятие	1	1
352	него нет	1	1
353	непременно должно	1	1
354	одно из	3	1
355	и их	3	1
356	всяком случае	1	1
357	могло бы	3	1
358	слова в	2	1
359	т п	4	1
360	чтобы она	1	1
361	и должна	1	1
362	не для	1	1
363	с этими	1	1
364	ее не	1	1
365	к ним	2	1
366	и вместе	2	1
367	рядом с	1	1
368	чувствует себя	1	1
369	таком виде	2	1
370	развития в	1	1
371	с другим	3	1
372	и эту	1	1
373	и внутренним	1	1
374	вопрос об	3	1
375	именно в	1	1
376	в каких	1	1
377	что не	10	1
378	только по	2	1
379	не было	4	1
380	а на	1	1
381	на этот	2	1
382	в ребенке	1	1
383	а не	21	1
384	именно так	1	1
385	его как	1	1
386	на смерть	1	1
387	в связи	1	1
388	виде в	1	1
389	только раз	1	1
390	я хочу	1	1
391	более чем	1	1
392	время с	1	1
393	вместе с	8	1
394	ко всем	2	1
395	и потому	5	1
396	в духе	1	1
397	на сравнении	1	1
398	в человеке	10	1
399	не из	3	1
400	над ним	1	1
401	видит в	1	1
402	смысле этого	1	1
403	нем ничего	1	1
404	применении к	2	1
405	этого слова	1	1
406	с этой	2	1
407	и от	3	1
408	на одной	1	1
409	тем и	1	1
410	при таком	4	1
411	об отношении	3	1
412	в результате	1	1
413	о нем	1	1
414	из себя	5	1
415	бы в	4	1
416	и совершенно	1	1
417	случае и	1	1
418	хотя бы	2	1
419	только что	2	1
420	сосредоточился в	2	1
421	над собою	1	1
422	к ее	1	1
423	нужно для	1	1
424	необходимое условие	1	1
425	совершенно не	1	1
426	при его	1	1
427	идея в	1	1
428	ко всему	1	1
429	на груди	1	1
430	в голову	1	1
431	к этой	3	1
432	природу человека	1	1
433	во всяком	3	1
