N	2gram	Losev_Prob_5	StatiiOP
227	и прочие	2	2
228	на котором	1	2
229	тогда когда	4	2
230	так чтобы	1	2
231	не имеет	1	2
232	никогда не	7	2
233	можно усмотреть	1	2
234	он хочет	2	2
235	и мыслителя	1	2
236	этот образ	2	2
237	от того	1	2
238	могут быть	1	2
239	к тому	2	2
240	не встречается	1	2
241	для того	3	2
242	на это	1	2
243	должен быть	1	2
244	как мы	2	2
245	с ее	1	2
246	в виду	3	2
247	говорит и	1	2
248	без всякого	2	2
249	на основе	1	2
250	в драматическом	1	2
251	с самого	1	2
252	что у	5	2
253	на нее	1	2
254	или в	4	2
255	времени и	1	2
256	и которые	2	2
257	здесь нет	1	2
258	нас к	1	2
259	до нас	7	2
260	внимание на	3	2
261	с одной	3	2
262	что его	3	2
263	в драме	2	2
264	от них	2	2
265	этому поводу	2	2
266	в форме	1	2
267	и только	2	2
268	и других	1	2
269	все время	3	2
270	еще не	3	2
271	и ее	1	2
272	есть в	2	2
273	и у	5	2
274	него есть	1	2
275	то и	2	2
276	что если	1	2
277	в поэзии	1	2
278	во втором	2	2
279	при помощи	6	2
280	одно из	1	2
281	в новом	1	2
282	цели и	1	2
283	мы находим	7	2
284	вовсе не	8	2
285	должен был	1	2
286	заметить что	1	2
287	или иной	1	2
288	пришли к	1	2
289	до сих	2	2
290	не потому	1	2
291	в предисловии	1	2
292	себя и	1	2
293	что не	2	2
294	не на	1	2
295	что из	1	2
296	вместе с	7	2
297	в одной	2	2
298	но не	7	2
299	не сразу	1	2
300	для искусства	1	2
301	предисловии к	1	2
302	в сборнике	1	2
303	том смысле	1	2
304	в это	2	2
305	на другое	1	2
306	сих пор	2	2
307	это был	1	2
308	один из	2	2
309	которые были	1	2
310	в результате	7	2
311	его не	2	2
312	в духе	3	2
313	только что	1	2
314	здесь только	1	2
315	одной из	1	2
316	в свою	2	2
317	гораздо более	4	2
318	в обычном	1	1
319	также и	12	1
320	сам по	1	1
321	и то	5	1
322	смысле слова	3	1
323	на самом	1	1
324	тем же	3	1
325	и так	1	1
326	и до	2	1
327	свое место	1	1
328	уже по	1	1
329	из всех	2	1
330	отношения к	1	1
331	в и	1	1
332	вопрос о	1	1
333	из своих	1	1
334	трактуется в	2	1
335	от своих	3	1
336	эту трагедию	1	1
337	еще до	2	1
338	на себя	1	1
339	но уже	2	1
340	ему в	1	1
341	мы и	2	1
342	личной и	1	1
343	и он	4	1
344	с большим	1	1
345	пребывания в	1	1
346	проявляется в	2	1
347	во мне	1	1
348	из отечества	1	1
349	к году	1	1
350	трагедию в	1	1
351	то мы	1	1
352	не требует	1	1
353	или иначе	1	1
354	мы будем	2	1
355	и другие	3	1
356	со всеми	2	1
357	тех же	1	1
358	не все	2	1
359	время на	1	1
360	у баратынского	1	1
361	которые не	1	1
362	что хотя	1	1
363	как сын	1	1
364	начала до	1	1
365	в своем	11	1
366	и нет	2	1
367	что ее	1	1
368	однако не	1	1
369	этом же	1	1
370	когда он	2	1
371	и как	6	1
372	от этого	3	1
373	поэтому и	2	1
374	для которого	1	1
375	духа в	2	1
376	хотя она	1	1
377	трагедии о	2	1
378	при создании	1	1
379	из жизни	1	1
380	так или	1	1
381	за это	5	1
382	бы не	3	1
383	большей части	1	1
384	в дальнейшем	7	1
385	а потом	3	1
386	говорят о	1	1
387	но на	1	1
388	всей его	1	1
389	что она	1	1
390	по словам	2	1
391	в нем	6	1
392	том в	1	1
393	от которого	1	1
394	он должен	1	1
395	же это	1	1
396	не к	2	1
397	что еще	1	1
398	i в	1	1
399	которого и	2	1
400	что ни	1	1
401	в нее	1	1
402	свой замысел	1	1
403	не считать	1	1
404	что такой	2	1
405	поэзии и	1	1
406	на кавказ	2	1
407	на этой	1	1
408	второй половины	1	1
409	которая вышла	1	1
410	вместе со	1	1
411	настолько сильно	1	1
412	является символом	2	1
413	с начала	1	1
414	не делал	1	1
415	трагедии нет	2	1
416	среди этого	1	1
417	стиля с	1	1
418	в польше	1	1
419	к которым	1	1
420	здесь можно	1	1
421	говорится о	4	1
422	чем в	1	1
423	и некоторые	1	1
424	мере не	1	1
425	представлением об	1	1
426	нисколько не	5	1
427	их на	1	1
428	выступает здесь	1	1
429	его дворец	1	1
430	но я	1	1
431	мы как	1	1
432	поэтому он	1	1
433	с ума	1	1
434	бы на	2	1
435	и при	1	1
436	о той	1	1
437	почти не	1	1
438	на месте	2	1
439	не дошли	1	1
440	на фоне	1	1
441	сам же	3	1
442	поэтому в	1	1
443	творчества и	1	1
444	не могли	1	1
445	того кто	1	1
446	по себе	2	1
447	даже в	1	1
448	что выше	1	1
449	и очень	1	1
450	но ясно	2	1
451	на рубеже	1	1
452	не раз	1	1
453	вплоть до	1	1
454	иной раз	2	1
455	не о	1	1
456	дело в	2	1
457	того как	5	1
458	у кюхельбекера	2	1
459	на него	2	1
460	который сумел	1	1
461	у ломоносова	1	1
462	которого он	1	1
463	что вы	1	1
464	можно судить	1	1
465	того чтобы	2	1
466	смысле что	1	1
467	он мог	1	1
468	возможно и	1	1
469	преимущественно в	1	1
470	в самой	3	1
471	из четырех	1	1
472	как она	1	1
473	по своей	2	1
474	со своим	1	1
475	поэтической формы	1	1
476	до того	1	1
477	было не	1	1
478	свое собственное	2	1
479	мы встречаем	1	1
480	уже о	1	1
481	xviii века	1	1
482	когда мы	1	1
483	и другой	2	1
484	героев и	1	1
485	делают их	1	1
486	также нет	1	1
487	его с	1	1
488	той или	1	1
489	диалог между	1	1
490	здесь же	1	1
491	и свое	2	1
492	уже прямо	1	1
493	тот и	1	1
494	в наше	1	1
495	в абсолютном	1	1
496	для себя	5	1
497	относящихся сюда	1	1
498	здесь изображается	2	1
499	и оно	1	1
500	и о	5	1
501	которого мы	2	1
502	и образ	1	1
503	принадлежал к	1	1
504	при его	2	1
505	значительной мере	2	1
506	говоря уже	1	1
507	здесь не	7	1
508	в ее	3	1
509	более поздним	1	1
510	типа в	1	1
511	он с	1	1
512	нет никакой	3	1
513	и этим	1	1
514	вообще нет	1	1
515	как с	2	1
516	до самого	1	1
517	и когда	1	1
518	и сам	4	1
519	в образе	1	1
520	по аналогии	1	1
521	можно было	2	1
522	не за	2	1
523	здесь он	1	1
524	те же	1	1
525	ясно что	4	1
526	что трагедия	1	1
527	здесь как	2	1
528	что никогда	1	1
529	чем у	1	1
530	том как	1	1
531	разного рода	4	1
532	но у	1	1
533	основана на	1	1
534	половины xviii	1	1
535	в эпоху	3	1
536	о котором	3	1
537	и вообще	9	1
538	к дельвигу	1	1
539	с ним	3	1
540	трактуется как	1	1
541	которые у	1	1
542	находит для	2	1
543	и должно	1	1
544	мере три	1	1
545	упоминает о	5	1
546	его жизни	1	1
547	и который	3	1
548	времени в	1	1
549	в значительной	2	1
550	как у	1	1
551	знает что	3	1
552	должно было	1	1
553	русской литературе	3	1
554	говорить об	1	1
555	что хотел	1	1
556	что и	6	1
557	хотел бы	1	1
558	есть с	1	1
559	вообще и	2	1
560	именно в	3	1
561	из одних	1	1
562	человека как	1	1
563	и она	1	1
564	найти и	3	1
565	находим и	2	1
566	судить по	1	1
567	же можно	1	1
568	в поздней	1	1
569	которое было	1	1
570	в двух	1	1
571	его в	6	1
572	менее в	1	1
573	именно о	2	1
574	ли он	2	1
575	всей жизни	1	1
576	что отношения	1	1
577	этом стихотворении	2	1
578	наше время	1	1
579	который в	9	1
580	самые разнообразные	1	1
581	в обществе	1	1
582	которая была	1	1
583	говорит у	1	1
584	для всех	1	1
585	именно на	2	1
586	конечно не	2	1
587	да еще	1	1
588	раз в	2	1
589	и они	2	1
590	то только	1	1
591	из них	2	1
592	только одно	1	1
593	и их	5	1
594	тогда он	1	1
595	содержания и	1	1
596	в одном	3	1
597	но является	1	1
598	были люди	1	1
599	как его	1	1
600	идет в	1	1
601	того или	1	1
602	но совершенно	1	1
603	характерны для	1	1
604	в других	3	1
605	указание на	1	1
606	другое что	1	1
607	даже и	4	1
608	разработан в	1	1
609	в очень	1	1
610	из двух	1	1
611	не были	1	1
612	только у	1	1
613	более важным	1	1
614	и из	1	1
615	стороны он	2	1
616	а именно	12	1
617	еще и	4	1
618	было и	1	1
619	на которые	1	1
620	окружающей его	1	1
621	говорит о	7	1
622	к более	1	1
623	не говоря	1	1
624	такой мотив	1	1
625	здесь были	1	1
626	что несмотря	1	1
627	ниже в	1	1
628	человек в	1	1
629	о чем	1	1
630	там где	1	1
631	в одно	1	1
632	если не	4	1
633	в те	2	1
634	с помощью	2	1
635	является совершенно	1	1
636	в частности	4	1
637	этого героя	1	1
638	здесь является	1	1
639	то можно	1	1
640	автора совершенно	1	1
641	в данном	2	1
642	видит в	3	1
643	наряду с	2	1
644	очень важно	1	1
645	в литературе	1	1
646	когда она	1	1
647	даже с	1	1
648	доходят до	1	1
649	звучат слова	1	1
650	по существу	2	1
651	плен и	1	1
652	говорил об	1	1
653	хочет показать	1	1
654	политического радикализма	1	1
655	xix в	4	1
656	бога и	1	1
657	но для	2	1
658	не больше	2	1
659	с большой	1	1
660	одновременно с	1	1
661	это уже	2	1
662	однако и	1	1
663	но оказывается	1	1
664	что очень	1	1
665	вся трагедия	1	1
666	котором он	1	1
667	к кому	1	1
668	это он	1	1
669	род в	1	1
670	лишь о	1	1
671	что тогда	1	1
672	самого последнего	1	1
673	для нас	10	1
674	и все	9	1
675	собственно говоря	1	1
676	у них	1	1
677	или нет	1	1
678	бы в	1	1
679	но зато	1	1
680	хотя бы	2	1
681	находим в	2	1
682	это человек	1	1
683	как человек	1	1
684	с теми	1	1
685	гораздо больше	2	1
686	в период	4	1
687	а о	1	1
688	какой степени	1	1
689	о своем	2	1
690	им написана	1	1
691	в эволюции	1	1
692	состоит из	1	1
693	работы и	1	1
694	которая тоже	1	1
695	которые всегда	1	1
696	перейти к	3	1
697	это засвидетельствовано	1	1
698	вопрос а	1	1
699	в трех	2	1
700	художественного творчества	8	1
701	жизни и	2	1
702	этой точки	1	1
703	более раннего	1	1
704	в одах	1	1
705	к м	1	1
706	которая не	1	1
707	так же	5	1
708	все что	2	1
709	они не	2	1
