N	2gram	Propp_Morf_1	Problemy
430	его можно	1	1
431	связи с	10	1
432	и сама	1	1
433	как будто	2	1
434	героя а	4	1
435	их по	3	1
436	форма является	1	1
437	точном смысле	1	1
438	в области	1	1
439	есть у	1	1
440	такие же	1	1
441	к отдельным	2	1
442	когда мы	1	1
443	нисколько не	1	1
444	относится ко	1	1
445	должны быть	1	1
446	является одним	1	1
447	и другим	3	1
448	он узнает	1	1
449	они даны	2	1
450	они и	3	1
451	все еще	3	1
452	что при	2	1
453	пр он	3	1
454	им в	1	1
455	не делает	1	1
456	а затем	4	1
457	того чтобы	3	1
458	как не	1	1
459	жизни языка	1	1
460	данном случае	1	1
461	здесь также	1	1
462	с самого	1	1
463	если они	2	1
464	он именно	1	1
465	не с	2	1
466	собой в	2	1
467	оно как	2	1
468	иногда в	5	1
469	еще в	1	1
470	и функции	1	1
471	в последней	1	1
472	еще мал	1	1
473	самых неожиданных	1	1
474	с этого	2	1
475	связанная с	1	1
476	но к	1	1
477	и герой	1	1
478	нашей работы	2	1
479	или на	3	1
480	на что	1	1
481	после того	1	1
482	и берет	1	1
483	может не	1	1
484	от него	1	1
485	с теми	4	1
486	это сделать	1	1
487	функций в	1	1
488	во втором	3	1
489	помимо того	1	1
490	на одном	1	1
491	в настоящей	1	1
492	говоря что	1	1
493	и она	1	1
494	как объект	1	1
495	сюда относится	1	1
496	еще несколько	1	1
497	быть и	2	1
498	но так	1	1
499	на которой	1	1
500	героя может	1	1
501	сюда же	3	1
502	один из	5	1
503	мы видим	13	1
504	в какой	3	1
505	формах с	1	1
506	принимает форму	1	1
507	мал и	1	1
508	никак нельзя	1	1
509	второй тип	1	1
510	с одной	1	1
511	со всеми	1	1
512	в эти	1	1
513	и хочет	1	1
514	типа а	1	1
515	и у	1	1
516	сущности вовсе	1	1
517	вопроса о	1	1
518	друг за	2	1
519	обстоит дело	1	1
520	следует за	2	1
521	они все	1	1
522	его и	2	1
523	и соответствующего	1	1
524	характерно что	1	1
525	же они	2	1
526	никто не	3	1
527	всяком случае	2	1
528	как их	2	1
529	здесь перед	1	1
530	у нее	1	1
531	ее не	1	1
532	которые могут	1	1
533	она имеет	1	1
534	время уже	1	1
535	в очень	1	1
536	где есть	1	1
537	из двух	2	1
538	одной стороны	1	1
539	нами опять	1	1
540	хотя оно	1	1
541	со стороны	3	1
542	даже не	3	1
543	с другим	1	1
544	а именно	1	1
545	и самая	1	1
546	только один	1	1
547	он во	1	1
548	а с	2	1
549	и др	10	1
550	в живых	3	1
551	предмета но	1	1
552	что не	1	1
553	в некоторых	3	1
554	что им	1	1
555	для передачи	1	1
556	не исключает	2	1
557	не на	2	1
558	однако и	1	1
559	так называемой	1	1
560	здесь этот	1	1
561	нужно иметь	1	1
562	совершенно очевидно	1	1
563	но есть	3	1
564	в связи	9	1
565	между собою	2	1
566	уже давно	1	1
567	все более	1	1
568	игру на	1	1
569	до этого	1	1
570	но там	1	1
571	как это	3	1
572	играют в	2	1
573	относятся к	2	1
574	за другом	2	1
575	о возможности	1	1
576	определяет его	1	1
577	что за	1	1
578	правда есть	1	1
579	лежат в	1	1
580	в тех	6	1
581	и там	1	1
582	главным предметом	1	1
583	в форме	6	1
584	в карты	3	1
585	два раза	2	1
586	форма в	3	1
587	довольно много	1	1
588	в это	1	1
589	неожиданно и	1	1
590	на другое	1	1
591	еще раз	1	1
592	с любовью	1	1
593	этом случае	8	1
594	первый тип	1	1
595	не меняет	2	1
596	у вас	1	1
597	все вопросы	1	1
598	образом как	1	1
599	с большой	1	1
600	известной степени	1	1
601	совершается в	2	1
602	наблюдать что	2	1
603	что там	2	1
604	в точном	1	1
605	в другой	1	1
606	в другое	1	1
607	обращается к	1	1
608	увидим дальше	1	1
609	второго типа	1	1
610	к этой	1	1
611	все они	1	1
612	ни было	2	1
613	мы переходим	1	1
614	важное значение	1	1
615	не есть	1	1
616	в частности	2	1
617	же относится	1	1
618	по одному	1	1
619	в последнем	2	1
620	к иному	1	1
621	можно наблюдать	3	1
622	и диалог	1	1
623	же может	2	1
624	не первого	1	1
625	можно назвать	3	1
626	часто встречается	1	1
627	к этому	3	1
628	как на	1	1
629	в таком	1	1
