N	2gram	Ircho_Kome_2	Problemy
326	в изображении	2	1
327	в юности	1	1
328	его собственным	1	1
329	все больше	2	1
330	то он	1	1
331	тех же	3	1
332	не все	1	1
333	с отцом	1	1
334	в качестве	5	1
335	с совершенно	1	1
336	тут же	2	1
337	друг от	1	1
338	приведенным выше	1	1
339	меньше всего	4	1
340	отнюдь не	2	1
341	чем же	1	1
342	ты с	1	1
343	независимо от	5	1
344	для оценки	1	1
345	за этим	1	1
346	сущности одна	1	1
347	тем более	1	1
348	очень трудно	1	1
349	в одних	1	1
350	что касается	3	1
351	что по	2	1
352	мертвых душ	1	1
353	составляет содержание	1	1
354	разве я	1	1
355	в маске	1	1
356	в ответ	2	1
357	из опыта	1	1
358	в этой	3	1
359	не приводит	1	1
360	роль в	2	1
361	не могла	1	1
362	сцену в	1	1
363	не следует	2	1
364	кажется не	1	1
365	политики и	1	1
366	и если	2	1
367	отца а	1	1
368	его до	1	1
369	человека в	3	1
370	больше всего	1	1
371	совпадают с	1	1
372	этот отрывок	1	1
373	об этом	2	1
374	на все	1	1
375	своей стороны	1	1
376	с целью	1	1
377	входит в	1	1
378	их своими	1	1
379	и мы	1	1
380	приходит в	1	1
381	любовь к	1	1
382	по всему	3	1
383	ни одной	1	1
384	освободиться от	1	1
385	действительно не	1	1
386	элемента в	1	1
387	как таковой	1	1
388	в один	2	1
389	его образ	1	1
390	которую он	1	1
391	в г	17	1
392	таким же	1	1
393	затем и	2	1
394	и ее	2	1
395	можно найти	1	1
396	тем к	1	1
397	же это	1	1
398	случае в	1	1
399	но у	1	1
400	еще с	1	1
401	они уже	1	1
402	точнее не	1	1
403	признать что	2	1
404	из области	1	1
405	которые в	2	1
406	другом и	1	1
407	ко всему	1	1
408	отцом и	1	1
409	тем не	1	1
410	и более	1	1
411	том же	1	1
412	в устах	1	1
413	бы быть	1	1
414	для нее	1	1
415	цитатами из	1	1
416	заставляет его	1	1
417	борется с	1	1
418	и очень	1	1
419	любви и	1	1
420	оно занимает	1	1
421	власть в	1	1
422	но они	1	1
423	характерные для	1	1
424	для каждого	1	1
425	правда в	1	1
426	одна из	2	1
427	на два	1	1
428	что их	2	1
429	на себе	1	1
430	у кого	1	1
431	мы вспоминаем	1	1
432	в основе	1	1
433	же его	2	1
434	того чтобы	6	1
435	или еще	1	1
436	в самой	3	1
437	по привычке	1	1
438	только внешне	1	1
439	бы наконец	1	1
440	и после	2	1
441	и решения	1	1
442	связи с	3	1
443	здесь же	1	1
444	эти три	1	1
445	и при	1	1
446	вот в	1	1
447	среди них	1	1
448	но там	3	1
449	случаях когда	1	1
450	и другой	1	1
451	отличается от	1	1
452	всего в	2	1
453	тому и	1	1
454	как для	1	1
455	которые его	1	1
456	они и	1	1
457	для того	5	1
458	время он	1	1
459	приходит к	1	1
460	от друга	1	1
461	ближе по	1	1
462	в оно	1	1
463	как не	2	1
464	в себя	1	1
465	но мы	1	1
466	то время	3	1
467	на свой	1	1
468	обращаясь к	1	1
469	чтобы дать	1	1
470	в нескольких	1	1
471	за то	4	1
472	к самой	1	1
473	даже у	1	1
474	по сравнению	1	1
475	является в	1	1
476	но иногда	1	1
477	если бы	9	1
478	в содержании	1	1
479	этому мы	1	1
480	и поэтому	3	1
481	зрения на	1	1
482	всех без	1	1
483	можно более	1	1
484	никак не	1	1
485	или на	2	1
486	после того	2	1
487	уже знают	1	1
488	с известной	1	1
489	нас в	1	1
490	в бой	1	1
491	а у	3	1
492	от них	1	1
493	во всей	1	1
494	даже для	1	1
495	в середине	4	1
496	следовало бы	1	1
497	в последующих	1	1
498	была не	2	1
499	отношений к	1	1
500	как например	1	1
501	один из	5	1
502	же все	1	1
503	сразу же	4	1
504	будь то	1	1
505	i в	1	1
506	нем не	2	1
507	и весьма	1	1
508	очень много	1	1
509	впрочем и	2	1
510	приходят в	1	1
511	одних и	2	1
512	не происходит	1	1
513	речь как	1	1
514	в уста	2	1
515	место из	1	1
516	с одной	2	1
517	для всех	3	1
518	не укладывается	1	1
519	то и	1	1
520	а то	1	1
521	в двойном	1	1
522	ответ на	3	1
523	другому он	1	1
524	интриги в	2	1
525	изображается в	1	1
526	не для	2	1
527	слово как	1	1
528	среди которых	1	1
529	идет в	1	1
530	и столь	3	1
531	v в	14	1
532	к той	1	1
533	ее на	1	1
534	в других	2	1
535	в очень	1	1
536	до начала	3	1
537	на второй	1	1
538	да так	1	1
539	и из	1	1
540	до сих	2	1
541	уже при	1	1
542	и тех	2	1
543	и создает	1	1
544	к которому	1	1
545	действующих лиц	5	1
546	на которые	1	1
547	к его	2	1
548	но о	1	1
549	привести еще	1	1
550	и их	3	1
551	первоначально это	1	1
552	у других	2	1
553	выше и	1	1
554	не на	1	1
555	изображения в	1	1
556	произвел на	1	1
557	сам себе	1	1
558	о чем	3	1
559	перспективы для	1	1
560	что из	2	1
561	жизнь в	1	1
562	если не	2	1
563	себя на	1	1
564	все более	1	1
565	нет ничего	1	1
566	него в	1	1
567	и особенно	3	1
568	приводит в	1	1
569	из которых	3	1
570	над ним	1	1
571	без труда	1	1
572	да рядом	1	1
573	он говорит	1	1
574	ли ты	1	1
575	не удалось	2	1
576	но вы	1	1
577	что весь	1	1
578	в положении	1	1
579	в тот	1	1
580	образом на	1	1
581	еще раз	1	1
582	и некоторые	1	1
583	человека который	1	1
584	и взять	1	1
585	сплошь да	1	1
586	сих пор	2	1
587	из сочинений	1	1
588	только для	1	1
589	о его	4	1
590	чтобы сделать	1	1
591	у вас	1	1
592	стоит только	1	1
593	при всем	3	1
594	под названием	2	1
595	не является	2	1
596	его лежит	1	1
597	ли в	1	1
598	его творчества	1	1
599	в результате	1	1
600	между ними	1	1
601	в другой	2	1
602	в двух	6	1
603	мысль о	1	1
604	отрывки из	3	1
605	еще более	2	1
606	что-нибудь вроде	1	1
607	главным образом	1	1
608	своих героев	1	1
609	не должен	1	1
610	необходимое для	1	1
611	человеком а	1	1
612	вот этот	1	1
613	же в	4	1
614	себе как	1	1
615	на фоне	1	1
616	в свою	1	1
617	из тех	1	1
618	она приходит	1	1
619	и жизнь	2	1
620	бы привести	1	1
621	того или	1	1
622	и другие	2	1
623	и эта	1	1
624	к этому	5	1
625	как на	1	1
