N	2gram	Losev_Prob_5	Stilisti
316	они были	1	1
317	ему в	1	1
318	того же	4	1
319	же мере	1	1
320	это возможно	1	1
321	не был	1	1
322	в чем	2	1
323	сама собой	1	1
324	сомневаться что	1	1
325	и другие	3	1
326	не то	2	1
327	и всякий	1	1
328	если в	1	1
329	какой степени	1	1
330	в новом	1	1
331	и никак	2	1
332	там где	1	1
333	грома и	1	1
334	в одной	2	1
335	если она	1	1
336	своей и	1	1
337	желаний и	1	1
338	в своем	11	1
339	однако не	1	1
340	своей первой	1	1
341	кроме того	2	1
342	и есть	1	1
343	этого еще	1	1
344	когда он	2	1
345	и каждое	2	1
346	бы стать	1	1
347	уже содержит	1	1
348	своем произведении	1	1
349	ясно и	1	1
350	от этого	3	1
351	даже еще	1	1
352	то в	1	1
353	формы в	1	1
354	он в	3	1
355	из этих	1	1
356	тем он	1	1
357	творчество и	1	1
358	имеем в	1	1
359	имеет для	1	1
360	и если	1	1
361	вообще не	1	1
362	тем не	5	1
363	он ни	1	1
364	а скорее	2	1
365	он не	3	1
366	у древних	1	1
367	при виде	1	1
368	всех этих	1	1
369	он должен	1	1
370	не как	1	1
371	в силу	5	1
372	и укрепить	1	1
373	лишь с	1	1
374	прежде чем	2	1
375	так например	1	1
376	на то	2	1
377	факт что	2	1
378	в другом	3	1
379	который уже	1	1
380	дома и	1	1
381	образом если	1	1
382	искусства в	1	1
383	то все	1	1
384	всю свою	3	1
385	должен был	1	1
386	весь мир	1	1
387	знаком с	1	1
388	и находит	1	1
389	только лишь	1	1
390	за ним	1	1
391	но уже	2	1
392	с некоторым	1	1
393	к которым	1	1
394	с этой	2	1
395	о связи	1	1
396	как видно	1	1
397	уже у	6	1
398	и тоже	1	1
399	и тогда	2	1
400	он конечно	1	1
401	в г	1	1
402	бы на	2	1
403	мужчины и	1	1
404	таким же	1	1
405	в следующем	1	1
406	это только	1	1
407	на месте	2	1
408	одним и	1	1
409	большей степени	1	1
410	оказывается что	4	1
411	жизни с	1	1
412	нельзя было	1	1
413	поэтому в	1	1
414	в поэме	2	1
415	страха и	2	1
416	творчества и	1	1
417	по крайней	4	1
418	для большей	1	1
419	что этот	5	1
420	в устах	1	1
421	вместе со	1	1
422	по себе	2	1
423	даже в	1	1
424	мы встречаемся	1	1
425	человека но	2	1
426	заставляет его	1	1
427	в одно	1	1
428	раз и	2	1
429	нет никакого	3	1
430	содержит в	1	1
431	если и	1	1
432	не менее	5	1
433	в таких	2	1
434	что эта	1	1
435	с которой	1	1
436	она не	1	1
437	и ясно	2	1
438	с теми	1	1
439	нам путь	1	1
440	в русской	3	1
441	тогда когда	4	1
442	того как	5	1
443	так чтобы	1	1
444	о той	1	1
445	это мы	1	1
446	в самой	3	1
447	именно с	1	1
448	и весь	1	1
449	людей так	1	1
450	глядя на	1	1
451	всей жизни	1	1
452	что возможно	1	1
453	тон и	1	1
454	доказать что	2	1
455	и делает	2	1
456	стоит перед	1	1
457	и оно	1	1
458	не могут	2	1
459	и другой	2	1
460	это конечно	2	1
461	какие только	1	1
462	вновь и	1	1
463	силу которого	1	1
464	все еще	4	1
465	конца только	1	1
466	должен быть	1	1
467	большей части	1	1
468	гордость и	2	1
469	что для	1	1
470	орудия производства	1	1
471	и о	5	1
472	говоря уже	1	1
473	и автор	1	1
474	без всякого	2	1
475	отвлечься от	1	1
476	всей своей	2	1
477	и исторически	1	1
478	людей он	1	1
479	его самого	1	1
480	но зато	1	1
481	определенной форме	1	1
482	здесь как	2	1
483	здесь нет	1	1
484	или на	1	1
485	все свои	1	1
486	же эти	1	1
487	к самой	1	1
488	еще в	5	1
489	когда в	1	1
490	этой жизни	1	1
491	даже не	1	1
492	на кого	1	1
493	это понимание	1	1
494	и кроме	1	1
495	никак не	8	1
496	и что	6	1
497	наконец на	1	1
498	мог бы	1	1
499	вовсе и	1	1
500	что его	3	1
501	знает что	3	1
502	образом мы	1	1
503	за свое	1	1
504	других людей	1	1
505	между тем	2	1
506	которое уже	1	1
507	человек был	1	1
508	этот момент	1	1
509	творчества в	1	1
510	это сделать	1	1
511	эта схема	1	1
512	и которое	1	1
513	крайней мере	4	1
514	вслед за	2	1
515	тот момент	1	1
516	что бы	1	1
517	нем и	1	1
518	в литературе	1	1
519	наконец и	1	1
520	более всего	2	1
521	бросается в	2	1
522	и дает	1	1
523	обе эти	1	1
524	говорить не	1	1
525	с ними	1	1
526	с прометеем	2	1
527	ему и	1	1
528	даже если	1	1
529	и после	3	1
530	что нам	1	1
531	русской литературе	3	1
532	так что	11	1
533	же и	1	1
534	есть в	2	1
535	в большинстве	1	1
536	борьбы с	2	1
537	в нашей	2	1
538	в виде	10	1
539	его с	1	1
540	свидетельствует о	2	1
541	здесь же	1	1
542	каким образом	1	1
543	большинстве случаев	1	1
544	при помощи	6	1
545	говорится и	1	1
546	по отношению	2	1
547	разума и	2	1
548	на своего	1	1
549	был бы	1	1
550	совсем другое	1	1
551	цели и	1	1
552	ни в	4	1
553	в диалоге	1	1
554	вовсе не	8	1
555	от тех	1	1
556	ее не	1	1
557	и оказывается	1	1
558	не о	1	1
559	у него	11	1
560	и никогда	3	1
561	свое окончательное	1	1
562	то у	2	1
563	превращается в	1	1
564	тысяч лет	2	1
565	в другой	1	1
566	со стороны	1	1
567	пришли к	1	1
568	которые придется	1	1
569	до сих	2	1
570	с другой	6	1
571	что человек	1	1
572	здесь в	2	1
573	и нельзя	1	1
574	являются и	1	1
575	души и	1	1
576	по всей	1	1
577	этот на	1	1
578	к более	1	1
579	всякого смысла	1	1
580	ничем не	1	1
581	чтобы этот	1	1
582	этот мотив	4	1
583	и историк	1	1
584	о чем	1	1
585	на эту	1	1
586	здесь только	1	1
587	то далеко	1	1
588	но оно	1	1
589	от страха	1	1
590	здесь является	1	1
591	тот факт	1	1
592	он говорит	2	1
593	ею и	1	1
594	и природы	1	1
595	для человека	1	1
596	для тех	1	1
597	здесь таким	1	1
598	действительность в	1	1
599	именно в	3	1
600	как раз	5	1
601	которые были	1	1
602	и общественной	1	1
603	образом здесь	1	1
604	в более	1	1
605	является ли	1	1
606	это уже	2	1
607	прометеем а	1	1
608	что я	1	1
609	ее но	1	1
610	в результате	7	1
611	мира и	2	1
612	о котором	3	1
613	не выражает	1	1
614	бы даже	1	1
615	в те	2	1
616	что в	5	1
617	речи с	1	1
618	который является	1	1
619	собственно говоря	1	1
620	всякого рода	2	1
621	еще более	3	1
622	тем более	1	1
623	будто бы	5	1
624	ее в	2	1
625	от всякого	1	1
626	не обладает	1	1
627	а о	1	1
628	в романе	1	1
629	из тех	2	1
630	только как	1	1
631	другой стороны	6	1
632	состоит из	1	1
633	была бы	2	1
634	в глаза	2	1
635	человек это	1	1
636	видели не	1	1
637	отношению к	2	1
638	можно привести	1	1
639	это и	1	1
640	только о	1	1
641	людей но	4	1
642	подтверждение в	1	1
643	наряду с	2	1
644	просто не	1	1
645	но еще	2	1
646	в таком	2	1
647	все что	2	1
648	и вновь	1	1
