N	2gram	Tiupa_Narr_2	StatiiOP
212	и сам	3	2
213	особенно в	1	2
214	во многом	1	2
215	еще в	1	2
216	к первому	1	2
217	а также	6	2
218	говорит об	1	2
219	никак не	3	2
220	что и	2	2
221	чем он	1	2
222	и дело	2	2
223	этот вопрос	1	2
224	в какой	4	2
225	только в	11	2
226	свидетельствуют о	1	2
227	раз в	2	2
228	очевидно что	1	2
229	в конце	4	2
230	может быть	10	2
231	лет до	1	2
232	со стороны	6	2
233	о своей	1	2
234	с той	1	2
235	из таких	1	2
236	только к	3	2
237	говорит о	2	2
238	в обращении	1	2
239	только по	2	2
240	на этот	1	2
241	не на	1	2
242	его как	1	2
243	характеров и	1	2
244	как говорит	1	2
245	если не	2	2
246	и потому	1	2
247	как это	4	2
248	что именно	1	2
249	к своему	2	2
250	по своему	2	2
251	в данном	10	2
252	такого рода	12	2
253	том смысле	1	2
254	с этой	3	2
255	ее в	1	2
256	той мере	2	2
257	это был	2	2
258	в результате	2	2
259	а к	3	2
260	не должен	2	2
261	только что	2	2
262	во время	2	2
263	сказать что	3	2
264	они не	2	2
265	а между	1	1
266	не иначе	1	1
267	с кем	1	1
268	к своей	1	1
269	это и	1	1
270	отношения между	2	1
271	по преимуществу	1	1
272	в зависимости	1	1
273	века в	1	1
274	той же	2	1
275	им самим	1	1
276	с с	1	1
277	на материале	1	1
278	мы не	2	1
279	точкой зрения	1	1
280	говорить о	2	1
281	не вполне	2	1
282	качеств так	1	1
283	к началу	1	1
284	в составе	2	1
285	так а	3	1
286	о роли	1	1
287	в каждой	2	1
288	еще не	2	1
289	он сам	2	1
290	нельзя недооценивать	1	1
291	со словами	1	1
292	сам а	1	1
293	в чем	2	1
294	на своих	1	1
295	на другой	1	1
296	а тем	1	1
297	в сторону	1	1
298	ответ на	5	1
299	по отношению	5	1
300	отношение к	1	1
301	себе и	2	1
302	с легкой	1	1
303	произведение не	1	1
304	не просто	1	1
305	воплощенной в	1	1
306	не хотел	1	1
307	чем же	1	1
308	более чем	2	1
309	если она	1	1
310	до его	1	1
311	не сливаются	1	1
312	что история	1	1
313	что касается	1	1
314	когда он	1	1
315	о самом	1	1
316	за собой	1	1
317	для которого	1	1
318	отступает от	1	1
319	к другому	2	1
320	в литературном	1	1
321	так или	1	1
322	представляет собой	16	1
323	к месту	1	1
324	в ответ	3	1
325	из этих	2	1
326	большей части	3	1
327	с их	1	1
328	им в	1	1
329	зависимости от	1	1
330	особое место	3	1
331	разговор о	1	1
332	о ее	1	1
333	что она	2	1
334	не следует	3	1
335	а то	2	1
336	только себя	1	1
337	подобные явления	1	1
338	вследствие этого	2	1
339	выше уже	2	1
340	от которого	3	1
341	именно то	2	1
342	не нуждаются	1	1
343	в принципе	2	1
344	новое и	1	1
345	например как	1	1
346	на этом	1	1
347	и характер	1	1
348	те же	2	1
349	зрения на	2	1
350	обоих случаях	1	1
351	который так	1	1
352	этом смысле	1	1
353	роль в	2	1
354	и тем	5	1
355	любви в	1	1
356	но уже	1	1
357	к которым	1	1
358	исключает возможности	1	1
359	и уже	4	1
360	на своего	1	1
361	с такой	1	1
362	в развитии	1	1
363	еще раз	1	1
364	внимания заслуживает	1	1
365	во второй	2	1
366	и их	1	1
367	это делает	1	1
368	одним и	1	1
369	его мнению	1	1
370	место в	5	1
371	то его	1	1
372	в прозе	1	1
373	об отсутствии	1	1
374	вплоть до	1	1
375	через посредство	1	1
376	освободиться от	1	1
377	иной раз	1	1
378	что есть	1	1
379	месту своей	1	1
380	можно ли	1	1
381	при всех	1	1
382	она не	1	1
383	принадлежат к	1	1
384	одна из	3	1
385	какой он	1	1
386	у кого	1	1
387	на него	5	1
388	было не	1	1
389	в основе	1	1
390	читаем что	1	1
391	о них	2	1
392	чем не	1	1
393	а порой	1	1
394	мотивы в	1	1
395	и без	1	1
396	роли самого	1	1
397	вследствие того	1	1
398	же время	3	1
399	и лишь	1	1
400	к ней	3	1
401	прежде чем	1	1
402	вместо того	1	1
403	как будто	1	1
404	свое собственное	1	1
405	вспоминать о	1	1
406	ни о	1	1
407	так легко	1	1
408	в городе	1	1
409	следует не	1	1
410	не могут	1	1
411	на границе	1	1
412	и вполне	1	1
413	и внешнюю	1	1
414	все не	1	1
415	своей а	1	1
416	что является	1	1
417	не встречается	1	1
418	из монастыря	1	1
419	будто и	1	1
420	что при	1	1
421	как мы	1	1
422	что все	1	1
423	здесь не	2	1
424	не могу	2	1
425	данном случае	6	1
426	характер и	3	1
427	мысль о	2	1
428	реальной действительности	1	1
429	все содержание	1	1
430	то время	1	1
431	на том	3	1
432	с собой	1	1
433	можно было	2	1
434	не с	1	1
435	каждого из	1	1
436	здесь нет	1	1
437	превращаясь в	1	1
438	по сравнению	1	1
439	действия но	2	1
440	имеет право	1	1
441	не самим	1	1
442	столь же	2	1
443	определенного характера	1	1
444	его тело	1	1
445	с того	1	1
446	можно сказать	6	1
447	не хотелось	1	1
448	и во	1	1
449	и вследствие	2	1
450	или иначе	2	1
451	собственной жизни	2	1
452	эти два	2	1
453	это нужно	1	1
454	в форме	5	1
455	чем и	1	1
456	от этих	1	1
457	году как	1	1
458	все время	1	1
459	персонажами в	1	1
460	в лице	1	1
461	говорит в	1	1
462	по содержанию	1	1
463	проглядывает в	1	1
464	я был	1	1
465	казалось что	2	1
466	не случайно	2	1
467	один из	3	1
468	героини и	2	1
469	в двух	1	1
470	что только	1	1
471	с ними	3	1
472	других персонажей	1	1
473	всю свою	1	1
474	сколь бы	1	1
475	будто бы	1	1
476	он уже	1	1
477	по мнению	1	1
478	в деревню	1	1
479	не будет	2	1
480	только на	2	1
481	этом в	1	1
482	одно из	2	1
483	именно они	1	1
484	могло бы	2	1
485	которые одновременно	1	1
486	объяснения в	1	1
487	не для	1	1
488	у нее	4	1
489	а в	9	1
490	не о	1	1
491	может служить	2	1
492	но что	1	1
493	у него	6	1
494	все необходимые	1	1
495	следует понимать	1	1
496	быть для	1	1
497	представляют собой	2	1
498	на стороне	2	1
499	именно как	1	1
500	даже не	1	1
501	следует подчеркнуть	3	1
502	мы привыкли	1	1
503	однако что	1	1
504	за пределы	1	1
505	что человек	1	1
506	догадаться что	1	1
507	очень много	1	1
508	к которому	2	1
509	бы эти	1	1
510	и быть	1	1
511	по большей	3	1
512	или о	1	1
513	жизни то	1	1
514	связано с	1	1
515	церкви и	2	1
516	то и	3	1
517	не исключает	1	1
518	из наиболее	2	1
519	ничем не	1	1
520	вести о	1	1
521	мы и	1	1
522	с которым	1	1
523	не подлежит	1	1
524	его собственной	1	1
525	на эту	1	1
526	его характер	2	1
527	в связи	1	1
528	виде в	1	1
529	было в	1	1
530	но оно	1	1
531	внимания к	1	1
532	своей социальной	1	1
533	о возможности	1	1
534	характера и	3	1
535	что теперь	1	1
536	сравнению с	1	1
537	одновременно и	1	1
538	что же	1	1
539	легкой руки	1	1
540	да и	3	1
541	бы его	1	1
542	жизни в	6	1
543	на свете	1	1
544	xix в	2	1
545	известном смысле	3	1
546	характера в	1	1
547	внимания на	1	1
548	этом и	1	1
549	ни для	2	1
550	но для	2	1
551	напомню что	1	1
552	является ли	1	1
553	к сюжету	1	1
554	и для	3	1
555	которых он	1	1
556	и сами	1	1
557	ли в	1	1
558	ее своим	1	1
559	границе между	1	1
560	не существует	1	1
561	и от	1	1
562	котором он	1	1
563	место для	1	1
564	или в	1	1
565	и среди	1	1
566	а все	1	1
567	к одной	1	1
568	иначе в	1	1
569	для нас	2	1
570	которым в	1	1
571	и все	4	1
572	бы в	2	1
573	и смысл	1	1
574	же в	4	1
575	в свою	2	1
576	практическую победу	1	1
577	между ними	1	1
578	другой в	1	1
579	и внутренне	1	1
580	кажется и	1	1
581	к его	3	1
582	едва ли	3	1
583	в последнем	1	1
584	отношению к	5	1
585	из этого	1	1
586	героя в	6	1
587	жизни и	4	1
588	но эти	1	1
589	заметить что	1	1
590	а я	1	1
591	о себе	1	1
592	в своих	2	1
593	который не	1	1
594	можно назвать	2	1
595	в таком	3	1
596	точно так	2	1
597	все что	4	1
598	гораздо более	1	1
599	которая не	2	1
