N	2gram	Potebnia_M_1	Marksizm
333	и слушающего	1	2
334	их взаимодействия	1	2
335	тех пор	1	2
336	организма в	1	2
337	этого слова	1	2
338	с этой	2	2
339	но для	1	2
340	говорящего и	1	2
341	слова но	2	2
342	или в	2	2
343	этой системы	1	2
344	на данном	1	2
345	в свою	4	2
346	но если	2	2
347	отношению к	13	2
348	из этого	2	2
349	выводить из	1	2
350	речи как	1	2
351	жизни и	2	2
352	это так	1	2
353	к этой	3	2
354	в своих	4	2
355	в таком	5	2
356	а между	3	1
357	от этой	1	1
358	то на	4	1
359	например в	1	1
360	должен быть	1	1
361	и то	3	1
362	и без	3	1
363	не что	2	1
364	органическое единство	1	1
365	мысли к	1	1
366	индивидуальности и	1	1
367	тем же	2	1
368	от своей	1	1
369	явления и	1	1
370	этого в	2	1
371	миром но	1	1
372	его не	1	1
373	для выражения	1	1
374	за другом	1	1
375	форм а	1	1
376	или наоборот	1	1
377	всем остальным	1	1
378	души мы	1	1
379	на внешние	1	1
380	этот предмет	1	1
381	из сказанного	1	1
382	и бытия	1	1
383	и другая	1	1
384	жизни как	1	1
385	они были	1	1
386	становится объектом	2	1
387	группы и	1	1
388	в целом	2	1
389	в каждой	1	1
390	форм в	1	1
391	и самого	1	1
392	языке в	2	1
393	которые он	1	1
394	на них	1	1
395	а язык	1	1
396	здесь не	1	1
397	столь же	3	1
398	наоборот как	1	1
399	в различных	1	1
400	которое он	2	1
401	смотрят на	1	1
402	с его	1	1
403	выражения в	1	1
404	не без	1	1
405	этих наук	1	1
406	а следовательно	1	1
407	языка нет	1	1
408	и вопрос	2	1
409	ее к	1	1
410	но как	3	1
411	а только	4	1
412	ответ на	1	1
413	должны были	1	1
414	а и	1	1
415	жизни все	1	1
416	известным образом	2	1
417	следовательно только	1	1
418	это или	1	1
419	между словом	1	1
420	данной системы	1	1
421	относится к	3	1
422	него только	1	1
423	и субъективная	1	1
424	стремясь к	1	1
425	его на	2	1
426	из следующих	1	1
427	более и	2	1
428	к новому	2	1
429	этой последней	1	1
430	хотя и	3	1
431	могли бы	2	1
432	и понимания	9	1
433	был связан	1	1
434	бы стать	1	1
435	следующее в	2	1
436	более или	1	1
437	следующим образом	1	1
438	следует сказать	1	1
439	этой цели	2	1
440	для которого	1	1
441	еще на	1	1
442	та же	1	1
443	что это	3	1
444	языка что	1	1
445	вовсе нет	1	1
446	тоже не	1	1
447	в этой	3	1
448	в известном	1	1
449	с их	1	1
450	нами в	1	1
451	бы только	2	1
452	во многих	2	1
453	не могла	2	1
454	вследствие этого	1	1
455	и если	2	1
456	мы совершенно	1	1
457	не следует	5	1
458	остается постоянною	1	1
459	перестает быть	1	1
460	то очевидно	1	1
461	все ее	2	1
462	к каждому	1	1
463	психология народов	1	1
464	их в	1	1
465	нашего времени	1	1
466	этого направления	1	1
467	подобно тому	3	1
468	и по	6	1
469	субъективность и	1	1
470	в образе	1	1
471	а значение	1	1
472	но дело	2	1
473	так например	3	1
474	но всегда	2	1
475	в нее	1	1
476	мысли то	7	1
477	которое как	1	1
478	значительной степени	2	1
479	бы они	2	1
480	касается до	1	1
481	же не	1	1
482	тем которые	1	1
483	из самой	1	1
484	не логика	1	1
485	на все	2	1
486	зрения на	1	1
487	или если	1	1
488	мы на	1	1
489	это не	7	1
490	объективного отношения	2	1
491	которая как	1	1
492	то все	2	1
493	человечества но	1	1
494	не совпадает	1	1
495	чисто психологическим	1	1
496	что один	1	1
497	истории и	1	1
498	после этого	2	1
499	и тем	3	1
500	языка совершенно	1	1
501	представителей этой	1	1
502	но уже	2	1
503	с тем	5	1
504	со своими	1	1
505	одна и	1	1
506	мы видели	4	1
507	между собою	6	1
508	отказаться от	1	1
509	слова является	1	1
510	что содержание	1	1
511	то с	1	1
512	еще в	1	1
513	он от	1	1
514	в один	2	1
515	нисколько не	2	1
516	в других	2	1
517	животного организма	1	1
518	или менее	1	1
519	все более	3	1
520	во время	1	1
521	с областью	1	1
522	если и	2	1
523	не зависит	1	1
524	представить себе	3	1
525	существуют и	1	1
526	и языка	4	1
527	на которое	1	1
528	или вернее	1	1
529	языка от	1	1
530	от физиологических	1	1
531	что я	1	1
532	для всякого	2	1
533	где искать	1	1
534	есть его	1	1
535	оно должно	2	1
536	образом и	2	1
537	начнем с	3	1
538	том каким	1	1
539	друг другу	3	1
540	возможно только	5	1
541	общего и	1	1
542	где нет	1	1
543	бы быть	4	1
544	же может	1	1
545	языка уже	1	1
546	ни были	3	1
547	знаков из	1	1
548	и говорящий	1	1
549	что есть	1	1
550	языка о	1	1
551	слова мы	3	1
552	значение слова	1	1
553	слово должно	1	1
554	тем самым	4	1
555	виду что	1	1
556	она могла	1	1
557	мышления и	1	1
558	тогда когда	9	1
559	того как	6	1
560	на него	3	1
561	не по	4	1
562	может только	1	1
563	на эти	1	1
564	его от	1	1
565	и всегда	2	1
566	говорит гумбольдт	1	1
567	его если	1	1
568	в разных	2	1
569	в самой	3	1
570	в звуке	1	1
571	или как	1	1
572	что самое	2	1
573	тоже только	1	1
574	природы в	2	1
575	слово так	1	1
576	к ней	2	1
577	по своей	1	1
578	круг его	1	1
579	не останется	1	1
580	язык имеет	2	1
581	этой речи	1	1
582	сознанием и	1	1
583	потому что	52	1
584	бы по	1	1
585	мысль но	1	1
586	свет и	1	1
587	мы признаем	1	1
588	из пределов	1	1
589	какой форме	1	1
590	стороны и	2	1
591	в духе	1	1
592	восприятия или	1	1
593	в телесном	1	1
594	как только	1	1
595	эти законы	1	1
596	это содержание	1	1
597	людей в	1	1
598	мы могли	1	1
599	мысли до	1	1
600	творчества не	1	1
601	если же	5	1
602	в применении	2	1
603	еще дать	1	1
604	языка по	2	1
605	из всего	1	1
606	значения и	1	1
607	то она	2	1
608	от друга	2	1
609	языка находятся	1	1
610	жизни языка	1	1
611	индивидуальной психологии	1	1
612	говорящий и	1	1
613	только не	2	1
614	уже с	2	1
615	только то	2	1
616	действия и	1	1
617	латинский язык	1	1
618	приводит к	1	1
619	принадлежит ей	1	1
620	и необходимости	4	1
621	нашего наблюдения	1	1
622	и совершенно	1	1
623	продолжает жить	1	1
624	на нее	1	1
625	свою историю	1	1
626	времени и	2	1
627	в мимике	1	1
628	здесь нет	1	1
629	может еще	1	1
630	на которую	2	1
631	же эти	1	1
632	он служит	1	1
633	для этого	2	1
634	ее член	1	1
635	образом в	1	1
636	как формы	1	1
637	воли и	1	1
638	может в	1	1
639	о нем	1	1
640	познания и	2	1
641	языка поэтому	1	1
642	же необходимо	1	1
643	и должно	2	1
644	понимания но	1	1
645	видим все	1	1
646	и что	10	1
647	находятся в	3	1
648	и следующее	2	1
649	мысли мы	1	1
650	мысль не	1	1
651	все его	1	1
652	ее и	1	1
653	аналогии с	1	1
654	затем в	1	1
655	должно было	1	1
656	за собою	1	1
657	к нему	1	1
658	подчиняющая себе	1	1
659	понимания в	1	1
660	с действительно	1	1
661	во всей	1	1
662	примыкает к	1	1
663	внутреннего опыта	1	1
664	даже для	1	1
665	во внутренней	3	1
666	а его	3	1
667	знания и	1	1
668	и предмет	2	1
669	для самого	1	1
670	в каких	1	1
671	один момент	1	1
672	в каждую	2	1
673	и история	1	1
674	образом как	1	1
675	в грамматических	2	1
676	оно и	3	1
677	части его	1	1
678	мы видим	4	1
679	с ними	1	1
680	пришел к	1	1
681	мы увидим	3	1
682	но ни	1	1
683	своего выражения	1	1
684	к нашему	1	1
685	поэтому и	1	1
686	независим от	1	1
687	или же	3	1
688	бы ни	4	1
689	от них	1	1
690	сознания в	2	1
691	с одной	3	1
692	без этого	1	1
693	так что	16	1
694	уже не	2	1
695	уже в	1	1
696	понимать и	1	1
697	друг за	1	1
698	значение и	2	1
699	существования и	1	1
700	каким образом	3	1
701	или даже	3	1
702	при помощи	2	1
703	языка но	3	1
704	произведения не	1	1
705	а потому	10	1
706	слова в	2	1
707	в одном	8	1
708	наука о	1	1
709	сами по	1	1
710	прибавить что	1	1
711	единство как	1	1
712	может служить	1	1
713	но что	1	1
714	само по	4	1
715	эти противоречия	2	1
716	друг от	2	1
717	звеном между	1	1
718	были бы	3	1
719	без того	1	1
720	одной стороны	3	1
721	со стороны	8	1
722	между которыми	1	1
723	рядом и	1	1
724	все равно	1	1
725	системе и	1	1
726	еще и	1	1
727	тому как	4	1
728	в природе	6	1
729	язык представляется	1	1
730	смысле и	1	1
731	организме а	1	1
732	себя и	1	1
733	что для	3	1
734	к более	1	1
735	сил так	1	1
736	превращается в	1	1
737	идеи в	1	1
738	и непосредственно	1	1
739	человек в	1	1
740	принадлежать только	1	1
741	что мы	4	1
742	под влиянием	2	1
743	его как	1	1
744	в xviii	1	1
745	прибавить еще	1	1
746	каждом из	1	1
747	между явлениями	2	1
748	ко всем	2	1
749	без помощи	1	1
750	но не	8	1
751	выводится из	1	1
752	словом это	1	1
753	перейти в	1	1
754	их к	2	1
755	процесс производства	1	1
756	влияния на	1	1
757	каждой форме	1	1
758	она есть	1	1
759	если язык	1	1
760	притом так	1	1
761	применении к	2	1
762	и там	1	1
763	быть только	5	1
764	в мир	1	1
765	времени с	1	1
766	значит что	1	1
767	многих других	1	1
768	это значит	1	1
769	принять и	1	1
770	лежит в	1	1
771	быть не	4	1
772	только ради	1	1
773	между прочим	2	1
774	из могущественнейших	1	1
775	остается в	1	1
776	звуком и	1	1
777	народа и	2	1
778	к другим	2	1
779	грамматических формах	2	1
780	в более	4	1
781	и дают	1	1
782	и противоречие	1	1
783	при таком	4	1
784	и может	2	1
785	такого рода	1	1
786	и слова	2	1
787	к одной	3	1
788	есть система	1	1
789	с языком	2	1
790	находит свое	1	1
791	не будучи	1	1
792	не должен	1	1
793	скажем что	1	1
794	мысль в	2	1
795	язык не	5	1
796	и необходимо	1	1
797	изменяется и	1	1
798	и другие	1	1
799	человека не	2	1
800	кроме самого	1	1
801	показать ее	1	1
802	всех тех	1	1
803	была бы	2	1
804	от субъективного	1	1
805	равно как	1	1
806	их с	1	1
807	и слушающий	1	1
808	никакой связи	1	1
809	в последнем	1	1
810	она по	1	1
811	сущность языка	1	1
812	языка то	4	1
813	процессы в	1	1
814	направлении так	1	1
815	действительности или	1	1
816	то оно	2	1
817	нас не	1	1
818	этой точки	1	1
