N	2gram	Berdyaev_M_2	Literetu
396	нас в	2	1
397	нет у	3	1
398	на нее	1	1
399	людей в	2	1
400	его личности	1	1
401	природы в	2	1
402	бы в	2	1
403	к мировой	1	1
404	способность к	2	1
405	интеллигенции и	1	1
406	также в	1	1
407	человека как	1	1
408	и она	3	1
409	может все	1	1
410	на высоте	1	1
411	и духовно	1	1
412	и мир	2	1
413	к нему	2	1
414	жизни его	1	1
415	но так	1	1
416	его собственная	2	1
417	устремленности к	1	1
418	будь то	1	1
419	как другое	1	1
420	которое должно	1	1
421	походило на	1	1
422	за себя	1	1
423	борьбы и	1	1
424	xix веке	1	1
425	бы одного	1	1
426	всякого человека	2	1
427	об их	1	1
428	в мировом	1	1
429	своего собственного	1	1
430	так что	2	1
431	есть в	3	1
432	переходит в	8	1
433	и у	1	1
434	в последний	1	1
435	на протяжении	1	1
436	и других	2	1
437	они до	1	1
438	ему свободу	1	1
439	в котором	1	1
440	так как	8	1
441	друг друга	12	1
442	бытия и	1	1
443	у него	22	1
444	связано с	3	1
445	была еще	2	1
446	целиком в	1	1
447	да это	1	1
448	людей не	1	1
449	в каждом	3	1
450	превращается в	2	1
451	лишь один	2	1
452	момент в	3	1
453	не были	1	1
454	пришли к	1	1
455	есть не	5	1
456	делает в	1	1
457	что они	3	1
458	и быть	1	1
459	о пушкине	1	1
460	это все	2	1
461	а с	1	1
462	сознания для	1	1
463	окружающей его	1	1
464	за руки	1	1
465	на поверхности	4	1
466	к более	1	1
467	к человеку	12	1
468	не было	11	1
469	с тем	1	1
470	бы назвать	1	1
471	в картине	3	1
472	стало для	1	1
473	власти и	1	1
474	человек есть	1	1
475	без которых	1	1
476	и ему	1	1
477	мире есть	1	1
478	нет ни	2	1
479	в человеке	2	1
480	к своему	2	1
481	в той	1	1
482	самого себя	4	1
483	понял что	2	1
484	высокий уровень	1	1
485	сам не	2	1
486	место чем	1	1
487	но подобно	1	1
488	он совершил	1	1
489	и там	6	1
490	мира с	1	1
491	всякий человек	2	1
492	все это	1	1
493	в пространство	1	1
494	есть выражение	2	1
495	любовь эта	1	1
496	склонность к	1	1
497	и более	1	1
498	и неизбежной	1	1
499	личного бытия	2	1
500	о всемирном	1	1
501	человек и	2	1
502	в другое	1	1
503	и все	5	1
504	лишь как	3	1
505	у них	4	1
506	в этих	2	1
507	еще более	2	1
508	его уже	1	1
509	я даже	2	1
510	я должен	1	1
511	хотя бы	7	1
512	жизнь свою	1	1
513	с ума	4	1
514	все остальные	1	1
515	человека не	4	1
516	отношении к	3	1
517	не есть	13	1
518	себе и	2	1
519	нет ничего	3	1
520	две стороны	1	1
521	от своего	1	1
522	сказать что	3	1
523	случае человек	1	1
524	не что	3	1
525	бы его	2	1
526	культуры в	1	1
527	из этого	1	1
528	и жизнь	1	1
529	есть и	3	1
530	путь который	1	1
531	без свободы	2	1
532	не сказал	1	1
533	к этой	1	1
534	что за	2	1
535	можно будет	1	1
536	в красном	1	1
537	они не	4	1
538	которая не	1	1
