N	2gram	Losev_Vlad_1	Problemy
513	на что	2	1
514	в значительной	1	1
515	от него	2	1
516	и быстро	1	1
517	с теми	1	1
518	или иначе	1	1
519	хотя у	1	1
520	дан весь	1	1
521	из своего	3	1
522	и непосредственное	1	1
523	любил и	1	1
524	в литературе	1	1
525	еще несколько	1	1
526	известно что	2	1
527	на которой	1	1
528	один из	4	1
529	его собственная	1	1
530	целое в	1	1
531	и критика	1	1
532	с каждым	1	1
533	для себя	2	1
534	здесь о	1	1
535	никак нельзя	2	1
536	это же	1	1
537	теперь в	1	1
538	с одной	1	1
539	со всеми	1	1
540	в эти	7	1
541	человека с	1	1
542	он их	1	1
543	и у	4	1
544	он очень	2	1
545	и искусно	1	1
546	а это	2	1
547	в письме	8	1
548	всяком случае	2	1
549	у нее	1	1
550	на меня	1	1
551	и относятся	1	1
552	всеми этими	1	1
553	автора как	1	1
554	даже и	9	1
555	в очень	2	1
556	в последние	1	1
557	чувствует себя	1	1
558	жизни в	1	1
559	другое и	1	1
560	одной стороны	1	1
561	его доме	1	1
562	со стороны	2	1
563	даже не	2	1
564	именно в	1	1
565	по своим	3	1
566	а именно	2	1
567	а с	5	1
568	что не	1	1
569	что для	4	1
570	самом же	1	1
571	и стал	3	1
572	которых мы	1	1
573	а главное	1	1
574	еще достаточно	1	1
575	на весь	1	1
576	однако и	1	1
577	у его	1	1
578	увидим в	1	1
579	человек но	1	1
580	него не	3	1
581	в связи	3	1
582	как ни	1	1
583	уже давно	1	1
584	в сторону	1	1
585	к лицу	1	1
586	деле это	1	1
587	и особенно	4	1
588	и потому	6	1
589	как это	7	1
590	это сделали	1	1
591	настоящей работы	3	1
592	перейти в	1	1
593	без труда	1	1
594	не знал	1	1
595	далекого от	1	1
596	до настоящего	1	1
597	что за	1	1
598	лицом к	1	1
599	с некоторыми	1	1
600	в тех	2	1
601	ярко выраженного	1	1
602	в это	2	1
603	своей жизни	2	1
604	не меняет	1	1
605	не любил	1	1
606	письме к	10	1
607	с большой	1	1
608	на слово	1	1
609	известной степени	1	1
610	которых он	2	1
611	она знает	1	1
612	котором он	1	1
613	форме на	1	1
614	в другой	1	1
615	а к	22	1
616	и перед	1	1
617	к этой	2	1
618	конце концов	3	1
619	его уже	1	1
620	но зато	2	1
621	я в	1	1
622	ни было	1	1
623	же деле	1	1
624	не есть	1	1
625	по поводу	12	1
626	но нас	1	1
627	в свою	1	1
628	это все	1	1
629	личности и	1	1
630	с ней	1	1
631	отношением к	2	1
632	в частности	2	1
633	по одному	1	1
634	и гораздо	1	1
635	жизни а	1	1
636	одновременно и	1	1
637	они еще	1	1
638	только ни	1	1
639	на это	2	1
640	и вместе	1	1
641	в своих	5	1
642	и эта	1	1
643	к этому	6	1
644	как на	2	1
645	в таком	1	1
