N	2gram	Vinokur_Vv_1	FransuaR
326	главным образом	1	1
327	смотреть как	1	1
328	заявляет что	2	1
329	момента в	2	1
330	не значит	1	1
331	к разным	1	1
332	в силу	3	1
333	качестве источника	1	1
334	но дело	3	1
335	или иных	3	1
336	что она	3	1
337	не бывает	2	1
338	одно и	1	1
339	как они	1	1
340	они должны	1	1
341	значение в	2	1
342	такое название	1	1
343	об этом	5	1
344	них не	1	1
345	или даже	1	1
346	входит в	2	1
347	это было	1	1
348	на протяжении	2	1
349	которого не	1	1
350	уже знаем	1	1
351	то все	1	1
352	между отдельными	1	1
353	только о	2	1
354	своему характеру	1	1
355	автору это	1	1
356	и совершается	1	1
357	что совершенно	1	1
358	эту тему	1	1
359	и очень	1	1
360	в данном	11	1
361	на этот	4	1
362	мы не	2	1
363	автора и	1	1
364	о которой	2	1
365	и тогда	3	1
366	и того	2	1
367	одного и	2	1
368	и становится	1	1
369	веков в	1	1
370	как своего	1	1
371	будет отвечать	1	1
372	что такое	10	1
373	на данный	1	1
374	и без	2	1
375	в отношении	2	1
376	так он	1	1
377	от времени	1	1
378	у того	1	1
379	в отличие	3	1
380	мысли и	2	1
381	не считал	2	1
382	нельзя было	1	1
383	в россии	1	1
384	труда и	1	1
385	за двадцать	1	1
386	здесь следовательно	1	1
387	пор и	1	1
388	самостоятельное существование	1	1
389	во главе	1	1
390	превратить его	1	1
391	в обоих	2	1
392	непосредственно и	1	1
393	дело не	3	1
394	правда в	1	1
395	связан и	1	1
396	не по	1	1
397	так одни	1	1
398	в идее	1	1
399	которого он	1	1
400	первая половина	1	1
401	говорить о	3	1
402	в самых	1	1
403	реальны и	1	1
404	он мог	3	1
405	следовательно и	1	1
406	казалось бы	2	1
407	ничего не	2	1
408	именно самый	1	1
409	эта традиция	2	1
410	даже прямо	1	1
411	как она	4	1
412	это понимание	2	1
413	во всем	2	1
414	потому что	14	1
415	этом отношении	3	1
416	что на	1	1
417	точном смысле	1	1
418	на известную	1	1
419	от того	3	1
420	у нас	2	1
421	в духе	1	1
422	обладают большой	1	1
423	что все	1	1
424	но все	3	1
425	похож на	1	1
426	же самое	2	1
427	в полной	1	1
428	из числа	2	1
429	утверждать что	1	1
430	так например	6	1
431	в каждой	2	1
432	и был	2	1
433	значения и	1	1
434	это единство	1	1
435	он вовсе	1	1
436	свою очередь	1	1
437	данном случае	5	1
438	два аспекта	1	1
439	и от	1	1
440	в риме	1	1
441	их языком	1	1
442	настаивая на	1	1
443	на том	3	1
444	можно было	7	1
445	на нее	2	1
446	характер но	1	1
447	еще в	1	1
448	она была	2	1
449	которое здесь	1	1
450	не исчерпывается	2	1
451	если бы	2	1
452	о котором	8	1
453	по мере	4	1
454	в определенной	1	1
455	видящая в	1	1
456	ними и	1	1
457	в тех	2	1
458	дальнейшего развития	1	1
459	из основных	1	1
460	и должно	1	1
461	ее не	1	1
462	в самой	1	1
463	и та	1	1
464	все прочие	1	1
465	и что	4	1
466	живым и	1	1
467	можно сказать	3	1
468	в конечном	1	1
469	на отдельные	1	1
470	ее от	2	1
471	как известное	1	1
472	судить о	1	1
473	для второго	1	1
474	было на	1	1
475	что и	3	1
476	в форме	2	1
477	еще более	1	1
478	них в	1	1
479	вообще и	3	1
480	вообще в	2	1
481	нет он	1	1
482	и самые	1	1
483	развития но	1	1
484	тех пор	1	1
485	быть и	2	1
486	но с	4	1
487	не как	3	1
488	дело с	6	1
489	по данному	1	1
490	будто бы	2	1
491	к нашему	1	1
492	очень много	1	1
493	и важное	1	1
494	исторической действительности	1	1
495	или же	3	1
496	и ее	4	1
497	по этому	2	1
498	времени как	1	1
499	именно на	2	1
500	с двумя	1	1
501	и профессии	1	1
502	как нечто	8	1
503	чем они	1	1
504	в виде	4	1
505	каким образом	1	1
506	г и	1	1
507	этого процесса	1	1
508	при помощи	2	1
509	мы знаем	1	1
510	для него	1	1
511	как их	1	1
512	мы находим	1	1
513	в одном	4	1
514	второй части	1	1
515	в соответствии	2	1
516	каждый из	2	1
517	такой точки	1	1
518	объединяются в	1	1
519	смешным и	1	1
520	указание на	1	1
521	само собой	2	1
522	в очень	3	1
523	их непосредственной	1	1
524	без того	1	1
525	до сих	5	1
526	эпоху возрождения	1	1
527	она прежде	1	1
528	говорит о	3	1
529	он только	1	1
530	был в	2	1
531	а наоборот	1	1
532	этому времени	2	1
533	человек в	1	1
534	на время	1	1
535	что мы	2	1
536	сложнее чем	2	1
537	ближе к	2	1
538	в руках	1	1
539	ее становления	1	1
540	и вообще	3	1
541	к лицу	1	1
542	он представляет	1	1
543	и технической	1	1
544	xviii в	6	1
545	органическое целое	1	1
546	в строгом	3	1
547	независимо от	3	1
548	не осталось	1	1
549	в изображении	1	1
550	она есть	5	1
551	лицом к	1	1
552	смысле этого	8	1
553	и основной	1	1
554	в первой	1	1
555	и судьбы	1	1
556	культуры в	5	1
557	здесь все	2	1
558	есть тот	1	1
559	для собственно	1	1
560	этого слова	2	1
561	с этой	4	1
562	или с	1	1
563	слова и	1	1
564	сих пор	5	1
565	это выражение	1	1
566	этом и	1	1
567	истории но	1	1
568	которые были	2	1
569	мира в	1	1
570	тех или	3	1
571	в более	2	1
572	в связи	2	1
573	философской мысли	2	1
574	к государственной	1	1
575	жизнь в	1	1
576	это как	1	1
577	которая в	1	1
578	чтобы понять	2	1
579	к одной	1	1
580	интерес к	1	1
581	не должен	1	1
582	возникает перед	1	1
583	в свете	1	1
584	них были	1	1
585	превратился в	1	1
586	только что	4	1
587	них и	2	1
588	не дает	1	1
589	в системе	1	1
590	современной исторической	1	1
591	в свою	1	1
592	и глубокого	1	1
593	и внутренне	1	1
594	состоит из	1	1
595	ко всему	1	1
596	с каждым	1	1
597	самое что	2	1
598	в действительности	1	1
599	со всей	3	1
600	другого рода	2	1
601	что в	11	1
602	все что	1	1
