N	2gram	Tiupa_Anal_2	Istorich
397	не с	4	1
398	на которую	2	1
399	во второй	4	1
400	если бы	3	1
401	теперь уже	1	1
402	в разных	1	1
403	к своему	2	1
404	вот и	1	1
405	никак не	2	1
406	или их	2	1
407	можно сказать	4	1
408	а также	7	1
409	и во	2	1
410	которые и	2	1
411	в центральной	1	1
412	от них	1	1
413	в его	2	1
414	узнает об	1	1
415	вслед за	2	1
416	именно в	3	1
417	потустороннего мира	1	1
418	другой и	1	1
419	от которого	2	1
420	на которой	1	1
421	сразу же	1	1
422	а иные	1	1
423	с ними	3	1
424	дело с	1	1
425	первых слов	1	1
426	в какой	1	1
427	связи особую	1	1
428	к их	1	1
429	и потому	1	1
430	который в	1	1
431	во времени	2	1
432	и оба	1	1
433	форма этого	1	1
434	наконец последняя	1	1
435	больше не	1	1
436	героя с	1	1
437	в жизни	1	1
438	в начале	1	1
439	смысл этой	1	1
440	где у	1	1
441	а то	2	1
442	случаях оказывается	1	1
443	за ним	1	1
444	очевидно что	1	1
445	которые в	1	1
446	в мировой	1	1
447	и их	2	1
448	не о	2	1
449	как его	1	1
450	не говорит	1	1
451	связан с	1	1
452	и из	1	1
453	с другим	1	1
454	на ее	1	1
455	отличаются от	1	1
456	и тех	1	1
457	здесь в	2	1
458	уже известно	1	1
459	на смену	3	1
460	означало бы	1	1
461	его как	2	1
462	а так	1	1
463	о чем	2	1
464	начиная с	1	1
465	до этого	1	1
466	противоречие с	1	1
467	из трех	3	1
468	то можно	1	1
469	к другому	1	1
470	ты в	1	1
471	что же	1	1
472	для возникновения	1	1
473	за рамки	1	1
474	и всей	1	1
475	таких условиях	1	1
476	и старухе	1	1
477	в терминологии	1	1
478	останавливаться на	1	1
479	выходят за	2	1
480	этом случае	4	1
481	человек и	1	1
482	в эту	3	1
483	по одной	1	1
484	еще более	2	1
485	хотя бы	1	1
486	только что	1	1
487	в мировом	1	1
488	силы в	1	1
489	все они	1	1
490	я в	3	1
491	же в	1	1
492	к самому	1	1
493	бы с	1	1
494	он же	2	1
495	нам не	1	1
496	может и	1	1
497	от лица	1	1
498	а о	1	1
499	героя как	1	1
500	это делает	1	1
501	не знает	3	1
502	отношению к	4	1
503	начале этой	1	1
504	что ты	1	1
505	из этого	1	1
506	у которых	1	1
507	в свое	1	1
508	эти слова	1	1
509	все что	2	1
510	облика и	1	1
511	в частности	16	1
512	это в	1	1
513	как на	1	1
514	в таком	2	1
515	такой же	1	1
