N	2gram	Ircho_Kome_3	Myshleni
383	и овладеть	1	1
384	в ее	3	1
385	очевидно и	1	1
386	силу этого	1	1
387	для всякого	1	1
388	можем не	1	1
389	считает нужным	1	1
390	отличаются от	1	1
391	есть основание	2	1
392	более чем	5	1
393	независимо от	1	1
394	не сделает	1	1
395	признания этого	1	1
396	как к	1	1
397	бы при	1	1
398	что совершается	1	1
399	все остальные	2	1
400	перед нами	1	1
401	этого еще	1	1
402	целый ряд	2	1
403	и наконец	1	1
404	поздно и	1	1
405	чем к	2	1
406	к числу	1	1
407	более или	1	1
408	в себе	4	1
409	ним как	1	1
410	не приходится	2	1
411	точку зрения	1	1
412	вопрос почему	1	1
413	чем больше	1	1
414	в нашем	1	1
415	процесс образования	1	1
416	еще один	1	1
417	что к	4	1
418	имеем в	1	1
419	и те	1	1
420	на то	3	1
421	случае все	1	1
422	основание ожидать	1	1
423	образом для	1	1
424	от которого	1	1
425	которой не	1	1
426	и почему	1	1
427	в первую	1	1
428	нее и	1	1
429	моменты которые	1	1
430	ребенка это	1	1
431	не как	2	1
432	стоять в	1	1
433	том чтобы	1	1
434	дает и	1	1
435	он так	3	1
436	но вместе	1	1
437	нужные для	1	1
438	чтобы их	1	1
439	прежде чем	3	1
440	от нее	3	1
441	в каждом	1	1
442	здесь мы	1	1
443	для всей	1	1
444	тем же	3	1
445	совпадают с	4	1
446	есть все	1	1
447	конечно в	1	1
448	об этом	7	1
449	обоих случаях	1	1
450	и других	1	1
451	ней нет	1	1
452	первую очередь	1	1
453	моменты в	1	1
454	за другой	1	1
455	этот человек	2	1
456	должен был	4	1
457	приходит в	1	1
458	мог бы	1	1
459	в ином	1	1
460	который по	2	1
461	и этим	3	1
462	ни в	10	1
463	был поставлен	1	1
464	для новой	2	1
465	считает себя	1	1
466	в слове	1	1
467	несмотря на	4	1
468	тот в	1	1
469	приобретает в	1	1
470	после этого	2	1
471	от до	1	1
472	одним понятием	1	1
473	присущую ему	1	1
474	нисколько не	3	1
475	вопроса об	1	1
476	на первый	1	1
477	момент на	1	1
478	места в	1	1
479	в понимании	1	1
480	ход их	1	1
481	дело таким	1	1
482	этой связи	2	1
483	в следующем	1	1
484	чем более	1	1
485	сделать предположение	1	1
486	место в	1	1
487	не столько	1	1
488	представление о	2	1
489	внимание те	1	1
490	то его	1	1
491	в основном	1	1
492	образом и	1	1
493	которые в	1	1
494	не считает	2	1
495	ведь из	1	1
496	тем не	3	1
497	образом из	1	1
498	моментов в	1	1
499	однако в	4	1
500	том же	1	1
501	ним в	1	1
502	как видим	2	1
503	вернемся к	1	1
504	что происходит	2	1
505	как можно	1	1
506	с которой	1	1
507	она не	2	1
508	в обоих	1	1
509	что ему	2	1
510	дело не	2	1
511	и основным	1	1
512	и притом	1	1
513	к этим	1	1
514	как его	1	1
515	ходом развития	1	1
516	о таких	1	1
517	не могло	1	1
518	на котором	1	1
519	им на	1	1
520	этому что	1	1
521	что ни	3	1
522	всего на	1	1
523	другой как	1	1
524	того в	1	1
525	к ней	8	1
526	предполагать что	1	1
527	раннем детстве	1	1
528	относится к	1	1
529	в изложении	1	1
530	и после	2	1
531	в сознании	1	1
532	что речь	1	1
533	употребления и	1	1
534	что на	1	1
535	перед ним	3	1
536	ни малейших	1	1
537	представляется нам	1	1
538	реагирует на	1	1
539	как только	1	1
540	числе и	1	1
541	характеризует как	1	1
542	ли что	1	1
543	не зависящее	1	1
544	возникающие в	1	1
545	обращение к	1	1
546	что при	1	1
547	если же	2	1
548	и он	2	1
549	малейших признаков	1	1
550	по лестнице	2	1
551	без всякого	2	1
552	длительного развития	1	1
553	действия и	1	1
554	и совершенно	1	1
555	ясно что	6	1
556	есть также	1	1
557	которая была	1	1
558	корни этой	1	1
559	надо прежде	1	1
560	остается только	1	1
561	мы в	1	1
562	в отношениях	2	1
563	строго говоря	1	1
564	разумеется что	2	1
565	для этого	1	1
566	тем чем	1	1
567	сводится к	1	1
568	в раннем	1	1
569	к одной	2	1
570	одного из	3	1
571	или на	1	1
572	на что	1	1
573	после того	1	1
574	все его	1	1
575	в пользу	1	1
576	может не	1	1
577	аналогии с	2	1
578	и во	2	1
579	но ничего	1	1
580	путь к	1	1
581	которых в	1	1
582	являются в	1	1
583	во втором	1	1
584	нуждается в	2	1
585	и только	1	1
586	все основания	1	1
587	все время	2	1
588	дать в	1	1
589	известно что	1	1
590	но так	1	1
591	один из	3	1
592	мы сталкиваемся	1	1
593	ребенок от	1	1
594	могло быть	2	1
595	два года	1	1
596	непосредственно из	1	1
597	равно что	1	1
598	который в	3	1
599	всяком случае	3	1
600	во времени	1	1
601	это же	1	1
602	с двумя	1	1
603	самым тесным	1	1
604	уже в	2	1
605	в начале	3	1
606	ее из	1	1
607	что не	3	1
608	каким образом	1	1
609	а то	1	1
610	задачей было	1	1
611	за ним	2	1
612	общей для	1	1
613	это обстоятельство	3	1
614	не так	3	1
615	своим умением	1	1
616	понимает что	2	1
617	мы находим	1	1
618	он полагает	1	1
619	в прошлом	1	1
620	в конце	7	1
621	с этими	1	1
622	умственные способности	1	1
623	отношении к	1	1
624	и никогда	1	1
625	это было	1	1
626	как раз	6	1
627	он является	1	1
628	в других	3	1
629	они становятся	1	1
630	само собой	4	1
631	принадлежность к	1	1
632	из двух	1	1
633	со стороны	11	1
634	даже не	3	1
635	человеку и	1	1
636	или иначе	2	1
637	собой разумеется	2	1
638	предпосылок для	1	1
639	говорил что	1	1
640	доля правды	1	1
641	не было	2	1
642	этого не	1	1
643	на которых	1	1
644	отношения в	1	1
645	в ту	1	1
646	с которым	1	1
647	сам себе	1	1
648	же точно	1	1
649	чем на	1	1
650	в изучении	1	1
651	разговор с	1	1
652	под влиянием	2	1
653	место на	1	1
654	если не	3	1
655	в связи	4	1
656	именно поэтому	1	1
657	нет никаких	2	1
658	уже о	1	1
659	я говорю	2	1
660	до этого	2	1
661	ко всем	1	1
662	в одной	1	1
663	относятся к	1	1
664	не удается	1	1
665	решение вопроса	1	1
666	он говорит	2	1
667	для обозначения	2	1
668	не удалось	1	1
669	одновременно с	1	1
670	и там	1	1
671	когда же	1	1
672	можем заключить	1	1
673	а потом	1	1
674	или менее	1	1
675	да и	1	1
676	сам не	1	1
677	исходя из	2	1
678	что первое	1	1
679	за которым	1	1
680	без разрешения	1	1
681	происходит с	1	1
682	такое резкое	1	1
683	и таким	1	1
684	этом и	1	1
685	тесным образом	1	1
686	выход из	1	1
687	образом как	1	1
688	к вопросу	1	1
689	известной степени	2	1
690	и для	4	1
691	легко понять	1	1
692	отношений и	1	1
693	необходимым для	1	1
694	это как	1	1
695	своей собственной	1	1
696	и постепенное	1	1
697	для нас	1	1
698	и все	2	1
699	из себя	3	1
700	иное чем	1	1
701	значительно более	1	1
702	что начальные	1	1
703	хотя в	1	1
704	в достаточной	1	1
705	не являются	1	1
706	приходится признать	1	1
707	между ними	2	1
708	с ней	1	1
709	дело с	3	1
710	была бы	1	1
711	это на	1	1
712	нам возможность	1	1
713	первом случае	1	1
714	этот момент	1	1
715	ли он	1	1
716	не нуждается	1	1
717	но еще	1	1
718	и это	2	1
719	том числе	1	1
720	это в	2	1
721	они относятся	1	1
