N	2gram	Voloshinov_2	KFilosof
326	конечно невозможно	1	1
327	и до	3	1
328	что эти	1	1
329	исходит из	3	1
330	не имеют	3	1
331	между ним	1	1
332	в зависимости	2	1
333	отношения к	2	1
334	этих индивидуальных	1	1
335	мы уже	6	1
336	той же	3	1
337	его не	1	1
338	именно при	1	1
339	в единой	1	1
340	себя осознает	1	1
341	не делает	1	1
342	бы что	1	1
343	что уже	1	1
344	единый контекст	1	1
345	именно к	1	1
346	не была	1	1
347	он как	1	1
348	совпадает с	1	1
349	котором не	1	1
350	во внутрь	1	1
351	и ее	4	1
352	в составе	1	1
353	конечно и	2	1
354	и он	2	1
355	быть понято	2	1
356	не найдем	1	1
357	мысли и	3	1
358	столь же	3	1
359	оно ни	2	1
360	в различных	3	1
361	этих случаях	1	1
362	в нашем	2	1
363	как если	4	1
364	землю и	1	1
365	для включения	1	1
366	является вовсе	1	1
367	данного человека	1	1
368	таком положении	1	1
369	в активном	1	1
370	него с	1	1
371	а через	1	1
372	определяется не	2	1
373	в истории	3	1
374	мы дадим	1	1
375	контексте и	2	1
376	с этим	3	1
377	быть случайной	1	1
378	всей конкретной	1	1
379	в единый	1	1
380	хотя и	1	1
381	маленький клочок	1	1
382	и наконец	1	1
383	не являются	1	1
384	признается и	1	1
385	в каком-то	1	1
386	абстрактные моменты	1	1
387	в действительности	1	1
388	с определенной	1	1
389	в этот	1	1
390	действие также	1	1
391	где все	1	1
392	в самом	6	1
393	в которой	1	1
394	а чисто	1	1
395	из другого	1	1
396	данном контексте	2	1
397	как основной	1	1
398	ее как	1	1
399	на то	4	1
400	в конкретном	3	1
401	его но	1	1
402	этот процесс	1	1
403	эту мысль	1	1
404	к выводу	1	1
405	что она	1	1
406	не следует	2	1
407	главным образом	1	1
408	жизни вообще	1	1
409	и единое	1	1
410	а просто	1	1
411	и теоретическая	1	1
412	перестает быть	1	1
413	момента в	1	1
414	нее и	1	1
415	не к	3	1
416	оно должно	1	1
417	в содержание	1	1
418	конца и	1	1
419	значительной степени	2	1
420	этом последнем	2	1
421	подход к	2	1
422	мы его	1	1
423	же не	1	1
424	в определенное	1	1
425	моментом единства	1	1
426	было конечно	1	1
427	не сможет	1	1
428	связанных с	1	1
429	и с	2	1
430	значимое в	1	1
431	оно становится	2	1
432	то есть	2	1
433	бытие отрешенное	1	1
434	где оно	1	1
435	с целью	1	1
436	это было	2	1
437	права или	1	1
438	может стать	2	1
439	и иных	1	1
440	на почве	9	1
441	он есть	1	1
442	не совпадает	1	1
443	форму и	3	1
444	всю свою	1	1
445	к миру	1	1
446	делает его	2	1
447	давая ей	1	1
448	ведь если	4	1
449	быть единым	1	1
450	которому я	1	1
451	смысле совокупности	2	1
452	этого не	1	1
453	несмотря на	1	1
454	и было	1	1
455	возникнуть и	1	1
456	отсюда что	1	1
457	в этих	3	1
458	от своего	2	1
459	другим и	1	1
460	еще менее	1	1
461	какие бы	1	1
462	заключать в	1	1
463	лежат в	1	1
464	всяком случае	2	1
465	к предмету	1	1
466	цели и	1	1
467	свой смысл	1	1
468	является еще	1	1
469	значение для	1	1
470	является только	2	1
471	веков и	1	1
472	чем дальше	1	1
473	совершенно иначе	2	1
474	но он	1	1
475	но во	1	1
476	нет никакого	1	1
477	на один	1	1
478	в отношении	4	1
479	принципов и	1	1
480	при всех	1	1
481	контекст его	1	1
482	нормы для	1	1
483	как о	2	1
484	мысли в	1	1
485	мышление в	1	1
486	здесь лишь	1	1
487	одна из	7	1
488	но может	1	1
489	ясность и	1	1
490	но только	1	1
491	этого конечно	1	1
492	не могло	1	1
493	для всего	3	1
494	следовательно и	2	1
495	нет места	1	1
496	слово и	3	1
497	должно вступить	1	1
498	между добром	1	1
499	поскольку оно	1	1
500	автор и	1	1
501	находятся в	2	1
502	в противоречие	1	1
503	оно могло	1	1
504	история не	1	1
505	такая же	1	1
506	ему и	1	1
507	это слово	1	1
508	и мысли	1	1
509	здесь же	1	1
510	следует что	4	1
511	не является	8	1
512	нет даже	1	1
513	в живой	2	1
514	представляется нам	1	1
515	исходить из	1	1
516	но там	1	1
517	как всякое	1	1
518	на границе	2	1
519	есть только	1	1
520	и другой	1	1
521	и такие	1	1
522	зависимости от	2	1
523	как исторический	1	1
524	случаен и	1	1
525	содержанием и	1	1
526	к тому	6	1
527	т.е к	2	1
528	ориентируется в	1	1
529	пр все	1	1
530	него как	1	1
531	всегда в	1	1
532	оно может	3	1
533	этой своей	1	1
534	приближения к	1	1
535	если мы	6	1
536	зрения теоретической	1	1
537	и о	2	1
538	что все	1	1
539	печальное недоразумение	1	1
540	свою очередь	5	1
541	но при	1	1
542	всего этого	1	1
543	и от	3	1
544	мысль о	1	1
545	ведь оно	1	1
546	уже с	1	1
547	приводит к	2	1
548	можно говорить	1	1
549	являются лишь	2	1
550	на том	1	1
551	только через	1	1
552	не с	2	1
553	здесь как	2	1
554	мы только	3	1
555	и религии	1	1
556	философии нет	1	1
557	и реальное	2	1
558	подойти к	1	1
559	можно только	1	1
560	остается только	1	1
561	т.е все	1	1
562	поэтому в	2	1
563	приводит его	1	1
564	и даже	2	1
565	к пределу	1	1
566	мы живем	1	1
567	образом в	1	1
568	находится в	1	1
569	каждый раз	3	1
570	при такой	1	1
571	один миг	1	1
572	на все	2	1
573	но к	2	1
574	нашей работы	3	1
575	другими словами	2	1
576	ценностного контекста	1	1
577	возможен и	1	1
578	можно сказать	1	1
579	лежит за	1	1
580	в значительной	2	1
581	мы делаем	1	1
582	ни на	1	1
583	в конечном	1	1
584	нет это	1	1
585	это факт	1	1
586	один момент	1	1
587	которой мы	2	1
588	тем или	1	1
589	в переживании	1	1
590	лишь путем	1	1
591	переходит в	1	1
592	его отсюда	1	1
593	существенного для	1	1
594	когда оно	1	1
595	лишь пассивный	1	1
596	нуждается в	1	1
597	мы ни	5	1
598	его продукт	1	1
599	каких бы	1	1
600	выбрасывается за	1	1
601	мысль значит	1	1
602	с нашей	2	1
603	это приводит	1	1
604	сознания его	1	1
605	в каких	1	1
606	ровно ничего	1	1
607	оставаясь в	2	1
608	или нет	1	1
609	но с	1	1
610	другого субъекта	1	1
611	что конечно	1	1
612	мы видим	1	1
613	небо и	1	1
614	менее в	1	1
615	одной из	3	1
616	в какой	3	1
617	и кажется	1	1
618	глубоко различны	2	1
619	и так	1	1
620	моментом является	1	1
621	не случаен	1	1
622	осуществляется лишь	1	1
623	же на	1	1
624	их не	1	1
625	а только	1	1
626	нем нет	2	1
627	только при	1	1
628	же и	1	1
629	и современная	1	1
630	в большинстве	5	1
631	только на	4	1
632	только тогда	1	1
633	время является	1	1
634	мир и	1	1
635	большинстве случаев	5	1
636	в данной	4	1
637	в душе	4	1
638	конечном счете	1	1
639	только одно	1	1
640	и небо	1	1
641	него нет	1	1
642	одно из	1	1
643	себе в	1	1
644	становится действительной	1	1
645	стать в	1	1
646	ведь это	2	1
647	говорить об	1	1
648	выводит из	1	1
649	смысле этого	4	1
650	так как	3	1
651	ее не	1	1
652	друг друга	2	1
653	если оно	1	1
654	мы можем	6	1
655	само по	1	1
656	она будет	1	1
657	но уже	1	1
658	от многообразия	1	1
659	как раз	4	1
660	но из	1	1
661	это будет	2	1
662	однажды в	1	1
663	чувствует себя	1	1
664	именно как	2	1
665	само есть	1	1
666	теоретически и	1	1
667	активно и	1	1
668	данное переживание	1	1
669	и смысловую	1	1
670	и т.п	10	1
671	и из	1	1
672	как возможный	1	1
673	здесь в	2	1
674	а именно	1	1
675	мы никогда	2	1
676	только путем	2	1
677	мы возьмем	2	1
678	и др	1	1
679	и затем	1	1
680	в живом	3	1
681	ли отсюда	1	1
682	слиты в	1	1
683	противном случае	2	1
684	превращается в	1	1
685	конечно только	1	1
686	интонации в	3	1
687	она является	3	1
688	действительном конкретном	1	1
689	нашей точки	2	1
690	пр и	4	1
691	и темным	1	1
692	себя от	1	1
693	процессе ее	1	1
694	и всякое	2	1
695	людьми и	1	1
696	здесь именно	1	1
697	не исключительно	1	1
698	связь с	4	1
699	нет ничего	1	1
700	него в	1	1
701	вместе с	2	1
702	к его	2	1
703	противоречие с	1	1
704	объемлющей нас	1	1
705	мы говорим	1	1
706	места для	1	1
707	в духе	1	1
708	что именно	1	1
709	какого бы	1	1
710	живем и	1	1
711	с конкретной	2	1
712	когда мы	1	1
713	и всей	1	1
714	действие и	1	1
715	как целое	9	1
716	своего содержания	1	1
717	лежит в	2	1
718	он начинает	1	1
719	в объемлющем	1	1
720	слова и	6	1
721	не касается	1	1
722	как из	2	1
723	только для	1	1
724	его произнесения	1	1
725	к двум	1	1
726	же самое	6	1
727	это расширение	1	1
728	и передачи	1	1
729	в противном	2	1
730	остается в	1	1
731	должны быть	2	1
732	языка это	1	1
733	совершается и	1	1
734	вне его	1	1
735	одного и	4	1
736	и единого	1	1
737	сознания сознания	1	1
738	живет и	1	1
739	и сама	1	1
740	к пониманию	4	1
741	отрешенное от	2	1
742	не существует	3	1
743	где и	1	1
744	не подлежит	1	1
745	или в	2	1
746	имеет дело	2	1
747	основную проблему	1	1
748	но отнюдь	1	1
749	когда он	1	1
750	больше и	1	1
751	слова мы	1	1
752	но совсем	1	1
753	мы должны	1	1
754	важно в	1	1
755	только что	3	1
756	творчества но	1	1
757	и оформление	1	1
758	все они	1	1
759	чего нет	1	1
760	или не	1	1
761	же в	1	1
762	но оно	1	1
763	от исторического	1	1
764	границу между	1	1
765	котором ориентируется	1	1
766	между ними	2	1
767	неотделим от	2	1
768	культуры как	2	1
769	другой в	1	1
770	в иной	1	1
771	того же	5	1
772	является и	1	1
773	в последнем	1	1
774	к единству	1	1
775	и землю	1	1
776	самое что	1	1
777	не достаточен	1	1
778	к живому	1	1
779	путем скачка	1	1
780	ее в	1	1
781	т.е как	1	1
782	по поводу	1	1
783	гораздо более	1	1
784	во всяком	3	1
785	они не	2	1
