N	2gram	Trubetskoy_1	Dialekti
205	можно назвать	1	3
206	и без	1	2
207	тех же	1	2
208	он всегда	1	2
209	то самое	1	2
210	и ничего	1	2
211	вопрос о	5	2
212	бы ни	2	2
213	себе что	1	2
214	на нем	1	2
215	во всех	5	2
216	бы не	1	2
217	природы и	1	2
218	но как	1	2
219	есть по	1	2
220	себе и	4	2
221	и будет	1	2
222	нет и	1	2
223	данный момент	1	2
224	то чем	1	2
225	все же	4	2
226	что по	1	2
227	в самом	3	2
228	в которой	1	2
229	ни один	1	2
230	чем больше	1	2
231	из этих	3	2
232	этой личности	2	2
233	ни одна	3	2
234	при этом	5	2
235	тем не	1	2
236	с этой	1	2
237	а это	1	2
238	но все	1	2
239	не будет	7	2
240	об этой	1	2
241	на все	1	2
242	лишь в	3	2
243	заключается в	1	2
244	время и	1	2
245	все равно	1	2
246	становится и	1	2
247	должно быть	3	2
248	нисколько не	2	2
249	нет ибо	1	2
250	в котором	2	2
251	по сравнению	1	2
252	представление о	1	2
253	мы теперь	1	2
254	при условии	3	2
255	необходимо чтобы	1	2
256	для нее	2	2
257	что с	2	2
258	не менее	1	2
259	или что	1	2
260	что эта	1	2
261	и другое	1	2
262	может только	3	2
263	случае не	1	2
264	иметь в	1	2
265	никогда не	5	2
266	и по	3	2
267	во всем	4	2
268	как не	1	2
269	не по	1	2
270	как будто	2	2
271	может и	1	2
272	данной личности	1	2
273	что на	1	2
274	не могут	4	2
275	и тогда	2	2
276	свою очередь	1	2
277	без всякого	1	2
278	в ее	1	2
279	совершенно ясно	1	2
280	и когда	1	2
281	мог бы	1	2
282	для этого	3	2
283	даже не	2	2
284	в разных	1	2
285	ее в	2	2
286	но мы	3	2
287	никак не	1	2
288	вне всякой	2	2
289	и во	3	2
290	и только	5	2
291	от этих	1	2
292	интеллигенции и	1	2
293	мы хотим	1	2
294	одной из	3	2
295	в качестве	3	2
296	себя в	4	2
297	же и	1	2
298	конечно не	5	2
299	то и	1	2
300	своим собственным	1	2
301	из них	3	2
302	и их	1	2
303	тем что	3	2
304	от того	4	2
305	не было	3	2
306	есть подлинная	1	2
307	именно так	1	2
308	понятие о	1	2
309	когда же	1	2
310	в частности	2	2
311	вместе с	4	2
312	как это	1	2
313	ни от	2	2
314	что же	4	2
315	да и	3	2
316	где это	1	2
317	быть не	1	2
318	но для	2	2
319	при таком	1	2
320	что кроме	1	2
321	сделать это	2	2
322	это как	1	2
323	тот кто	1	2
324	и ни	3	2
325	главным образом	3	2
326	это учение	2	2
327	отношении к	2	2
328	возможно лишь	4	2
329	и при	6	2
330	того или	2	2
331	чудо как	1	2
332	точно так	2	2
333	во всяком	9	2
334	все что	4	2
335	а между	5	1
336	речь идет	2	1
337	говоря о	2	1
338	же как	1	1
339	потом и	1	1
340	но тогда	1	1
341	на самом	6	1
342	он может	1	1
343	сил и	3	1
344	идет о	1	1
345	же будет	1	1
346	не признает	1	1
347	красоту и	1	1
348	исходит из	1	1
349	видеть в	2	1
350	в зависимости	1	1
351	и этот	3	1
352	всякой чужой	1	1
353	их и	1	1
354	от всякой	1	1
355	а где	1	1
356	имеет свою	1	1
357	он как	1	1
358	такое положение	1	1
359	в каждый	1	1
360	но она	2	1
361	от друга	2	1
362	то это	3	1
363	к общему	1	1
364	и говорить	1	1
365	собой в	1	1
366	может не	3	1
367	на них	1	1
368	он сам	3	1
369	чтобы принять	1	1
370	делу и	1	1
371	знаем что	3	1
372	практическую или	1	1
373	или все	1	1
374	только вполне	1	1
375	подходить к	1	1
376	заключается не	1	1
377	к богу	7	1
378	значение и	1	1
379	силу этого	1	1
380	в общем	1	1
381	очевидно что	1	1
382	друг от	2	1
383	судить об	1	1
384	тогда может	1	1
385	от частного	1	1
386	зрения в	1	1
387	трудно сказать	1	1
388	в одной	1	1
389	настоящее место	1	1
390	по которому	1	1
391	стороны и	1	1
392	остановиться на	1	1
393	помнить что	2	1
394	в полном	1	1
395	целый ряд	2	1
396	было только	1	1
397	имеет в	1	1
398	этой цели	1	1
399	и стремления	1	1
400	с своим	1	1
401	отдельных народов	1	1
402	не можем	2	1
403	что так	1	1
404	и тот	2	1
405	лоне единой	1	1
406	роль в	1	1
407	только один	1	1
408	но ведь	1	1
409	если он	1	1
410	вообще не	1	1
411	этого мало	1	1
412	он не	5	1
413	раз навсегда	2	1
414	о которой	1	1
415	чтобы они	1	1
416	всех этих	3	1
417	даже тогда	1	1
418	этого вопроса	1	1
419	– на	1	1
420	такого человека	1	1
421	только такой	1	1
422	и более	2	1
423	чтобы в	2	1
424	никому не	1	1
425	которое дальше	1	1
426	людей и	2	1
427	но дело	1	1
428	или иных	1	1
429	v но	1	1
430	и заключается	1	1
431	как оно	1	1
432	этим самым	1	1
433	для всей	1	1
434	мысль об	1	1
435	не требуется	1	1
436	быть как	1	1
437	том случае	4	1
438	это вдруг	1	1
439	причем все	1	1
440	на каком	1	1
441	его в	4	1
442	входит в	1	1
443	с другими	1	1
444	она стала	1	1
445	этот человек	2	1
446	данном случае	3	1
447	чаще всего	1	1
448	о которых	3	1
449	к своим	1	1
450	церковь и	1	1
451	какой-то новой	1	1
452	для чего	1	1
453	части не	1	1
454	будет не	2	1
455	такой же	1	1
456	одного и	1	1
457	что значит	1	1
458	бы на	1	1
459	что такая	1	1
460	а главное	1	1
461	он должен	5	1
462	бы к	1	1
463	оказался бы	1	1
464	место в	2	1
465	в которых	1	1
466	– при	1	1
467	и другого	1	1
468	которой они	1	1
469	друг другу	2	1
470	чуда была	1	1
471	их в	2	1
472	тому чтобы	4	1
473	том же	2	1
474	же может	1	1
475	даже в	1	1
476	народов и	2	1
477	и вся	1	1
478	изменится в	1	1
479	она могла	1	1
480	ее с	1	1
481	и сама	1	1
482	ибо каждая	1	1
483	слова но	1	1
484	из предыдущего	1	1
485	он еще	1	1
486	не вызывает	1	1
487	можно ли	3	1
488	чудо по	1	1
489	для творчества	1	1
490	следовательно и	2	1
491	тоже нет	1	1
492	того и	1	1
493	наука и	1	1
494	и всегда	1	1
495	одна из	3	1
496	это то	1	1
497	именно с	1	1
498	и весь	1	1
499	природы в	1	1
500	его можно	1	1
501	и теперь	1	1
502	связи с	3	1
503	прямо в	1	1
504	здесь же	1	1
505	свою индивидуальность	1	1
506	же должны	1	1
507	доказать что	1	1
508	однако это	1	1
509	если только	2	1
510	а в	5	1
511	а во-вторых	2	1
512	деятельности и	2	1
513	если его	1	1
514	к себе	2	1
515	в духе	1	1
516	человека в	1	1
517	всего в	1	1
518	и надо	1	1
519	этого и	1	1
520	о полном	1	1
521	этих самых	1	1
522	страдает и	1	1
523	что будущее	1	1
524	всегда будет	1	1
525	истинности и	1	1
526	приходит к	3	1
527	из всего	1	1
528	как мы	1	1
529	всего этого	1	1
530	только при	1	1
531	и логически	1	1
532	только то	1	1
533	такой взгляд	1	1
534	верит в	1	1
535	на том	3	1
536	что может	3	1
537	и себе	1	1
538	можно было	4	1
539	те же	1	1
540	больше в	1	1
541	себе черты	1	1
542	которую можно	1	1
543	это только	2	1
544	мы в	1	1
545	быть может	1	1
546	о котором	3	1
547	которое будет	1	1
548	образом в	1	1
549	к спасению	1	1
550	их никто	1	1
551	и должно	2	1
552	перешла в	1	1
553	говорить не	1	1
554	для целей	1	1
555	наоборот это	1	1
556	его жизни	1	1
557	были бы	2	1
558	в новую	1	1
559	но когда	1	1
560	должно было	1	1
561	под именем	1	1
562	к нему	2	1
563	не могло	1	1
564	от них	1	1
565	событий и	1	1
566	когда оно	1	1
567	положения с	1	1
568	не будучи	1	1
569	что бы	3	1
570	этих последних	1	1
571	в лучшем	3	1
572	эти последние	1	1
573	наконец и	1	1
574	одного из	1	1
575	что только	2	1
576	опереться на	1	1
577	же за	1	1
578	этот вопрос	2	1
579	– к	1	1
580	даже если	2	1
581	их не	2	1
582	точка зрения	1	1
583	самостоятельность и	1	1
584	чуда и	2	1
585	именно на	2	1
586	может сразу	1	1
587	сомнений в	1	1
588	с нею	3	1
589	и у	1	1
590	на такой	2	1
591	еще одну	1	1
592	и знать	1	1
593	а то	1	1
594	и других	1	1
595	его и	2	1
596	за ним	1	1
597	отдельный человек	1	1
598	он имеет	1	1
599	хочет быть	1	1
600	что данный	1	1
601	не так	2	1
602	есть та	1	1
603	в конце	3	1
604	чтобы она	2	1
605	не для	1	1
606	от тех	1	1
607	себя от	3	1
608	ее не	1	1
609	они оказались	1	1
610	от всякого	1	1
611	они будут	2	1
612	и вместе	2	1
613	и оставаться	1	1
614	чем и	1	1
615	смотря по	1	1
616	она и	1	1
617	или иной	5	1
618	тогда это	1	1
619	с другой	1	1
620	оно будет	1	1
621	и прежде	1	1
622	дело в	1	1
623	может совершиться	1	1
624	мы верим	1	1
625	души и	1	1
626	к ее	1	1
627	на ней	1	1
628	только к	3	1
629	что для	3	1
630	те кто	1	1
631	естественно что	2	1
632	превращается в	1	1
633	церкви и	9	1
634	на этот	1	1
635	соединенного с	1	1
636	до конца	1	1
637	однако и	1	1
638	если этот	1	1
639	только от	1	1
640	совершенно очевидно	2	1
641	в связи	1	1
642	которые будут	1	1
643	отличается от	2	1
644	а церковь	1	1
645	эта идея	1	1
646	ко всем	3	1
647	бы это	1	1
648	человека к	1	1
649	чтобы мы	1	1
650	их к	2	1
651	при переходе	1	1
652	чем то	1	1
653	в область	1	1
654	и никакого	1	1
655	который мы	1	1
656	он будет	4	1
657	мира сего	1	1
658	это его	1	1
659	по существу	5	1
660	веет от	1	1
661	в состоянии	1	1
662	церкви только	1	1
663	этом случае	3	1
664	этой третьей	2	1
665	своей жизни	1	1
666	лучшем случае	3	1
667	поэтому что	1	1
668	ближе к	1	1
669	не является	1	1
670	отношениях к	1	1
671	не знаем	1	1
672	всего с	1	1
673	которых каждый	2	1
674	до степени	1	1
675	христианин должен	2	1
676	и от	2	1
677	и человек	2	1
678	она может	3	1
679	которая в	1	1
680	чтобы понять	2	1
681	человек и	1	1
682	в другое	4	1
683	на первый	1	1
684	ее и	1	1
685	оказались бы	1	1
686	конце концов	3	1
687	ибо в	3	1
688	все они	3	1
689	хотя в	1	1
690	от каких	1	1
691	жизни в	5	1
692	нами не	1	1
693	не замечают	1	1
694	из тех	1	1
695	не быть	1	1
696	но можно	1	1
697	знаем и	1	1
698	это значило	1	1
699	из этого	3	1
700	идеал и	1	1
701	это она	1	1
702	как на	8	1
703	значило бы	2	1
704	о себе	1	1
705	случае если	3	1
706	в своих	6	1
707	или формами	1	1
708	только она	1	1
