N	2gram	Berdyaev_O_1	Problema
225	не вполне	1	1
226	раз уже	2	1
227	тут все	1	1
228	и он	8	1
229	и на	2	1
230	мысли и	3	1
231	писателя а	1	1
232	друг к	1	1
233	и вопрос	1	1
234	он говорит	1	1
235	и все-таки	2	1
236	и всякий	1	1
237	в противоречии	1	1
238	не все	2	1
239	имеют самостоятельного	1	1
240	себе и	1	1
241	в истории	2	1
242	бы сама	1	1
243	может принимать	1	1
244	от этого	1	1
245	в этот	2	1
246	чего же	1	1
247	и изображает	1	1
248	человеком в	1	1
249	из жизни	1	1
250	учение о	2	1
251	собой в	1	1
252	ничего и	2	1
253	бы от	1	1
254	от которого	1	1
255	о которой	2	1
256	и почему	1	1
257	опять-таки не	1	1
258	и когда	1	1
259	что она	1	1
260	и заключается	1	1
261	это конечно	1	1
262	различие между	3	1
263	лишь в	7	1
264	эта есть	1	1
265	быть не	1	1
266	в жизни	1	1
267	в них	1	1
268	в своих	3	1
269	всегда и	1	1
270	строгом смысле	1	1
271	и скажет	1	1
272	после этого	1	1
273	значение что	1	1
274	со всей	1	1
275	которую он	2	1
276	оказывается что	1	1
277	из романов	1	1
278	есть один	1	1
279	дается в	1	1
280	но он	7	1
281	ведь этот	1	1
282	вещей и	1	1
283	в одно	1	1
284	сердца людей	1	1
285	в вечном	1	1
286	мысли в	1	1
287	было у	1	1
288	того чтобы	4	1
289	и никогда	2	1
290	о бесконечных	1	1
291	природы в	2	1
292	у л	1	1
293	к ней	2	1
294	во всем	1	1
295	виду не	1	1
296	бог и	1	1
297	не погибает	1	1
298	не могут	3	1
299	к другу	1	1
300	всего что	1	1
301	бы он	1	1
302	всегда в	1	1
303	из всего	2	1
304	быть может	3	1
305	на нем	1	1
306	с каким	1	1
307	было сделать	1	1
308	нет никакой	1	1
309	во тьме	1	1
310	особенно в	1	1
311	но у	1	1
312	в эпоху	1	1
313	но может	1	1
314	никогда и	2	1
315	бы даже	1	1
316	от образа	1	1
317	но к	1	1
318	в глаза	1	1
319	почему же	1	1
320	к одному	1	1
321	все его	1	1
322	особого рода	1	1
323	вопросу о	1	1
324	все в	4	1
325	нуждается в	1	1
326	действительно в	1	1
327	бы и	1	1
328	видно что	1	1
329	все время	1	1
330	и личной	1	1
331	что только	1	1
332	и действительно	1	1
333	их жизни	1	1
334	бы ни	1	1
335	со всеми	1	1
336	из бесконечного	1	1
337	человеческого духа	3	1
338	в душе	2	1
339	и других	1	1
340	к каким	1	1
341	был бы	1	1
342	цели и	1	1
343	в одном	1	1
344	у него	22	1
345	и бесконечно	2	1
346	отметить что	1	1
347	его целиком	1	1
348	для того	3	1
349	момент в	2	1
350	а потому	1	1
351	связан с	1	1
352	подчеркнуть еще	1	1
353	не хочет	1	1
354	не исчезает	3	1
355	здесь нужно	1	1
356	что не	4	1
357	не нужна	1	1
358	месте и	1	1
359	которой нет	1	1
360	стремится к	1	1
361	до конца	7	1
362	нужно считать	1	1
363	была бы	1	1
364	начиная с	1	1
365	даже до	1	1
366	не одно	1	1
367	и бесконечным	1	1
368	но сам	1	1
369	смысле этого	1	1
370	есть на	1	1
371	ней не	1	1
372	для тех	1	1
373	и общественной	1	1
374	указать на	1	1
375	не существует	1	1
376	не подходит	1	1
377	не с	1	1
378	но еще	1	1
379	бросается в	1	1
380	человеческого общества	1	1
381	всех тех	1	1
382	иначе чем	1	1
383	для нашего	1	1
384	к этой	2	1
385	ее в	2	1
386	от которой	1	1
387	к этому	2	1
