N	2gram	Losev_Prob_1	Komedia
526	как нет	1	1
527	первую очередь	1	1
528	то в	5	1
529	является самым	1	1
530	этому поводу	3	1
531	во втором	1	1
532	крайней мере	2	1
533	он его	1	1
534	сказать и	3	1
535	в ту	1	1
536	и хотели	1	1
537	не требует	1	1
538	что здесь	3	1
539	ни к	1	1
540	он стал	1	1
541	мы видим	2	1
542	не устраивает	1	1
543	словом если	1	1
544	только в	7	1
545	мной и	1	1
546	греческих слов	2	1
547	течение всей	1	1
548	в стороне	1	1
549	моменты в	1	1
550	по этому	3	1
551	нам возможность	1	1
552	это же	1	1
553	которая была	1	1
554	со всеми	2	1
555	и все-таки	2	1
556	человека с	1	1
557	события и	1	1
558	обо всем	1	1
559	только на	4	1
560	ни одного	1	1
561	одной точке	1	1
562	в нашей	1	1
563	этого акта	3	1
564	действий и	1	1
565	является не	2	1
566	не из	1	1
567	в душе	1	1
568	и других	1	1
569	не стал	1	1
570	уже нет	1	1
571	к каким	1	1
572	не сам	1	1
573	оказывается вполне	1	1
574	и их	1	1
575	раз с	2	1
576	на одном	2	1
577	в прошлом	1	1
578	чтобы она	1	1
579	с этими	2	1
580	его гнева	1	1
581	в такое	1	1
582	как его	2	1
583	не случайно	1	1
584	в некоторых	1	1
585	образом что	1	1
586	самое интересное	1	1
587	выходит за	1	1
588	что человек	1	1
589	них в	1	1
590	а именно	12	1
591	человека а	2	1
592	чем он	1	1
593	действующих лиц	2	1
594	из других	2	1
595	было и	1	1
596	показывает что	1	1
597	мы еще	1	1
598	говорит о	3	1
599	ей не	1	1
600	он только	1	1
601	не на	3	1
602	для начала	1	1
603	с которым	1	1
604	однако и	3	1
605	мы остановимся	1	1
606	которые как	1	1
607	мы находим	2	1
608	человек в	1	1
609	или на	3	1
610	других случаях	2	1
611	он уже	1	1
612	и потому	2	1
613	впрочем не	1	1
614	слишком много	1	1
615	такого рода	7	1
616	последней четверти	1	1
617	с типом	1	1
618	одновременно с	1	1
619	тому как	2	1
620	да и	3	1
621	поскольку он	2	1
622	образом на	1	1
623	хотя он	1	1
624	остался в	1	1
625	отдельных замечаний	1	1
626	что между	1	1
627	и тому	1	1
628	которые начиная	1	1
629	что из	1	1
630	будет и	1	1
631	можно сказать	5	1
632	в основном	1	1
633	фактов в	1	1
634	а то	1	1
635	в смысле	1	1
636	здесь прежде	1	1
637	он должен	2	1
638	это ясно	1	1
639	она должна	1	1
640	многие из	1	1
641	не знаем	1	1
642	и никакие	1	1
643	войти в	1	1
644	а что	1	1
645	или в	4	1
646	о главном	1	1
647	о котором	1	1
648	своей собственной	1	1
649	чтобы понять	3	1
650	сцене но	1	1
651	этом уже	1	1
652	на первый	2	1
653	для нас	5	1
654	или менее	3	1
655	всякого рода	1	1
656	в этих	3	1
657	не будучи	1	1
658	ли что	1	1
659	все они	1	1
660	хотя в	3	1
661	но вот	1	1
662	тоже ничего	1	1
663	к лицу	1	1
664	ему присущи	1	1
665	к самому	1	1
666	иное чем	1	1
667	всякий смысл	1	1
668	не говоря	4	1
669	на смену	1	1
670	сказать что	13	1
671	и только	4	1
672	да не	1	1
673	понимать как	2	1
674	была бы	1	1
675	обычно не	1	1
676	для нашего	2	1
677	бы его	1	1
678	всем этом	2	1
679	жизни и	1	1
680	но еще	2	1
681	указывают на	2	1
682	по поводу	4	1
683	и эта	1	1
684	как на	1	1
685	ничего общего	11	1
