N	2gram	Propp_Isto_4	Stilisti
230	в дальнейшем	6	2
231	как с	1	2
232	с собой	5	2
233	с ним	1	2
234	к рассмотрению	2	2
235	по своей	2	2
236	как нет	1	2
237	к нему	6	2
238	в языке	2	2
239	в середине	1	2
240	хозяйственной и	1	2
241	в него	1	2
242	видим что	2	2
243	в том	3	2
244	тот же	1	2
245	одной из	1	2
246	что он	10	2
247	как нечто	3	2
248	это же	2	2
249	одни и	1	2
250	человека с	3	2
251	первобытного человека	1	2
252	глаза и	1	2
253	заметить что	1	2
254	тем что	5	2
255	даже и	2	2
256	перейти к	1	2
257	а на	4	2
258	и эту	1	2
259	говорить и	1	2
260	к которому	1	2
261	связано с	1	2
262	не было	1	2
263	зависит от	1	2
264	в связи	2	2
265	связь с	12	2
266	легче всего	1	2
267	из трех	3	2
268	теперь к	1	2
269	из которых	5	2
270	смысле этого	2	2
271	останавливаться на	1	2
272	сказать не	1	2
273	сих пор	5	2
274	но это	3	2
275	только одна	2	2
276	случаях когда	3	2
277	или в	3	2
278	а к	1	2
279	у них	1	2
280	и ни	1	2
281	ни к	1	2
282	этот вопрос	2	2
283	в частности	2	2
284	к этому	5	2
285	в голову	1	2
286	в своих	1	2
287	брата и	1	1
288	одним из	1	1
289	же как	13	1
290	увидим ниже	1	1
291	своей основной	1	1
292	переход от	1	1
293	нами вполне	1	1
294	к своей	3	1
295	мы подойдем	1	1
296	и всем	1	1
297	ли то	1	1
298	чего не	1	1
299	не имеют	1	1
300	встречаются на	1	1
301	отношений которые	1	1
302	входящих в	1	1
303	нечто что	1	1
304	часть его	1	1
305	например в	3	1
306	если я	1	1
307	при анализе	1	1
308	именно к	1	1
309	совпадает с	1	1
310	принадлежит к	1	1
311	орудия и	1	1
312	дать человеку	1	1
313	они были	1	1
314	ему в	2	1
315	но то	1	1
316	с нашими	1	1
317	в числе	4	1
318	себе что	1	1
319	пребывание в	1	1
320	знаете ли	1	1
321	в чем	1	1
322	природу в	1	1
323	рассмотрение их	1	1
324	но как	1	1
325	и другие	3	1
326	это слишком	1	1
327	к которой	1	1
328	если в	1	1
329	иногда и	2	1
330	относится к	3	1
331	или у	1	1
332	позже на	1	1
333	там где	3	1
334	в истории	2	1
335	как говорит	1	1
336	эти новые	2	1
337	в одной	3	1
338	дает нам	4	1
339	в своем	2	1
340	однако не	1	1
341	и есть	2	1
342	когда он	6	1
343	вопросом о	1	1
344	был связан	1	1
345	и сестры	1	1
346	увидим что	2	1
347	же нельзя	1	1
348	ясно и	1	1
349	с той	2	1
350	сливается с	2	1
351	однако мы	1	1
352	возможно что	2	1
353	он в	4	1
354	из этих	3	1
355	что так	1	1
356	думать что	1	1
357	отчасти и	1	1
358	еще один	2	1
359	купца и	1	1
360	имеем в	2	1
361	наиболее существенные	1	1
362	не могла	1	1
363	и если	3	1
364	вообще не	1	1
365	тем не	2	1
366	он не	7	1
367	одному из	1	1
368	которой не	1	1
369	у древних	1	1
370	с новым	1	1
371	всех этих	1	1
372	он должен	3	1
373	общения человека	1	1
374	становится таким	1	1
375	не как	1	1
376	в силу	5	1
377	широком смысле	1	1
378	но вместе	1	1
379	на этом	2	1
380	так например	2	1
381	на то	3	1
382	в другом	5	1
383	и второй	1	1
384	в ход	1	1
385	на все	1	1
386	который уже	1	1
387	дома и	1	1
388	на племя	1	1
389	уже знаем	1	1
390	то все	1	1
391	должен был	3	1
392	но уже	1	1
393	он является	1	1
394	к которым	5	1
395	с этой	2	1
396	о связи	1	1
397	с полной	1	1
398	перестает быть	1	1
399	иногда в	2	1
400	встречей с	1	1
401	и тогда	1	1
402	нам необходимо	2	1
403	бы на	1	1
404	племени и	1	1
405	таким же	6	1
406	это только	1	1
407	по сравнению	3	1
408	и процесс	1	1
409	то для	1	1
410	других племен	1	1
411	одна сторона	1	1
412	на свою	1	1
413	образом появление	1	1
414	будут рассмотрены	1	1
415	особое место	1	1
416	и эти	1	1
417	собой и	1	1
418	что этот	4	1
419	происходит потому	1	1
420	по себе	2	1
421	даже в	4	1
422	нет никакого	1	1
423	содержит в	2	1
424	ему как	2	1
425	с миром	3	1
426	не менее	2	1
427	в таких	2	1
428	что эта	3	1
429	она не	3	1
430	одну особенность	1	1
431	в русской	3	1
432	это дает	1	1
433	эта форма	2	1
434	тогда когда	1	1
435	того как	4	1
436	одна из	2	1
437	на два	1	1
438	в развитии	1	1
439	каждый день	1	1
440	так чтобы	1	1
441	двумя мирами	11	1
442	чтобы стать	1	1
443	это мы	2	1
444	в общих	1	1
445	именно с	1	1
446	находятся в	1	1
447	и весь	1	1
448	они являются	1	1
449	совершенно неожиданно	1	1
450	же этот	1	1
451	должны поставить	1	1
452	просьбу как	1	1
453	доказать что	1	1
454	и делает	1	1
455	не могут	2	1
456	и другой	1	1
457	должны быть	1	1
458	для его	1	1
459	в наши	1	1
460	все еще	3	1
461	что при	1	1
462	утверждать что	1	1
463	мольбу о	1	1
464	ему стали	1	1
465	большей части	1	1
466	не совсем	1	1
467	а затем	3	1
468	всегда или	1	1
469	и орудия	1	1
470	или жажды	1	1
471	всей своей	1	1
472	сколько бы	1	1
473	поэтому мы	1	1
474	вещи и	1	1
475	он соприкасается	1	1
476	здесь нет	1	1
477	или на	2	1
478	которых это	1	1
479	показать как	1	1
480	является в	1	1
481	которых с	1	1
482	для этого	1	1
483	по мере	1	1
484	слова а	1	1
485	вопрос поставленный	1	1
486	это происходит	2	1
487	на вопрос	3	1
488	и что	5	1
489	мог бы	1	1
490	себе элементы	1	1
491	все его	1	1
492	превращался в	1	1
493	знает что	1	1
494	и во	2	1
495	образом мы	1	1
496	за свое	1	1
497	то явление	1	1
498	с нашей	1	1
499	или иная	1	1
500	путь к	1	1
501	наук в	1	1
502	этот момент	2	1
503	это сделать	1	1
504	но нет	1	1
505	не надо	1	1
506	представления о	3	1
507	с ними	5	1
508	нам достаточно	1	1
509	и действительно	3	1
510	даже если	1	1
511	орудия в	1	1
512	он уже	2	1
513	и легче	1	1
514	или его	1	1
515	когда появляется	2	1
516	эту связь	4	1
517	эту действительность	1	1
518	действительность но	2	1
519	в эти	1	1
520	же он	4	1
521	только этот	1	1
522	б мы	1	1
523	так что	2	1
524	есть в	2	1
525	к какому	1	1
526	не можем	1	1
527	в большинстве	1	1
528	орла в	3	1
529	чтобы он	2	1
530	в нашей	1	1
531	в виде	2	1
532	его с	2	1
533	здесь же	1	1
534	не из	1	1
535	тотем или	1	1
536	что вообще	1	1
537	большинстве случаев	1	1
538	при помощи	10	1
539	был бы	1	1
540	теснейшим образом	1	1
541	руки и	1	1
542	цели и	1	1
543	ни в	2	1
544	могло бы	2	1
545	вовсе не	4	1
546	остановимся только	1	1
547	друг друга	1	1
548	у него	5	1
549	зверей и	1	1
550	да это	1	1
551	к той	1	1
552	превращается в	7	1
553	вы где	1	1
554	человека таким	1	1
555	в особенности	2	1
556	герой получает	4	1
557	в другой	3	1
558	связан с	3	1
559	в исторической	2	1
560	со стороны	1	1
561	до сих	5	1
562	с другой	4	1
563	здесь в	1	1
564	эти две	1	1
565	а впоследствии	2	1
566	как же	1	1
567	такое же	4	1
568	по большей	1	1
569	ничем не	1	1
570	выступает в	1	1
571	на этот	2	1
572	на солнце	1	1
573	понимать как	1	1
574	именно так	1	1
575	его как	2	1
576	этот мотив	4	1
577	о чем	3	1
578	совершенно одинаково	2	1
579	на эту	1	1
580	со своими	1	1
581	нашей точки	1	1
582	охоту на	2	1
583	здесь только	1	1
584	есть явление	1	1
585	форме мы	1	1
586	словами на	1	1
587	я тебе	7	1
588	это служит	2	1
589	этих предметов	2	1
590	предположить что	6	1
591	он говорит	2	1
592	отражает действительность	1	1
593	сравнению с	3	1
594	тому как	1	1
595	самого хозяина	1	1
596	для человека	1	1
597	жизни эти	1	1
598	как к	1	1
599	в человеческом	4	1
600	многих других	3	1
601	в основном	1	1
602	именно в	1	1
603	не будем	1	1
604	культового характера	1	1
605	естественно не	1	1
606	как раз	1	1
607	неба и	1	1
608	на человека	1	1
609	в более	1	1
610	врагов но	1	1
611	это уже	2	1
612	то будет	1	1
613	являются не	1	1
614	указать на	3	1
615	для выражения	1	1
616	к пониманию	1	1
617	что я	2	1
618	этот материал	2	1
619	птицей и	1	1
620	в результате	1	1
621	что в	14	1
622	говоря о	1	1
623	это так	1	1
624	голода или	1	1
625	всякого рода	3	1
626	еще более	1	1
627	тем более	1	1
628	и смысл	1	1
629	подойдем к	1	1
630	на языке	2	1
631	будто бы	1	1
632	чтобы эти	1	1
633	по ходу	1	1
634	или не	1	1
635	врагов и	2	1
636	следующее явление	1	1
637	на поле	3	1
638	но если	1	1
639	может послужить	1	1
640	только как	1	1
641	другой стороны	4	1
642	в глаза	1	1
643	в иной	6	1
644	является и	3	1
645	всего поддается	1	1
646	это и	5	1
647	нам становится	1	1
648	наряду с	3	1
649	указывают на	2	1
650	на ту	1	1
651	он у	1	1
652	только одного	1	1
653	все что	4	1
654	и вновь	1	1
