N	2gram	Tiupa_Disk_2	Istorich
379	жизнь с	1	1
380	как нечто	1	1
381	может оказаться	1	1
382	ему приходит	1	1
383	в большинстве	2	1
384	же из	1	1
385	героев или	1	1
386	к своим	2	1
387	одно из	4	1
388	искать в	1	1
389	и их	1	1
390	могло бы	1	1
391	случае не	1	1
392	тогда как	11	1
393	это по	1	1
394	здесь столь	1	1
395	уступает место	1	1
396	были бы	1	1
397	ней и	1	1
398	как у	1	1
399	в верхний	2	1
400	нас в	1	1
401	и тех	1	1
402	здесь это	1	1
403	и прежде	2	1
404	и быть	1	1
405	и между	1	1
406	или о	1	1
407	себя и	1	1
408	или где	1	1
409	по нескольку	1	1
410	близко к	1	1
411	в соответствии	2	1
412	на этот	1	1
413	в особое	1	1
414	подобного рода	1	1
415	о чем	2	1
416	понимания этого	1	1
417	в описании	1	1
418	к себе	1	1
419	всем что	1	1
420	и столь	1	1
421	к своему	2	1
422	в жизнь	1	1
423	это были	1	1
424	женихе или	1	1
425	тому как	2	1
426	как бы	4	1
427	которые по	1	1
428	кто из	1	1
429	человек с	1	1
430	исходя из	1	1
431	что же	2	1
432	с этой	1	1
433	своей жизни	1	1
434	оба они	1	1
435	все это	2	1
436	но для	1	1
437	см ниже	1	1
438	чем та	1	1
439	и большом	1	1
440	в книге	1	1
441	он видел	1	1
442	на большую	2	1
443	которая в	2	1
444	обращается к	1	1
445	мы ничего	1	1
446	в новый	1	1
447	на фоне	1	1
448	не знает	3	1
449	речи и	1	1
450	их с	1	1
451	а герой	2	1
452	героя в	5	1
453	бы его	1	1
454	это и	1	1
455	из этого	1	1
456	это в	2	1
457	как на	3	1
458	том числе	1	1
459	которая не	1	1
