N	2gram	Savitsky_E_1	Literetu
221	какой бы	2	1
222	со своим	1	1
223	полной мере	1	1
224	это может	1	1
225	в значительной	2	1
226	в будущее	2	1
227	к какой-либо	1	1
228	с более	3	1
229	отношении к	15	1
230	но само	1	1
231	для нас	4	1
232	его на	2	1
233	для осуществления	1	1
234	многих других	1	1
235	ее от	2	1
236	можно сказать	4	1
237	значение только	2	1
238	до эпохи	1	1
239	в знании	1	1
240	или в	2	1
241	бы то	4	1
242	иная культурная	1	1
243	в состоянии	1	1
244	существует только	1	1
245	сохраняет в	1	1
246	в великой	1	1
247	в них	3	1
248	культуры можно	1	1
249	перед лицом	1	1
250	нельзя сказать	1	1
251	не показывает	1	1
252	как с	1	1
253	в последнее	1	1
254	большинстве случаев	3	1
255	выходит за	1	1
256	в духовной	1	1
257	но даже	4	1
258	себя с	1	1
259	вовсе не	6	1
260	и все	2	1
261	гораздо более	1	1
262	отказаться от	1	1
263	на то	6	1
264	вслед за	6	1
265	к концу	1	1
266	в виде	5	1
267	культуры из	2	1
268	с ней	1	1
269	к нему	2	1
270	в большинстве	2	1
271	каждого из	1	1
272	в третьем	1	1
273	в какой	2	1
274	бы ни	3	1
275	или иных	1	1
276	и во	2	1
277	эту мысль	1	1
278	которая как	1	1
279	мы не	4	1
280	второй половине	2	1
281	в некоторых	2	1
282	затем в	1	1
283	в центре	1	1
284	при условии	2	1
285	стране с	1	1
286	что современная	1	1
287	во всех	6	1
288	тогда когда	2	1
289	а на	1	1
290	при рассмотрении	1	1
291	тому чтобы	2	1
292	в этих	2	1
293	что к	2	1
294	между прочим	7	1
295	последнее время	1	1
296	становится ясным	1	1
297	более того	1	1
298	в одном	2	1
299	и с	2	1
300	то в	4	1
301	человеческой истории	1	1
302	в нашем	1	1
303	если не	1	1
304	бы во	1	1
305	в эту	2	1
306	не можем	2	1
307	иначе говоря	2	1
308	он сам	2	1
309	как то	1	1
310	но все	1	1
311	чтобы в	1	1
312	мира не	2	1
313	культурной жизни	4	1
314	жизни в	3	1
315	что же	2	1
316	одной из	5	1
317	с той	1	1
318	во власти	2	1
319	людей в	1	1
320	есть не	2	1
321	одного и	1	1
322	в ее	8	1
323	к жизни	1	1
324	призыв к	1	1
325	с другом	3	1
326	и некоторые	3	1
327	между ними	2	1
328	в начале	1	1
329	кажется что	2	1
330	это были	1	1
331	а затем	1	1
332	большей части	2	1
333	света и	1	1
334	европы но	1	1
335	время не	1	1
336	в той	5	1
337	могли бы	1	1
338	тот же	1	1
339	нам представляется	1	1
340	возникающее в	1	1
341	значительной степени	1	1
342	тем как	1	1
343	востока в	3	1
344	тех или	1	1
345	говорить о	1	1
346	на вопрос	1	1
347	на территории	1	1
348	одновременно с	1	1
349	имеет в	2	1
350	не выходит	1	1
351	стран является	1	1
352	соответствии с	1	1
353	вместе с	2	1
354	во второй	3	1
355	такими же	1	1
356	не имеет	4	1
357	один и	1	1
358	это мы	1	1
359	мог бы	2	1
360	оно определяется	1	1
361	сознании каждого	1	1
362	с ее	1	1
363	потому и	1	1
364	как мы	5	1
365	в силах	1	1
366	есть ли	2	1
367	что при	1	1
368	в свою	3	1
369	но как	2	1
370	в современном	1	1
371	и мы	3	1
372	то ни	4	1
373	на берегу	1	1
374	в отношении	32	1
375	свою очередь	2	1
376	и от	3	1
377	можно назвать	1	1
378	и другими	1	1
379	к этой	1	1
380	и о	1	1
381	время многие	1	1
382	оно остается	1	1
383	в отдельных	1	1
384	в одной	1	1
385	сказать что	4	1
386	имеет место	2	1
387	очевидно что	3	1
388	при таком	1	1
389	к тем	1	1
390	должно быть	1	1
391	из их	1	1
392	от эпохи	1	1
393	в странах	3	1
394	по большей	1	1
395	на основе	2	1
396	точнее и	1	1
397	представить себе	1	1
398	решения проблемы	2	1
399	к сознанию	1	1
400	как нам	5	1
401	россии в	4	1
402	перед собой	1	1
403	не о	1	1
404	в стране	2	1
405	существования в	3	1
406	в осознании	1	1
407	в среде	1	1
408	и однако	1	1
409	в которых	3	1
410	другой стороны	2	1
411	это должно	1	1
412	в котором	2	1
413	ни было	4	1
414	культуры но	2	1
415	не делает	1	1
416	всем своем	1	1
417	традиции как	1	1
418	а к	1	1
419	он в	1	1
420	же как	5	1
421	не имеющим	2	1
422	значение в	1	1
423	именно в	4	1
424	в соответствии	1	1
425	однако с	1	1
426	его жизни	1	1
427	во всей	2	1
428	в сторону	2	1
429	что и	3	1
430	мира к	1	1
431	такой же	2	1
432	в полной	4	1
433	и на	6	1
434	и будет	1	1
435	что даже	1	1
436	звучать как	1	1
437	к определенному	1	1
438	с тем	3	1
439	культуры и	2	1
440	и искусства	1	1
441	мы можем	3	1
442	и если	2	1
443	быть может	1	1
444	и что	2	1
445	лучшем случае	1	1
446	как известно	1	1
447	многих случаях	1	1
448	она не	2	1
449	и неизбежно	1	1
450	он не	2	1
451	явлениях культуры	1	1
452	потребности в	1	1
453	от других	1	1
454	но другим	1	1
455	вопрос о	4	1
456	и служат	1	1
457	и всякая	1	1
458	одном из	2	1
459	от них	3	1
460	в общем	3	1
461	творчества и	1	1
462	к которой	1	1
463	до него	1	1
464	и лучше	1	1
465	в исторической	1	1
466	в состав	1	1
467	к берегам	1	1
468	в обстановку	1	1
469	том числе	1	1
470	есть нечто	1	1
471	все что	1	1
472	но по	2	1
473	в каком	4	1
474	и россии	8	1
475	прочим и	2	1
476	определяется в	1	1
477	отказом от	1	1
478	которое в	2	1
479	целый ряд	2	1
480	с такой	1	1
481	борьбы с	1	1
482	который в	1	1
483	к настоящему	3	1
484	запада и	1	1
485	что может	1	1
486	оказались бы	1	1
487	постановка проблемы	1	1
488	если брать	2	1
489	в форму	1	1
490	всем его	1	1
491	быть в	1	1
492	теперь не	1	1
493	идет о	3	1
494	и более	2	1
495	такой эволюции	1	1
496	мира который	1	1
497	уже об	1	1
498	уже и	3	1
499	если мы	1	1
500	так как	7	1
501	ни на	3	1
502	если бы	2	1
503	в лучшем	1	1
504	и как	2	1
505	мысль о	1	1
506	однако не	1	1
507	россии не	2	1
508	глаза на	1	1
509	и по	5	1
510	мы знаем	1	1
511	и других	2	1
512	на основании	2	1
513	жизни но	1	1
514	ценности и	1	1
